0001-0109-0118,0001-0097-0091,0001-0073-0114,0001-0045-0079,0001-0117-0047,0001-0125-0028,0001-0125-0009,0001-0048-0145,0001-0096-0205,Average,Err
572.836,1408.375,1127.018,856.594,426.511,711.405,600.017,775.118,787.634,807.279,94.248
574.478,1450.531,995.045,833.167,416.250,706.538,656.935,755.188,776.694,796.092,92.434
576.616,1473.253,927.609,816.678,428.658,740.180,766.740,742.382,788.463,806.731,90.633
598.256,1347.665,826.458,781.365,430.614,781.273,906.469,781.771,843.716,810.843,77.857
626.822,1243.958,787.344,789.118,424.152,825.565,944.879,751.743,834.522,803.122,69.718
630.373,1063.826,709.187,759.318,431.043,850.012,872.198,761.958,842.410,768.925,55.185
657.482,891.342,695.708,735.855,433.473,972.342,808.859,738.340,878.060,756.829,49.801
652.361,784.439,667.090,721.172,433.071,1141.808,774.494,732.736,807.657,746.092,58.422
688.656,734.055,672.591,699.522,427.902,1219.318,717.664,782.590,811.567,750.429,65.022
690.946,717.824,678.760,689.016,434.277,1156.601,644.946,751.965,815.164,731.055,59.874
748.630,739.851,694.625,699.697,441.375,1096.871,622.480,743.792,832.157,735.497,54.708
761.537,740.769,714.584,715.344,439.554,994.610,589.658,740.722,844.284,726.785,48.269
797.470,717.092,717.031,731.065,429.174,897.429,526.297,709.708,811.821,704.121,45.269
844.226,735.052,719.998,723.703,422.190,745.042,497.192,654.306,774.485,679.577,42.631
909.998,722.278,741.930,770.396,399.679,625.018,485.088,760.056,802.470,690.768,50.510
966.213,768.501,836.575,826.660,418.245,576.165,457.785,709.007,815.343,708.277,58.417
1012.302,745.305,918.384,871.930,421.223,559.180,484.523,735.694,785.396,725.993,63.177
987.709,733.122,985.993,907.402,430.223,562.622,496.562,757.729,814.022,741.709,65.016
956.777,794.439,1100.856,943.061,446.995,559.363,514.992,693.965,783.948,754.933,69.616
878.573,803.174,1231.247,922.936,403.647,589.799,520.664,726.653,790.060,762.972,76.958
785.568,817.529,1294.721,883.648,415.951,608.297,532.062,718.049,767.254,758.120,78.591
697.687,796.854,1287.240,852.140,435.424,597.622,534.921,729.056,744.784,741.747,76.359
628.336,811.811,1187.029,826.912,422.484,628.736,557.588,728.215,828.955,735.563,68.436
574.731,829.253,1095.243,779.835,419.217,633.246,574.155,749.632,841.090,721.822,62.084
568.804,839.896,996.548,755.905,436.272,644.387,578.412,745.049,853.060,713.148,54.340
559.416,809.129,905.178,701.460,428.391,665.673,629.246,715.215,829.343,693.672,45.857
567.751,823.739,842.189,692.850,408.424,678.847,715.554,735.014,871.104,703.941,45.696
571.853,834.603,752.915,695.597,432.799,690.087,807.822,719.306,889.873,710.539,43.872
582.280,797.571,714.355,666.692,406.717,709.042,942.280,719.910,820.873,706.636,47.674
592.477,785.993,687.629,685.693,399.864,705.495,927.407,715.507,821.709,702.419,46.632
597.016,791.963,692.733,700.530,414.647,725.066,851.362,725.556,786.299,698.352,40.393
602.942,794.151,691.915,712.435,399.967,745.465,802.480,703.646,765.821,690.980,39.238
629.553,804.759,675.863,755.573,439.647,754.432,758.492,739.819,779.560,704.189,35.405
622.556,778.950,713.634,783.106,429.603,736.189,689.085,736.368,748.485,693.108,34.625
642.617,777.938,704.919,824.901,395.185,795.054,642.376,677.931,751.455,690.264,40.451
671.499,793.682,732.652,892.188,415.179,755.120,588.856,659.361,763.060,696.844,42.982
683.823,770.811,793.894,948.667,415.587,804.769,531.432,752.604,732.142,714.859,49.444
699.501,792.777,806.744,951.542,441.261,823.282,498.376,654.951,720.149,709.843,50.630
724.434,784.097,861.247,945.789,407.250,853.339,483.099,722.021,760.343,726.847,55.331
740.760,797.419,947.431,905.977,434.266,943.414,491.805,654.076,730.000,738.350,58.561
761.266,777.474,1066.971,890.225,427.402,1063.390,488.130,672.083,748.067,766.112,69.886
801.648,753.164,1181.649,852.710,417.641,1149.201,501.675,693.007,697.881,783.175,80.668
815.181,762.273,1278.993,789.028,403.212,1143.342,499.427,621.042,699.485,779.109,88.547
924.791,800.246,1314.461,765.730,394.908,1149.222,529.251,673.507,736.067,809.798,90.267
968.902,741.385,1237.420,696.697,432.266,1089.772,523.709,658.292,711.433,784.431,82.794
1029.973,745.856,1142.346,694.834,413.484,975.177,538.373,664.632,690.724,766.155,74.748
1024.671,744.811,1052.175,669.772,409.641,780.565,532.153,651.708,701.903,729.711,65.331
1005.426,740.149,985.856,689.275,401.554,695.162,542.879,669.674,753.104,720.342,59.889
929.161,745.385,895.254,689.508,425.701,597.934,587.226,644.361,671.716,687.361,48.894
830.269,741.253,822.240,709.586,415.174,553.826,592.141,650.472,687.104,666.896,41.661
714.425,751.032,732.789,702.891,402.484,548.264,617.777,616.035,652.351,637.561,34.503
616.725,735.035,671.690,721.022,404.636,584.336,682.915,647.896,682.463,638.524,31.294
583.102,747.841,670.908,768.395,409.940,583.264,739.757,660.924,742.463,656.288,36.338
542.212,714.181,696.881,803.337,408.033,573.910,868.138,657.569,791.388,672.850,45.639
536.393,715.380,706.960,858.715,412.060,601.474,944.477,620.806,836.284,692.505,53.167
544.160,728.002,670.937,925.003,416.277,633.646,949.912,652.653,818.097,704.299,54.424
535.582,691.300,682.894,952.847,421.652,643.153,868.096,644.778,776.731,690.782,50.732
553.696,700.762,721.906,957.042,411.076,658.754,782.946,666.076,771.022,691.476,47.862
567.751,744.201,705.953,946.472,396.978,669.018,721.099,633.826,809.649,688.328,48.257
580.985,713.017,723.631,899.875,409.457,690.520,681.599,648.458,769.396,679.660,42.081
575.550,692.365,727.384,854.516,409.163,699.799,610.212,625.493,770.104,662.732,40.182
599.750,723.893,772.193,807.221,417.538,692.793,575.008,643.618,760.075,665.788,38.336
598.019,702.181,807.661,752.281,401.467,709.961,507.059,634.278,746.978,651.098,41.003
594.092,708.442,857.492,682.873,389.788,672.489,452.359,660.688,667.627,631.761,43.799
618.421,680.139,940.166,686.688,402.239,713.784,488.444,645.681,695.515,652.342,47.277
634.104,687.062,1014.987,684.049,381.310,701.694,484.209,638.819,678.493,656.081,54.315
651.705,694.082,1189.524,677.469,421.995,712.027,505.825,618.458,706.522,686.401,66.914
647.237,675.891,1277.117,685.791,409.793,750.979,495.701,619.257,686.381,694.239,76.303
653.388,698.404,1281.609,694.768,424.326,707.222,507.429,630.292,714.037,701.275,75.248
679.925,691.754,1194.281,710.834,405.000,740.730,533.881,661.799,665.448,698.183,67.018
707.532,683.660,1130.544,731.099,419.000,753.240,538.571,632.806,657.619,694.897,60.918
701.344,695.112,1031.267,756.147,409.120,738.096,552.743,624.458,660.963,685.472,52.821
710.203,667.975,931.757,789.714,407.391,734.456,548.791,599.694,688.910,675.433,46.787
700.048,664.107,827.719,837.500,408.870,740.102,568.000,623.271,654.694,669.368,41.543
706.589,660.270,757.267,889.644,391.712,733.880,589.201,634.042,662.590,669.466,42.556
676.612,657.834,693.211,947.584,396.810,755.874,572.458,623.299,623.866,660.838,46.196
663.179,664.620,688.283,986.482,396.060,749.904,616.862,601.382,624.955,665.747,48.610
644.355,652.695,663.915,982.990,398.250,720.595,621.212,641.646,627.500,661.462,47.101
623.642,672.050,668.312,970.327,399.870,730.544,615.932,643.688,629.918,661.587,46.291
636.802,657.084,669.757,901.663,396.457,732.465,681.808,618.688,636.522,659.027,41.047
605.833,659.933,666.721,833.029,416.277,714.679,703.653,621.167,620.254,649.061,35.000
622.624,653.878,680.137,803.270,424.674,700.673,755.867,626.056,626.231,654.823,33.452
599.168,646.164,694.804,747.348,407.060,720.156,907.147,621.361,612.410,661.735,42.331
582.537,651.419,721.582,722.078,401.690,693.087,943.633,616.889,598.082,659.000,45.497
597.141,667.861,734.528,685.924,406.799,708.691,954.398,622.278,634.776,668.044,45.116
590.102,650.355,769.888,681.199,383.783,672.526,887.590,578.160,700.672,657.141,43.608
572.209,678.806,774.088,688.284,395.897,696.916,819.251,606.569,612.873,649.433,38.877
586.105,642.541,836.811,701.379,408.652,670.366,747.845,611.472,631.134,648.478,37.141
573.276,660.201,934.294,704.052,423.505,672.438,671.432,627.243,588.478,650.547,42.499
564.125,647.278,1017.573,698.905,417.141,673.778,609.966,592.743,616.187,648.633,50.391
579.014,661.998,1147.724,750.548,409.386,665.997,558.328,610.160,638.119,669.030,63.639
567.289,648.357,1231.600,774.057,410.174,649.832,504.449,611.833,609.933,667.503,73.661
580.750,676.998,1258.798,794.425,392.766,666.943,479.246,611.743,627.619,676.588,77.637
570.109,668.452,1238.942,860.120,404.098,664.817,495.110,606.035,617.425,680.567,76.738
561.669,681.581,1131.151,882.617,387.641,652.853,458.266,586.757,617.664,662.244,70.598
580.837,660.665,1030.710,947.518,388.190,664.111,498.751,597.160,623.157,665.678,63.952
573.422,659.447,949.274,977.369,389.500,639.429,479.825,567.285,594.716,647.807,61.812
565.362,628.484,850.773,970.300,401.397,649.276,506.215,582.500,600.903,639.468,54.317
565.743,628.868,756.227,942.315,393.011,661.072,494.661,588.264,612.836,627.000,49.066
561.844,615.072,730.139,920.332,398.299,634.489,525.297,607.694,622.664,623.981,45.008
564.231,632.680,701.157,847.504,387.533,652.009,546.328,606.840,600.052,615.371,38.887
570.826,629.174,689.058,802.503,392.283,650.727,560.862,581.910,627.000,611.594,34.737
560.884,605.174,682.162,744.740,409.495,638.547,568.006,600.014,626.590,603.957,29.107
570.383,600.794,672.602,708.261,405.332,650.279,585.644,589.250,631.201,601.527,27.118
554.079,619.196,668.335,676.219,399.652,636.577,570.441,597.361,596.045,590.878,25.958
555.390,605.531,693.297,669.378,406.848,623.994,565.082,616.785,632.403,596.523,26.262
564.059,631.320,721.917,669.904,387.516,685.745,599.845,590.667,657.291,612.029,30.750
561.938,618.400,714.742,687.970,401.505,660.808,615.579,614.396,603.478,608.757,28.450
548.374,609.856,721.112,708.854,412.245,641.354,614.969,562.785,627.552,605.233,29.052
