0383-0244-0015,0383-0239-0038,0383-0187-0150,0383-0224-0175,0383-0193-0180,0383-0186-0197,0383-0021-0204,0383-0241-0187,Average,Err
557.167,635.384,680.434,526.318,590.476,631.469,379.107,402.123,550.310,36.285
546.281,634.791,697.759,550.500,563.880,650.944,386.755,411.986,555.362,36.419
565.732,638.715,682.856,544.459,554.116,651.750,387.928,402.549,553.513,36.246
554.159,614.437,680.708,542.082,553.093,636.631,370.130,396.986,543.528,36.285
548.948,650.930,690.809,538.568,562.071,642.344,378.629,399.141,551.430,37.693
571.159,633.652,685.873,553.395,561.791,639.556,372.164,409.004,553.324,36.549
551.747,635.166,697.718,538.559,563.027,622.356,385.302,395.282,548.645,36.585
562.771,635.854,682.959,557.818,559.116,672.544,379.596,398.000,556.082,37.959
571.852,636.589,696.968,546.386,550.351,664.219,383.311,397.275,555.869,38.216
558.167,637.563,700.039,561.068,536.267,654.331,380.491,413.113,555.130,37.229
562.706,670.454,678.198,572.445,569.516,655.106,371.311,414.092,561.728,37.984
564.250,628.411,694.531,556.968,565.680,641.425,381.588,395.398,553.531,37.093
560.945,641.957,680.607,530.750,566.836,631.556,365.212,397.380,546.905,37.563
551.745,622.894,705.032,541.577,549.356,661.669,380.581,405.292,552.268,37.810
553.062,638.275,701.479,525.882,593.858,632.675,378.648,403.194,553.384,37.689
559.617,653.119,696.641,542.914,546.609,671.394,389.200,413.271,559.096,37.691
557.654,653.166,673.368,545.405,568.969,649.750,377.693,393.951,552.494,37.551
555.125,626.745,696.385,534.350,570.289,631.131,383.274,404.891,550.274,36.107
573.529,642.821,712.389,536.136,524.556,665.194,373.407,404.345,554.047,39.906
555.089,660.662,703.222,520.064,577.449,666.850,381.658,402.377,558.421,39.650
562.560,636.318,682.484,522.650,561.080,670.606,380.082,394.518,551.287,38.245
540.409,648.026,697.720,522.586,580.000,640.175,384.771,402.056,551.968,37.596
543.271,642.699,681.858,529.309,539.467,665.744,380.885,395.077,547.289,38.018
546.112,625.947,692.695,541.768,577.729,671.600,377.170,412.669,555.711,37.549
555.154,633.781,693.262,537.932,556.160,669.125,382.699,407.239,554.419,37.533
547.977,635.089,690.854,545.041,582.520,684.031,376.090,401.063,557.833,39.144
552.737,630.957,688.531,539.586,565.360,661.356,385.257,404.581,553.546,36.803
540.630,651.179,686.073,541.982,531.413,661.069,377.235,391.430,547.626,38.837
555.104,651.070,690.568,554.295,574.107,686.569,378.743,408.180,562.329,39.027
549.294,659.550,699.297,570.523,554.920,684.975,384.710,411.074,564.293,39.120
554.648,628.467,703.144,542.632,562.564,670.175,380.841,406.835,556.163,38.139
550.565,640.079,699.250,549.241,567.738,667.944,380.055,399.254,556.766,38.701
570.833,645.149,704.262,534.891,555.138,663.775,382.599,405.975,557.828,38.479
552.938,635.166,689.019,555.732,559.764,672.625,376.431,409.398,556.384,37.774
544.107,616.480,678.598,536.645,570.698,677.181,385.337,393.708,550.344,37.357
554.424,637.089,677.925,520.700,566.689,654.656,381.880,400.845,549.276,36.778
574.440,640.242,675.776,560.695,577.556,678.556,389.205,419.408,564.485,36.054
553.141,647.877,691.428,566.050,559.680,658.769,376.177,394.437,555.945,38.711
552.549,648.901,708.095,541.064,553.689,654.494,384.043,400.275,555.389,38.633
554.273,643.917,695.002,542.436,564.000,655.525,378.891,405.345,554.924,37.762
559.854,656.884,692.607,535.382,566.551,661.138,377.154,420.092,558.708,37.675
573.419,639.894,692.563,557.345,584.507,675.050,379.674,399.937,562.799,38.741
557.328,635.791,702.493,534.655,554.462,651.369,381.890,395.877,551.733,38.159
556.523,655.940,697.538,558.582,557.916,654.900,378.918,400.630,557.619,38.586
541.521,624.368,705.021,527.927,572.422,695.344,376.903,409.947,556.682,39.719
552.201,638.394,688.540,550.577,562.036,659.288,387.292,408.405,555.842,36.519
569.958,638.642,699.935,540.545,553.196,661.312,385.127,399.961,556.085,38.043
539.964,629.411,695.237,544.686,568.231,656.112,380.174,406.817,552.579,37.167
548.034,624.990,688.196,539.800,547.756,641.681,384.239,404.820,547.440,35.738
548.253,655.517,706.630,543.673,579.951,647.737,376.594,395.827,556.773,39.456
557.195,640.219,711.862,556.977,570.031,674.669,394.755,400.542,563.281,38.611
536.117,641.325,700.950,530.855,576.107,666.138,393.179,402.655,555.915,37.889
554.083,638.616,702.512,541.914,562.787,657.506,380.346,389.342,553.388,39.015
572.404,652.772,710.146,555.132,577.249,657.581,382.750,410.363,564.799,38.481
561.656,640.142,695.301,536.714,576.493,633.625,390.973,401.141,554.506,36.343
546.201,632.381,705.019,531.314,583.036,641.300,377.442,399.141,551.979,38.143
569.617,624.295,700.628,540.077,565.951,675.169,384.117,403.415,557.909,38.144
559.951,642.805,699.783,545.305,548.973,650.163,392.175,393.954,554.139,37.567
563.062,621.132,698.342,545.895,578.102,650.350,377.619,399.007,554.189,37.601
563.438,627.762,717.129,552.609,570.342,676.375,373.215,409.521,561.299,39.630
555.617,665.722,687.690,544.595,582.698,682.700,387.933,407.634,564.324,38.726
566.365,623.377,716.013,556.655,567.644,676.056,382.289,390.972,559.921,39.939
558.016,632.526,689.581,537.750,560.667,654.462,380.339,389.697,550.380,37.917
556.167,616.026,684.022,530.782,567.569,621.069,381.740,400.930,544.788,35.001
579.125,629.073,704.940,543.832,563.236,655.812,373.950,402.310,556.535,38.524
548.776,655.884,686.987,556.195,583.707,638.125,376.117,393.866,554.957,38.189
563.055,652.997,689.550,544.491,546.760,657.231,385.376,400.637,555.012,37.708
567.531,638.526,702.168,545.286,601.916,683.894,379.977,392.201,563.937,40.350
