0001-0049-0053,0001-0079-0227,0001-0132-0215,0001-0146-0232,0001-0156-0159,0001-0224-0241,0001-0209-0103,0001-0171-0060,0001-0158-0056,0001-0120-0053,0059-0127-0028,0059-0113-0028,0059-0180-0036,0059-0191-0025,0059-0176-0016,0059-0214-0012,0090-0159-0019,Average,Err
342.581,357.667,304.261,297.815,269.591,329.028,299.053,295.467,263.745,259.892,330.272,334.750,297.502,331.736,320.119,233.543,281.674,302.864,7.898
349.695,345.000,305.228,296.218,277.351,332.789,300.132,284.868,263.829,279.380,311.500,308.277,290.722,263.524,289.238,232.702,291.524,295.410,6.976
418.214,338.689,285.611,268.508,276.595,318.336,306.488,288.078,254.902,270.728,330.136,304.295,291.466,259.750,263.870,229.697,260.751,292.124,10.186
546.503,355.092,307.522,289.363,259.856,316.020,317.673,292.063,275.457,262.228,336.430,302.339,300.089,278.428,273.168,229.657,289.586,307.734,16.088
616.416,343.930,282.211,299.024,263.859,318.368,304.799,288.339,268.871,264.633,347.276,312.580,282.669,263.139,268.670,229.439,289.571,308.459,19.974
569.663,343.566,302.861,282.605,270.608,329.729,292.983,295.586,267.381,265.525,356.596,300.259,275.701,267.846,265.265,232.932,272.945,305.415,17.624
542.159,344.005,287.228,278.097,257.787,312.879,292.927,269.784,272.045,268.386,349.469,278.804,268.843,260.764,245.795,232.412,281.282,296.627,16.532
462.130,340.685,296.994,290.391,271.378,325.453,282.848,298.781,259.950,257.924,349.825,292.920,288.673,270.582,256.589,215.268,291.209,297.153,12.576
409.194,342.864,281.578,284.375,268.935,314.547,285.297,295.674,269.375,273.297,340.781,277.554,287.071,275.038,256.562,234.439,276.930,292.560,9.510
351.522,342.058,288.989,285.190,261.478,305.490,300.149,288.257,262.188,272.380,331.671,301.536,285.772,268.375,266.222,233.015,270.348,289.096,7.277
315.884,354.185,296.289,287.665,259.247,328.138,317.571,293.295,270.798,259.538,322.820,290.732,274.637,253.260,250.324,232.343,267.985,286.748,7.708
300.969,337.598,309.550,278.935,272.729,317.571,320.017,331.737,276.980,247.184,321.895,286.946,300.537,252.524,304.011,237.639,271.546,292.257,7.041
288.212,335.692,335.356,271.601,264.354,335.879,329.109,322.730,249.087,243.266,343.342,277.473,306.021,278.620,277.757,240.601,288.769,293.404,8.212
291.262,318.365,301.667,282.387,262.756,322.717,326.505,313.451,279.468,244.968,364.311,287.875,302.986,281.918,279.595,233.376,275.125,292.278,7.451
285.170,338.728,297.022,266.677,271.199,335.437,318.267,332.257,266.541,250.975,361.719,314.125,304.320,284.288,286.719,233.520,286.952,296.113,8.024
294.116,331.505,304.517,292.577,264.643,328.040,301.865,324.599,255.947,281.968,368.000,264.955,302.110,275.053,271.341,229.263,280.861,292.433,7.828
310.705,353.874,297.400,278.024,261.931,331.296,331.403,311.592,264.630,270.880,342.732,292.741,291.246,264.750,260.043,234.803,293.505,293.621,7.793
313.561,360.674,310.872,281.290,259.749,312.664,466.729,300.784,261.493,257.829,353.136,318.607,297.242,272.601,256.054,224.389,280.059,301.631,13.035
324.327,367.921,295.922,267.004,250.220,335.858,560.663,286.476,263.919,257.835,336.149,298.634,291.954,253.279,259.141,224.247,269.938,302.558,17.943
308.857,382.204,279.839,250.907,252.732,307.964,528.670,303.853,259.711,271.057,313.026,270.768,281.185,259.303,250.892,224.343,262.194,294.559,16.514
307.645,362.769,292.889,257.738,245.677,309.996,528.317,287.502,261.398,248.456,334.965,294.357,285.125,254.197,253.324,229.758,274.714,295.813,16.253
293.507,358.072,308.039,284.750,254.120,328.316,547.330,303.182,270.630,257.253,335.132,276.518,291.559,255.851,262.849,228.356,274.168,301.743,16.785
304.912,338.144,277.078,274.992,261.550,336.239,527.175,313.975,280.202,279.234,362.246,302.125,303.096,257.904,267.249,231.982,285.908,306.118,15.448
293.819,331.391,291.750,332.347,265.237,308.040,482.515,306.361,290.011,260.538,330.066,297.348,301.957,270.529,277.314,227.205,293.348,303.516,12.596
308.630,336.316,315.972,429.746,267.674,329.842,425.175,293.665,282.115,268.652,350.754,275.321,280.783,296.202,278.708,226.222,273.355,308.184,12.680
350.695,338.105,296.556,464.556,250.577,312.826,407.139,314.643,258.232,258.222,324.289,299.062,284.897,285.986,256.503,225.515,267.692,305.617,14.150
391.631,333.104,310.711,472.069,247.509,313.964,400.089,303.818,273.695,241.354,319.811,287.643,284.858,273.264,259.070,225.636,277.264,306.794,14.969
506.110,334.419,310.317,435.230,249.485,298.559,362.172,286.414,262.361,258.601,329.039,287.045,284.064,263.481,241.951,238.174,262.348,306.457,16.875
615.897,331.910,276.544,430.129,249.526,304.146,352.340,313.787,265.913,251.076,305.689,297.339,267.541,292.346,265.973,223.197,266.604,312.350,21.539
611.787,334.713,324.583,420.790,252.804,312.065,349.538,318.737,270.406,257.475,328.009,316.429,291.605,280.216,265.735,225.144,265.626,319.157,20.773
551.540,329.579,318.833,392.306,263.189,329.538,321.611,358.357,345.289,261.443,360.114,517.009,297.975,271.611,280.724,224.947,287.249,335.960,20.237
466.487,318.795,313.628,388.657,254.763,346.441,313.195,519.351,480.838,266.095,491.408,638.295,290.918,278.913,254.973,229.992,276.176,360.525,27.546
427.338,347.345,306.417,325.169,248.821,331.765,315.050,666.564,572.345,271.652,709.680,662.214,297.157,271.856,259.162,224.043,277.044,383.154,38.239
380.249,351.572,280.339,284.496,248.540,309.785,308.739,681.197,518.017,282.677,765.048,624.821,302.683,249.096,260.362,225.937,275.839,373.494,39.279
338.065,355.142,301.328,296.754,251.189,333.725,290.036,604.831,473.261,281.905,755.443,580.982,345.021,261.918,260.735,218.404,272.996,365.984,35.105
334.652,351.937,308.100,289.952,254.450,316.522,292.990,518.260,416.894,282.152,716.035,584.232,358.698,263.462,247.130,226.967,275.436,355.169,31.333
307.510,344.230,295.111,291.706,253.320,322.045,289.538,494.740,381.496,278.582,748.715,552.152,478.633,286.865,272.827,232.460,275.026,359.115,31.864
298.628,333.390,296.778,278.540,259.395,323.494,310.746,476.329,335.454,277.677,692.746,526.554,616.377,310.519,262.551,222.768,279.066,358.883,31.754
290.227,362.452,307.272,272.774,263.952,340.514,315.492,426.260,297.109,278.184,710.640,506.670,680.673,328.495,275.400,237.290,296.956,364.139,33.071
293.558,385.154,301.894,297.113,257.502,336.012,293.997,379.915,278.563,280.342,665.360,519.339,715.769,340.058,301.103,228.715,303.363,363.397,32.778
305.288,414.239,299.611,271.218,247.969,321.709,304.337,328.618,280.479,279.962,611.044,435.196,642.687,315.106,330.465,231.111,397.403,353.908,27.412
311.169,420.938,320.917,285.621,248.436,323.389,275.287,325.527,252.888,276.918,575.899,417.161,511.064,295.317,340.584,226.369,489.286,346.869,23.719
309.759,412.897,295.639,278.105,255.598,328.883,282.868,295.147,249.459,255.854,536.123,382.375,435.530,274.524,382.708,216.376,520.927,336.045,22.250
310.092,385.985,303.944,292.137,250.804,325.964,291.158,320.517,259.213,277.222,526.456,336.875,344.790,353.740,447.584,220.806,482.608,337.053,19.416
309.767,357.492,311.039,285.234,256.900,323.154,275.488,321.947,265.739,253.905,452.434,312.321,349.249,425.005,475.103,266.215,456.667,335.156,17.379
302.961,342.047,296.761,305.536,252.790,352.000,306.587,310.414,256.342,280.405,409.211,298.411,329.804,507.865,531.114,300.939,396.245,339.967,18.670
304.482,313.458,307.656,304.504,269.268,367.632,312.990,322.135,265.401,259.759,404.732,311.536,323.502,506.548,495.211,326.157,331.513,336.852,16.668
323.645,322.787,299.822,321.831,276.069,371.239,312.112,319.799,258.686,261.987,367.219,304.295,321.986,466.697,488.038,323.035,303.919,331.951,14.677
324.114,319.225,295.267,309.508,267.069,416.494,281.116,296.542,261.389,263.728,352.048,309.804,312.996,397.538,424.649,316.275,287.377,319.714,11.873
354.837,324.832,302.533,399.246,257.261,433.846,283.241,283.690,243.499,251.905,367.583,318.491,297.947,351.865,401.978,303.263,293.586,321.741,13.060
402.500,324.958,284.389,457.556,276.433,491.077,290.822,298.853,243.521,264.867,316.702,273.330,283.947,367.048,396.670,302.338,282.908,326.936,16.723
534.797,325.803,300.039,469.883,252.299,565.393,383.165,286.793,257.073,283.019,347.276,317.643,291.388,350.510,373.076,302.336,276.505,348.059,21.883
638.843,326.013,300.950,482.569,248.663,657.785,507.251,287.182,241.782,260.918,332.272,274.527,281.698,324.115,371.703,287.631,271.996,358.582,31.007
634.318,337.239,295.389,474.286,252.086,723.842,534.017,284.401,258.513,267.728,316.504,270.759,285.619,327.327,358.022,294.058,270.396,363.794,33.298
590.597,325.739,305.867,453.137,250.591,713.368,509.752,269.461,265.132,255.532,322.035,294.339,265.206,327.663,302.849,256.043,272.835,351.773,31.657
520.096,325.269,326.833,445.194,245.835,725.502,515.512,305.235,262.056,268.608,318.868,289.616,284.712,307.308,313.670,249.449,260.839,350.859,30.271
458.592,337.222,332.572,398.331,247.588,709.421,457.396,288.241,248.353,271.741,320.509,300.027,281.950,276.312,270.843,242.530,265.081,335.689,27.656
379.217,364.233,359.872,376.774,254.467,635.453,428.845,286.238,244.373,280.570,291.675,299.973,278.982,270.096,261.843,234.015,269.341,324.469,22.988
330.099,381.623,329.939,338.431,246.649,618.960,414.201,271.135,253.936,248.937,310.982,323.554,271.609,252.337,263.578,237.801,270.286,315.533,21.920
318.464,400.294,329.467,331.552,259.911,576.089,416.842,294.006,247.725,247.930,318.820,280.670,290.018,261.894,269.400,229.684,266.725,314.088,19.959
314.547,403.407,312.900,296.754,248.993,485.692,378.023,293.486,248.196,272.367,321.167,293.964,272.740,254.788,246.708,227.207,270.784,302.454,15.553
315.416,394.967,306.983,268.762,254.948,394.721,339.554,295.248,255.826,246.291,321.934,288.946,270.402,245.476,255.368,220.033,257.813,290.158,11.864
307.911,344.620,311.922,278.762,248.433,355.814,329.690,285.282,248.759,264.158,312.114,287.902,289.135,260.740,264.168,227.876,268.429,287.395,8.353
304.384,340.448,310.678,272.286,248.086,318.296,304.653,284.310,258.672,262.095,340.772,290.330,279.000,258.885,252.886,231.763,276.799,284.373,7.471
311.496,338.361,301.533,276.520,242.814,306.368,298.538,285.824,258.518,263.120,354.140,293.938,280.947,260.178,251.903,234.280,272.557,284.179,7.624
297.618,334.405,295.711,292.431,255.354,328.652,294.528,285.448,276.207,256.620,331.241,289.545,275.288,264.168,263.454,223.005,270.648,284.372,6.891
294.894,326.597,306.867,283.726,258.711,308.858,293.825,303.893,326.350,252.500,331.105,271.018,277.466,266.236,256.914,223.051,269.311,285.372,7.051
299.170,329.213,290.083,280.403,248.175,311.980,300.436,370.041,360.238,265.057,342.807,296.812,275.904,261.197,263.681,222.467,278.762,293.907,9.301
304.776,333.590,292.439,264.060,261.711,328.158,290.234,524.881,466.255,253.411,306.965,276.545,288.082,257.279,252.568,227.659,270.077,305.805,18.189
309.536,344.451,289.594,283.069,256.385,309.907,287.314,666.850,526.140,248.329,340.250,302.438,302.520,241.817,246.681,238.823,265.835,321.173,26.185
317.455,367.617,293.900,288.621,263.948,315.340,281.894,628.567,456.527,251.601,336.228,299.688,306.246,255.231,266.324,239.255,266.429,319.698,22.354
374.553,400.860,284.322,295.165,258.399,306.316,292.871,591.520,422.454,264.329,351.425,319.652,314.744,262.029,251.551,243.816,292.168,325.069,20.262
403.870,454.003,305.806,273.540,252.186,297.393,286.030,561.511,397.412,255.418,328.307,288.366,302.043,256.524,270.324,243.078,288.282,321.417,20.111
521.255,508.401,295.422,299.819,252.127,287.595,290.198,512.621,345.899,268.278,329.206,300.071,297.214,264.894,263.470,250.790,274.033,327.135,21.794
600.026,468.570,291.739,319.310,256.502,296.668,294.452,457.502,301.804,248.411,349.338,299.938,295.210,272.332,254.676,254.169,280.864,325.971,22.365
622.109,427.213,296.000,435.758,265.701,311.984,272.762,391.310,266.120,263.348,335.961,280.830,275.758,304.269,252.962,253.394,275.099,325.328,22.602
577.361,367.392,316.728,461.258,253.808,309.263,282.073,371.050,262.025,277.987,326.035,302.795,290.662,277.716,269.951,256.952,261.542,321.447,19.944
512.352,336.413,294.344,436.016,246.670,322.255,298.112,332.197,266.056,275.886,336.882,270.652,277.189,267.274,266.962,245.399,280.996,309.745,16.397
444.315,329.294,293.317,431.641,264.216,307.016,278.076,321.263,264.398,258.101,316.877,318.545,285.402,270.413,286.697,248.295,275.678,305.503,13.020
374.361,328.289,299.544,409.956,257.790,320.081,301.241,323.282,254.476,283.380,317.022,283.009,282.822,263.481,269.762,240.449,263.652,298.388,10.431
339.872,322.299,300.356,361.734,258.821,297.530,288.439,290.495,255.487,259.063,336.088,269.705,303.335,262.812,251.773,255.778,272.901,289.793,7.966
308.833,317.047,304.494,340.073,246.278,308.591,269.452,290.618,266.768,269.703,310.868,268.241,282.103,261.308,270.486,236.838,269.136,283.579,6.490
315.717,319.779,274.061,295.621,251.897,280.559,291.845,302.204,253.084,248.411,319.886,320.134,281.174,267.663,240.535,238.371,273.883,280.872,6.695
300.139,328.386,295.067,295.899,250.749,298.591,275.729,288.226,248.120,257.177,326.246,294.696,272.292,242.885,254.005,242.677,261.062,278.350,6.504
302.522,316.843,292.600,289.484,257.619,325.178,284.350,285.806,251.546,257.709,328.154,283.562,282.779,267.183,260.481,235.601,255.681,281.006,6.293
313.364,330.036,290.489,278.032,256.825,307.866,287.178,297.599,258.457,259.519,329.759,302.411,289.744,267.736,257.227,229.583,268.780,283.800,6.564
312.624,326.854,281.139,278.685,264.399,311.364,372.406,288.382,255.770,268.253,316.211,279.098,282.352,279.591,263.000,228.604,258.864,286.329,7.856
314.352,337.010,308.128,279.786,272.718,324.255,495.274,287.871,264.490,247.873,328.083,286.625,282.246,269.707,269.935,234.528,278.839,298.925,13.601
304.396,334.531,302.522,290.004,244.660,293.648,573.729,283.003,260.160,269.405,310.785,300.723,293.477,279.014,242.168,229.061,269.615,298.877,17.846
295.960,328.894,298.717,289.665,255.364,301.320,523.670,282.975,251.840,274.937,308.846,270.634,287.630,275.630,248.746,227.482,259.571,293.052,15.181
311.935,325.950,291.472,270.185,261.808,292.599,507.729,272.790,261.731,259.810,329.329,293.839,291.004,262.356,273.189,228.937,275.212,294.699,14.235
300.645,330.428,306.722,281.512,259.622,291.093,508.267,282.646,251.286,273.013,320.452,305.455,264.406,273.817,253.124,234.611,280.729,295.166,14.246
312.437,328.505,299.994,265.891,258.309,315.502,452.861,272.216,255.695,260.937,330.316,293.768,284.431,256.308,260.876,231.861,258.637,290.503,11.939
308.089,328.197,284.133,290.843,259.210,300.235,401.640,282.492,256.807,266.070,331.899,284.705,285.470,249.212,257.654,231.003,266.399,287.297,9.393
311.494,339.807,281.039,277.391,253.553,299.138,396.825,296.154,252.796,244.576,311.632,268.688,278.278,259.471,248.605,231.629,283.311,284.376,9.505
314.815,347.842,305.178,279.609,248.522,310.069,360.003,298.956,264.574,270.456,324.184,301.741,298.367,255.433,263.643,229.551,256.443,289.964,8.418
340.933,359.969,305.467,290.024,246.275,320.834,341.257,292.665,277.042,265.165,333.132,328.616,292.762,268.048,247.151,226.114,263.582,294.061,9.148
409.306,381.373,309.478,285.528,259.890,321.219,309.386,291.072,269.725,255.563,339.373,307.991,268.228,270.952,255.584,223.907,265.751,295.549,11.169
522.680,412.780,301.083,291.605,267.615,308.757,279.736,301.157,287.286,265.101,346.632,295.268,274.149,278.894,277.595,232.179,274.850,306.904,15.951
626.341,488.566,279.128,285.319,253.206,304.300,280.281,311.856,293.826,238.551,315.246,279.973,268.406,264.457,257.027,224.396,278.198,308.769,23.447
611.923,536.160,285.733,344.214,260.983,311.498,279.145,344.056,356.941,257.513,325.996,323.893,290.288,269.793,237.811,233.808,270.495,325.897,23.842
568.563,474.816,306.772,431.117,253.591,286.668,293.842,450.411,419.756,238.209,320.798,324.491,276.135,292.481,262.157,224.664,266.403,334.757,22.966
500.223,399.701,314.417,486.016,256.460,315.522,286.050,541.583,459.737,250.544,316.079,312.607,295.566,301.837,251.805,231.391,269.495,340.531,23.082
413.453,372.048,292.406,474.347,255.285,331.676,273.462,611.361,440.678,249.032,327.991,298.134,313.342,297.750,257.611,235.927,267.216,335.983,23.344
364.478,340.634,301.522,468.710,246.316,327.668,289.851,546.915,404.011,254.405,336.395,289.312,336.203,291.899,261.654,226.235,262.524,326.396,19.613
324.545,321.028,305.556,432.036,259.546,299.850,290.465,538.781,334.118,243.285,326.211,306.500,370.238,263.351,271.789,231.146,261.952,316.494,17.745
317.773,333.978,304.856,395.524,250.237,292.668,282.875,473.633,307.165,259.696,318.689,300.875,424.342,260.519,257.211,228.851,261.615,310.030,15.484
309.756,334.356,316.733,373.060,257.540,355.069,286.987,420.085,273.398,263.392,338.504,291.116,446.285,281.774,265.870,224.995,279.300,312.837,13.930
321.655,330.742,311.528,355.367,269.196,385.583,288.644,381.063,266.006,253.063,347.154,293.482,442.950,301.038,266.919,224.162,268.026,312.152,13.285
318.091,327.709,298.761,315.964,242.519,468.291,279.363,297.056,254.434,254.449,335.675,283.795,423.114,322.077,256.227,224.672,275.593,304.576,14.714
327.096,325.915,300.133,303.847,258.203,476.603,292.102,281.555,264.067,266.165,321.118,304.571,415.420,302.639,257.124,230.563,263.824,305.350,14.224
299.691,325.960,303.228,269.887,255.361,466.623,264.743,298.361,264.182,270.411,306.719,311.509,380.399,284.736,267.341,241.475,267.700,298.725,12.771
313.198,344.621,296.550,270.980,248.546,468.571,274.683,292.931,254.364,254.006,314.114,281.643,319.897,278.048,287.903,234.859,271.418,294.490,12.489
306.522,332.390,278.517,284.218,266.062,447.534,286.620,284.649,253.908,263.696,323.789,290.616,286.890,288.957,263.114,235.631,275.590,292.277,10.944
311.982,339.384,302.367,285.032,243.945,404.267,288.007,267.605,264.941,268.601,316.000,293.241,286.808,299.635,264.400,233.245,274.619,290.828,9.256
334.744,334.019,307.478,280.177,258.570,383.559,275.667,287.364,250.367,268.304,314.728,285.536,278.573,281.149,258.951,246.359,283.956,289.971,8.336
364.752,323.795,308.856,277.258,247.220,344.960,296.898,276.335,271.283,259.639,312.395,305.491,279.907,265.010,255.751,246.280,275.579,288.906,7.967
353.716,334.552,306.472,275.560,263.460,306.607,339.086,277.232,259.277,257.361,330.654,279.723,272.808,258.933,266.049,261.568,267.883,288.879,7.660
359.235,341.438,289.633,287.855,248.086,316.312,371.449,283.113,254.345,250.981,313.026,293.830,277.370,255.731,254.151,271.765,261.952,290.016,9.046
326.054,360.116,295.122,284.004,254.866,323.215,434.347,284.307,256.336,260.361,314.219,276.732,286.744,257.077,269.865,242.475,294.985,295.343,11.092
321.286,400.361,289.756,277.052,250.608,313.453,484.772,276.655,258.031,250.930,310.474,267.973,278.139,239.596,263.935,244.828,258.700,293.326,14.787
303.607,476.553,286.789,276.480,248.698,293.227,521.828,274.003,252.064,243.899,315.452,289.143,290.893,251.740,246.876,238.179,272.667,298.947,18.607
301.513,479.892,288.461,286.653,244.873,299.215,482.703,285.749,265.476,243.386,326.184,288.054,273.313,251.375,258.962,243.987,273.890,299.629,16.957
299.079,490.356,294.133,277.895,237.911,303.668,455.465,282.464,251.381,275.791,317.465,263.821,267.384,251.870,254.546,234.929,263.015,295.363,16.674
303.578,447.037,278.278,289.440,247.340,296.085,439.333,285.897,252.294,259.146,292.294,282.223,264.267,246.519,264.368,233.076,263.974,290.891,14.253
314.926,378.152,309.678,273.387,247.299,297.717,427.162,272.693,251.622,256.943,310.180,298.071,286.694,256.058,262.524,231.020,267.630,290.691,11.613
322.199,331.515,303.683,292.391,244.873,294.704,382.432,268.527,244.829,257.538,309.531,285.321,266.292,249.889,254.427,226.535,269.066,282.574,9.203
337.699,330.698,300.394,273.206,255.766,309.287,321.865,290.972,259.605,251.139,296.732,275.143,268.872,243.663,246.130,229.073,262.886,279.596,7.603
370.822,328.674,310.594,289.089,247.351,303.810,293.581,279.583,247.625,261.620,316.294,266.536,272.181,262.014,262.400,221.343,260.190,281.983,8.483
450.983,324.150,328.294,307.762,247.814,308.688,296.693,281.458,262.252,256.329,317.895,279.696,275.523,287.024,261.989,216.770,270.557,292.581,11.842
613.733,322.904,336.028,301.556,247.842,313.895,283.683,298.574,282.067,239.614,366.772,286.955,281.612,280.264,249.243,230.510,270.773,306.237,20.407
661.288,316.863,361.694,341.194,256.144,306.826,278.766,289.646,308.188,242.430,352.140,272.295,273.982,265.870,258.795,222.561,284.853,311.384,23.030
645.400,321.793,334.467,401.177,246.186,295.826,275.762,319.712,328.927,256.025,329.303,292.080,267.278,265.543,240.119,229.116,265.590,312.606,22.640
554.220,318.998,423.556,456.972,251.722,298.109,281.644,340.392,328.364,256.918,331.513,284.554,279.402,249.971,244.535,231.530,259.623,317.178,20.411
498.932,332.910,697.761,461.185,243.354,290.806,258.591,369.417,306.370,259.804,341.855,291.170,277.157,266.375,260.173,221.460,261.780,331.712,28.329
396.181,340.373,699.644,499.137,248.598,293.344,281.386,338.367,282.877,255.810,321.421,292.804,280.374,249.082,267.319,224.018,254.949,325.040,27.509
345.279,343.425,697.489,505.774,248.849,289.903,283.112,310.395,247.913,265.430,313.140,295.321,282.185,265.423,269.941,221.154,265.095,320.578,27.221
312.157,347.703,672.739,492.714,246.491,300.057,277.911,286.335,253.798,241.791,320.561,274.170,269.733,238.928,250.422,228.838,252.626,309.822,26.400
317.100,353.988,685.422,455.577,255.677,310.138,273.274,277.859,246.821,261.215,408.794,389.000,271.473,263.562,276.800,231.073,259.571,325.726,26.381
310.319,355.814,627.750,425.157,255.986,327.413,274.492,275.072,244.204,259.601,504.711,605.589,268.256,266.995,263.049,221.028,266.092,338.325,29.773
322.372,337.537,679.367,423.266,245.058,302.810,274.046,272.038,256.137,261.405,678.535,678.339,279.203,263.370,269.535,224.624,261.205,354.638,37.871
308.972,340.313,644.467,395.052,248.787,300.032,273.977,277.856,240.493,257.278,719.504,629.473,287.580,251.043,265.292,222.167,265.993,348.722,36.909
316.072,333.471,674.367,363.935,255.175,301.907,274.323,267.693,248.658,284.506,708.912,609.062,278.808,273.337,261.173,228.159,276.000,350.327,36.275
316.769,350.361,654.533,336.278,255.835,303.429,266.488,271.476,245.793,285.690,703.851,586.991,274.327,274.346,256.303,227.662,257.967,345.182,35.189
316.156,364.286,639.833,304.823,258.086,286.785,265.858,282.270,263.230,250.367,692.978,533.875,260.117,249.707,260.265,223.889,267.828,336.491,33.594
313.022,352.796,603.744,293.286,254.581,309.822,276.271,262.119,248.683,277.557,649.219,522.607,276.381,253.683,260.043,221.859,257.700,331.375,30.539
313.437,358.108,615.711,311.149,254.062,303.883,272.488,278.649,258.773,267.810,632.618,467.027,270.740,254.067,241.827,227.485,267.850,329.158,29.184
321.533,348.481,607.711,273.198,247.089,312.057,275.290,279.661,257.980,262.652,531.417,407.714,263.940,263.173,255.789,224.662,260.048,317.200,24.773
332.533,355.568,588.722,283.169,244.543,304.968,288.865,275.937,255.868,250.627,502.004,324.616,264.626,248.798,244.389,222.167,268.040,309.144,22.783
336.990,377.860,591.044,284.302,254.560,294.449,294.756,296.445,258.132,243.810,409.846,314.464,274.708,272.904,252.443,225.134,264.132,308.587,20.460
371.840,365.517,548.567,283.968,251.619,299.530,309.607,278.364,252.017,264.380,338.132,299.911,283.747,269.192,247.659,234.856,260.451,303.492,17.546
421.519,370.864,558.867,286.843,240.570,309.862,312.307,286.643,242.756,263.810,352.303,310.152,287.637,268.000,228.135,227.141,257.004,307.318,19.593
472.811,336.093,543.183,276.302,252.718,314.660,340.888,292.536,241.454,263.646,339.360,268.446,277.363,257.394,260.854,229.081,262.930,307.631,19.652
512.772,329.786,541.872,286.448,264.014,305.951,323.881,301.034,256.417,283.880,308.004,302.464,267.249,245.942,257.632,233.053,261.260,310.686,20.276
533.837,327.883,527.111,295.919,261.096,296.057,314.043,301.856,297.020,279.335,327.175,298.634,285.797,261.038,259.778,242.573,276.967,316.831,19.713
501.728,316.904,533.789,281.702,253.756,306.923,288.756,290.276,321.221,254.905,312.096,298.304,275.505,258.865,256.292,265.035,264.817,310.640,19.129
422.451,321.525,534.539,270.290,256.440,347.822,290.680,350.313,330.552,277.684,327.934,302.848,274.957,263.043,243.681,252.444,261.487,313.452,17.271
372.525,325.520,537.028,294.069,242.509,368.190,287.538,376.918,393.182,265.886,307.759,305.616,264.630,261.899,251.849,263.742,267.308,316.833,17.517
332.976,319.190,502.906,273.133,246.828,327.684,282.941,500.078,392.950,262.494,326.412,302.491,271.530,264.370,252.227,246.520,275.725,316.497,18.713
314.766,341.191,514.778,280.355,239.849,315.996,272.083,566.320,377.440,257.468,323.969,260.848,299.872,253.957,264.746,242.465,271.879,317.528,21.706
314.100,397.518,528.567,282.435,247.302,308.696,272.347,542.749,338.317,259.671,322.452,285.482,318.651,256.058,249.416,232.303,273.656,319.395,21.399
308.263,433.350,476.156,289.770,250.423,284.984,275.393,518.803,332.541,262.987,303.509,296.009,312.000,259.120,260.503,244.018,266.747,316.151,19.132
318.496,420.457,484.506,296.988,253.704,303.923,271.584,483.100,309.151,270.494,315.504,312.161,306.423,250.697,244.811,234.699,284.106,315.341,17.917
316.149,379.050,490.639,288.165,251.969,301.862,271.611,432.025,278.297,277.462,313.592,300.991,295.313,271.284,237.454,225.641,274.637,306.244,16.107
312.370,362.709,492.456,337.198,260.588,315.534,284.690,343.831,265.165,252.722,299.329,259.348,286.413,269.529,278.719,233.884,271.022,301.500,14.203
310.208,356.146,479.000,432.883,247.103,301.239,282.673,299.194,252.272,261.215,296.421,299.973,275.110,275.755,262.897,227.674,264.626,301.435,15.438
307.630,339.442,471.083,464.923,256.014,292.862,277.746,294.414,257.527,251.759,336.461,302.875,273.986,264.274,248.189,231.417,274.828,302.672,16.208
334.560,327.437,480.717,510.355,256.450,319.911,269.756,275.542,269.353,255.354,315.658,278.964,270.996,253.736,251.762,224.712,265.388,303.568,18.437
350.999,318.918,462.611,522.198,256.825,300.794,281.343,295.652,265.723,251.006,302.009,287.821,273.142,248.962,258.573,223.306,263.099,303.705,18.300
398.751,320.120,413.933,473.798,259.261,294.170,266.637,272.755,259.059,268.127,310.316,272.268,266.719,255.159,269.297,236.285,253.487,299.420,15.645
420.753,324.611,385.289,450.879,262.546,303.664,282.974,276.542,241.106,260.601,323.373,301.125,280.512,271.692,259.930,253.437,267.626,303.921,14.263
397.508,317.984,329.872,459.625,260.148,291.514,272.003,279.113,256.042,245.291,299.974,285.920,278.641,283.332,243.308,292.816,263.110,297.424,13.082
334.138,319.067,324.706,396.335,256.375,309.571,274.617,268.712,242.745,248.468,310.382,285.089,265.772,324.082,250.200,305.172,280.945,293.904,9.355
312.529,313.910,341.828,409.472,259.454,322.259,277.944,282.734,257.941,266.405,331.189,284.527,293.936,399.034,290.686,322.081,267.736,307.863,10.445
311.875,316.768,324.872,371.250,277.426,305.891,285.574,273.868,246.801,250.025,327.768,290.018,304.445,386.332,388.724,306.058,263.103,307.694,10.101
301.099,313.775,337.594,313.996,323.117,323.433,278.482,286.401,251.821,262.722,334.776,279.491,318.007,423.389,468.357,306.818,277.161,317.673,12.891
311.157,323.296,346.272,316.379,418.344,323.279,283.700,270.307,259.969,261.633,324.544,288.812,296.993,421.486,492.870,302.265,285.484,325.105,14.886
310.124,334.129,347.333,298.815,508.402,384.490,281.660,271.031,257.695,268.582,329.890,285.384,320.537,395.000,523.070,299.861,313.198,337.012,18.153
301.442,313.692,307.761,286.976,522.162,339.538,283.825,287.298,255.151,258.918,307.645,297.384,303.349,351.058,505.422,290.614,402.498,330.278,18.164
318.175,328.278,312.283,305.141,521.368,407.559,278.878,293.395,252.053,263.108,332.996,292.259,365.402,399.034,502.962,268.904,474.681,348.028,19.924
322.014,320.668,325.633,289.653,511.216,410.619,270.254,286.630,251.524,253.810,316.096,296.866,499.402,443.226,513.649,258.917,460.747,354.760,22.539
337.953,339.392,327.400,287.972,517.756,363.336,277.746,273.893,249.745,269.228,337.461,275.438,615.416,413.212,469.757,256.152,421.685,354.914,24.151
