0383-0244-0015,0383-0239-0038,0383-0187-0150,0383-0224-0175,0383-0193-0180,0383-0186-0197,0383-0021-0204,0383-0241-0187,Average,Err
264.398,285.391,315.075,439.768,316.947,404.188,458.671,272.581,344.627,25.733
263.534,288.785,301.273,442.659,322.080,405.863,444.963,273.296,342.807,25.178
266.656,281.834,312.206,454.064,333.507,376.456,434.015,284.264,342.875,23.650
265.833,291.666,319.740,438.909,324.547,393.950,437.007,283.292,344.368,22.931
267.388,285.556,303.617,416.177,322.458,382.525,436.673,277.475,336.484,21.879
266.799,270.152,312.606,442.355,307.884,368.606,446.362,279.028,336.724,24.450
260.253,290.934,319.953,447.659,290.680,372.712,432.588,264.923,334.963,24.453
265.826,282.351,320.707,428.968,322.004,388.113,430.501,293.215,341.460,21.692
272.578,279.762,318.735,456.255,323.871,378.512,421.696,282.130,341.692,23.010
262.594,281.159,310.286,423.236,324.347,397.500,418.768,270.683,336.072,22.256
268.898,282.242,311.742,434.745,336.493,390.969,428.062,272.225,340.672,22.749
268.685,267.944,310.211,439.914,347.516,387.738,411.432,282.620,339.507,22.318
266.424,289.036,320.628,443.618,329.182,381.500,424.040,273.750,341.022,22.502
268.779,278.907,316.271,435.409,341.093,373.913,423.815,277.856,339.505,21.833
259.180,268.513,308.445,437.168,351.431,374.919,426.528,269.782,336.996,23.643
259.130,287.235,315.121,422.345,343.809,391.387,427.606,269.401,339.505,22.373
267.294,280.497,317.686,443.632,340.556,375.775,426.319,269.901,340.207,22.950
259.094,278.483,311.224,409.032,333.964,411.756,421.531,265.915,336.375,22.755
260.885,276.791,316.606,415.027,336.067,390.825,421.571,268.025,335.725,21.908
260.302,283.401,319.353,435.182,334.418,391.344,417.399,269.454,338.857,22.592
261.633,290.722,308.054,441.632,326.240,394.075,424.270,277.377,340.500,23.067
258.169,275.113,309.942,436.264,322.356,390.344,416.439,268.437,334.633,23.270
267.734,279.626,309.535,445.155,321.284,379.719,426.120,277.042,338.277,23.095
262.568,274.255,319.553,425.323,327.080,398.375,419.275,268.595,336.878,22.672
259.693,287.556,321.486,434.523,326.284,404.562,433.379,291.225,344.839,22.962
265.029,284.182,309.587,425.941,332.951,405.562,411.159,260.954,336.921,22.580
259.221,270.728,311.751,417.632,340.111,397.075,405.738,265.264,333.440,21.997
263.065,288.841,314.559,433.750,334.867,383.800,412.331,274.810,338.253,21.424
260.383,269.805,304.542,451.886,331.249,416.587,420.182,261.165,339.475,26.109
263.208,286.222,312.647,428.805,322.156,391.419,413.414,265.908,335.472,22.044
269.352,274.411,316.065,440.227,310.627,393.931,423.299,265.225,336.642,23.757
248.648,275.662,319.486,426.245,334.316,395.087,419.387,261.264,335.012,23.622
262.482,285.732,308.006,439.505,328.831,398.006,408.891,277.271,338.590,22.372
265.380,270.695,319.772,445.164,328.396,388.319,410.683,275.465,337.984,22.857
257.854,271.169,313.660,445.918,348.818,366.319,421.830,275.155,337.590,23.393
260.117,284.798,306.288,446.800,337.449,404.306,415.893,275.035,341.336,23.743
256.763,293.205,308.716,432.355,333.613,401.425,417.334,274.056,339.683,22.628
265.260,276.440,305.507,432.073,343.831,388.137,407.209,263.229,335.211,22.309
260.255,277.699,317.471,430.514,340.591,385.031,412.487,270.669,336.840,21.991
258.128,280.563,312.374,435.455,361.213,373.913,434.301,272.577,341.065,23.432
259.156,281.017,309.422,430.650,338.093,380.675,413.880,262.923,334.477,22.354
265.674,287.470,322.826,456.055,342.960,401.163,410.342,276.972,345.433,23.211
256.992,272.407,308.566,456.209,329.844,377.644,422.407,265.961,336.254,24.885
259.555,276.778,313.817,423.555,362.938,386.044,423.070,267.437,339.149,22.687
267.716,278.232,320.976,421.209,346.436,358.469,420.978,272.349,335.795,20.681
261.424,274.599,322.864,434.327,349.667,401.019,429.155,280.380,344.179,23.326
260.734,276.709,330.940,419.132,341.116,367.475,419.875,276.736,336.590,20.796
269.245,285.053,313.886,423.568,333.058,392.750,414.341,274.609,338.314,21.029
262.622,276.070,316.404,416.332,328.076,389.706,413.593,270.606,334.176,21.298
262.151,282.887,308.510,424.455,329.040,362.394,415.766,269.331,331.817,21.016
254.044,290.440,309.200,441.045,328.444,379.688,413.611,264.074,335.068,22.947
264.148,276.921,313.798,464.659,354.391,397.444,404.411,279.884,344.457,24.067
258.391,273.189,316.202,458.623,331.676,362.356,402.269,261.215,332.990,23.724
266.562,266.212,314.125,427.268,348.102,386.756,399.145,283.796,336.496,20.892
256.729,287.728,315.536,436.705,331.120,375.369,411.708,276.563,336.432,21.655
261.737,277.377,304.015,442.623,355.538,349.869,410.626,273.141,334.366,22.156
261.508,289.755,306.093,441.445,374.542,376.356,411.351,266.687,340.967,22.742
261.716,279.967,307.135,430.377,363.613,380.613,401.930,273.954,337.413,21.408
257.521,267.897,306.034,450.945,363.267,380.363,400.090,267.327,336.681,23.861
263.414,280.159,299.912,403.805,379.680,374.188,410.806,279.718,336.460,20.316
265.143,286.927,315.766,413.650,378.209,361.119,417.501,265.475,337.974,20.866
270.570,281.162,303.052,433.273,439.578,393.444,421.481,270.690,351.656,25.457
267.648,281.781,306.144,431.136,432.569,385.587,405.508,269.665,347.505,24.210
