0001-0119-0076,0001-0101-0071,0001-0118-0022,0001-0104-0200,0001-0086-0168,0001-0200-0024,0001-0172-0181,0001-0250-0193,0001-0184-0241,0001-0145-0212,Average,Err
467.580,423.277,410.393,699.574,598.994,465.170,769.278,690.233,2028.142,2492.000,904.464,220.043
495.246,439.125,421.030,734.484,616.035,461.635,754.673,646.110,2015.562,2377.786,896.169,210.228
478.357,420.160,431.279,693.863,607.703,451.205,772.046,596.025,1937.056,1979.552,836.725,180.741
471.266,439.851,451.584,734.731,609.733,481.969,760.380,596.983,1905.993,1635.262,808.775,156.961
479.563,446.479,422.386,717.955,596.666,453.910,755.718,535.479,1873.164,1220.499,750.182,138.337
476.949,431.000,436.812,759.241,614.448,438.865,759.021,519.805,1862.995,1024.735,732.387,132.434
476.063,449.040,439.782,776.891,613.439,454.122,802.004,504.809,1920.817,1009.167,744.613,136.722
487.643,424.864,453.748,773.298,618.436,440.021,1063.616,494.890,2015.966,1002.209,777.469,148.271
469.800,421.612,545.614,764.664,590.026,445.625,1519.479,433.593,2060.638,1000.150,825.120,166.214
476.527,420.489,984.433,772.545,567.317,474.059,2022.320,394.890,2252.418,1008.421,937.342,201.651
462.616,410.449,1550.265,792.478,606.273,459.233,2315.595,369.314,2425.227,992.964,1038.441,236.109
475.089,415.112,1595.685,766.185,605.308,450.726,2430.039,369.165,2595.919,1052.699,1075.593,253.381
461.577,408.878,1578.772,739.526,574.820,437.215,2506.683,338.593,2863.208,1056.432,1096.570,276.201
494.587,422.128,1544.423,794.398,600.759,466.559,2418.567,332.195,2902.257,1081.730,1105.760,270.993
494.466,400.170,1484.463,793.410,600.605,465.733,2508.398,348.428,2901.227,1131.730,1112.863,274.630
487.947,402.548,1410.893,778.247,556.971,443.059,2449.940,339.911,2884.474,1143.242,1089.723,271.531
479.133,401.902,1346.087,771.065,594.154,451.826,2395.123,351.153,2768.054,1110.716,1066.921,259.370
471.616,396.880,1305.799,772.658,583.355,450.319,2274.475,356.301,2789.403,1198.610,1059.942,255.108
