0001-0072-0197,0001-0135-0221,0001-0053-0078,0001-0069-0141,0001-0031-0146,0075-0005-0120,0075-0012-0134,0075-0018-0124,0075-0037-0127,0075-0055-0177,0001-0051-0194,0001-0094-0126,0001-0106-0097,0001-0136-0090,0001-0184-0111,0001-0217-0119,0133-0146-0150,0133-0139-0138,0133-0125-0164,0133-0176-0164,0133-0189-0158,0073-0183-0212,0073-0177-0183,0073-0159-0166,0073-0187-0053,0047-0177-0061,0047-0162-0053,0047-0176-0031,0040-0152-0093,0330-0248-0118,0350-0238-0158,0375-0211-0040,0336-0240-0021,Average,Err
832.553,981.885,1327.638,781.286,1430.349,1676.415,1566.903,1762.520,2051.243,751.084,541.408,1034.475,594.337,940.482,647.287,839.407,714.113,802.851,499.159,511.294,597.029,571.625,360.532,520.463,483.825,520.063,286.534,484.759,355.255,438.913,431.992,458.135,1068.874,814.081,77.276
867.452,971.949,1378.113,782.369,1445.619,1780.864,1560.118,1805.051,1970.190,808.146,532.959,1066.227,591.232,898.298,672.131,831.960,785.351,878.571,580.065,490.028,600.200,554.670,362.868,531.902,465.429,500.381,281.098,482.018,374.280,424.968,430.500,478.436,1044.046,825.075,77.875
952.623,976.404,1397.796,828.015,1406.616,1817.442,1630.528,1818.636,1953.395,821.803,516.599,1038.602,624.905,919.325,675.787,833.025,764.082,866.242,593.884,525.339,611.393,583.765,376.395,424.384,480.468,541.643,291.947,488.102,433.115,406.708,433.623,459.128,1086.982,835.718,78.457
1015.643,980.220,1405.321,817.602,1428.040,1744.707,1570.267,1814.434,1950.710,867.792,498.408,1085.455,595.411,901.403,671.484,811.636,742.598,854.925,685.507,521.655,623.550,548.625,364.216,382.982,512.461,521.294,282.083,480.199,429.365,351.502,454.515,469.414,1065.918,831.798,77.941
1114.472,964.080,1429.864,842.257,1427.269,1684.408,1578.621,1751.268,2026.086,889.787,520.687,1088.940,629.279,869.539,695.402,828.524,704.052,811.509,748.130,495.972,634.079,552.160,387.637,357.878,460.909,516.556,290.729,479.672,430.105,350.095,426.446,429.195,1067.490,832.821,78.427
1144.779,951.226,1365.435,810.850,1414.533,1554.871,1584.015,1787.172,1980.552,918.129,518.408,1064.294,617.605,914.325,685.557,754.545,784.247,846.050,741.891,539.249,660.350,587.535,379.305,358.250,481.513,487.889,307.030,486.717,448.710,359.091,459.508,449.895,1059.885,833.437,75.782
1188.337,956.220,1350.540,785.971,1383.693,1322.816,1529.087,1778.187,1962.852,876.843,517.286,1078.418,613.158,896.366,639.811,699.276,775.144,838.801,778.841,512.237,673.593,610.320,384.121,383.543,491.870,528.357,301.143,486.919,497.845,345.166,461.969,441.947,1056.955,822.656,72.763
1285.206,967.669,1170.662,808.636,1398.709,1057.279,1278.544,1555.030,1982.238,771.961,525.034,1056.171,632.858,875.476,644.336,646.175,748.237,844.913,826.993,554.503,656.214,620.375,380.547,403.518,472.104,514.476,324.008,493.895,518.180,342.202,472.754,428.684,1066.720,797.706,66.473
1268.372,1013.201,1012.381,813.325,1366.011,893.503,959.944,1228.641,2029.129,681.646,491.959,1115.880,649.568,913.476,655.500,591.055,751.557,837.876,932.384,544.463,659.793,644.210,384.289,426.530,465.591,543.048,331.241,479.328,516.865,335.067,441.331,475.692,1060.163,773.122,61.994
1298.181,975.433,800.265,877.180,1402.469,814.932,745.692,984.263,1930.557,592.287,471.837,988.344,602.547,882.309,683.418,552.695,759.856,827.193,894.601,540.322,663.657,595.325,379.853,464.512,493.065,508.087,338.752,477.994,536.250,321.514,454.831,449.586,1067.390,738.642,58.146
1360.719,992.427,645.329,787.296,1354.101,752.837,653.087,810.197,1927.790,561.449,428.701,884.304,614.742,875.974,684.467,497.291,778.835,840.553,934.616,567.390,618.900,586.755,372.858,486.640,478.597,487.770,347.338,485.232,548.505,339.051,480.869,458.662,1057.797,718.215,57.521
1374.437,984.379,603.688,810.636,1348.907,799.905,630.559,742.944,1915.267,521.871,427.007,827.090,608.716,926.026,669.336,456.618,758.299,824.857,973.652,581.701,644.243,556.350,377.989,498.073,486.519,483.738,373.331,494.012,555.400,344.925,453.408,454.669,1071.548,714.548,57.739
1364.010,997.376,608.230,825.311,1370.061,893.463,678.215,796.394,1957.105,532.921,428.170,793.207,601.111,890.241,665.262,477.175,806.814,852.335,982.942,562.124,653.271,552.270,368.432,516.122,500.929,434.032,368.368,484.642,610.610,333.814,405.792,477.955,1087.715,723.528,59.191
1456.246,1010.519,633.007,784.320,1439.939,1022.959,794.144,919.439,1934.724,537.966,427.347,798.518,628.058,935.560,672.434,452.807,780.536,858.919,984.848,575.023,680.514,565.360,371.668,541.299,475.500,378.627,391.827,494.639,616.820,337.889,381.231,460.797,1075.954,739.983,61.377
1448.467,1004.551,729.630,692.466,1420.384,1050.510,853.897,995.409,1944.152,574.461,443.748,861.485,572.363,904.911,691.484,461.225,761.928,852.056,908.312,574.124,660.214,552.700,400.589,549.195,503.208,347.651,366.534,476.111,605.750,340.696,348.800,462.226,1071.889,740.337,61.553
1471.281,1028.446,818.028,608.883,1421.171,1116.034,980.097,1056.303,1919.019,606.607,484.592,862.746,551.126,896.497,641.180,456.989,742.495,864.783,748.406,568.412,701.357,585.705,397.532,586.226,495.968,345.635,376.729,490.798,613.655,344.960,341.338,476.158,1061.140,747.282,61.843
1506.693,1003.411,911.631,544.966,1365.051,1153.354,1037.374,1121.035,1973.205,676.382,518.741,911.341,534.626,896.764,669.492,487.076,784.361,830.298,530.275,558.045,679.936,597.480,393.979,544.311,474.325,341.714,409.970,489.151,601.335,354.589,354.069,464.241,1074.494,751.325,63.776
1546.005,938.430,962.266,504.621,1394.917,1250.075,1109.246,1167.192,2014.267,712.331,525.680,923.973,507.005,926.832,702.533,490.240,772.186,838.925,415.159,581.797,677.643,575.510,413.221,483.933,491.942,337.706,401.571,476.744,599.015,353.166,353.208,435.609,1086.502,756.650,67.308
1454.729,918.213,1012.095,518.306,1441.368,1267.007,1147.328,1259.995,2004.062,761.837,562.435,943.020,435.616,927.764,665.566,503.018,764.227,851.050,392.399,574.949,707.579,602.630,389.668,402.390,487.266,339.349,403.308,474.542,574.505,363.486,346.031,467.241,1070.476,758.590,68.130
1582.663,892.283,1072.905,522.335,1411.693,1350.782,1225.456,1300.227,1936.124,798.393,569.136,929.706,396.026,906.309,675.697,540.611,806.598,806.994,411.043,568.305,676.729,615.460,394.379,354.329,502.052,359.111,414.331,491.021,484.865,381.672,343.654,485.932,1049.791,765.352,69.422
1602.824,925.541,1126.597,557.005,1417.989,1375.714,1258.574,1322.843,2027.524,878.247,588.531,960.037,371.679,866.864,671.369,575.065,743.938,868.224,409.051,575.814,645.750,618.600,386.600,358.396,477.630,363.913,427.316,483.283,391.925,397.217,352.331,455.211,1088.530,774.852,72.592
1604.302,927.732,1193.643,613.684,1458.339,1444.020,1307.215,1407.217,2017.043,875.258,622.762,984.254,355.032,927.607,666.426,587.320,722.670,829.199,401.123,582.401,652.114,575.010,389.774,346.537,496.117,366.500,445.519,495.907,356.295,393.126,352.908,440.857,1068.914,785.055,74.664
1580.291,964.519,1205.302,619.150,1464.107,1418.116,1324.985,1433.056,1983.771,909.449,613.231,989.244,358.311,884.660,717.393,605.160,797.536,837.509,426.906,579.650,573.143,566.700,371.242,378.427,520.727,378.492,448.263,473.117,337.620,390.162,365.846,457.489,1071.095,789.232,74.001
1672.563,993.583,1242.395,650.466,1416.528,1548.102,1395.015,1512.172,2008.624,1001.354,628.476,987.027,365.147,946.251,688.533,605.433,741.526,849.764,466.703,567.254,572.886,577.125,372.463,389.244,506.649,396.365,442.947,483.069,332.510,398.458,362.485,468.925,1050.708,807.295,77.181
1696.447,995.268,1285.570,638.335,1435.224,1510.299,1462.354,1516.727,1979.248,1003.596,615.776,981.833,384.863,880.691,689.992,659.760,708.330,834.807,535.457,580.678,498.907,559.490,379.216,430.823,498.409,421.056,425.308,485.877,335.110,416.834,369.985,429.008,1046.596,808.845,77.143
1598.543,959.631,1290.736,644.845,1382.224,1513.224,1372.226,1573.359,2011.010,950.955,575.707,1008.853,375.584,906.780,700.730,642.356,753.938,820.994,647.384,540.757,463.814,596.515,401.600,495.378,462.487,432.397,416.158,500.012,342.125,412.700,383.292,458.361,1064.501,809.066,75.535
1438.829,952.790,1323.375,695.510,1402.157,1555.605,1439.010,1537.162,1969.048,808.640,495.007,967.990,404.332,902.911,667.295,651.735,753.990,822.379,667.913,541.130,506.507,593.530,422.563,482.738,421.364,447.444,424.083,480.015,348.830,444.988,401.131,445.594,1079.011,802.867,73.970
1318.598,977.764,1368.299,719.296,1384.077,1591.585,1482.595,1629.091,1962.048,672.275,460.544,1042.278,427.432,943.738,700.852,673.309,738.134,876.143,713.623,465.390,467.000,602.750,395.811,514.500,381.032,432.190,430.932,481.422,331.625,430.304,372.431,497.286,1092.969,805.373,75.846
1125.246,957.516,1351.889,714.699,1434.240,1596.299,1553.774,1629.066,2059.690,603.084,459.952,1034.987,428.558,895.021,715.902,716.113,801.216,835.155,775.435,433.593,476.664,603.700,398.421,520.274,343.292,437.563,448.541,476.943,340.915,451.597,415.792,465.233,1051.957,804.616,76.859
887.739,927.455,1402.340,717.320,1389.955,1627.503,1501.277,1727.869,2028.219,525.438,431.701,1004.505,462.316,872.052,724.803,733.095,749.082,848.043,845.029,429.921,498.414,599.950,396.911,540.683,318.656,460.841,426.414,497.952,341.525,444.356,416.177,459.038,1071.746,797.222,76.816
753.231,909.067,1382.319,712.146,1422.440,1675.408,1432.908,1678.833,2023.152,500.039,433.544,1015.896,456.958,907.335,706.934,709.535,755.959,846.155,836.594,416.887,492.914,591.185,380.121,566.756,306.162,453.008,460.241,503.759,384.240,446.016,414.669,470.045,1055.805,790.917,76.103
731.985,876.732,1369.590,758.010,1340.336,1646.347,1540.446,1603.242,1964.281,524.298,414.422,1022.435,503.253,904.665,702.074,733.669,733.670,771.894,901.391,402.424,550.264,633.810,391.632,553.335,310.448,449.603,457.917,485.078,410.340,452.170,427.631,476.015,1068.618,791.274,73.836
