0001-0109-0118,0001-0097-0091,0001-0073-0114,0001-0045-0079,0001-0117-0047,0001-0125-0028,0001-0125-0009,0001-0048-0145,0001-0096-0205,Average,Err
393.851,488.372,355.369,291.974,780.734,380.309,342.873,677.076,691.007,489.063,56.676
411.364,478.536,317.535,288.669,787.082,379.805,329.695,698.389,672.910,484.887,58.725
439.005,482.623,298.647,286.261,802.663,393.333,340.881,739.625,658.366,493.489,60.926
476.096,485.323,301.413,291.824,795.141,384.339,339.644,682.493,708.485,496.084,59.462
507.460,485.804,300.013,294.704,763.750,393.453,353.175,710.861,704.410,501.515,57.852
527.482,486.452,299.960,304.278,801.766,405.453,345.042,695.875,712.918,508.803,59.450
539.698,493.630,313.467,313.393,765.033,402.925,348.551,746.417,706.799,514.435,58.315
564.004,484.876,323.989,324.549,768.364,406.231,338.331,726.951,698.381,515.075,56.857
569.366,479.705,330.726,330.280,768.870,403.138,324.884,706.819,675.791,509.953,55.311
604.386,490.151,342.951,340.559,782.875,407.835,283.669,728.264,699.478,520.019,59.284
604.065,501.521,359.494,349.204,769.842,388.754,279.198,701.181,684.560,515.313,56.621
606.228,493.938,374.876,352.844,785.772,406.129,273.096,709.688,721.858,524.937,58.604
608.805,502.395,382.613,353.421,739.380,403.883,265.746,705.014,655.687,512.994,53.665
607.436,494.742,388.488,355.794,752.098,400.544,271.975,721.771,675.604,518.717,55.233
632.276,497.603,385.627,350.690,792.788,401.730,269.568,704.285,658.903,521.497,57.110
630.828,516.521,406.874,345.377,813.310,424.426,275.189,709.194,713.269,537.221,58.916
623.755,503.744,414.980,335.550,767.614,413.817,288.415,697.944,696.119,526.882,54.947
640.426,474.484,411.112,322.000,789.147,396.069,292.136,722.653,684.052,525.787,58.271
615.339,483.533,407.829,308.822,821.033,416.468,300.023,731.854,682.007,529.657,59.589
639.187,503.074,398.638,290.668,780.886,420.024,313.079,703.611,711.664,528.981,57.992
639.615,485.720,407.593,289.128,803.217,399.366,325.932,722.424,659.104,525.789,58.147
622.809,509.692,381.391,287.012,790.245,380.114,320.040,685.333,678.701,517.260,57.651
621.146,486.027,363.946,288.920,801.315,351.483,326.407,717.569,658.701,512.835,60.037
610.023,504.407,337.440,290.752,780.543,321.375,339.506,733.222,708.881,514.017,62.357
584.956,490.022,315.804,300.991,767.793,299.267,341.153,681.660,647.164,492.090,57.968
541.032,504.911,298.672,312.315,766.853,290.312,342.093,739.889,697.007,499.232,62.255
496.957,507.898,295.193,319.279,767.810,286.018,338.096,720.424,719.896,494.619,62.369
447.704,507.144,303.180,328.108,760.870,303.294,353.090,684.722,653.448,482.396,56.029
417.479,502.692,301.793,334.640,766.864,309.682,346.212,711.208,664.627,483.911,58.152
392.359,506.975,306.499,342.297,779.641,328.685,343.339,702.285,712.157,490.471,59.954
403.727,501.638,324.229,351.181,739.190,346.841,345.379,698.507,664.366,486.117,53.469
431.778,506.821,334.252,352.816,759.500,358.928,352.379,688.104,696.769,497.927,54.084
477.623,508.893,338.901,348.822,778.451,363.598,333.718,705.215,698.291,505.946,56.030
496.457,513.541,353.079,353.945,758.098,365.066,346.853,722.208,705.754,512.778,54.618
524.489,507.067,376.267,349.952,785.092,378.604,314.715,727.049,677.045,515.587,55.503
542.423,513.988,394.874,344.140,787.978,388.249,285.407,699.882,665.940,513.653,54.955
559.517,495.035,390.283,332.681,748.315,387.297,272.703,745.792,689.597,513.469,57.128
562.132,502.586,400.771,315.525,749.364,391.778,270.342,712.188,690.731,510.602,56.083
577.515,503.519,396.521,299.375,763.739,406.904,270.206,683.104,705.291,511.797,56.920
601.643,498.305,407.067,289.521,725.386,396.222,279.000,708.528,704.657,512.259,56.404
602.421,509.387,409.710,290.250,769.239,394.114,271.565,719.736,714.978,520.156,59.779
604.385,509.861,414.512,288.352,751.082,403.216,276.556,697.431,693.343,515.415,56.618
618.535,501.427,402.166,296.260,762.815,399.321,290.353,724.792,696.634,521.367,58.095
609.285,504.424,410.413,301.945,760.641,389.820,296.602,735.778,657.903,518.535,56.447
627.551,512.960,408.780,312.371,763.886,395.937,307.669,724.417,672.739,525.146,55.770
643.875,510.060,408.966,318.483,760.321,411.330,310.828,725.049,663.545,528.051,54.858
646.170,507.211,400.000,325.690,717.212,398.426,322.291,698.965,683.925,522.210,52.099
643.662,495.055,384.798,344.373,760.853,392.096,331.393,712.299,688.784,528.146,54.416
642.518,515.891,354.373,346.047,740.690,408.928,331.534,746.375,696.291,531.405,55.604
624.971,491.903,324.596,343.986,751.685,407.084,341.602,717.493,679.194,520.279,54.837
638.669,501.412,326.389,344.223,753.321,404.964,336.556,731.382,662.388,522.145,55.450
641.944,492.906,307.276,358.309,758.429,418.688,335.006,720.083,662.157,521.644,55.395
637.380,499.194,322.825,354.701,771.332,414.108,354.116,687.889,712.799,528.260,55.227
633.072,521.027,318.787,365.443,727.266,411.156,343.980,662.236,714.142,521.901,52.215
637.568,499.437,334.456,347.896,793.467,412.135,340.554,725.861,699.067,532.271,57.735
630.959,500.179,338.539,346.618,773.266,414.583,342.621,672.271,690.672,523.301,53.821
629.299,518.700,353.921,331.835,758.304,408.688,353.777,748.938,702.179,533.960,56.174
650.556,502.042,362.840,307.732,774.609,409.838,351.525,743.812,678.866,531.313,57.375
649.739,502.290,376.836,298.659,753.033,408.574,359.740,681.778,684.687,523.926,53.540
645.484,525.082,382.162,292.409,714.016,424.309,355.492,763.924,708.634,534.612,55.953
651.255,525.913,397.204,290.224,758.375,427.547,348.492,723.854,693.694,535.173,55.509
655.809,499.010,409.038,298.455,745.755,409.970,345.065,746.132,681.858,532.344,55.546
663.132,507.022,403.449,292.747,759.582,411.889,340.427,717.681,701.709,533.071,56.413
654.731,522.283,411.279,298.844,790.701,414.000,322.525,732.549,691.433,537.594,58.180
651.958,502.660,412.766,310.475,738.908,418.348,288.076,688.604,677.507,521.034,54.249
652.202,499.186,430.022,323.242,751.533,421.324,271.486,703.542,657.015,523.284,54.681
652.765,508.305,418.638,335.243,774.071,416.706,270.158,716.653,712.328,533.874,58.134
657.915,506.809,424.297,353.090,754.022,434.661,274.373,696.847,710.828,534.760,54.921
656.972,515.218,411.227,342.007,745.668,421.339,265.534,687.340,701.776,527.454,55.361
656.015,495.117,401.088,349.398,760.098,416.246,275.876,693.729,694.022,526.843,55.602
671.224,520.841,402.483,356.916,741.603,421.838,287.678,690.333,678.179,530.122,53.183
674.255,508.069,392.858,359.997,769.837,415.880,298.407,716.285,706.261,537.983,56.479
668.656,503.948,356.827,352.582,730.223,424.919,303.373,718.306,694.052,528.098,55.132
672.435,514.561,344.404,348.471,743.391,426.529,318.692,742.840,732.478,538.200,58.215
658.981,530.035,316.926,349.785,744.076,424.865,329.703,738.229,657.007,527.734,55.662
654.414,509.710,328.373,337.277,725.076,413.054,315.093,670.389,684.246,515.293,53.651
664.328,523.834,322.106,328.781,754.386,434.090,333.475,775.979,693.463,536.716,59.502
663.537,500.826,330.265,313.981,746.293,435.111,336.808,738.653,679.888,527.262,57.121
667.622,508.238,329.942,298.299,775.168,431.925,342.545,701.319,721.560,530.735,59.216
670.055,501.400,354.600,291.404,748.293,438.718,331.655,688.021,691.097,523.916,56.003
675.682,512.132,358.710,295.784,776.560,441.090,336.116,695.625,663.597,528.366,56.359
669.787,512.615,360.130,297.177,783.397,407.354,340.658,725.514,704.067,533.411,59.465
673.154,516.608,389.081,302.697,738.603,423.571,353.828,696.681,695.657,532.209,53.663
687.490,515.050,382.879,313.329,782.136,425.426,351.949,743.681,669.754,541.299,57.076
680.308,518.960,392.058,317.289,738.473,408.306,344.113,721.354,674.896,532.862,54.132
680.008,517.509,406.378,330.270,755.647,419.033,360.379,724.840,698.127,543.577,53.795
666.175,501.702,397.674,332.741,753.234,417.955,348.232,681.042,669.328,529.787,51.330
679.622,509.886,417.962,346.152,743.092,412.586,353.890,734.382,703.791,544.596,53.219
664.992,514.797,415.557,352.651,761.043,422.252,351.605,731.632,659.970,541.611,51.658
668.404,514.613,414.411,357.548,760.136,432.994,360.147,680.535,698.552,543.038,50.093
