0190-0041,0179-0010,0059-0145,0001-0200-0106,0109-0122,0137-0169,0205-0007,0245-0190,0237-0213,0243-0240,0219-0241,0186-0239,0052-0008,0023-0120,Average,Err
919.946,627.527,578.025,490.779,984.835,781.679,746.500,578.759,708.230,509.135,699.220,374.762,621.952,437.273,647.044,44.897
845.273,623.382,586.861,527.529,911.108,667.675,756.746,520.034,666.994,490.046,698.667,384.105,623.280,451.136,625.203,38.146
817.957,621.523,626.826,581.393,833.996,631.665,755.179,469.259,724.382,464.805,804.108,366.246,670.312,457.596,630.375,38.354
783.213,573.645,694.082,750.336,744.091,591.325,699.194,472.026,741.146,474.264,883.957,380.542,749.113,448.326,641.804,38.997
723.469,531.779,813.916,967.381,723.048,648.148,695.403,482.612,755.197,447.523,1146.672,373.602,913.430,441.916,690.293,57.477
658.670,520.882,970.481,1144.123,629.723,596.785,672.455,483.960,717.343,438.761,1246.022,371.300,1090.538,433.602,712.475,73.653
651.142,523.363,1169.082,1195.725,626.913,635.211,659.284,485.029,760.039,437.667,1306.478,377.163,1197.586,408.724,745.243,84.667
651.077,532.847,1358.546,1242.525,594.788,724.593,646.478,483.270,784.202,428.952,1359.016,381.370,1381.828,395.441,783.210,98.379
654.188,496.031,1496.283,1130.922,609.922,1062.718,629.604,523.460,810.742,431.952,1303.941,378.412,1552.962,406.015,820.511,105.998
625.824,492.603,1552.034,1074.848,613.459,1320.589,643.172,534.506,823.174,430.033,1373.000,381.073,1617.656,539.060,858.645,112.861
637.449,518.969,1477.593,961.344,596.152,1503.943,628.903,577.195,926.309,457.066,1506.892,389.949,1594.586,699.140,891.106,113.688
665.895,571.656,1405.179,795.307,609.130,1632.388,617.963,572.170,998.500,458.153,1506.570,376.251,1581.903,857.936,903.500,114.075
687.048,661.615,1339.326,680.119,649.576,1609.751,623.157,598.055,1347.084,487.965,1477.495,382.882,1510.204,920.767,926.789,110.912
690.429,725.863,1266.602,579.143,672.320,1569.364,575.343,581.149,1768.062,522.519,1335.269,375.461,1450.210,916.373,930.579,116.695
738.312,923.859,1167.771,533.947,717.381,1499.096,548.321,563.856,1996.163,520.684,1222.323,385.336,1339.005,883.772,931.416,118.553
765.503,1090.473,1071.162,520.393,701.342,1359.622,552.448,547.167,1997.326,499.403,1152.909,380.090,1255.425,868.156,911.530,114.020
849.778,1201.069,950.223,512.721,683.597,1309.163,501.493,533.670,1993.551,477.344,1027.495,373.673,1201.747,796.802,886.595,113.386
946.344,1299.244,835.591,509.471,700.177,1172.172,511.709,530.816,1861.478,461.942,927.145,374.591,1113.382,725.571,854.974,104.978
1037.790,1285.737,743.967,495.451,735.584,1011.986,497.903,536.483,1755.506,483.834,878.570,374.167,990.355,613.589,817.209,97.559
1152.957,1245.485,672.767,526.816,693.442,855.038,496.634,513.037,1680.449,493.254,821.737,373.621,848.183,517.451,777.919,93.936
1206.773,1125.008,609.651,563.607,711.771,731.383,495.201,527.899,1542.725,558.654,833.495,367.087,759.172,434.610,747.645,85.651
1155.955,1048.836,599.657,746.734,742.095,659.842,459.313,522.305,1485.202,744.922,793.043,357.387,638.027,395.918,739.231,79.990
1152.403,977.897,616.429,1036.447,739.528,619.660,482.993,532.701,1412.489,945.856,725.280,367.232,590.753,376.936,755.472,79.471
1054.881,868.137,599.962,1119.992,744.740,580.416,470.485,523.615,1288.753,1057.771,668.091,359.207,545.726,367.570,732.096,76.678
996.199,719.160,602.187,1218.102,760.879,581.684,488.843,546.606,1217.534,1171.787,618.876,346.399,587.204,368.671,730.295,77.710
985.631,625.786,605.565,1133.520,792.978,582.823,516.784,538.874,1145.079,1209.470,608.823,358.571,539.511,363.795,714.801,74.372
890.932,566.115,621.537,1044.516,784.459,574.636,567.269,501.997,1027.944,1163.229,592.763,363.695,533.978,358.721,685.128,65.721
872.219,555.924,669.963,928.914,763.996,576.952,600.851,528.486,851.376,1077.179,575.909,358.870,572.194,358.636,663.676,54.095
795.489,585.450,710.239,734.594,756.004,596.914,628.373,550.807,770.893,968.795,663.167,366.028,543.430,363.328,645.251,42.304
739.688,499.947,854.917,612.053,743.766,593.890,644.134,521.405,650.657,762.238,657.382,362.591,570.167,367.813,612.903,36.735
728.489,532.721,1063.648,552.705,758.494,695.005,676.515,549.106,579.854,650.914,753.156,367.601,587.978,362.597,632.770,45.331
695.818,573.763,1286.588,520.266,765.281,917.847,650.022,515.195,573.972,536.644,841.978,357.020,615.978,366.997,658.384,62.056
668.185,549.130,1456.238,510.020,767.775,1231.306,636.896,519.408,508.742,481.634,867.349,343.415,611.392,361.895,679.528,81.784
645.551,587.267,1544.967,503.746,811.126,1405.440,653.261,516.052,591.045,464.625,857.962,354.867,602.226,361.987,707.152,91.713
649.361,568.034,1492.760,472.963,833.013,1496.828,643.134,512.290,594.011,434.313,807.156,363.949,645.194,356.334,704.953,93.626
670.000,576.118,1403.662,488.492,828.576,1399.569,584.866,503.503,568.534,431.072,774.699,370.707,659.263,350.228,686.378,85.683
662.648,605.042,1344.594,474.561,866.861,1371.675,546.060,497.316,574.826,427.820,757.554,346.602,704.930,355.543,681.145,83.059
670.793,599.805,1278.270,471.430,886.329,1293.785,515.978,496.210,592.062,427.154,815.231,355.381,708.565,366.880,676.991,77.657
672.932,595.939,1188.513,485.762,874.307,1070.407,457.881,508.796,580.820,417.282,993.667,360.714,737.737,366.910,665.119,69.609
690.554,605.195,1076.399,471.594,854.688,880.526,395.172,483.155,581.983,418.127,1178.919,360.280,766.425,358.204,651.516,68.730
727.634,609.828,970.291,496.475,809.186,786.799,412.500,468.552,611.079,425.241,1287.118,352.471,731.753,361.351,646.448,67.894
802.852,635.332,900.393,517.881,785.567,633.990,403.522,496.833,620.112,443.037,1190.199,352.167,711.220,368.452,632.969,60.177
809.801,650.576,811.916,678.934,754.273,590.048,406.149,472.899,621.421,431.823,1164.989,359.808,795.704,356.022,636.026,58.057
853.955,584.431,725.422,715.783,754.273,565.416,356.209,481.649,658.640,414.300,1101.774,368.375,776.484,350.458,621.941,56.349
974.932,596.321,666.567,731.951,709.957,571.871,380.769,486.603,658.837,419.275,1087.731,354.042,776.333,359.032,626.730,57.583
1075.227,577.989,653.724,702.570,676.030,544.813,361.060,490.135,618.371,420.026,1035.790,365.697,774.871,351.589,617.707,59.038
1187.196,550.195,653.209,676.131,661.658,539.665,396.381,473.138,667.562,417.199,974.220,365.732,741.231,360.455,618.855,60.868
1209.085,536.107,638.055,677.193,628.857,561.196,435.336,458.443,665.680,429.089,965.086,372.458,746.624,348.504,619.408,61.030
1206.278,574.374,638.208,654.865,601.481,538.895,544.597,447.678,665.213,436.127,931.699,365.785,719.769,354.435,619.957,58.369
1087.872,531.576,613.433,654.930,584.234,503.129,653.231,454.681,702.640,430.334,914.097,367.642,682.500,346.461,609.054,52.557
1022.588,558.603,633.338,640.725,598.658,524.914,706.478,443.385,717.034,428.563,988.059,347.424,698.935,355.902,618.900,52.800
1002.778,557.435,639.137,662.934,609.892,508.699,679.037,446.759,729.073,427.124,1011.651,372.802,690.500,352.404,620.730,52.431
903.327,542.977,647.235,649.480,591.320,521.584,608.955,426.793,800.455,430.148,1100.495,373.515,690.086,353.207,617.113,54.021
867.614,537.321,659.403,615.648,574.312,523.947,593.321,437.362,915.938,419.997,1015.930,359.797,675.495,345.200,610.092,52.701
842.031,526.435,684.500,608.791,575.338,523.139,491.313,434.603,1226.174,416.935,859.699,349.667,626.075,343.972,607.762,61.362
770.443,519.935,790.157,590.594,551.632,536.952,448.791,437.675,1543.225,426.343,717.355,358.379,648.457,354.133,621.005,77.454
741.403,542.366,952.679,596.402,539.260,530.464,422.142,426.721,1873.494,446.542,581.199,363.587,628.441,351.903,642.615,99.908
724.656,537.779,1158.971,595.586,533.437,578.766,373.358,437.261,1995.197,440.556,560.387,369.130,629.495,358.588,663.798,111.658
683.398,533.649,1356.013,627.463,533.286,540.574,374.358,436.882,1970.916,435.245,568.194,357.839,634.290,345.936,671.289,115.837
675.324,534.637,1492.370,625.648,517.199,522.742,349.649,435.466,1844.118,413.501,513.011,355.748,609.032,356.719,660.369,114.455
649.409,534.924,1524.559,621.758,521.835,600.560,376.470,449.546,1732.713,426.454,542.333,361.127,604.237,432.265,669.871,107.713
684.526,517.218,1444.897,623.352,519.978,565.129,379.313,430.276,1627.258,441.125,522.220,354.192,562.892,544.633,658.358,98.904
659.264,530.782,1379.822,641.689,552.606,581.225,401.403,434.394,1525.629,434.052,540.237,352.994,584.844,653.745,662.335,89.934
652.466,553.313,1299.257,643.471,521.593,536.842,352.896,420.543,1483.152,435.027,572.140,344.943,584.290,778.636,655.612,86.338
670.125,520.935,1206.016,649.520,536.991,533.789,360.500,414.747,1369.584,434.924,564.742,348.416,599.263,845.229,646.770,78.066
694.497,510.977,1132.385,627.672,524.710,548.507,373.642,416.152,1277.331,425.586,577.285,345.031,564.758,815.133,630.976,70.827
731.480,500.279,1077.040,644.975,514.719,532.962,346.269,425.853,1139.848,429.971,565.962,353.215,564.511,846.948,619.574,63.991
775.776,489.141,977.553,608.066,498.130,510.368,373.127,417.336,1096.579,431.305,568.876,342.180,553.597,787.246,602.091,58.410
784.094,497.721,889.570,595.348,510.957,510.483,368.784,411.345,974.736,430.402,600.156,350.325,613.280,747.784,591.785,49.786
857.443,497.817,784.052,626.639,493.078,503.526,355.799,418.940,831.449,415.808,663.312,348.701,570.500,653.221,572.878,43.596
896.230,483.653,703.689,616.000,507.463,534.900,388.627,411.112,681.489,423.088,765.570,333.017,572.113,555.550,562.321,40.718
996.849,484.237,629.613,612.242,504.281,521.469,364.567,401.394,604.444,422.929,975.441,346.351,567.269,458.937,563.573,51.566
1160.773,510.366,576.933,608.275,501.848,542.785,363.149,424.606,574.539,410.520,1138.688,346.036,580.559,405.454,581.752,65.763
1201.878,471.824,559.663,613.611,523.160,525.191,350.985,402.750,556.691,434.117,1195.177,335.455,583.930,379.674,581.008,71.081
1172.545,491.416,558.638,593.455,525.355,517.957,374.724,413.126,537.904,419.150,1188.930,352.500,595.398,371.989,579.506,68.887
1098.918,492.469,557.619,580.906,484.260,497.038,364.597,396.132,535.770,412.366,1097.909,344.580,582.360,366.881,557.986,62.517
1035.577,484.095,558.053,622.279,513.532,519.043,395.015,413.052,526.933,421.957,1101.774,354.720,576.457,370.191,563.763,58.918
1016.415,471.015,566.619,638.713,489.173,534.321,367.284,398.626,556.213,414.124,1094.720,359.221,576.887,363.463,560.485,58.805
958.497,532.366,578.420,622.348,490.944,534.852,360.545,400.270,587.876,407.771,1056.156,348.017,554.522,362.461,556.789,54.793
865.977,497.531,591.846,593.160,499.974,499.852,338.776,412.402,526.685,423.007,948.070,338.656,540.290,361.963,531.299,46.573
857.568,452.687,609.093,598.807,494.268,513.368,369.000,399.966,577.242,409.761,963.903,357.859,522.172,363.420,534.937,46.878
831.977,494.198,616.785,614.910,480.589,541.258,373.948,397.963,543.315,426.324,872.806,356.441,538.538,370.219,532.805,41.381
762.821,475.042,670.685,597.787,477.866,524.234,361.030,404.440,564.674,430.519,868.081,350.299,555.753,366.417,529.260,40.012
729.119,503.160,736.270,608.918,478.810,546.531,376.791,402.011,599.185,422.772,795.828,358.424,545.790,360.243,533.132,37.608
721.872,488.588,921.420,623.992,491.580,534.995,381.910,420.422,577.264,419.184,775.683,356.293,532.672,364.884,543.626,43.197
689.324,472.752,1099.793,594.205,478.160,517.603,355.634,386.730,579.803,416.406,669.065,350.833,521.070,354.895,534.734,50.934
693.625,489.748,1273.970,602.148,460.229,505.818,363.560,403.184,614.809,421.990,642.317,351.096,548.339,361.306,552.296,60.678
678.830,470.260,1496.353,621.488,459.000,516.301,364.433,393.374,592.180,421.664,542.489,352.238,541.070,360.855,557.895,74.383
676.088,478.576,1540.136,587.393,459.823,526.679,390.142,384.629,595.916,409.807,536.914,347.367,582.473,358.179,562.437,77.031
721.776,483.084,1490.348,617.025,488.879,490.297,345.455,391.713,615.022,419.324,513.435,345.429,580.511,345.668,560.569,75.001
709.713,464.011,1382.992,611.037,452.987,529.679,348.366,392.836,588.416,417.450,507.683,341.983,549.414,348.417,546.070,68.146
756.727,479.786,1318.317,610.016,456.186,506.876,371.201,395.451,643.663,431.350,505.161,338.709,533.371,355.189,550.143,64.517
749.170,485.706,1255.184,612.787,449.234,501.211,358.209,405.063,657.910,420.372,514.737,355.026,547.495,351.235,547.381,60.713
833.114,488.863,1162.923,612.410,443.420,529.392,378.567,397.839,647.213,412.271,517.161,360.385,532.183,359.570,548.237,56.685
883.889,468.840,1068.123,632.529,461.156,505.660,353.687,406.989,641.309,426.690,504.602,345.136,487.263,351.025,538.350,53.993
972.739,477.534,1010.750,601.861,453.385,507.455,380.582,408.408,697.528,426.945,541.134,349.588,527.548,355.239,550.764,54.136
1055.795,452.947,914.280,578.016,478.247,510.096,348.030,403.178,667.708,417.536,519.844,349.639,512.172,360.066,540.540,54.235
1137.210,481.160,811.574,587.480,453.511,529.981,348.836,383.583,685.472,412.539,522.973,348.034,524.000,351.425,541.270,56.019
1195.773,472.134,736.698,589.029,476.727,507.981,355.425,388.994,692.517,421.512,533.667,346.599,493.468,358.296,540.630,57.479
1113.128,474.855,652.524,592.221,455.182,531.526,377.142,394.342,670.483,422.696,528.247,340.223,516.285,356.454,530.379,50.855
1130.151,465.939,604.189,578.053,463.563,488.368,344.097,400.325,726.865,421.777,531.038,350.152,485.941,361.963,525.173,52.600
1021.784,463.130,590.041,556.160,466.541,507.823,361.903,384.328,684.225,418.311,530.720,343.432,513.667,355.206,514.091,45.342
961.378,437.088,558.752,560.590,471.545,545.411,341.261,395.126,681.635,423.867,517.247,340.167,482.973,356.684,505.266,42.142
929.656,465.840,549.661,528.537,439.905,535.455,364.687,375.718,707.157,414.865,546.457,343.568,509.575,350.242,504.380,40.828
879.929,466.031,555.673,534.627,450.550,539.502,338.037,371.713,732.691,417.094,576.204,349.181,513.344,353.866,505.603,39.587
842.026,460.973,562.556,527.893,442.970,528.550,350.970,377.839,758.489,419.772,576.226,360.672,475.258,348.947,502.367,38.214
787.355,447.279,559.455,496.381,435.377,522.775,401.231,369.282,770.826,422.365,593.710,347.299,491.962,351.210,499.750,36.007
768.668,476.973,581.088,516.516,456.853,519.096,366.343,380.158,934.888,419.180,587.032,348.944,462.237,347.665,511.832,43.020
780.713,473.698,577.156,503.889,441.831,508.943,359.791,380.664,1264.152,442.163,615.565,345.689,454.828,352.473,535.825,61.987
731.656,446.676,609.304,508.123,435.312,508.703,365.530,375.422,1565.275,414.988,611.667,338.183,470.043,355.014,552.564,80.506
682.901,472.580,660.086,488.791,455.186,516.756,335.649,370.227,1867.449,419.898,676.753,351.986,478.317,356.381,580.926,100.127
681.690,449.225,784.490,475.082,423.238,527.507,377.373,379.428,1927.157,430.895,823.177,371.525,486.780,351.572,606.367,105.455
692.935,448.305,979.634,486.783,422.069,491.158,359.918,373.632,1870.011,413.439,1125.726,359.805,498.806,353.862,634.006,110.135
703.855,459.565,1209.903,473.762,433.056,525.134,355.701,382.917,1810.472,412.317,1250.522,372.237,452.366,352.751,656.754,114.555
724.807,456.794,1393.361,477.992,456.805,513.402,352.127,374.181,1782.225,425.736,1224.796,365.539,480.129,354.585,670.177,117.366
739.114,481.691,1486.227,467.656,434.234,498.129,372.015,376.428,1702.646,411.437,1193.543,363.303,448.403,344.973,665.700,116.570
763.577,468.401,1475.376,467.074,458.385,526.651,362.903,371.595,1576.826,416.375,1118.833,352.505,460.339,353.823,655.190,108.742
817.145,452.137,1429.487,471.648,431.104,509.411,358.746,384.583,1496.725,418.976,1067.500,353.978,477.210,365.882,645.324,102.817
825.159,473.321,1353.592,472.881,450.290,527.852,355.448,369.540,1367.697,422.898,1024.387,342.176,475.554,353.032,629.559,93.756
907.537,455.702,1284.231,472.561,451.390,504.914,368.604,377.756,1291.590,424.663,976.038,354.882,465.833,358.860,621.040,87.899
988.222,456.656,1225.070,471.795,431.805,511.373,332.507,389.997,1141.618,427.251,967.882,363.351,478.892,356.161,610.184,81.985
1090.537,460.305,1153.851,461.324,439.649,495.081,360.231,357.687,1066.416,433.033,945.731,342.136,484.511,354.560,603.218,79.665
1160.037,430.282,1052.762,474.984,445.736,512.498,365.410,358.020,869.966,398.004,894.946,343.898,471.656,357.350,581.111,73.009
1169.920,431.542,1037.319,481.066,446.667,500.019,360.261,364.509,718.983,425.994,805.570,347.582,462.108,356.178,564.837,68.384
1172.006,442.397,956.859,475.184,458.100,509.809,388.918,362.330,638.326,440.857,782.581,343.570,473.984,352.305,556.945,63.945
1064.185,458.844,896.462,472.537,449.316,488.445,364.560,363.207,580.169,410.883,661.952,352.169,493.559,355.699,529.427,54.813
1027.588,448.496,815.858,478.459,438.017,529.201,376.985,383.063,555.888,425.903,592.075,356.811,499.376,356.097,520.273,48.827
961.321,460.660,749.886,477.520,428.818,509.900,360.813,359.253,540.758,424.291,529.344,358.231,485.124,349.349,499.662,43.620
909.318,456.836,681.890,487.000,433.593,513.694,360.381,361.339,529.376,412.512,510.441,352.144,485.640,359.859,489.573,38.782
833.369,433.008,614.738,569.602,433.944,503.904,374.925,372.532,499.775,419.232,473.145,336.862,461.946,347.546,476.752,33.570
849.088,450.916,610.206,702.352,440.372,534.282,369.507,378.667,546.753,420.595,504.785,353.085,440.032,352.427,496.648,37.058
797.128,454.660,587.235,710.496,440.853,527.971,346.261,366.802,555.494,426.137,490.790,352.918,475.581,354.229,491.897,34.927
725.642,464.695,569.630,678.566,439.290,481.254,368.149,367.779,505.691,425.370,483.753,343.170,434.113,350.534,474.117,29.929
725.810,445.641,566.433,664.107,416.468,483.311,358.731,374.767,541.562,415.386,479.962,336.266,459.156,350.586,472.728,30.124
727.293,450.744,563.867,687.102,447.316,478.823,361.545,349.011,558.837,418.030,497.296,347.308,493.183,348.968,480.666,31.093
708.568,471.607,566.285,650.889,435.173,498.598,392.119,365.592,516.449,418.437,521.753,355.269,448.941,351.299,478.641,27.853
699.750,470.542,561.517,650.746,437.489,483.689,383.545,377.109,547.871,434.527,513.575,345.170,451.973,347.305,478.915,27.687
680.625,435.882,553.309,604.594,420.403,473.565,346.679,369.095,565.320,411.205,543.737,342.684,435.339,340.039,465.891,27.709
676.040,437.691,593.324,621.693,441.545,465.316,375.530,370.374,585.865,419.127,499.581,348.517,436.688,359.175,473.605,27.316
710.707,440.878,591.261,589.258,434.165,504.837,338.925,365.290,552.770,415.625,501.968,350.418,409.758,350.016,468.277,28.702
744.884,457.115,649.089,611.893,430.610,517.340,353.254,363.310,566.292,426.428,497.677,500.833,421.398,354.680,492.486,30.153
764.980,448.626,749.890,620.594,416.242,504.167,333.582,367.328,582.433,419.066,494.866,672.116,448.715,349.437,512.289,37.002
779.997,421.447,934.866,555.213,437.074,503.144,371.276,368.371,574.348,402.058,499.048,873.906,434.844,357.494,536.649,49.243
838.446,439.107,1174.220,590.291,428.502,497.416,378.075,365.721,629.146,426.344,507.667,994.659,440.054,344.487,575.295,65.241
935.670,435.775,1422.537,602.537,438.649,495.866,361.224,369.152,611.584,415.756,531.656,1069.870,446.446,356.754,606.677,81.599
1023.125,434.134,1491.319,588.852,439.216,476.957,370.642,358.115,623.309,413.759,559.215,1050.794,440.882,349.078,615.671,86.843
1110.136,436.611,1518.180,562.201,449.420,493.569,370.955,354.943,619.084,410.022,563.027,1065.187,440.866,352.456,624.761,90.638
1178.355,435.385,1417.349,568.918,430.182,502.072,356.194,368.704,594.736,422.527,585.887,1061.994,443.075,354.291,622.834,87.623
1160.389,440.859,1388.764,543.680,427.723,470.627,361.328,345.336,647.404,422.661,585.172,1098.023,451.892,348.922,620.913,87.298
1084.474,444.034,1268.505,584.393,418.260,494.134,359.425,373.023,638.742,412.372,580.247,1127.545,437.124,350.049,612.309,80.245
1071.864,438.160,1221.617,586.988,438.095,501.230,377.507,362.908,609.573,428.027,542.081,1100.848,468.409,351.209,607.037,76.248
990.219,429.565,1167.286,561.086,427.303,496.713,373.567,365.698,654.708,425.719,571.231,1076.432,423.597,354.593,594.123,71.548
927.341,458.782,1077.972,581.496,419.234,500.871,349.239,351.155,636.208,409.801,553.957,1055.791,477.651,345.308,581.772,65.689
899.741,438.561,1027.411,577.598,440.377,510.636,365.284,362.759,666.567,415.216,539.812,1007.757,450.161,353.012,575.349,60.917
825.903,450.252,931.593,577.156,414.394,494.541,338.799,376.592,635.916,417.710,558.597,981.373,437.376,357.430,556.974,54.804
816.270,429.298,858.008,560.930,431.697,485.794,361.112,359.595,671.399,409.562,560.065,955.557,439.608,347.138,549.002,51.650
793.301,453.317,775.877,556.029,423.294,507.856,356.463,365.914,671.618,412.735,532.188,897.159,435.946,352.085,538.127,45.929
746.381,444.221,682.637,571.398,406.978,484.053,342.739,366.080,749.545,415.233,586.269,829.113,436.306,357.245,529.871,42.318
745.256,462.950,629.472,551.746,432.537,489.823,362.948,354.299,958.017,415.875,576.796,794.102,424.672,350.629,539.223,47.452
701.017,475.885,574.551,563.709,421.736,505.110,367.813,347.175,1137.556,403.548,554.113,710.540,425.699,352.266,538.623,53.789
690.943,434.447,556.319,537.025,417.065,484.943,390.000,362.655,1459.674,417.039,564.317,637.111,424.054,352.344,551.995,72.276
690.574,439.870,552.252,509.180,410.584,464.574,357.918,352.802,1737.399,414.588,541.108,527.882,456.285,353.583,557.757,90.673
713.895,439.302,545.151,503.799,438.320,478.000,367.373,338.649,1875.022,406.703,585.312,438.025,485.285,348.894,568.838,100.169
685.449,434.828,559.064,507.488,428.264,478.737,364.134,335.431,1933.753,414.878,564.882,403.546,446.065,347.080,564.543,104.435
714.361,422.805,549.908,451.754,437.485,482.282,385.933,361.534,1803.039,410.569,552.323,386.579,453.005,355.956,554.824,95.712
755.500,446.981,557.434,467.766,437.870,494.469,355.455,347.368,1728.281,420.562,555.710,377.827,458.624,343.852,553.407,91.464
779.514,446.885,556.928,454.770,397.351,469.900,375.813,365.724,1708.994,419.354,600.059,373.941,459.075,344.730,553.789,90.646
833.838,450.294,574.120,468.738,398.424,488.871,362.597,350.945,1591.084,415.836,573.387,375.881,444.129,345.768,548.137,84.053
905.571,437.111,602.986,449.250,419.736,515.732,341.261,348.316,1461.831,424.349,574.914,379.096,456.306,349.417,547.563,77.608
958.503,517.924,625.670,463.750,422.065,476.555,349.090,352.218,1409.607,410.666,533.624,367.557,463.210,351.907,550.167,75.626
1035.270,562.908,671.589,465.348,412.818,501.254,383.007,345.971,1257.084,408.370,552.425,376.635,422.785,361.419,554.063,69.617
1148.909,548.248,812.583,451.680,427.489,466.120,379.567,347.853,1165.039,423.218,580.220,369.811,441.753,347.981,565.034,71.655
1148.750,491.874,1012.218,465.414,422.662,483.220,351.851,376.575,1096.208,401.184,560.231,363.927,426.839,350.668,567.973,74.172
1120.716,492.462,1262.055,468.783,408.420,470.148,362.060,366.083,902.129,422.110,562.016,360.433,423.952,353.809,569.655,77.051
1062.818,442.424,1418.282,483.693,423.437,473.952,362.567,371.534,741.899,423.210,576.629,380.328,440.269,351.698,568.053,79.887
1023.418,476.511,1504.533,481.094,422.580,503.526,361.418,350.787,651.129,426.548,550.360,365.989,430.043,348.687,564.045,83.009
956.616,451.931,1483.517,439.967,422.706,490.268,380.672,353.509,543.938,405.180,564.866,375.986,447.194,348.797,547.510,79.797
944.537,430.973,1408.064,475.439,413.693,485.139,364.306,364.241,548.910,418.196,561.763,358.450,434.640,348.920,539.805,75.252
888.759,427.126,1328.391,469.795,412.359,489.560,379.634,359.997,545.157,435.160,558.038,364.328,429.134,352.063,531.393,68.757
821.903,426.573,1244.854,442.250,413.203,481.603,337.493,336.374,544.551,407.001,536.763,351.872,425.403,346.261,508.293,63.502
848.511,454.034,1215.816,477.955,406.710,488.641,345.530,352.845,586.966,423.826,568.651,365.616,399.113,346.683,520.064,62.064
783.810,429.240,1173.589,455.623,407.554,485.478,366.284,349.193,556.202,417.692,578.769,363.291,423.301,354.240,510.305,57.636
779.991,440.286,1075.841,465.680,420.043,481.096,368.306,333.954,533.933,393.752,564.237,374.073,442.032,349.706,501.638,51.742
769.773,442.374,995.142,448.734,417.814,503.340,351.978,358.500,555.528,412.630,594.651,375.087,415.247,344.708,498.965,47.335
729.057,456.431,923.013,473.963,405.645,488.120,350.627,355.250,558.264,418.542,531.070,369.472,425.720,349.802,488.213,41.678
734.901,433.588,845.130,476.402,424.203,461.938,347.500,344.983,536.382,410.271,549.360,364.797,416.495,349.188,478.224,38.260
727.062,437.340,755.158,448.213,421.165,502.163,349.351,337.865,539.326,402.742,549.629,371.732,429.441,356.149,473.381,33.817
732.330,431.844,672.938,469.422,421.147,501.081,390.142,344.833,544.090,418.265,534.715,364.884,427.715,346.237,471.403,30.079
742.330,439.519,621.687,477.557,405.212,498.105,354.201,351.261,561.320,422.614,537.059,372.009,425.699,358.544,469.080,29.426
759.085,439.221,578.047,450.852,397.247,488.756,391.060,346.701,575.315,425.435,547.887,366.879,430.613,356.297,468.100,29.263
778.034,422.565,560.050,448.656,413.784,475.967,399.157,344.141,543.270,422.911,532.441,370.385,452.231,348.897,465.178,29.086
802.080,430.748,540.361,481.807,432.450,468.177,370.881,343.675,559.983,416.928,541.414,363.006,427.844,347.599,466.211,30.981
839.281,440.508,543.666,481.779,396.814,469.038,394.985,351.241,569.579,411.360,538.258,360.489,439.586,354.609,470.800,32.898
