0234-0127,0127-0162,0168-0167,0157-0158,0144-0148,0141-0228,0129-0220,0117-0222,0142-0188,0226-0056,0202-0085,0214-0074,0191-0097,0186-0111,0211-0119,0243-0095,0185-0069,0202-0062,0209-0035,0176-0038,0166-0030,0184-0005,0116-0071,0170-0075,0162-0060,0231-0251,0237-0196,0208-0190,0211-0150,0111-0097,0101-0107,0063-0052,0086-0095,0078-0077,0100-0022,0117-0026,0095-0198,0059-0192,0058-0160,0019-0175,0033-0156,0033-0118,0011-0082,0187-0141,0161-0120,Average,Err
718.884,633.570,897.035,366.768,344.728,346.138,409.080,341.913,974.994,345.390,342.975,334.123,327.667,378.099,607.070,320.730,352.449,316.520,277.599,356.236,345.205,249.721,332.449,912.423,368.743,248.683,308.858,316.093,353.662,438.992,365.870,285.077,383.088,296.097,344.794,483.930,391.825,344.360,304.271,317.770,284.592,376.908,323.028,623.584,363.020,407.889,25.284
686.031,648.395,929.727,490.372,315.483,329.483,376.860,311.275,979.277,366.162,346.487,342.723,329.433,348.404,624.038,292.815,349.449,297.439,273.204,337.336,321.918,245.339,338.246,906.569,344.904,252.120,471.387,356.787,356.606,462.041,344.226,283.537,329.108,304.068,346.913,495.087,417.331,342.317,316.535,330.615,259.435,367.491,315.740,643.068,355.520,410.696,25.992
655.181,602.877,874.044,888.463,346.673,352.790,398.350,300.181,904.069,655.848,349.126,305.385,327.129,363.093,577.903,332.100,399.699,314.587,303.310,330.468,320.277,264.430,326.319,911.951,371.186,266.754,572.758,340.140,357.717,425.631,310.148,277.583,370.176,281.375,310.619,435.773,413.479,334.925,326.561,320.977,278.105,364.890,316.629,628.354,357.558,423.680,26.685
612.539,567.333,835.079,824.604,323.463,346.579,385.300,273.710,865.698,761.684,325.065,320.292,307.094,354.093,538.780,318.839,400.699,293.668,301.239,321.064,323.636,242.739,315.159,784.154,371.611,239.754,564.425,345.087,356.785,397.393,365.087,285.754,339.529,288.182,306.302,386.035,367.269,322.660,301.639,296.403,261.267,380.546,283.014,639.424,343.608,408.540,25.262
574.289,526.175,789.670,744.500,337.156,343.348,373.870,276.138,845.553,588.217,357.412,315.462,313.871,360.205,488.586,305.085,378.103,296.765,339.225,314.923,339.877,264.982,310.159,719.659,344.371,262.599,558.804,334.693,456.753,392.090,330.174,302.862,308.137,284.472,311.024,377.122,361.170,331.023,283.039,285.360,247.712,355.141,279.530,585.872,314.119,395.762,21.955
538.283,491.096,750.282,704.994,295.211,319.266,381.190,276.674,729.088,432.141,343.327,308.962,312.608,363.139,480.995,311.427,367.456,327.444,298.993,327.100,445.887,250.085,321.276,603.293,354.024,269.937,469.733,346.007,624.326,321.459,355.270,309.126,303.824,272.392,258.548,306.523,336.507,313.340,287.245,286.281,250.377,321.000,271.320,490.448,336.436,379.207,19.082
470.769,474.009,718.013,586.049,296.177,322.845,344.580,280.638,726.566,365.745,319.894,314.715,326.491,371.338,452.565,308.114,325.265,324.413,352.655,332.659,481.041,246.527,318.341,525.854,322.766,282.190,376.050,328.893,652.199,354.672,330.322,298.890,293.824,268.000,315.508,297.541,348.841,306.010,269.161,278.815,252.288,304.067,272.618,399.985,330.770,365.971,17.006
423.607,470.500,642.815,556.713,308.816,318.969,389.930,267.514,652.239,342.454,358.382,447.962,319.515,357.536,405.860,303.550,443.081,309.061,400.859,329.795,472.190,257.194,311.184,411.301,329.461,274.366,322.962,363.993,496.000,297.902,288.878,272.457,315.108,271.523,314.992,290.169,346.820,308.350,264.858,283.442,232.136,292.724,271.447,378.402,341.113,356.847,14.011
366.496,482.368,681.216,511.293,291.850,335.997,399.070,307.551,694.969,332.783,645.407,805.523,358.480,392.795,350.355,311.199,650.375,306.546,413.915,340.023,442.087,246.364,317.748,395.000,311.587,255.613,318.150,661.367,400.053,299.705,282.870,254.921,318.049,250.131,297.595,276.233,347.737,301.613,288.026,269.227,252.518,286.043,266.465,346.230,359.488,378.290,20.377
365.654,401.605,626.379,450.220,322.830,344.607,408.460,294.181,662.692,354.080,803.131,920.531,334.415,401.834,362.688,324.299,764.868,291.980,455.218,337.068,429.969,254.897,306.546,363.163,327.257,269.676,322.954,678.147,366.899,308.156,284.209,262.772,300.588,264.460,282.897,280.558,322.706,298.819,264.490,270.333,255.513,269.589,269.903,338.918,326.453,381.036,23.071
355.577,400.158,602.612,460.067,298.313,345.631,407.140,306.457,625.264,336.570,714.251,833.185,345.754,360.013,404.925,304.621,662.059,304.036,442.500,333.041,417.769,260.242,316.771,348.951,316.503,273.887,319.021,568.427,358.492,345.000,318.087,261.353,317.833,256.409,279.913,286.459,316.292,318.090,283.426,268.568,252.885,272.767,263.069,340.605,333.619,371.925,19.295
358.851,397.263,578.524,424.780,311.320,325.083,410.720,270.217,583.189,339.576,676.000,834.485,363.064,341.894,411.118,315.318,710.618,293.673,398.444,309.436,351.200,242.473,304.509,350.951,313.018,275.465,313.667,482.747,354.818,283.615,295.322,263.821,318.931,274.307,260.968,265.791,304.564,313.900,276.897,270.090,250.398,286.215,263.164,344.179,323.547,360.847,18.834
345.879,400.061,562.392,412.378,284.782,330.110,384.070,295.043,541.962,334.981,584.377,826.415,483.070,328.285,490.962,302.488,626.956,290.811,397.824,310.764,337.477,252.000,292.476,355.724,317.988,254.218,324.683,406.967,334.682,328.516,314.496,262.003,299.363,273.477,269.302,251.890,300.593,298.469,271.387,280.568,252.869,278.712,276.069,328.482,334.424,356.232,17.216
342.919,346.605,533.934,357.274,289.776,324.662,396.210,266.855,525.547,329.110,502.201,789.754,645.509,370.921,459.823,307.645,606.625,282.367,398.085,317.864,315.431,242.897,292.946,343.049,298.395,252.754,305.579,336.433,347.970,306.131,308.270,248.411,310.078,258.648,280.476,273.180,298.377,295.721,268.671,285.320,239.204,273.092,278.627,324.237,312.698,348.673,16.881
333.661,342.632,493.322,337.878,312.020,352.221,369.360,296.043,504.358,337.384,462.296,777.408,747.865,456.894,467.419,294.104,571.868,313.260,348.077,330.927,316.256,261.000,294.485,329.154,334.832,233.831,284.837,361.373,366.611,310.189,309.304,256.282,309.343,265.915,250.246,254.552,312.129,295.538,286.768,277.135,248.257,262.276,260.362,320.816,309.985,350.233,17.150
333.236,355.553,461.066,340.043,310.619,374.369,351.780,284.623,504.050,322.411,406.045,711.600,666.240,511.921,439.306,307.161,545.757,331.852,339.768,322.050,322.400,240.552,286.460,317.553,344.725,249.761,305.471,336.887,349.753,301.566,292.722,253.844,302.196,274.028,288.389,261.012,296.276,288.127,255.394,265.399,250.351,268.632,263.880,321.429,333.125,344.208,15.141
350.689,410.088,414.308,326.787,292.463,343.072,358.300,285.891,411.302,360.952,384.422,682.415,716.895,466.603,417.758,319.545,554.309,613.765,293.394,327.609,317.908,266.733,307.550,341.878,342.251,262.099,309.267,337.100,343.313,292.262,299.513,256.767,307.147,288.472,285.738,266.587,303.363,290.531,281.400,281.629,228.147,263.920,260.887,350.753,378.381,350.981,15.666
338.010,348.851,378.740,329.518,312.844,334.003,343.560,281.130,351.390,334.971,372.487,649.708,721.263,447.636,397.113,310.308,447.287,782.867,309.155,326.159,315.492,253.255,295.748,341.098,366.850,263.176,321.542,349.180,344.437,294.951,300.965,251.179,316.000,263.284,266.770,260.006,302.944,304.731,261.277,274.059,243.220,272.706,268.290,311.901,513.334,348.298,16.920
356.490,347.132,372.445,323.915,299.850,358.693,370.570,286.841,355.887,328.430,358.231,646.208,712.749,450.119,398.376,300.014,370.779,690.704,315.373,306.623,304.287,245.770,335.597,313.439,331.192,268.211,308.762,314.340,350.609,294.123,328.957,248.778,272.147,251.125,259.032,256.709,299.365,294.860,277.503,273.610,252.555,250.350,272.081,322.673,498.637,341.648,15.644
349.824,350.237,337.881,313.945,308.993,345.048,349.590,273.116,338.013,342.639,347.025,640.515,722.398,449.172,398.919,329.882,368.838,743.888,309.162,330.127,313.169,262.091,335.515,352.683,341.168,265.570,437.983,373.260,348.247,301.385,310.983,255.615,340.598,256.392,258.452,274.215,293.463,295.390,257.465,270.067,232.942,359.307,263.157,336.765,420.221,349.007,15.880
348.484,320.465,356.449,331.652,292.823,353.783,384.020,267.812,337.352,331.430,334.312,568.377,746.749,423.828,378.656,302.773,341.956,723.403,305.289,303.764,303.897,257.418,400.761,337.293,347.359,259.676,596.404,326.080,345.482,311.959,317.783,242.366,314.127,253.540,270.040,288.331,297.588,297.579,269.129,296.151,253.586,456.245,269.841,324.472,385.715,350.582,16.209
334.146,342.553,327.537,307.902,288.000,358.114,359.400,273.341,333.075,339.759,337.553,484.115,718.579,449.384,377.812,295.076,343.985,645.301,314.824,319.900,315.431,255.291,366.306,330.244,329.323,276.275,623.542,368.547,333.432,312.902,318.765,260.940,277.284,254.597,281.333,280.983,296.144,291.129,254.284,416.277,254.325,454.840,262.917,336.620,389.474,348.701,14.832
355.683,336.298,330.070,316.043,285.531,319.093,374.090,273.833,359.145,348.241,334.106,409.331,673.368,437.066,364.559,310.569,313.051,629.321,315.958,321.168,305.487,256.836,338.711,365.260,329.617,258.106,570.804,349.953,359.561,317.590,336.035,250.117,327.412,276.807,295.603,275.047,301.954,307.092,260.181,517.957,264.026,501.908,265.424,335.600,393.020,350.370,13.823
355.847,372.877,319.167,316.787,319.211,321.310,340.960,287.283,367.849,336.468,321.136,379.500,638.205,440.007,387.269,324.872,323.507,615.577,304.965,326.723,317.682,250.558,297.873,345.024,366.269,258.282,469.512,351.453,349.674,289.754,335.922,263.872,306.892,279.358,282.397,284.058,301.659,308.181,284.652,459.200,266.445,429.963,319.749,327.494,347.023,344.277,11.650
348.046,359.377,339.744,317.524,301.320,337.686,383.200,291.841,329.063,341.196,341.221,323.054,573.743,410.669,438.801,316.460,342.309,554.071,307.859,327.145,325.579,262.248,311.533,352.577,338.251,256.296,420.583,345.473,349.366,315.098,339.878,264.255,323.363,256.568,285.421,277.599,306.202,313.546,260.613,371.635,249.785,429.755,329.795,344.044,347.087,339.131,9.707
417.614,340.070,327.401,328.287,320.265,353.214,362.890,284.109,359.736,326.960,313.558,354.831,528.053,417.185,445.151,303.967,333.956,553.490,320.211,342.159,342.405,263.921,315.080,341.203,331.563,244.169,326.771,383.133,353.154,314.484,345.939,267.199,370.196,284.830,276.079,280.773,306.403,315.669,287.097,315.790,250.576,377.982,329.763,320.310,329.916,337.945,8.946
600.579,369.684,325.872,360.549,304.810,345.428,396.240,275.130,356.516,355.424,341.352,333.838,421.977,384.576,448.097,312.156,349.051,504.301,294.993,335.418,342.892,275.903,314.839,340.252,322.551,260.944,328.913,371.080,345.889,309.213,330.652,266.099,317.275,272.028,273.857,295.547,314.462,325.967,291.813,304.694,249.723,328.080,288.378,344.479,338.858,337.119,9.278
791.986,367.719,330.537,366.299,325.605,343.759,384.180,286.188,350.874,354.561,310.342,295.969,390.655,372.470,460.194,317.706,351.581,472.245,299.944,311.905,335.385,256.636,317.652,357.049,346.665,263.577,307.258,348.673,344.043,333.328,345.052,266.577,304.735,280.966,281.048,303.430,318.979,310.990,291.690,296.811,245.487,316.650,287.839,332.087,350.916,338.405,12.176
964.176,344.325,344.132,344.476,307.354,349.207,397.110,295.913,348.258,580.000,334.261,341.308,357.544,365.669,437.237,296.441,350.272,428.469,303.380,361.295,311.513,253.018,302.543,358.089,351.275,248.965,314.879,351.713,341.018,351.631,311.217,286.147,329.039,275.142,298.206,316.977,326.167,319.010,314.903,293.236,254.429,313.350,303.408,341.755,346.741,348.116,15.954
890.796,378.132,346.308,333.457,322.027,331.190,371.230,298.862,347.302,750.783,331.347,340.915,314.029,342.457,434.957,299.806,333.838,384.020,319.366,435.955,317.979,261.400,325.288,386.602,351.521,254.930,318.042,431.480,348.788,327.516,341.052,276.324,315.000,270.188,319.357,297.029,321.699,321.994,294.516,302.122,245.984,275.294,308.108,344.760,354.099,351.508,16.474
850.451,386.070,315.736,320.768,312.769,353.893,403.310,283.623,356.094,630.013,347.241,339.777,325.404,361.881,439.699,308.919,350.640,370.918,329.218,569.745,315.190,271.515,314.138,349.114,328.982,254.380,297.271,369.447,354.015,303.057,356.974,286.110,334.971,281.773,332.929,294.099,319.206,346.042,297.574,305.682,255.466,292.454,315.051,355.787,343.230,351.792,15.002
781.659,388.202,345.952,342.256,299.218,359.993,420.640,320.601,386.767,452.625,338.367,358.038,334.409,381.967,444.306,336.261,320.184,316.827,345.965,590.745,339.897,264.679,318.210,346.724,344.737,248.021,301.025,359.313,353.513,334.344,331.478,279.108,353.225,265.136,315.571,285.849,333.912,338.835,308.219,288.525,265.162,295.104,317.832,351.298,366.701,350.476,12.875
758.027,377.474,350.238,332.622,333.537,367.441,417.450,279.928,323.799,385.371,367.141,325.385,346.561,352.444,416.860,301.621,329.110,322.837,328.268,573.295,339.313,262.370,322.883,366.837,337.335,261.479,300.312,339.420,354.081,330.238,349.104,274.139,347.412,288.795,271.079,307.023,329.893,337.098,324.052,304.176,266.084,287.736,311.263,520.755,368.189,348.677,12.596
683.780,384.965,322.855,333.909,338.238,361.066,395.330,280.565,373.830,337.779,352.281,323.254,345.684,365.993,398.204,301.460,331.625,310.112,303.648,492.014,305.051,265.018,331.907,333.585,320.677,264.866,303.887,344.273,346.904,322.246,361.122,294.311,348.029,292.597,308.770,311.320,324.030,362.831,287.045,299.576,283.874,284.479,296.776,624.496,357.948,344.716,11.654
671.569,389.368,326.079,331.067,310.769,333.938,413.940,278.964,375.195,343.576,322.221,325.500,349.064,364.656,386.371,325.934,330.728,308.321,290.000,377.182,324.805,275.012,331.444,366.943,342.874,239.817,298.392,351.127,347.886,331.475,342.591,292.258,369.735,307.466,286.921,301.907,333.448,349.562,328.684,308.662,273.686,296.583,297.627,645.969,355.320,343.436,11.352
618.253,356.947,331.916,327.037,329.619,321.452,386.880,304.014,349.843,344.443,349.462,321.746,360.105,369.589,383.000,329.379,364.875,304.847,282.430,325.545,314.097,267.400,329.964,378.220,320.527,249.063,301.592,343.947,355.407,330.311,359.965,290.102,325.343,285.585,286.984,295.465,338.019,354.087,340.239,292.905,263.372,300.785,280.468,649.005,384.029,339.961,10.673
603.461,347.465,526.656,342.305,315.469,339.638,409.360,319.674,343.189,352.078,349.533,317.269,346.468,401.026,396.780,303.981,354.735,304.398,283.338,352.536,304.472,274.497,366.101,373.512,330.760,241.317,318.996,332.400,369.540,349.443,334.965,281.944,337.225,281.955,302.571,308.186,332.757,356.610,316.490,314.198,270.707,305.773,294.369,672.387,358.259,347.529,11.541
550.143,371.035,874.441,320.415,336.340,355.572,394.290,289.529,324.698,333.173,354.362,321.846,333.427,363.371,390.113,314.659,346.029,319.832,276.000,342.123,315.959,261.836,377.907,365.561,331.749,278.162,305.979,353.213,335.783,332.418,338.913,281.781,350.137,303.540,287.738,284.564,336.830,359.773,321.806,312.090,251.869,301.650,287.131,663.385,348.451,351.103,15.449
497.851,397.842,888.643,361.421,310.687,367.597,377.440,301.580,343.025,337.298,324.719,328.792,327.696,342.437,394.785,302.000,336.654,308.276,283.261,320.445,346.697,245.473,355.211,334.634,346.389,259.746,318.746,331.147,362.040,338.541,344.522,275.513,377.931,288.705,356.849,286.198,338.066,348.110,329.968,315.795,277.010,297.000,334.606,567.462,370.744,351.101,14.500
420.843,367.184,916.841,341.000,321.769,346.803,407.330,314.949,381.302,340.831,339.276,295.946,336.690,335.007,405.522,306.081,310.853,309.673,264.704,329.955,404.087,267.164,331.909,350.650,338.796,256.331,335.842,340.487,360.576,326.705,331.000,281.983,389.176,296.676,658.865,289.959,340.852,336.317,304.645,319.032,256.560,294.509,334.512,455.755,350.299,354.339,15.813
390.980,374.421,874.414,375.396,383.762,337.614,406.280,330.565,356.874,346.068,353.387,350.592,323.801,364.278,387.538,327.706,327.397,294.633,286.444,324.677,503.841,283.794,346.289,345.537,412.084,255.437,394.113,356.807,343.048,424.992,329.374,288.561,354.480,287.222,652.730,298.390,340.177,350.729,309.052,304.439,254.942,302.110,330.917,381.397,352.930,362.672,14.977
369.324,364.544,784.242,473.000,360.143,362.521,444.360,292.362,361.006,345.274,375.879,350.569,319.637,396.464,350.548,350.384,319.890,311.296,258.225,330.118,558.164,268.867,397.442,374.106,731.868,269.599,632.554,339.687,343.720,490.795,353.461,293.333,343.059,363.574,580.571,283.599,341.485,352.865,327.658,317.230,282.178,306.540,331.207,365.908,369.628,380.864,16.689
361.329,411.132,756.198,841.823,367.299,355.986,522.690,338.478,379.025,367.317,357.347,391.769,334.591,752.358,384.118,386.000,364.574,326.464,281.500,347.209,530.436,298.018,732.558,364.098,839.353,261.937,616.908,338.740,337.937,595.877,363.270,281.046,503.098,427.693,458.897,347.203,334.204,355.573,306.548,314.126,269.518,328.509,341.401,349.063,445.483,421.527,22.340
364.013,446.588,768.709,904.835,587.755,453.214,654.750,675.000,530.547,374.639,429.281,364.615,394.947,814.947,365.656,898.256,334.971,377.837,289.049,358.191,532.718,550.061,769.589,392.610,868.335,515.817,595.200,402.033,361.187,645.566,340.887,326.403,1040.186,654.705,404.960,311.151,354.545,401.221,312.510,331.101,283.853,677.773,347.671,353.429,936.157,513.277,30.259
355.047,438.544,730.436,883.774,985.952,925.972,1161.560,745.507,1144.019,575.766,564.749,371.815,415.918,876.040,382.027,909.408,338.397,363.582,296.218,357.586,502.451,634.921,754.688,970.512,883.557,467.838,506.371,385.893,337.841,589.779,358.000,392.495,981.000,574.528,397.262,377.308,344.537,716.344,416.116,517.196,339.770,718.865,395.300,351.361,940.759,592.822,37.212
360.824,499.912,662.714,783.335,1067.395,971.155,1183.290,704.688,1236.434,1170.173,840.226,891.162,434.526,849.834,377.495,844.820,465.816,368.423,327.915,597.627,486.564,626.879,680.833,1073.130,852.790,439.894,500.688,389.787,608.159,502.410,448.809,577.805,919.118,603.710,390.357,682.151,430.183,653.329,673.065,615.549,518.932,747.166,543.394,366.484,769.561,660.856,35.750
381.061,527.702,677.665,705.396,973.245,989.741,1081.880,652.130,1248.182,1001.614,925.528,991.831,442.883,856.795,396.817,848.156,521.081,552.495,334.190,621.932,498.272,605.097,564.607,966.407,809.856,449.479,379.271,421.940,807.091,494.680,601.800,623.765,894.147,465.432,388.349,692.657,571.166,531.471,839.310,567.090,570.895,701.031,535.175,378.293,604.753,659.830,32.835
381.966,774.789,649.797,641.280,910.687,862.366,1065.500,613.065,1036.736,874.403,810.231,911.354,430.199,815.907,930.468,755.246,783.463,842.857,463.317,744.600,428.749,584.770,454.229,967.244,811.886,465.606,335.121,521.800,843.871,509.516,643.652,599.772,858.127,357.125,804.540,742.942,696.718,455.100,799.729,437.597,546.141,742.387,490.226,522.048,492.195,675.763,28.857
384.827,1068.754,613.093,540.817,795.041,817.314,1010.720,502.051,1019.679,687.787,648.925,810.362,540.626,779.543,930.586,767.327,813.404,777.214,414.824,955.750,370.718,583.497,380.328,823.724,778.293,438.141,342.221,836.380,703.896,424.123,631.661,518.056,806.343,311.188,816.881,669.692,609.105,401.023,752.342,343.567,520.257,709.761,406.041,739.545,413.628,649.090,30.338
400.830,1108.474,538.119,559.945,690.299,751.186,854.730,544.428,994.786,552.082,588.910,757.592,668.368,789.146,853.156,710.867,746.919,686.133,446.930,992.664,375.646,531.067,379.691,723.984,742.611,390.007,333.592,730.400,548.664,445.270,680.504,453.207,780.412,293.949,833.595,645.256,502.109,376.456,712.929,308.131,519.330,677.865,368.060,764.499,402.747,616.790,28.933
494.097,1029.500,517.220,520.226,658.476,668.500,681.710,487.319,968.918,510.162,545.734,758.923,808.094,898.960,802.446,662.071,714.669,622.153,468.951,897.736,390.344,472.139,388.537,759.959,732.844,378.394,359.262,595.980,487.323,471.115,617.652,392.750,790.284,325.818,680.579,604.593,402.571,376.748,687.974,297.101,482.775,619.712,359.889,698.918,386.285,588.342,26.860
699.873,932.991,482.952,499.073,671.449,646.410,655.050,439.601,989.560,420.924,570.020,722.677,845.117,895.642,843.366,697.853,596.897,580.189,458.810,813.791,389.528,493.497,408.301,711.699,701.892,325.500,361.242,552.567,420.338,461.443,599.791,354.773,843.529,379.489,647.524,609.837,364.985,421.742,657.490,297.455,487.560,604.571,362.581,588.031,407.125,575.883,26.262
824.540,879.965,474.960,515.006,542.667,604.383,581.380,361.377,873.384,402.975,518.412,681.754,793.181,801.993,864.694,646.910,577.647,580.204,511.345,760.823,394.056,461.570,483.421,661.959,677.623,327.669,456.450,428.633,379.657,533.049,547.574,320.374,798.647,542.699,632.111,537.029,336.428,576.658,647.032,306.754,497.738,576.313,336.389,530.847,495.529,561.862,23.349
932.247,918.956,510.982,463.939,580.571,542.759,525.820,355.051,855.836,463.895,509.915,661.754,811.877,803.795,900.978,657.441,517.684,587.862,512.500,702.536,390.918,454.485,706.911,653.935,620.048,337.444,635.729,410.647,388.227,680.697,620.965,344.869,884.735,578.443,621.722,548.035,332.343,566.885,631.723,306.313,505.791,582.804,340.062,490.676,888.436,585.316,25.517
858.409,912.500,588.815,517.634,594.265,544.976,492.620,330.543,860.535,1251.783,518.166,689.623,758.842,730.656,890.102,585.028,457.257,553.311,540.049,667.323,403.528,412.030,770.954,632.081,590.575,309.465,658.733,427.940,379.063,671.820,571.365,422.195,922.667,539.011,535.262,521.052,325.522,495.581,640.890,388.624,494.419,564.908,358.304,427.179,901.076,593.482,28.732
802.751,807.395,593.507,480.494,537.163,534.617,465.430,319.022,867.686,1267.262,509.392,680.085,683.602,654.675,826.296,587.166,412.566,539.342,546.641,653.191,338.313,406.048,693.076,588.407,555.467,372.423,582.758,385.273,373.533,607.951,562.635,440.790,808.980,445.074,560.024,467.395,307.814,420.158,572.755,443.685,462.058,521.331,416.774,390.768,740.262,560.712,26.451
782.110,793.640,653.612,481.866,476.714,701.903,567.330,301.761,774.994,1205.040,525.889,640.569,552.070,572.291,796.306,563.773,358.029,557.393,540.120,668.450,404.959,413.115,638.933,645.268,547.707,573.761,554.450,404.907,373.141,583.418,531.078,528.907,763.980,401.648,512.087,439.453,315.877,371.894,567.671,490.725,512.958,570.945,477.424,391.153,601.369,558.460,23.675
741.230,815.342,675.586,495.012,448.721,1135.341,1265.100,557.138,816.943,1048.899,463.492,677.946,518.111,476.245,781.054,525.469,385.426,506.990,531.282,742.800,434.800,411.267,538.410,660.699,527.228,588.141,512.567,490.087,606.662,615.484,548.270,502.685,706.922,347.244,489.889,405.895,323.378,343.252,574.516,415.872,463.476,528.982,413.924,389.755,510.843,576.853,29.369
707.756,751.956,675.943,493.768,442.422,1286.776,1664.270,989.341,785.277,867.897,468.317,623.085,399.023,462.311,719.925,541.090,410.235,490.612,539.831,761.050,585.318,378.327,461.507,617.089,517.066,622.070,422.308,775.873,1024.745,602.033,474.574,464.111,664.167,310.847,494.484,392.407,355.269,368.758,511.465,372.138,426.408,505.663,371.827,440.632,439.509,592.877,37.971
684.401,734.816,657.546,486.341,424.891,1261.090,1608.030,876.014,802.981,655.656,500.452,616.823,405.766,422.967,688.871,558.156,423.390,520.306,580.289,783.636,655.015,389.515,447.158,609.789,512.838,591.669,381.696,819.447,1017.780,661.705,489.426,412.385,651.971,327.483,610.825,380.756,461.530,430.181,530.103,328.865,435.131,501.908,355.767,651.787,432.599,595.106,35.722
660.740,737.342,686.634,535.921,420.299,1175.266,1604.280,906.145,786.151,512.327,506.085,584.477,393.532,450.066,636.102,532.967,663.221,538.944,539.275,758.641,660.944,374.297,410.550,622.878,456.832,568.134,350.983,709.413,906.869,698.049,483.661,362.457,666.676,313.915,578.048,361.314,575.634,527.777,500.935,312.009,440.513,532.423,342.569,747.119,420.270,590.060,34.476
612.896,699.272,625.485,507.951,414.381,1041.841,1249.170,745.406,779.252,448.435,538.201,580.608,402.222,415.119,648.032,513.071,875.426,508.556,556.197,734.486,624.728,457.606,405.951,613.512,432.006,496.268,357.004,671.647,708.381,711.902,513.826,313.230,601.775,447.415,620.222,369.587,619.760,494.804,473.168,313.658,387.974,507.890,313.668,647.748,417.515,564.828,27.357
574.639,725.851,652.921,519.640,452.531,934.655,1327.840,759.616,816.987,426.068,552.055,600.138,386.409,424.238,576.435,511.147,993.221,517.536,568.908,742.718,646.236,529.448,405.151,576.447,449.006,450.754,342.833,612.967,586.114,784.180,464.322,300.606,660.078,542.812,573.413,373.134,629.297,429.783,542.490,308.899,413.466,489.276,333.924,607.869,480.782,568.819,28.341
530.173,749.746,635.617,546.341,506.020,867.355,1125.680,646.717,750.371,444.637,520.101,580.777,406.655,466.318,601.478,543.005,848.956,536.923,697.106,741.100,630.518,511.733,412.608,609.260,457.850,417.951,351.129,485.540,452.609,731.049,515.096,306.629,629.578,516.562,597.817,446.913,550.214,388.275,508.794,356.813,383.670,475.350,360.265,545.736,533.203,553.783,23.085
512.580,787.360,670.802,565.317,587.803,705.748,958.960,640.261,783.931,617.652,505.824,565.031,370.234,520.834,636.586,548.678,842.294,556.719,759.451,710.609,607.226,515.115,399.112,620.854,478.108,362.746,400.708,396.467,408.485,761.213,522.348,324.889,720.373,472.886,546.079,484.134,462.786,374.471,525.219,415.448,406.487,423.104,408.733,533.058,534.340,554.468,21.293
469.881,680.316,611.295,546.043,579.952,624.800,881.490,647.152,790.736,1002.844,500.784,561.777,408.626,845.371,597.790,512.592,705.176,538.378,773.218,675.245,558.831,496.927,406.902,646.033,565.844,320.415,641.375,432.807,381.197,731.623,501.704,348.501,791.853,454.216,630.444,543.192,393.309,401.863,465.748,510.344,387.183,416.380,538.058,476.107,591.259,568.569,22.186
450.000,692.535,571.264,524.811,603.680,603.934,788.990,577.949,800.516,1216.319,518.472,593.385,417.877,883.311,604.220,518.810,639.265,508.643,819.908,698.714,558.600,458.206,499.132,629.276,622.251,319.366,685.933,421.500,387.429,715.008,522.391,382.388,729.284,429.500,627.262,483.762,379.000,454.577,496.858,510.674,331.869,406.049,535.371,462.143,597.907,570.630,24.285
481.539,680.307,616.066,532.482,565.986,621.897,706.650,518.558,752.786,1138.122,517.332,617.208,439.117,887.053,622.274,545.848,605.382,529.770,807.655,680.755,553.856,420.497,678.898,602.488,662.503,316.063,636.596,403.660,395.778,676.639,494.757,368.693,787.118,387.392,624.452,426.349,342.521,559.665,467.981,427.826,330.576,477.276,473.221,469.433,623.506,566.101,23.350
468.777,707.842,594.978,520.494,541.925,566.959,605.950,516.797,771.730,986.781,507.362,580.985,424.129,862.841,599.333,526.408,493.140,538.296,785.768,675.195,479.103,381.030,696.641,654.919,609.940,295.669,640.204,446.107,391.788,657.082,512.504,371.983,731.775,403.676,651.563,366.128,357.861,504.427,429.277,385.097,315.853,556.626,409.717,485.223,561.253,546.025,21.699
516.793,692.193,598.608,525.488,492.973,623.072,654.080,481.000,804.616,819.795,550.176,611.085,496.778,889.596,611.091,515.815,436.934,547.939,739.204,724.045,449.774,357.236,628.733,617.894,622.509,314.099,640.258,421.247,388.687,671.803,564.739,363.647,769.363,391.142,623.532,345.448,354.571,433.544,399.548,342.243,281.005,520.595,382.512,612.298,536.099,541.418,21.675
577.991,736.561,596.269,545.695,516.599,743.621,690.130,452.196,808.560,595.806,512.095,555.746,672.339,818.026,651.344,520.597,444.816,533.878,723.211,672.232,442.303,329.333,593.354,601.780,535.874,325.915,579.604,379.660,442.924,686.656,537.887,421.745,770.824,454.119,687.127,392.355,369.390,433.323,365.032,342.869,287.911,556.393,372.931,654.586,556.029,544.170,20.567
756.370,791.605,615.216,541.451,497.973,849.497,843.790,417.174,821.597,470.401,508.879,581.862,895.234,822.828,700.328,510.550,455.206,514.357,676.254,671.755,446.287,347.121,506.906,616.805,512.976,365.451,539.421,410.767,794.646,710.000,508.383,475.754,831.882,492.744,717.683,387.157,409.428,438.092,384.310,351.768,304.209,612.521,381.346,653.482,564.863,571.252,24.026
