0190-0041,0179-0010,0059-0145,0001-0200-0106,0109-0122,0137-0169,0205-0007,0245-0190,0237-0213,0243-0240,0219-0241,0186-0239,0052-0008,0023-0120,Average,Err
522.205,718.195,379.576,321.766,531.190,348.938,294.955,432.980,884.669,573.886,619.500,585.992,482.441,863.197,539.964,47.898
451.537,710.511,401.417,319.324,506.952,368.187,289.007,429.575,863.747,566.591,630.629,592.481,464.667,857.962,532.328,47.004
410.935,708.256,432.844,321.561,486.277,363.488,291.522,429.494,919.281,591.821,692.720,598.673,454.575,862.612,540.290,50.348
371.901,728.920,460.605,339.049,494.628,374.153,307.530,436.609,934.185,622.187,717.097,621.063,495.301,853.190,554.030,50.625
355.622,730.416,491.093,339.730,517.680,412.411,296.604,458.963,945.584,638.403,738.935,615.687,471.247,874.906,563.377,51.709
345.523,749.885,497.262,347.225,513.602,423.086,289.328,490.787,960.382,647.788,746.199,619.715,513.505,871.191,572.534,52.161
360.540,750.344,519.298,350.783,524.827,463.349,301.940,493.509,969.433,667.341,777.565,618.663,478.763,857.734,581.006,51.609
344.935,743.294,527.413,361.451,541.437,469.474,289.164,504.894,994.101,674.571,745.602,617.850,487.978,856.274,582.745,52.018
367.631,756.034,542.466,375.025,552.948,512.402,291.336,540.178,965.315,674.537,775.134,620.279,484.409,852.129,593.559,49.870
379.747,784.073,551.503,340.836,561.710,504.043,299.896,549.615,999.096,677.460,766.624,629.042,495.269,848.500,599.101,51.596
415.861,740.565,553.064,362.344,563.727,502.589,285.582,565.388,957.343,691.052,746.618,632.031,502.548,856.929,598.260,48.297
439.673,776.557,547.760,346.143,568.017,509.014,301.888,578.264,953.635,694.674,586.860,636.139,493.763,839.715,590.865,46.608
455.562,768.725,525.695,352.922,591.892,530.349,300.746,560.997,964.803,677.318,417.602,621.144,478.758,853.834,578.596,48.307
481.344,785.359,491.353,336.643,578.152,533.053,303.007,589.026,1008.904,706.310,368.210,643.372,465.909,857.825,582.033,52.340
495.477,763.294,460.734,338.344,565.749,529.675,293.030,590.980,1016.084,714.811,360.694,641.803,425.946,858.608,575.374,53.447
540.429,782.844,399.913,326.516,628.325,534.397,293.769,606.744,983.028,703.500,352.769,632.576,403.425,840.823,573.504,53.316
560.852,815.950,355.911,342.922,596.429,456.507,292.321,567.658,1006.118,710.978,342.462,655.879,348.640,832.177,563.200,56.918
560.065,771.634,338.065,324.795,595.697,434.904,300.366,581.701,1033.966,714.535,361.737,650.641,329.667,790.264,556.288,56.969
601.088,802.630,332.806,340.238,602.545,388.928,292.687,591.445,1001.646,716.166,338.414,643.772,332.952,749.391,552.479,56.522
611.009,786.653,339.297,346.377,587.939,383.823,305.664,606.675,1017.157,719.353,343.634,642.224,336.124,739.253,554.656,56.098
620.199,786.817,344.451,338.594,616.827,372.268,293.575,602.529,838.275,708.086,331.597,656.981,328.296,712.932,539.388,50.198
623.526,740.531,356.699,361.594,623.974,369.344,297.791,592.055,614.399,701.510,346.586,650.533,332.419,699.758,522.194,42.594
638.105,674.198,373.239,368.795,631.450,396.665,309.112,590.195,453.213,723.869,349.602,647.057,340.242,677.991,512.410,39.566
638.565,612.202,395.880,367.373,618.312,400.000,331.179,604.598,406.045,725.399,367.930,657.567,344.059,690.784,511.421,38.096
596.864,520.756,420.273,361.955,628.139,433.048,326.239,638.894,391.961,738.003,363.113,664.387,362.543,697.915,510.292,37.544
573.105,495.733,448.411,347.303,625.792,458.746,322.082,602.925,382.713,730.425,381.710,651.635,383.430,725.957,509.283,36.309
497.759,441.885,464.415,360.566,640.061,454.871,332.306,614.172,375.843,721.222,383.215,632.862,395.258,729.346,503.127,35.426
422.105,442.534,491.238,358.393,624.853,480.541,334.918,631.871,366.303,721.981,389.522,633.811,415.914,737.547,503.681,35.763
378.207,435.920,510.235,365.652,623.481,489.847,335.007,626.103,392.556,686.218,454.468,661.446,428.441,754.660,510.160,34.880
352.151,477.691,524.897,353.992,642.429,511.464,350.336,632.092,367.511,707.960,463.403,674.967,463.989,773.584,521.176,36.921
346.628,477.008,537.797,328.406,641.939,541.273,333.194,623.799,367.983,670.650,498.290,657.508,471.199,788.592,520.305,37.090
360.688,537.298,548.756,330.336,607.571,535.258,355.134,616.687,384.966,648.755,542.758,662.241,453.973,763.079,524.822,33.926
346.929,545.107,555.400,327.660,636.589,549.990,341.701,638.089,404.865,611.952,611.737,645.393,465.919,782.447,533.127,35.305
366.963,610.870,555.656,333.111,622.273,547.330,346.485,618.868,432.680,624.399,624.452,660.361,485.140,784.257,543.775,34.348
375.261,646.271,572.682,347.090,642.312,534.694,338.090,635.894,499.472,593.558,662.317,655.464,497.887,796.232,556.944,34.507
382.037,639.443,561.710,353.922,637.009,560.067,302.164,604.695,518.691,621.957,672.645,651.488,471.731,787.836,554.671,35.049
413.861,685.954,551.319,333.057,629.143,562.474,302.910,600.807,623.135,648.316,692.134,661.423,524.656,788.742,572.709,35.870
432.642,711.511,521.353,355.619,650.199,569.100,298.843,621.724,684.208,654.474,708.548,641.997,498.263,795.581,581.719,37.014
467.491,708.145,485.441,362.926,609.545,542.072,307.537,646.463,685.466,667.359,739.522,649.341,464.059,808.842,581.729,37.856
490.281,757.634,434.084,352.598,627.039,518.483,287.881,620.807,741.983,682.412,752.565,671.427,538.543,821.124,592.633,41.533
528.741,739.469,364.118,352.902,636.974,487.565,301.000,632.983,765.798,674.980,744.796,662.080,505.280,811.835,586.323,42.551
548.051,727.454,340.655,371.943,634.100,461.325,290.493,620.747,819.101,687.507,746.011,643.228,501.065,794.629,584.736,43.921
557.179,748.080,325.921,365.676,669.255,422.890,302.739,639.359,811.994,694.313,773.360,648.359,523.360,806.790,592.091,45.951
596.449,746.500,325.246,366.230,651.407,443.493,302.604,647.793,830.343,701.679,766.048,667.782,502.473,819.953,597.714,46.448
615.966,800.225,329.707,373.820,645.931,448.378,310.575,619.595,857.084,708.180,728.538,664.672,519.952,819.360,602.999,46.659
630.088,740.809,336.845,374.340,638.788,479.330,324.276,648.448,903.309,702.091,648.382,665.878,502.022,811.786,600.457,45.113
635.321,789.038,345.288,377.266,646.242,480.632,323.366,655.420,896.787,703.069,457.823,670.791,531.790,820.199,595.216,46.522
632.330,794.981,367.324,379.484,650.455,506.129,328.470,630.897,866.899,708.383,365.586,655.101,509.478,802.782,585.593,46.028
658.739,781.164,394.616,382.557,624.939,512.024,341.351,650.819,956.320,709.402,333.134,674.433,517.172,825.307,597.284,49.321
630.926,761.149,411.478,379.910,630.918,537.349,355.687,661.201,924.612,688.996,347.167,654.356,494.699,814.303,592.339,46.047
615.381,792.202,436.732,389.086,637.615,530.536,334.112,648.678,962.197,712.561,336.952,655.771,528.349,813.738,599.565,48.160
594.511,786.679,466.386,381.213,651.779,545.636,358.881,651.595,970.517,718.012,326.785,655.746,528.172,829.708,604.687,48.108
536.716,802.798,484.119,391.607,646.139,544.100,363.037,657.624,985.865,704.764,339.995,674.546,543.489,832.821,607.687,48.251
476.562,803.947,511.502,378.393,621.818,560.120,365.739,635.126,1042.264,731.378,320.296,674.511,506.414,821.174,603.517,51.809
407.648,825.851,517.772,386.254,646.584,569.995,363.463,644.687,982.466,730.399,336.269,660.520,531.661,854.880,604.175,50.878
380.821,849.844,529.607,385.910,656.035,566.220,341.470,643.210,1007.331,741.098,336.930,667.839,525.048,838.424,604.985,53.260
359.122,830.271,532.392,369.869,646.818,565.306,334.396,629.681,976.966,726.442,338.602,665.796,535.151,814.578,594.671,51.706
359.082,828.924,549.025,386.000,660.697,581.196,324.731,641.543,1030.084,737.229,354.500,651.249,540.538,834.660,605.676,53.701
350.409,844.385,554.841,389.016,653.818,581.904,314.396,671.376,1037.157,747.934,369.188,663.833,532.425,823.573,609.590,54.495
362.091,835.542,565.515,387.541,665.394,569.622,310.776,640.805,1050.882,728.800,385.151,653.885,535.210,845.288,609.750,54.441
361.216,845.935,564.453,376.545,644.455,582.866,314.187,646.733,994.180,724.594,402.790,670.057,550.306,852.984,609.379,52.235
388.068,824.588,571.018,377.865,621.113,559.411,321.806,661.092,951.163,745.800,449.306,664.375,531.914,840.795,607.737,48.548
393.276,846.321,554.716,376.221,649.939,599.215,343.493,650.563,924.966,720.329,507.269,660.913,556.398,832.955,615.470,45.825
418.960,860.046,542.572,385.721,651.372,592.684,341.463,673.514,707.478,719.572,554.349,681.641,541.113,838.569,607.790,40.323
436.003,857.954,501.890,411.025,657.000,597.689,353.007,657.816,532.607,749.960,564.226,669.232,527.027,849.307,597.482,39.568
480.477,818.859,458.257,411.299,672.268,605.167,357.769,654.230,427.545,722.539,622.263,645.172,550.597,838.751,590.371,38.478
496.898,868.382,388.795,367.279,648.056,589.957,352.545,666.905,416.275,729.346,628.108,660.743,551.113,824.789,584.942,42.514
534.224,836.214,351.796,387.721,636.602,611.919,358.164,618.503,387.713,748.999,649.946,658.824,533.995,831.051,581.834,42.465
538.239,891.584,332.265,384.824,646.290,602.885,378.955,671.247,374.674,745.431,681.833,677.783,527.091,801.050,589.582,44.710
577.580,844.198,326.957,387.816,625.195,595.598,365.739,664.793,364.955,735.448,710.618,673.902,548.618,779.887,585.807,43.030
584.548,846.328,326.043,386.766,632.944,594.938,383.858,663.856,382.478,720.222,726.597,651.797,542.317,722.959,583.261,40.930
608.091,894.634,331.494,391.025,658.892,598.206,373.097,678.661,377.831,747.284,706.548,681.873,533.199,688.757,590.685,43.096
649.793,903.840,341.224,384.746,676.558,602.187,382.396,674.310,365.056,741.450,733.145,678.472,545.387,677.271,596.845,43.726
654.060,877.317,350.735,390.943,632.671,606.828,371.112,648.517,393.449,754.882,771.710,674.557,535.355,667.533,594.976,42.354
617.886,883.435,366.842,389.590,632.035,619.517,388.396,667.589,430.590,750.255,738.081,672.412,546.296,651.866,596.771,39.837
632.645,874.897,380.699,381.299,646.212,598.091,384.455,660.759,463.197,751.790,781.500,674.937,543.134,674.070,603.406,40.008
646.023,841.538,413.231,387.098,651.437,597.785,418.784,641.578,482.112,765.225,751.220,665.463,550.968,678.447,606.493,36.013
633.977,849.450,439.440,393.746,635.831,621.579,406.888,637.172,547.045,747.290,739.215,668.700,573.129,694.692,613.440,34.098
561.276,895.420,460.284,384.012,657.909,629.512,408.881,650.227,615.006,730.857,613.194,650.000,540.360,725.882,608.773,34.741
495.031,868.492,478.523,388.598,648.251,627.392,401.067,659.115,615.708,741.706,429.312,675.376,576.597,723.504,594.905,36.371
436.892,883.790,500.652,389.328,663.299,605.306,386.112,638.325,685.242,741.081,362.511,657.443,550.204,736.381,588.326,40.323
382.943,881.439,513.399,392.340,675.926,626.024,388.627,677.207,724.169,758.363,341.220,684.124,548.661,767.530,597.284,43.983
356.048,879.172,525.492,400.463,671.840,626.081,404.664,649.672,735.815,742.151,337.930,659.005,567.833,745.229,592.957,42.948
354.901,859.775,534.922,381.742,645.991,628.603,391.410,639.693,780.758,764.071,337.957,666.571,539.780,752.544,591.337,44.377
351.111,893.966,547.517,398.906,658.299,671.335,409.410,653.856,779.820,761.301,336.833,659.833,580.022,769.328,605.110,45.128
352.159,845.057,547.689,398.090,642.835,632.459,431.030,662.356,814.039,755.657,336.301,661.282,551.387,768.680,599.930,43.709
370.412,893.531,555.202,397.332,669.182,632.282,422.709,668.017,836.983,742.539,338.129,668.656,567.554,786.268,610.628,45.612
373.037,880.523,574.922,376.582,670.805,634.378,425.433,643.595,890.371,762.115,340.769,664.817,523.161,784.332,610.346,47.364
389.815,905.271,577.072,377.975,657.978,642.182,410.731,672.626,862.826,747.452,345.645,680.751,532.075,774.168,612.612,46.740
402.832,921.321,570.094,388.213,649.078,620.397,423.664,680.141,881.404,752.010,349.435,682.937,567.694,788.693,619.851,46.910
442.807,902.080,570.201,391.328,655.476,639.359,429.157,647.678,914.461,759.147,343.392,668.130,556.188,781.133,621.467,46.261
467.219,912.233,544.892,393.238,654.121,612.120,434.358,653.511,901.051,765.915,367.043,659.607,544.091,794.133,621.681,45.429
487.182,905.214,519.851,389.443,683.095,623.809,445.500,668.325,950.764,751.942,395.065,691.933,575.860,783.632,633.687,45.605
515.057,920.179,479.471,395.705,666.281,662.574,432.918,658.776,963.410,751.062,438.398,672.076,557.280,813.293,637.606,46.257
552.929,892.679,410.869,383.025,682.126,642.493,413.590,669.184,955.781,760.300,505.113,663.169,565.339,808.677,636.091,45.770
571.074,924.187,358.019,393.754,648.628,631.411,448.873,663.744,981.438,763.674,497.489,669.181,554.296,816.111,637.277,48.139
585.676,922.859,332.733,388.230,642.156,642.129,435.776,654.968,991.185,742.134,574.941,665.553,540.796,798.506,636.974,48.244
589.503,914.221,327.189,397.406,649.779,628.153,433.754,670.632,981.770,753.326,566.962,683.745,573.731,816.091,641.876,47.938
623.625,894.210,325.303,395.844,653.965,629.842,420.754,672.322,979.270,776.118,587.645,660.401,570.124,802.190,642.258,47.426
636.815,920.863,325.551,391.627,672.346,661.651,433.448,662.948,1024.185,759.771,656.672,653.723,560.586,812.834,655.216,49.462
621.256,884.046,328.444,385.770,649.208,640.947,432.328,667.103,988.978,771.584,668.952,671.837,552.516,824.071,649.074,47.750
604.679,899.435,341.450,401.984,635.312,654.502,433.104,668.440,1048.775,767.529,676.989,673.320,570.613,798.011,655.296,48.997
592.190,888.095,356.898,385.410,674.680,677.545,452.813,650.856,1030.039,771.510,676.726,666.224,552.640,807.594,655.944,47.926
531.023,934.237,377.662,389.717,629.740,655.641,438.149,676.236,1008.798,775.078,707.796,697.721,583.839,818.732,658.883,48.688
450.568,916.393,395.615,380.414,667.329,639.517,448.455,655.945,1013.444,750.608,710.258,670.998,555.194,809.134,647.419,48.953
403.903,893.500,427.280,388.693,663.030,642.067,465.925,675.716,1063.629,765.215,738.651,679.642,554.887,828.920,656.504,50.814
369.960,886.252,442.229,382.930,679.589,636.392,419.940,676.664,1059.596,773.285,740.473,683.536,564.860,817.606,652.379,52.048
359.401,936.920,470.958,390.311,653.203,671.024,481.515,672.253,1047.135,770.455,764.597,660.556,555.081,849.074,663.034,51.870
365.599,903.649,479.890,399.139,664.667,647.498,447.142,686.816,1096.713,754.117,790.118,661.251,559.317,827.220,663.081,52.838
365.898,896.573,500.761,381.520,664.117,665.766,433.052,655.055,1039.770,746.239,769.075,686.862,598.118,828.160,659.355,50.170
366.105,909.221,517.249,400.238,653.762,634.019,428.552,703.411,1046.713,772.768,803.102,672.498,580.532,824.864,665.217,50.936
380.628,867.939,534.047,393.730,686.978,674.077,457.493,661.494,1088.596,791.337,803.161,665.912,570.995,838.599,672.499,50.965
395.176,918.553,546.999,399.250,619.874,642.871,465.731,675.503,1043.101,770.065,831.957,664.119,610.962,828.714,672.348,49.220
399.875,936.710,557.923,383.627,635.524,671.813,452.627,672.307,1066.343,784.473,800.790,671.031,563.403,833.421,673.562,51.126
413.685,918.076,562.184,386.156,657.584,653.206,443.194,673.960,1049.034,771.075,785.366,668.704,555.081,837.342,669.618,49.473
449.653,918.943,576.237,382.693,636.446,658.766,466.739,667.991,1050.601,786.759,827.871,685.200,539.349,841.189,677.745,49.157
472.764,897.641,569.885,391.701,615.593,643.416,461.313,655.609,889.854,749.006,779.715,661.816,558.371,842.336,656.359,41.148
490.159,906.439,572.317,383.467,658.342,640.067,447.358,660.922,797.781,775.488,753.296,674.279,515.844,820.605,649.740,39.492
520.324,919.989,562.892,388.869,666.186,657.856,468.418,674.583,611.483,780.258,742.763,666.339,570.478,839.721,647.869,37.044
530.210,921.687,534.109,394.439,658.143,650.785,452.567,675.098,476.719,782.385,579.054,678.268,576.935,850.529,625.781,38.947
559.511,917.660,493.921,390.816,679.065,659.421,438.284,641.290,430.438,783.375,394.124,688.500,561.726,846.514,606.046,43.420
576.682,922.233,437.169,400.566,632.758,651.139,460.679,667.661,417.916,775.673,341.957,678.963,578.199,838.247,598.560,44.743
584.636,944.527,376.576,390.336,647.848,641.282,445.164,674.914,387.197,772.439,347.468,675.207,563.274,851.180,593.004,48.160
586.673,893.931,346.757,391.217,671.771,644.062,469.522,652.247,381.163,774.046,339.430,663.215,546.306,832.360,585.193,46.567
586.830,875.508,331.712,386.377,646.823,650.756,462.418,672.974,350.073,771.192,333.538,669.350,553.629,844.152,581.095,47.759
591.943,895.489,323.887,391.008,663.303,662.885,449.828,676.879,379.461,774.684,328.290,667.477,557.839,845.979,586.354,48.494
578.347,897.141,323.345,398.816,646.697,628.478,466.201,676.460,369.685,774.039,323.871,663.302,547.398,863.056,582.631,48.647
565.818,875.962,323.931,388.197,663.476,664.794,470.560,665.868,398.101,768.602,326.263,671.961,563.839,864.290,586.547,47.683
506.065,898.855,334.972,410.508,648.342,655.493,461.313,678.290,413.669,770.718,348.812,679.169,597.597,849.135,589.496,46.775
442.474,915.424,341.418,390.996,646.091,656.660,467.097,631.986,441.713,787.588,339.376,677.477,575.645,850.075,583.144,48.033
408.321,894.588,350.805,390.475,670.697,665.943,459.672,656.187,487.096,772.552,357.151,672.029,539.925,852.413,584.132,46.958
369.489,903.550,374.973,389.689,644.143,644.670,472.933,656.609,554.669,771.667,368.403,668.317,565.683,847.173,587.998,45.933
354.665,909.588,394.262,389.045,658.823,647.919,489.918,675.511,576.416,763.176,412.925,686.814,583.758,845.636,599.175,44.991
343.795,902.656,412.582,388.402,667.952,645.837,469.679,650.782,671.343,769.321,462.290,678.105,580.806,860.462,607.430,44.589
354.426,890.469,434.273,398.943,664.476,643.072,488.560,661.261,662.017,772.246,519.801,664.741,574.473,854.262,613.073,41.760
371.250,900.050,454.559,403.217,665.009,678.651,431.567,661.471,686.994,774.414,522.414,678.483,582.597,856.211,619.063,42.608
382.920,911.637,483.047,396.020,633.905,664.656,441.694,672.399,689.360,764.265,555.065,680.924,561.344,853.374,620.758,41.549
396.804,911.775,503.428,392.197,659.446,654.445,467.537,663.227,737.354,800.370,556.194,673.240,555.140,852.606,630.269,41.548
415.651,925.962,511.409,387.561,686.567,662.809,441.851,671.184,757.730,775.808,587.683,676.392,551.677,855.701,636.285,42.003
428.636,919.435,521.583,390.639,685.420,650.799,440.358,648.787,802.871,776.782,607.930,679.450,533.204,847.825,638.123,41.860
445.122,870.065,534.471,396.279,654.883,634.679,464.015,645.532,821.719,754.905,620.097,671.864,581.640,851.210,639.034,38.355
471.321,925.744,541.327,381.762,628.346,667.077,470.604,680.394,832.096,776.705,650.914,685.641,555.118,840.447,650.535,40.491
489.628,932.557,548.953,397.672,684.403,664.077,457.873,655.879,861.107,762.647,695.441,676.133,537.075,861.127,658.898,41.280
529.494,914.836,570.323,391.533,649.840,676.144,477.679,672.069,897.551,771.370,699.618,685.132,556.871,871.985,668.889,40.491
559.162,929.198,572.399,394.254,642.468,634.622,475.388,685.741,901.461,775.001,691.188,674.664,556.543,880.216,669.450,40.864
551.480,893.836,574.097,389.016,696.000,669.359,512.813,652.934,883.494,776.081,720.946,684.797,573.344,863.728,674.423,38.080
564.477,912.573,577.264,411.910,645.485,648.775,451.194,668.411,883.685,801.676,741.065,674.834,559.731,860.919,671.571,39.819
609.957,912.607,581.811,374.393,635.407,674.833,462.701,665.799,898.292,778.961,730.688,665.139,550.172,865.341,671.864,40.532
599.210,925.500,584.772,396.857,644.113,683.301,495.209,657.601,922.545,769.108,772.796,678.159,566.785,856.907,682.347,39.860
615.523,894.248,552.671,394.041,677.861,645.938,470.194,663.213,965.309,791.321,764.441,646.972,536.473,886.174,678.884,42.775
609.335,928.271,509.074,377.926,637.208,662.493,478.179,682.368,948.236,762.798,764.032,637.655,583.629,858.424,674.259,42.755
585.719,906.626,450.421,376.500,654.589,687.258,467.149,654.141,984.129,762.617,797.199,623.754,563.753,859.597,669.532,45.859
547.807,899.691,385.717,390.791,685.814,654.483,456.769,648.296,976.618,778.161,799.253,628.099,539.704,839.187,659.314,47.438
486.844,881.027,348.517,390.475,667.883,667.919,478.761,686.362,964.607,773.552,779.645,609.201,578.532,868.245,655.826,48.155
425.832,904.294,329.515,400.807,673.199,659.321,466.448,673.060,1014.989,767.020,832.355,617.902,577.425,880.415,658.756,53.120
384.611,908.366,326.385,401.336,654.801,658.651,502.381,661.385,1042.157,766.474,799.554,588.515,593.011,877.975,654.686,54.125
370.193,879.378,317.542,392.152,663.156,644.780,473.351,646.101,982.118,780.373,786.462,564.658,562.941,849.630,636.631,52.366
349.267,853.069,322.591,398.988,661.775,637.976,446.679,655.445,1005.517,798.624,854.559,554.941,564.726,856.313,640.034,54.928
356.213,900.080,329.455,389.135,655.961,673.421,494.933,693.690,1021.067,758.393,833.215,530.302,568.301,857.415,647.256,55.010
348.011,917.718,337.683,391.316,674.805,635.522,461.858,700.236,991.573,789.490,818.183,529.636,551.306,877.038,644.598,55.598
360.955,890.107,352.148,379.311,671.368,638.359,484.679,665.477,1032.051,782.679,840.382,506.794,552.161,871.711,644.870,55.789
368.645,912.977,358.860,400.061,653.511,671.689,464.007,664.443,1062.281,772.350,855.962,487.749,564.882,864.644,650.147,57.046
388.188,882.603,382.243,396.930,654.442,642.431,458.948,678.586,1026.404,766.408,839.720,492.684,549.629,870.906,645.009,53.941
408.602,893.683,410.250,387.451,657.931,642.163,459.425,665.652,1051.910,790.324,838.000,499.680,554.188,876.532,652.557,54.414
431.685,935.447,435.707,395.016,672.472,665.823,459.896,668.934,1031.815,781.269,842.806,491.051,568.339,888.676,662.067,53.661
460.727,893.996,451.647,392.123,671.078,669.115,485.970,669.043,973.230,791.471,867.823,490.341,574.527,883.077,662.441,49.722
490.761,919.553,473.432,395.098,667.662,648.770,473.284,674.750,996.343,805.380,879.016,493.252,561.882,889.756,669.210,50.886
499.656,913.756,491.459,395.758,652.766,673.211,471.582,685.563,912.191,797.303,869.575,519.435,575.194,870.913,666.312,46.399
530.460,931.275,506.150,399.975,675.074,641.373,479.806,665.736,843.399,772.999,843.274,533.611,562.489,869.566,661.085,43.101
574.869,918.473,515.822,397.295,659.385,623.488,484.597,639.928,652.433,773.161,838.070,559.817,555.161,865.490,646.999,39.241
549.298,883.389,529.999,404.705,671.641,667.172,443.313,651.106,499.056,774.444,844.263,558.096,569.005,851.678,635.512,39.860
591.946,919.061,540.548,384.791,634.996,623.297,476.463,662.687,433.360,784.405,835.151,567.481,589.575,869.509,636.662,41.938
586.026,870.679,542.524,397.316,642.069,620.775,477.433,668.684,397.045,773.951,837.860,563.793,550.086,861.553,627.842,40.981
602.153,911.763,555.088,400.053,686.173,634.383,470.567,653.040,390.803,749.179,862.876,595.670,547.624,843.960,635.952,42.057
588.031,880.637,569.052,399.549,673.420,662.335,485.522,672.543,364.281,768.216,869.414,589.616,548.699,854.173,637.535,42.363
570.920,880.939,573.302,385.557,645.190,631.617,492.269,663.129,370.579,779.251,857.505,606.003,563.500,883.943,635.979,42.860
574.781,898.821,575.099,392.275,642.074,648.703,482.381,662.945,377.708,801.657,871.565,595.296,581.027,890.827,642.511,43.981
529.443,858.622,575.097,390.844,640.273,685.804,471.843,667.718,376.388,797.179,914.371,593.539,583.699,894.424,641.374,45.004
438.901,893.531,545.499,387.717,649.788,654.282,480.679,688.032,389.225,794.942,905.930,614.573,560.263,879.766,634.509,46.674
388.841,884.015,522.375,389.008,643.485,658.330,475.134,639.989,393.775,779.228,872.027,601.153,559.269,901.690,622.023,46.992
353.480,899.573,470.303,378.217,645.104,660.230,488.851,662.833,450.163,777.542,871.113,611.150,560.505,859.047,620.579,46.775
362.605,898.508,416.877,377.627,655.390,674.732,499.925,656.759,518.028,782.846,917.527,606.887,556.000,884.072,629.127,48.556
357.946,893.252,366.268,390.701,657.000,638.923,468.731,675.336,567.404,782.170,855.323,629.327,563.048,879.979,623.244,47.551
350.912,896.008,341.202,394.320,646.584,645.407,473.373,672.908,589.129,791.099,888.097,614.859,573.839,886.505,626.017,49.367
357.352,899.481,329.503,391.004,647.701,650.053,472.784,670.928,625.646,788.439,868.269,610.641,580.070,858.646,625.037,48.349
363.278,886.981,325.457,403.418,669.152,658.947,466.694,676.279,650.730,783.944,869.586,616.627,573.731,893.723,631.325,48.804
369.753,923.344,325.707,390.365,656.762,667.459,480.000,674.106,673.742,771.016,888.957,633.576,557.032,882.675,635.321,49.898
395.599,915.935,321.094,402.910,655.939,645.105,472.179,684.994,709.382,789.329,868.500,647.776,556.301,877.421,638.747,48.812
402.494,910.302,330.359,393.320,640.957,662.665,474.493,644.411,744.511,792.441,866.306,623.841,554.419,876.143,636.904,48.588
425.409,901.191,337.298,395.275,659.931,692.364,479.082,669.391,753.073,784.905,873.543,623.585,561.059,884.389,645.750,47.904
449.619,889.676,347.087,398.984,642.667,622.483,482.306,666.391,803.236,789.265,865.844,624.570,570.317,882.704,645.368,46.941
478.026,875.145,369.001,400.869,649.048,623.335,464.254,667.793,822.500,780.633,890.188,640.548,564.543,867.902,649.556,46.081
483.707,890.725,387.725,412.143,662.801,634.507,454.410,663.940,848.747,776.268,892.780,633.180,548.608,887.988,655.538,46.892
511.832,894.927,401.631,388.049,657.792,664.775,486.112,660.103,826.916,790.102,896.995,628.678,548.344,874.864,659.366,45.663
532.764,923.111,436.327,403.266,656.805,657.397,487.567,678.848,849.315,797.084,888.457,633.207,563.091,883.876,670.794,44.999
549.511,881.603,449.536,402.602,683.433,687.316,471.493,669.382,878.152,794.627,891.075,642.500,552.016,893.742,674.785,44.689
561.361,904.019,472.484,404.832,656.758,667.593,486.052,671.463,921.624,798.285,893.559,656.475,550.005,885.121,680.688,45.115
566.244,905.435,487.538,384.258,671.939,639.928,478.134,656.241,904.191,769.408,919.027,624.628,558.898,891.775,675.546,45.678
564.074,854.626,497.322,405.857,666.489,651.383,491.590,668.670,908.685,765.023,886.177,636.090,550.919,866.619,672.395,41.877
565.011,912.832,509.502,392.906,640.268,646.234,496.679,673.922,933.798,796.661,898.903,643.289,572.769,870.754,682.395,44.629
