0001-0037-0052,0001-0050-0100,0001-0103-0237,0001-0121-0090,0001-0157-0199,0001-0161-0179,0001-0192-0189,0001-0239-0174,0001-0188-0095,0001-0198-0156,Average,Err
709.164,537.941,300.593,907.094,351.048,295.676,834.343,401.317,872.907,561.184,577.127,72.073
656.861,534.105,299.301,905.457,346.080,297.945,879.955,406.879,870.925,539.016,573.652,72.997
634.034,513.681,300.789,921.038,350.241,288.879,859.826,406.896,829.081,524.099,562.856,71.388
630.564,504.565,301.768,915.998,358.210,291.435,901.505,400.502,857.117,471.616,563.328,74.321
650.904,489.343,311.762,923.123,358.469,291.166,959.672,395.959,849.693,404.834,563.492,78.367
687.246,483.877,317.578,933.797,359.048,298.832,951.253,407.637,849.554,384.921,567.374,78.696
701.031,469.863,323.461,957.483,356.403,302.312,973.005,411.674,858.530,374.733,572.850,81.497
748.116,468.136,330.532,970.877,365.139,296.651,986.672,401.068,823.614,358.816,574.962,82.925
754.569,465.183,325.687,999.104,351.500,296.161,966.740,414.973,800.256,357.898,573.207,83.123
782.799,481.574,340.163,1023.360,354.989,298.553,1043.273,406.706,816.099,360.880,590.840,88.430
800.547,499.368,341.100,1023.811,348.020,293.525,1004.346,384.350,779.527,358.048,583.264,86.740
816.252,504.023,346.372,1039.222,349.406,297.867,1006.492,388.766,749.880,357.621,585.590,86.965
806.057,527.824,343.493,1051.724,363.202,287.711,1055.116,376.159,717.642,365.428,589.435,89.224
841.567,515.665,350.660,1049.500,368.577,296.545,1028.124,354.795,679.066,374.954,585.945,87.958
880.334,525.111,346.770,1064.502,353.636,288.500,1042.932,350.940,688.940,389.272,593.094,91.207
859.742,536.492,340.319,1044.142,335.372,295.251,1034.182,332.904,705.015,396.624,588.004,89.994
844.003,557.807,359.240,1055.044,300.724,294.173,861.929,331.604,695.696,416.423,571.664,82.760
845.170,540.420,359.288,1062.677,282.043,288.555,658.270,330.560,708.169,442.311,551.746,78.933
880.275,538.304,351.860,1064.889,273.991,283.276,537.967,342.932,741.506,452.184,546.718,80.627
865.516,547.332,359.530,1042.181,271.568,295.955,488.856,341.116,743.976,464.186,542.022,78.222
838.283,521.257,353.578,1092.147,276.923,283.693,494.490,346.235,754.723,470.651,543.198,80.887
887.830,510.209,351.942,1075.642,280.065,283.394,473.942,354.527,770.608,483.240,547.140,81.989
844.484,485.025,353.912,1095.108,285.469,281.216,454.013,360.114,804.145,509.296,547.278,82.474
835.671,452.884,367.317,1132.894,285.315,280.013,464.167,370.802,788.105,512.722,548.989,83.945
805.416,437.876,365.633,1073.947,285.753,264.606,452.588,376.265,781.771,510.150,535.400,79.401
773.601,413.453,356.434,1102.881,293.241,265.862,447.770,374.855,808.699,520.789,535.758,81.567
753.133,403.704,362.234,1108.811,293.335,268.349,447.210,375.951,803.877,535.121,535.172,81.162
742.008,415.472,359.927,1128.570,298.060,263.985,440.770,375.408,794.139,536.986,535.533,81.927
694.805,426.100,362.622,1094.340,305.335,269.842,446.273,387.730,813.349,545.801,534.620,78.114
724.739,451.603,363.240,1099.404,312.616,271.392,484.581,396.939,833.045,554.763,549.232,78.661
709.960,457.477,361.576,1130.350,304.119,272.950,496.583,400.510,809.157,587.858,553.054,79.836
718.280,483.708,359.010,1145.357,315.026,274.764,506.290,404.512,827.313,575.744,561.000,80.873
764.824,495.487,332.639,1067.324,316.702,279.126,545.192,405.800,823.636,555.100,558.583,76.601
798.425,514.410,306.747,998.365,320.037,286.874,579.222,398.350,846.527,510.640,555.960,74.718
787.660,515.956,294.902,916.485,325.761,279.304,622.657,404.908,843.783,462.693,545.411,70.756
839.901,523.462,286.979,879.404,332.534,282.322,669.780,400.072,824.461,396.116,543.503,71.888
820.099,525.925,282.468,842.032,338.224,290.148,713.492,418.038,846.274,372.290,544.899,71.134
851.244,517.505,287.495,808.350,323.406,292.372,732.833,415.370,826.678,355.816,541.107,71.428
858.649,515.940,283.265,760.647,327.599,286.583,762.045,399.416,846.120,344.553,538.482,72.595
841.445,525.103,288.741,758.823,337.440,284.776,749.634,397.664,829.398,339.957,535.298,70.429
868.000,536.033,298.384,722.643,338.696,284.209,798.260,391.128,832.789,339.029,540.917,72.129
863.819,537.176,299.311,748.782,330.270,290.518,815.207,410.077,810.663,336.384,544.221,72.095
880.632,565.377,314.363,726.159,340.378,286.422,845.742,400.514,830.262,346.078,553.593,73.440
884.453,572.098,316.349,709.133,355.608,295.236,864.682,403.363,799.358,352.982,555.326,71.847
895.765,585.163,329.418,710.493,353.420,291.945,890.278,419.481,826.910,362.540,566.541,73.644
945.567,583.332,319.741,703.372,353.349,289.188,911.051,414.531,809.187,377.023,570.634,76.313
909.312,578.560,332.996,700.220,350.523,294.910,934.775,416.462,830.599,392.252,574.061,75.376
916.898,585.856,332.480,714.952,348.696,294.010,954.210,412.481,832.566,402.304,579.445,76.926
