0204-0044,0252-0006,0133-0061,0115-0072,0184-0024,0238-0072,0225-0077,0230-0067,0208-0072,0200-0063,0195-0102,0189-0091,0153-0095,0164-0072,0122-0057,0173-0115,0222-0208,0238-0208,0223-0182,0214-0176,0207-0166,0200-0179,0193-0154,0239-0137,0194-0119,0204-0126,0212-0129,0249-0107,0245-0182,0228-0114,0229-0105,0218-0095,0118-0157,0172-0180,0238-0250,0077-0105,0077-0063,0081-0053,0086-0028,0053-0050,0129-0145,0120-0132,0108-0117,0090-0123,0075-0144,0048-0153,0050-0132,0027-0123,0015-0101,0018-0076,0013-0133,0048-0211,0007-0249,0017-0243,0048-0199,0078-0177,0073-0193,0109-0225,0126-0223,0148-0237,0161-0238,0141-0193,0162-0169,0170-0163,0192-0201,0187-0207,0196-0216,Average,Err
307.793,377.613,653.027,470.362,320.780,327.450,337.189,376.070,398.157,509.023,334.676,380.812,344.583,312.521,435.367,433.706,374.664,330.625,437.067,413.841,379.324,434.669,422.122,429.153,289.259,320.043,402.839,521.453,469.180,325.532,291.292,333.284,444.867,451.659,1062.645,343.354,403.510,365.145,357.740,436.808,363.330,511.791,360.620,370.509,462.844,630.289,392.243,350.603,581.833,399.567,418.925,384.362,391.238,395.214,481.758,474.762,405.328,474.400,432.116,351.337,368.520,436.957,460.211,450.635,416.261,395.782,351.292,415.999,13.096
296.647,376.300,626.137,496.233,311.057,309.912,337.230,439.592,345.346,458.000,329.432,398.333,337.924,315.027,419.800,443.625,366.497,335.928,489.387,402.146,393.606,440.058,403.480,422.766,313.704,333.513,426.871,415.567,449.906,353.175,308.585,347.000,458.931,450.877,1392.895,337.962,372.550,412.725,337.580,443.261,376.108,469.919,380.065,364.491,474.935,641.632,408.403,319.989,487.937,399.206,426.397,448.087,371.571,334.198,415.939,443.632,394.361,474.673,422.786,348.242,361.961,448.152,448.129,464.615,419.826,460.618,337.591,417.806,16.792
297.348,455.475,617.306,431.388,323.577,478.035,392.986,493.859,352.748,463.000,337.270,358.271,361.687,325.233,441.283,476.994,377.027,315.841,472.992,438.939,400.296,422.727,429.455,436.180,321.222,333.556,427.882,376.527,436.914,295.024,330.323,324.481,447.581,450.201,1912.355,358.105,363.625,359.638,348.215,454.246,366.492,537.698,366.196,349.129,485.052,506.743,382.927,329.603,469.786,411.031,430.961,414.739,409.488,415.321,414.015,448.259,432.060,476.332,374.330,343.305,352.049,423.880,433.439,427.340,410.442,473.436,343.613,427.873,23.563
297.669,415.200,636.953,393.164,357.163,622.509,382.297,455.113,339.795,454.227,345.838,377.125,336.374,344.493,427.550,469.730,350.761,303.004,480.420,396.195,399.408,434.207,438.000,453.982,331.259,314.376,428.398,343.100,448.568,333.960,297.946,335.654,455.247,463.682,2083.774,353.790,371.015,380.159,360.920,455.369,360.400,495.174,353.000,351.052,488.805,509.579,382.854,329.788,432.365,408.808,436.114,390.942,412.750,405.107,432.652,427.930,409.432,477.930,399.196,337.284,357.569,403.049,444.813,385.308,415.268,401.764,326.876,427.525,26.150
306.306,420.050,638.201,419.259,306.837,601.105,393.581,444.268,369.441,431.932,326.284,398.458,329.209,338.178,481.783,492.067,352.979,325.271,429.546,461.451,408.070,419.380,380.984,453.595,315.130,327.402,426.935,368.300,430.353,329.405,307.331,364.667,461.332,431.352,1980.242,393.242,366.215,381.174,329.060,420.557,358.297,475.360,406.565,342.776,458.974,414.217,392.641,334.028,432.556,392.784,411.317,451.319,336.548,383.290,422.894,441.259,416.492,431.507,388.670,308.958,341.500,401.418,414.304,394.929,372.109,419.818,325.978,421.365,24.626
304.479,414.350,661.813,405.379,318.748,550.450,354.216,455.761,388.291,406.659,358.662,384.271,346.185,315.685,464.417,490.701,375.312,316.513,437.025,435.329,394.338,394.628,417.829,459.297,321.796,336.222,411.333,335.307,443.132,329.119,336.346,346.037,464.703,445.749,1884.210,458.908,369.730,409.145,337.970,447.670,373.611,590.581,429.783,380.233,498.130,392.092,396.165,348.307,453.587,425.344,421.548,459.507,361.381,372.664,414.348,458.865,423.716,455.093,419.857,342.053,331.735,423.554,405.620,386.788,425.558,428.818,328.372,427.985,23.267
303.222,412.337,712.473,482.690,310.268,441.971,361.959,379.465,367.717,404.932,332.176,421.708,328.592,313.836,479.983,464.756,364.797,321.032,439.160,411.537,395.479,412.124,428.008,441.829,320.296,329.504,372.710,336.053,433.192,338.683,316.438,355.864,450.307,462.782,1719.137,580.124,387.740,369.725,335.355,439.567,365.708,550.500,543.924,362.638,460.662,349.612,370.374,343.346,476.508,413.086,424.603,407.464,422.655,398.588,434.424,440.081,394.131,454.817,407.929,377.495,348.098,450.685,428.825,363.513,386.036,471.182,354.036,425.081,21.240
299.235,386.462,718.117,425.595,326.252,381.708,372.365,337.000,368.976,369.989,348.297,411.708,343.047,317.795,519.650,479.581,363.752,323.740,435.655,464.768,376.211,389.107,397.976,416.856,321.306,308.162,404.441,327.787,412.722,310.548,297.077,365.914,475.229,441.581,1514.532,542.596,361.630,364.116,343.890,417.749,372.216,520.442,444.272,401.448,453.545,380.164,399.757,314.374,484.349,429.440,448.055,397.536,334.452,467.832,474.455,470.238,394.279,465.639,417.804,379.537,358.618,410.603,447.287,366.974,420.645,443.745,344.336,418.286,18.511
309.477,418.725,691.781,377.552,309.756,327.058,369.027,356.915,356.787,418.489,342.324,426.969,358.976,363.863,509.967,479.186,375.476,321.502,451.840,454.671,415.310,422.033,377.203,409.730,287.500,298.513,387.570,340.887,442.248,324.619,287.662,381.543,448.508,434.693,1359.565,463.398,381.555,360.391,330.025,470.182,356.330,463.000,421.380,383.681,437.325,386.053,380.951,324.950,430.333,401.859,444.561,404.681,441.429,622.916,460.167,466.303,393.678,486.789,445.982,389.442,341.333,405.560,455.374,396.974,428.783,500.091,324.496,418.476,16.523
315.195,440.762,677.721,389.914,312.797,296.696,380.878,340.972,354.181,369.523,366.973,405.969,355.929,369.822,518.367,462.619,378.624,337.116,487.790,373.439,413.634,422.711,393.138,413.802,299.157,323.564,396.624,342.553,468.105,340.365,300.223,324.086,461.627,484.397,1138.185,442.443,384.710,374.826,346.535,433.552,390.027,475.430,396.511,370.879,465.766,375.954,389.476,320.570,440.270,402.680,423.862,439.130,415.369,613.206,465.076,469.103,380.262,494.890,412.509,358.316,370.902,428.853,409.550,388.904,404.486,463.745,326.708,413.910,13.669
294.889,446.887,652.844,388.103,300.211,321.251,337.905,314.944,317.291,385.602,345.635,389.917,340.227,307.205,445.117,575.948,377.321,335.628,474.496,438.451,398.042,397.074,409.089,417.081,326.444,296.188,403.742,344.847,455.647,321.794,322.038,358.136,442.744,438.402,870.137,409.354,391.085,346.246,338.125,433.325,364.135,516.512,460.685,391.371,469.416,366.882,370.825,302.441,450.611,406.787,434.109,385.029,418.190,546.267,472.212,435.741,405.891,479.918,374.795,335.232,365.039,436.663,454.830,358.885,428.906,441.509,353.584,405.013,10.858
310.385,451.863,602.664,359.526,326.545,306.146,351.730,362.493,343.323,418.432,330.851,374.375,373.972,331.973,457.283,606.759,366.652,326.018,477.227,418.646,456.887,410.620,421.984,449.703,345.185,314.479,417.462,332.660,424.887,310.175,319.069,369.284,452.016,465.732,717.097,370.245,382.785,379.638,346.925,421.877,365.876,485.721,395.815,408.862,434.610,364.204,372.359,323.559,467.198,402.557,449.701,367.797,385.107,499.885,401.848,475.270,400.760,491.645,374.955,365.821,367.461,431.761,407.257,377.564,371.797,473.727,327.635,402.930,8.955
315.116,430.438,603.317,409.569,320.610,307.971,388.351,344.254,349.583,378.784,321.351,396.615,363.175,338.411,420.233,720.747,380.958,321.105,466.983,439.610,481.056,411.421,392.366,420.973,332.065,322.453,413.892,329.933,472.459,338.365,332.738,363.284,429.634,477.933,642.145,345.318,353.525,337.522,317.555,417.443,378.038,450.035,456.315,387.448,422.455,346.888,399.063,322.162,463.317,390.955,426.969,420.493,386.012,482.534,422.273,498.049,379.962,479.986,443.125,351.495,366.098,421.380,448.977,416.160,426.174,464.236,349.124,405.209,9.156
304.817,458.800,609.333,413.017,328.764,304.058,337.851,367.845,389.787,397.511,333.095,378.177,351.692,338.425,421.367,988.212,362.055,332.134,473.412,450.183,440.859,397.331,411.439,443.613,309.620,319.479,402.065,314.153,452.102,292.897,323.277,382.235,432.082,438.542,687.403,323.328,368.910,394.101,371.225,455.340,375.968,456.709,520.500,365.310,523.519,386.770,396.199,327.620,484.262,392.790,431.595,441.406,416.917,442.687,431.682,463.097,402.049,475.392,408.143,336.453,401.824,425.614,449.719,375.756,425.761,458.855,335.752,412.730,12.101
319.617,420.075,617.390,471.655,321.220,310.953,366.000,331.873,398.669,413.227,375.189,369.667,390.185,315.589,422.733,1162.863,396.879,345.209,487.504,457.841,418.775,375.331,404.268,459.099,295.417,310.316,375.269,341.193,477.282,298.905,345.408,367.284,437.137,447.123,618.653,344.701,347.525,313.942,359.045,429.502,408.184,484.977,599.793,361.905,501.234,402.309,387.985,326.615,517.452,400.818,426.387,457.768,341.214,447.069,433.076,475.335,397.399,487.149,428.821,368.242,385.304,429.033,466.889,346.654,389.029,434.800,321.321,416.228,14.175
306.686,423.150,654.674,435.586,284.317,295.205,347.622,369.014,402.299,411.250,325.068,398.844,348.900,327.123,459.950,1146.759,361.303,321.000,443.958,433.720,400.380,379.835,399.528,465.378,297.435,318.060,433.237,335.787,468.395,350.230,346.969,363.852,425.201,442.978,653.960,330.650,342.170,359.522,339.100,438.626,370.811,496.895,619.728,377.922,481.130,356.237,405.524,344.497,540.548,408.924,434.044,447.275,332.155,416.725,497.242,458.514,388.552,471.372,358.866,366.632,352.902,452.886,393.058,370.865,378.565,477.418,345.934,413.925,14.405
319.926,458.350,695.140,439.086,310.911,309.146,376.932,340.958,380.110,365.250,399.635,424.635,344.645,315.836,441.550,1159.483,361.548,307.762,451.101,401.415,376.169,395.314,364.951,461.279,313.583,339.179,406.763,324.120,454.940,296.857,347.831,403.074,427.243,448.184,663.790,320.232,356.165,380.522,371.645,425.232,389.573,516.547,513.391,381.216,441.312,373.842,440.029,324.944,460.437,392.306,435.322,440.783,352.679,405.534,484.606,426.243,423.945,512.451,408.795,356.274,375.716,434.065,442.912,373.474,413.935,441.491,319.234,414.351,14.248
314.084,398.413,733.775,446.293,314.659,309.158,353.811,352.099,348.858,390.125,347.338,407.812,339.019,319.644,477.150,1110.866,366.842,320.520,452.042,456.610,354.465,397.661,378.943,427.730,308.167,307.615,381.355,326.447,459.004,310.603,319.485,342.259,418.849,464.251,618.597,343.019,362.050,353.449,326.685,427.167,370.811,465.686,457.598,354.129,495.338,367.862,659.874,329.827,458.048,402.704,421.706,394.464,385.560,400.076,440.061,428.611,408.749,480.454,442.554,357.916,393.725,418.103,440.088,386.942,379.841,443.691,325.912,410.407,14.209
309.126,436.700,741.406,437.819,329.764,311.351,346.365,379.690,346.969,356.205,363.068,400.802,340.133,351.466,578.767,1045.863,357.191,323.856,502.975,457.537,410.972,348.182,396.748,390.622,288.620,367.675,377.097,306.633,463.274,327.421,339.869,347.889,408.954,466.581,650.911,343.080,335.755,354.333,375.020,423.232,353.432,476.674,400.598,355.862,478.468,396.053,695.830,317.117,423.754,400.055,413.797,414.319,345.952,409.786,451.197,465.995,435.984,503.662,432.080,367.021,348.794,428.375,416.708,360.827,388.203,468.236,331.978,413.741,14.028
299.286,479.438,707.626,454.103,283.463,318.450,318.865,315.789,351.252,368.114,341.230,420.823,350.441,295.068,524.667,975.177,349.615,336.397,467.555,449.805,367.761,400.719,409.902,472.279,321.278,308.521,364.011,332.613,450.312,339.563,293.238,350.568,419.812,446.140,640.734,326.981,363.905,481.043,344.405,464.320,376.897,479.756,404.772,348.862,495.987,356.539,640.345,350.307,436.373,390.168,419.787,445.942,350.167,403.885,444.833,462.146,459.710,474.915,429.973,337.800,347.176,417.576,444.246,350.442,417.659,369.509,321.431,410.186,13.109
311.047,407.988,685.709,453.741,345.154,308.713,330.811,324.437,380.669,380.864,345.162,441.083,349.289,338.315,535.433,851.285,368.718,336.726,476.958,478.439,363.056,388.207,399.423,463.514,325.435,342.821,395.624,353.467,455.519,331.968,314.477,365.272,407.172,451.894,665.653,323.013,353.905,439.957,341.255,426.296,359.638,509.779,421.130,376.690,451.078,416.836,586.714,358.799,433.389,404.588,440.151,460.623,366.286,377.290,466.152,465.384,459.011,490.059,416.304,310.137,338.912,448.750,461.263,372.635,384.225,442.727,349.620,413.830,11.350
294.257,436.562,653.453,443.267,387.106,311.450,293.811,349.845,392.126,450.705,367.446,410.927,365.275,337.863,479.167,765.820,381.909,320.134,441.605,479.415,400.690,422.050,370.114,448.721,303.889,333.855,403.989,373.427,528.060,318.095,309.077,532.210,418.307,470.112,628.444,345.382,366.885,413.087,357.185,455.089,358.827,517.477,362.043,389.121,510.870,380.921,524.641,368.933,411.413,407.574,443.174,380.971,379.786,375.939,476.121,429.357,421.033,477.685,465.393,368.305,344.922,447.533,472.942,393.263,428.899,447.255,381.285,416.813,10.132
325.459,421.250,614.270,475.690,457.268,315.719,349.703,342.169,442.465,412.580,453.189,487.021,369.114,300.616,429.050,647.483,380.555,342.282,449.403,443.939,425.254,396.405,463.878,514.315,324.148,306.197,423.452,380.073,569.861,341.389,321.838,873.802,410.860,482.983,639.766,316.427,355.035,462.522,370.805,451.887,374.886,496.302,397.033,352.078,515.987,382.559,479.286,395.168,450.310,406.426,442.338,431.449,364.226,403.107,430.455,457.168,409.863,499.042,442.438,382.589,306.824,383.397,561.135,505.154,440.406,419.800,366.628,429.644,11.462
325.674,398.575,602.396,403.776,456.407,286.585,347.500,340.690,366.339,381.045,412.608,435.260,396.232,322.822,447.350,598.212,384.685,299.664,416.748,452.415,381.986,420.083,952.707,501.468,346.130,306.701,392.591,397.047,527.771,310.238,308.892,802.827,407.719,464.838,624.081,314.398,388.325,423.362,406.265,448.739,368.005,538.500,368.337,380.379,435.260,479.553,460.068,369.911,455.698,400.110,419.335,453.290,400.333,389.389,418.394,455.216,415.699,501.462,507.473,353.989,367.971,434.299,603.591,464.885,423.406,442.964,345.474,430.659,13.169
305.037,509.500,598.320,460.716,422.220,307.497,338.662,397.775,357.520,381.375,411.392,458.052,721.422,319.137,420.783,531.337,400.530,331.823,468.588,452.780,442.352,511.752,1121.610,497.514,343.657,318.111,464.065,372.260,759.598,340.175,323.900,782.160,430.368,480.939,722.177,306.873,375.790,405.145,615.800,463.039,385.373,471.709,425.598,395.819,452.909,473.480,514.733,363.983,441.294,396.856,434.164,435.899,726.726,432.344,454.894,480.297,444.301,504.065,836.714,354.095,360.539,489.745,569.737,462.590,424.239,483.236,352.701,466.266,17.347
310.202,433.163,597.038,452.534,346.463,346.099,352.500,428.944,369.378,400.193,405.419,449.958,966.938,313.356,449.000,489.337,418.961,326.368,500.420,496.183,489.690,578.017,1104.033,428.432,378.250,347.632,475.699,344.647,873.338,437.262,372.223,792.704,424.005,491.603,743.347,326.701,403.820,503.246,623.805,489.463,361.514,505.314,409.554,405.940,523.571,495.618,516.015,380.039,439.952,419.543,429.197,498.261,825.357,487.198,479.515,565.124,442.164,500.428,818.116,347.653,370.324,589.071,491.585,512.115,473.761,595.745,355.489,488.336,18.954
294.701,531.750,633.164,487.931,357.423,567.433,350.527,489.155,378.268,459.386,529.284,413.010,1069.626,296.274,434.767,507.026,382.594,323.079,446.218,529.378,1033.366,474.091,1091.935,454.937,612.593,338.923,451.817,365.247,902.252,955.437,362.969,609.346,417.950,515.235,817.161,315.541,407.155,446.319,619.710,477.906,391.611,557.279,377.207,377.526,513.506,470.164,511.029,435.866,450.929,519.612,417.325,469.101,829.905,549.099,467.545,625.373,460.732,474.180,766.830,349.368,388.461,626.848,509.550,525.128,506.739,1117.509,356.686,525.313,23.553
313.768,512.188,688.628,572.897,358.837,681.544,315.919,533.915,400.898,596.307,655.270,445.031,866.341,330.616,463.100,468.073,411.785,311.664,673.277,756.854,1282.577,482.066,1082.854,472.856,742.889,667.744,376.409,336.887,1084.462,886.921,598.185,482.272,420.613,605.804,912.831,311.083,400.000,536.855,651.655,498.744,410.076,598.942,393.272,427.103,668.221,481.954,870.830,578.793,475.421,545.649,429.873,454.884,876.988,823.588,432.485,679.259,524.650,529.901,742.679,350.716,397.794,636.332,568.082,640.859,724.442,1419.509,519.036,587.940,27.400
310.770,586.962,697.603,712.190,354.236,654.047,316.014,471.352,432.913,872.011,664.351,449.667,808.100,320.384,494.867,451.683,396.576,345.379,740.882,1498.220,1267.042,551.736,1126.252,493.775,717.528,836.829,406.409,344.487,1343.402,849.484,717.085,419.185,483.780,694.508,956.363,333.048,406.545,501.435,654.875,436.468,398.584,646.198,422.348,445.147,903.675,745.105,845.350,617.788,1077.722,490.388,445.122,514.464,845.524,788.832,985.273,719.141,522.590,909.783,717.705,422.105,441.245,838.815,693.064,1015.686,1369.906,1164.436,561.000,666.648,33.963
315.637,631.875,721.293,867.181,329.106,625.865,686.865,563.620,433.283,909.864,559.081,546.885,689.507,379.260,550.050,627.657,382.903,359.690,763.815,1453.683,1223.563,508.488,1134.724,549.459,746.204,894.556,480.903,401.200,1610.023,839.127,654.015,343.827,539.746,826.615,884.468,334.790,407.395,530.348,622.530,447.635,407.546,569.802,811.641,471.302,917.935,713.645,851.121,607.084,1362.341,520.625,455.873,1244.928,938.750,866.473,1176.364,688.135,490.180,1465.408,1051.062,403.800,519.402,1111.016,781.088,1017.346,1246.739,1022.800,662.102,727.631,37.695
316.469,628.300,709.903,931.612,651.618,705.614,1113.595,1103.254,455.866,895.784,565.649,584.073,729.242,356.986,537.800,670.677,403.788,332.928,1240.269,1592.305,1287.901,496.628,1208.431,548.685,740.981,842.068,1005.194,459.580,1678.143,873.524,641.115,445.123,558.016,992.207,956.056,500.506,1304.525,947.725,700.185,444.167,414.816,595.709,975.054,478.991,1031.740,775.908,816.456,637.575,1321.437,768.921,443.234,1571.348,1071.702,811.748,1378.091,725.605,488.049,1461.096,1286.554,427.989,502.255,1272.380,948.263,1013.609,1107.058,892.073,907.401,825.098,41.337
328.084,541.225,686.210,1040.810,718.902,814.649,1077.608,1166.070,658.685,895.341,810.878,588.896,1192.687,424.397,759.483,653.680,416.267,374.542,1823.924,1584.439,1108.141,566.884,1209.260,590.613,744.806,892.214,1033.935,494.920,1572.406,967.659,652.131,704.123,601.229,1183.637,1033.694,961.204,1216.080,1109.768,903.000,520.596,406.449,555.872,912.011,515.784,1429.688,817.217,912.801,705.939,1275.635,1304.808,662.442,1543.101,1136.488,1094.939,1612.273,697.616,466.033,1415.966,1139.741,622.737,518.353,1270.989,1158.129,1074.699,965.428,697.964,898.540,902.011,41.964
314.807,737.062,663.174,1065.095,783.301,797.316,1109.000,1240.958,826.197,932.443,726.784,594.677,1438.355,464.767,1124.633,614.980,444.382,358.592,1695.941,1519.927,1105.775,621.331,1214.715,717.198,661.972,750.137,931.387,497.100,1503.282,1010.278,611.869,1159.111,634.707,1243.028,921.685,932.503,1087.645,927.667,917.210,744.552,420.568,593.256,914.043,619.095,1307.597,1158.757,824.126,771.620,1231.460,1233.777,986.351,1600.029,1201.560,1128.511,1685.833,768.027,509.235,1281.927,1038.080,672.632,538.814,1185.826,1218.175,1097.647,973.949,677.164,860.774,927.528,39.629
330.064,1001.112,637.336,1039.526,718.317,748.702,990.689,1088.507,865.480,921.511,724.527,717.646,1451.114,497.918,1138.300,615.282,420.585,352.260,1590.908,1657.744,1136.761,662.554,1112.959,1038.306,627.880,718.752,940.828,542.933,1376.699,1037.333,575.077,1205.099,739.792,1284.307,906.194,910.347,977.480,1036.391,950.715,1208.616,414.627,626.942,992.359,976.707,1116.623,1246.809,850.748,813.950,1222.587,1198.498,999.153,1680.812,1125.333,1065.160,1803.939,1137.346,674.743,1089.558,970.045,699.568,596.176,1128.158,1013.988,1120.923,895.746,660.800,803.044,946.581,37.912
347.072,1480.162,635.799,1149.871,792.780,745.713,966.770,1099.324,882.433,854.682,729.176,828.042,1272.976,478.096,1194.283,586.433,524.082,343.704,1387.084,1577.951,1329.803,773.818,1064.106,1554.964,703.574,702.359,783.548,1037.047,1292.752,1014.675,614.346,1103.679,1169.771,1325.022,825.976,847.643,906.685,993.464,885.585,1170.300,571.843,573.395,1015.946,1132.103,1025.688,1168.158,813.869,859.911,1100.587,1214.784,902.468,1571.884,905.762,978.244,1648.894,1505.692,1394.885,873.763,875.009,737.189,643.725,1011.174,983.901,1163.026,976.101,1113.055,740.730,977.274,36.400
497.084,1644.463,592.903,1007.948,869.545,773.953,904.311,1036.535,868.354,834.670,741.892,838.688,1050.678,426.877,1032.500,563.840,1361.924,745.556,1158.546,1734.098,1526.225,1062.430,1056.610,1696.423,853.593,687.077,771.462,1113.740,1147.538,950.992,743.154,1051.025,1490.373,1326.832,823.315,858.783,1030.755,1047.870,803.810,1037.438,711.157,640.233,1114.446,1049.379,1037.818,1285.099,825.320,935.827,1237.437,1152.062,805.971,1574.029,1051.488,1092.435,1607.394,1398.216,1238.262,738.811,728.714,949.779,818.206,922.978,900.883,1114.590,1158.877,1808.218,759.321,1021.205,36.924
978.593,1547.688,657.005,1122.586,882.829,705.368,876.230,1056.648,913.882,877.159,854.811,897.979,975.815,437.370,1156.283,603.605,1401.882,960.859,1020.336,1549.256,1489.507,997.496,1049.000,1592.099,857.287,666.718,726.247,1021.487,929.624,819.802,941.977,931.000,1496.048,1279.648,770.645,855.882,1108.495,1058.696,870.635,892.103,765.341,742.965,1054.315,1107.517,995.974,1170.724,791.000,932.777,1197.222,1162.646,692.660,1375.449,912.476,986.939,1538.848,1212.103,1126.842,694.468,731.670,842.947,1084.010,892.712,890.947,1088.051,1188.790,1727.309,715.314,1006.755,32.012
897.405,1597.825,633.187,1123.440,734.821,677.520,845.865,836.859,841.764,932.932,987.405,767.146,822.185,453.904,1182.867,929.581,1321.879,841.841,915.563,1443.671,1381.648,973.331,1008.382,1600.955,909.037,660.949,806.527,1053.507,815.256,828.651,1117.100,950.259,1304.275,1244.737,754.089,749.303,1050.460,1062.087,784.270,714.892,1020.535,1196.000,951.989,1022.931,978.766,1133.888,758.228,825.950,1075.175,1191.608,569.769,1357.797,782.940,1042.466,1446.015,964.557,833.322,661.501,687.000,752.642,1050.804,931.130,815.649,1045.019,1176.964,1671.091,655.204,972.482,31.079
766.012,1632.188,745.732,1153.241,751.163,678.193,745.095,797.211,834.535,867.739,997.297,793.771,678.905,421.205,1258.267,1591.209,1126.948,735.621,815.756,1430.244,1373.718,877.826,1010.081,1447.054,919.139,652.214,888.022,1013.687,738.226,770.595,1054.962,784.284,1140.888,1063.235,750.621,903.513,1061.910,1017.522,811.745,646.655,1181.076,1380.186,996.826,889.569,1076.623,1072.829,728.709,811.480,1008.183,1305.285,508.706,1274.710,777.738,928.351,1346.182,776.481,632.923,719.239,811.446,701.674,884.353,1135.342,780.591,1070.288,1145.609,1470.364,662.285,952.586,31.869
617.341,1663.537,746.628,1155.819,651.821,639.140,730.108,831.042,853.992,822.864,1003.486,739.396,553.564,418.877,1287.000,1734.305,941.430,628.495,810.891,1263.671,1304.000,860.595,1010.057,1273.559,969.787,681.368,959.290,934.580,721.756,705.183,988.977,793.358,917.121,1016.318,709.766,875.892,942.690,968.261,747.750,566.704,1005.357,1272.349,892.913,851.440,1047.052,1031.151,773.670,805.816,1079.563,1378.729,570.686,1365.145,844.345,983.351,1272.500,632.205,531.448,1004.296,867.321,597.189,722.324,1352.636,749.129,1078.365,1003.384,1216.618,665.540,919.924,32.423
487.133,1521.475,743.622,1082.284,617.561,580.842,651.432,771.577,758.843,805.989,948.027,682.698,474.213,554.986,1252.133,1711.297,712.976,488.520,762.328,1116.317,1185.127,773.810,978.024,1282.387,849.278,705.889,1027.151,820.647,679.094,701.008,833.215,762.025,663.096,852.922,734.710,868.366,813.480,1029.275,668.000,523.473,860.514,1132.360,1061.609,747.836,923.597,979.783,752.947,803.631,1017.730,1337.412,583.353,1291.072,741.155,912.702,1279.848,552.265,457.393,1662.766,1093.938,609.200,680.010,1295.245,692.345,1052.237,879.370,1011.000,861.460,876.836,33.628
398.563,1582.200,715.613,1041.750,651.504,581.380,664.635,710.099,722.685,798.523,854.716,742.083,634.915,694.877,1183.333,1676.797,618.503,465.650,863.916,1383.707,1142.183,822.405,1007.943,1227.369,872.741,715.573,1044.871,808.373,680.466,693.516,931.862,810.296,646.373,865.654,775.887,808.952,822.740,841.942,708.635,532.005,778.773,902.151,1020.478,729.034,897.325,916.355,850.340,758.240,1028.119,1241.845,540.901,1295.029,737.786,917.282,1261.788,505.000,432.803,1760.755,995.384,587.474,616.686,1271.625,729.760,1011.551,922.319,869.636,1058.292,871.373,33.779
349.610,1369.037,689.568,1115.379,668.154,531.222,625.041,676.324,717.646,717.216,814.122,717.375,980.507,720.137,1119.850,1569.974,493.436,369.614,1197.361,1230.963,1062.070,739.760,975.634,1184.162,787.231,675.453,991.538,736.100,651.635,697.294,798.177,729.716,588.815,868.715,848.798,728.048,847.635,766.710,665.510,494.281,672.854,723.430,1065.620,579.405,905.039,732.632,939.854,771.067,962.817,1098.034,486.062,1261.377,771.238,847.023,1192.424,557.330,460.153,1580.893,930.027,585.042,540.206,1017.321,986.819,924.731,935.399,777.382,972.248,832.631,31.374
333.096,1275.938,595.567,1002.302,647.220,545.918,626.595,663.592,718.669,744.750,850.108,611.208,951.166,695.644,1013.850,1449.547,469.964,378.498,1790.714,1210.598,972.718,780.165,972.919,1095.946,817.120,623.316,1050.366,633.207,716.117,666.548,692.115,688.383,584.462,1115.274,942.460,646.344,836.620,844.841,678.080,505.172,582.070,677.198,1029.609,609.474,1112.182,669.493,972.476,978.542,1007.794,1005.426,640.330,1263.652,694.833,811.489,1192.045,608.032,468.798,1291.797,855.929,519.358,553.706,920.609,1233.181,927.263,980.116,727.000,951.263,831.653,32.784
331.558,1131.875,626.371,1082.241,665.951,550.386,627.392,685.085,719.465,749.182,741.311,646.865,886.280,654.110,950.200,1408.797,440.770,375.773,1856.563,1219.110,971.028,826.471,976.268,1079.685,859.176,628.863,1046.892,596.427,670.376,680.413,590.646,791.383,578.586,1232.078,994.177,538.525,787.425,787.768,691.625,467.271,506.649,666.663,1234.565,555.405,1242.403,620.605,873.078,918.061,984.698,996.859,869.678,1235.565,753.845,746.435,1110.561,675.449,510.672,1032.504,781.929,529.958,510.343,877.533,1180.175,946.808,981.145,849.600,924.693,824.780,33.026
368.921,956.350,572.077,915.526,673.805,542.865,577.581,593.310,702.457,711.091,644.932,600.552,739.924,616.808,1017.317,1230.503,420.576,366.708,1690.908,1172.195,902.268,700.702,932.927,986.441,718.639,625.829,992.591,491.340,646.917,672.103,482.685,677.272,555.213,1222.626,863.879,478.984,732.655,720.696,657.155,457.616,493.649,576.721,1049.228,560.284,1337.000,604.164,854.194,848.654,1034.857,919.237,929.506,1286.783,740.000,695.374,1183.091,1151.827,1104.448,694.011,748.339,648.211,544.627,859.826,1106.035,894.468,884.790,896.673,822.131,792.553,31.571
450.985,745.237,638.791,1006.569,771.642,604.146,570.541,570.535,698.992,723.932,598.473,616.875,582.787,566.301,947.217,1114.610,417.448,358.195,1492.983,1202.915,932.521,837.537,997.797,977.162,735.630,780.043,965.129,457.553,664.575,648.405,454.200,720.877,545.034,1219.749,897.516,446.277,693.940,787.623,730.845,474.936,494.449,611.244,1011.761,598.853,1376.260,548.934,773.820,855.419,1000.206,855.265,896.587,1131.739,695.036,689.489,1182.848,1312.238,1190.126,627.563,643.607,871.474,607.931,1003.864,959.754,915.526,987.826,1322.600,751.190,799.435,31.256
