0001-0150-0218,0001-0081-0091,0001-0173-0157,0001-0145-0133,0001-0153-0130,0002-0119-0167,0002-0192-0036,Average,Err
417.082,384.304,421.731,482.850,352.528,521.931,306.673,412.443,25.802
388.289,382.884,418.538,450.212,337.865,504.775,339.455,403.146,21.059
381.412,386.797,409.381,467.375,320.303,520.094,334.871,402.891,24.787
358.812,400.312,414.806,453.613,308.045,460.550,334.257,390.056,20.475
363.260,417.710,412.450,456.188,275.494,486.606,378.198,398.558,24.091
348.839,386.514,426.438,445.425,313.191,518.250,505.376,420.576,26.810
359.928,383.775,400.406,434.938,305.169,512.331,499.792,413.763,26.082
369.510,386.355,395.981,440.587,327.978,509.681,396.624,403.817,20.155
360.841,390.420,415.938,429.125,309.584,520.513,319.832,392.322,25.330
380.148,391.116,413.913,456.000,320.247,495.531,326.317,397.610,22.442
368.113,389.761,447.169,461.475,324.393,498.225,295.050,397.741,26.135
367.407,385.130,436.637,431.113,323.045,518.094,306.218,395.378,25.598
366.251,412.159,405.731,449.775,308.258,528.737,311.723,397.519,27.307
356.914,393.725,437.700,432.225,326.360,506.062,310.317,394.758,24.277
355.958,384.529,404.819,468.538,320.708,478.694,318.653,390.271,22.738
358.039,400.406,411.950,463.762,317.730,540.744,345.564,405.457,26.841
359.449,392.899,426.938,444.750,304.989,501.875,586.248,431.021,32.508
355.482,393.442,414.831,478.800,333.876,503.694,530.376,430.072,26.437
355.121,378.703,416.019,462.600,320.944,524.600,432.515,412.929,24.035
374.092,394.341,427.106,492.825,323.876,503.000,368.218,411.923,23.244
367.087,391.580,444.575,468.050,331.787,498.894,347.089,407.009,22.434
