0001-0150-0218,0001-0081-0091,0001-0173-0157,0001-0145-0133,0001-0153-0130,0002-0119-0167,0002-0192-0036,Average,Err
694.530,710.283,396.544,418.025,327.753,393.150,463.396,486.240,53.564
696.335,746.203,389.762,411.887,343.494,409.762,450.574,492.574,56.020
691.504,753.370,367.113,397.650,330.742,375.988,494.911,487.325,59.236
687.335,761.391,385.831,410.600,337.292,392.569,501.762,496.683,57.568
709.790,753.312,365.506,388.625,315.674,394.450,468.198,485.079,61.152
683.671,747.116,387.119,403.062,331.000,388.150,462.931,486.150,56.792
680.470,726.870,374.913,432.738,347.213,392.656,495.129,492.855,53.212
690.936,744.616,380.931,395.087,337.978,374.587,475.535,485.667,57.608
682.215,694.891,373.562,407.113,324.933,377.569,472.386,476.095,53.107
695.922,718.746,370.425,423.725,338.618,390.538,473.851,487.404,54.668
693.905,741.543,377.575,386.525,330.191,391.631,437.871,479.892,58.102
672.951,721.377,376.163,397.750,318.876,380.400,428.851,470.910,55.505
685.721,733.964,365.344,415.488,316.753,385.150,455.337,479.679,57.211
685.086,698.080,361.100,377.438,343.854,383.894,476.554,475.144,53.813
690.489,733.768,363.400,400.775,331.607,391.294,462.475,481.973,56.918
680.176,734.877,367.075,422.800,336.629,372.294,497.861,487.387,55.906
694.217,721.246,374.906,397.250,331.483,402.087,472.584,484.825,55.328
692.476,731.036,367.562,405.837,333.382,384.875,496.307,487.354,56.558
684.268,721.312,382.300,415.012,312.652,379.819,491.287,483.807,55.658
683.099,750.232,373.119,397.250,333.562,398.188,498.040,490.498,57.185
674.909,696.478,354.881,416.950,321.360,387.219,416.109,466.844,53.667
705.191,760.449,382.994,406.800,317.191,396.156,429.653,485.491,60.608
698.171,721.594,377.119,409.300,344.753,390.681,458.980,485.800,54.963
687.403,768.464,370.606,377.613,353.517,386.863,458.307,486.110,59.515
679.016,730.645,366.738,420.762,335.685,401.938,482.941,488.246,54.440
