0234-0127,0127-0162,0168-0167,0157-0158,0144-0148,0141-0228,0129-0220,0117-0222,0142-0188,0226-0056,0202-0085,0214-0074,0191-0097,0186-0111,0211-0119,0243-0095,0185-0069,0202-0062,0209-0035,0176-0038,0166-0030,0184-0005,0116-0071,0170-0075,0162-0060,0231-0251,0237-0196,0208-0190,0211-0150,0111-0097,0101-0107,0063-0052,0086-0095,0078-0077,0100-0022,0117-0026,0095-0198,0059-0192,0058-0160,0019-0175,0033-0156,0033-0118,0011-0082,0187-0141,0161-0120,Average,Err
318.754,284.421,320.974,265.665,313.252,601.410,724.290,564.420,279.151,893.740,392.935,443.300,415.936,487.397,307.672,301.905,443.926,420.934,412.437,445.714,421.944,325.836,494.771,309.870,397.467,392.613,284.146,399.667,510.694,329.287,304.843,360.128,401.637,354.330,368.548,287.645,433.855,368.179,363.961,315.437,323.770,351.626,431.991,327.061,542.927,400.899,17.794
323.534,274.246,310.229,260.250,314.265,594.979,703.100,556.804,273.767,851.122,384.106,476.354,431.094,470.636,301.500,296.370,415.257,442.985,385.648,437.727,416.451,345.788,480.636,288.341,389.335,407.254,288.375,441.760,500.543,337.164,307.913,351.684,389.627,338.920,337.643,292.884,430.864,365.808,392.413,318.295,316.089,341.571,443.832,326.438,534.532,397.514,17.095
328.843,286.491,298.286,258.396,307.789,587.172,718.500,560.449,270.956,851.323,365.573,468.985,418.661,468.483,312.151,314.318,412.015,408.449,396.000,428.545,400.564,331.285,470.707,289.024,382.473,398.951,289.767,425.367,468.308,331.459,301.713,345.579,366.500,338.926,344.087,297.360,419.724,345.315,362.639,320.939,325.723,339.012,425.479,344.741,546.052,392.735,16.998
348.401,283.991,293.907,262.780,320.388,543.959,716.990,541.435,259.642,821.854,356.653,479.008,413.848,463.781,323.855,314.711,400.375,369.342,389.056,412.459,393.744,332.764,475.151,284.927,379.713,399.366,304.762,404.393,478.689,321.754,288.548,339.837,373.431,342.057,357.381,307.326,408.431,344.033,358.013,313.049,313.330,320.110,417.606,348.574,509.328,387.394,16.148
370.920,293.728,287.744,258.823,318.367,560.762,647.830,530.087,265.893,857.143,364.930,430.315,423.807,486.536,311.710,317.967,390.551,398.393,397.134,449.568,389.195,329.970,466.600,306.545,383.820,396.204,310.829,393.460,477.593,326.705,298.304,341.260,387.235,323.199,365.817,311.035,413.606,342.865,356.735,311.773,305.859,325.601,422.408,342.077,516.308,389.049,15.964
391.669,289.526,285.313,252.921,318.816,585.159,672.980,512.739,271.642,836.044,294.844,433.631,414.415,486.762,323.817,317.578,379.338,415.980,378.007,414.477,398.564,330.770,470.876,291.122,388.743,381.803,314.442,356.860,472.063,318.664,309.983,343.765,385.902,351.670,346.254,305.517,406.589,360.342,354.239,319.155,308.979,333.110,406.509,358.828,516.090,386.811,15.944
405.349,312.974,269.414,253.921,309.082,552.338,709.300,525.935,267.296,835.561,285.508,417.869,422.889,470.854,327.328,320.526,343.081,406.281,380.599,410.173,396.149,325.612,460.715,317.593,377.257,396.789,322.046,361.013,493.806,340.574,328.070,340.591,356.941,322.210,339.675,301.866,403.554,340.983,360.852,314.115,306.435,318.963,412.763,354.351,505.517,384.994,16.147
431.859,297.386,272.229,256.677,314.007,568.900,653.800,522.457,273.321,812.061,276.764,421.077,406.374,464.510,319.102,318.768,342.118,385.811,400.993,411.523,404.421,339.485,467.150,306.228,390.198,426.866,332.962,384.247,495.301,323.738,314.139,336.358,360.882,321.881,348.206,308.721,397.947,354.048,353.581,328.746,318.937,326.196,394.684,352.068,498.843,385.235,15.354
445.571,301.070,274.599,254.152,307.878,543.407,713.740,572.797,268.698,830.034,277.834,383.531,399.152,460.358,324.382,326.517,335.662,408.276,399.965,446.673,387.215,319.273,468.816,343.553,383.707,414.317,323.663,372.913,495.937,344.598,317.122,346.421,368.725,342.665,355.095,316.198,412.052,340.656,356.077,327.227,318.335,339.601,408.668,359.453,504.680,389.806,16.191
444.837,312.105,279.454,258.951,313.633,561.362,715.010,542.072,282.415,824.994,277.935,382.085,404.836,457.841,323.145,322.289,318.574,395.163,404.697,409.895,409.415,331.685,462.319,319.496,374.838,391.246,326.458,377.140,470.273,324.951,330.087,338.209,372.049,329.045,322.397,310.186,405.657,347.383,366.503,315.121,325.618,348.810,396.392,356.995,523.733,386.829,16.000
471.671,306.079,281.348,261.598,304.429,563.707,682.710,505.246,276.711,824.154,272.965,342.423,393.070,476.325,330.522,332.967,308.912,406.638,427.099,412.505,385.400,354.230,451.190,343.951,363.880,382.120,330.879,382.713,483.652,341.918,300.209,342.795,358.255,332.278,337.111,327.093,401.033,331.577,354.503,329.545,314.330,324.638,400.719,376.005,503.959,385.224,15.609
485.111,312.860,279.608,262.884,312.741,560.624,721.030,500.775,274.943,836.892,285.171,347.385,384.146,475.113,336.210,339.052,313.706,403.602,370.218,421.364,409.733,339.291,447.691,326.407,364.317,374.472,333.538,389.060,490.477,343.598,326.530,344.579,398.931,333.011,335.754,329.727,412.833,350.115,367.419,312.626,315.288,337.276,395.053,367.337,500.096,388.191,15.999
504.016,327.763,278.295,264.866,323.388,571.845,703.980,542.819,282.289,844.540,287.578,318.938,361.626,462.430,343.048,351.389,308.382,391.393,396.606,433.709,375.605,322.527,462.304,314.480,384.551,387.246,335.379,398.473,478.015,322.910,324.817,347.653,375.127,338.062,340.214,330.081,418.232,338.379,376.910,323.210,299.743,332.607,418.924,360.136,511.073,389.235,16.308
506.673,339.693,296.493,270.335,319.653,539.645,662.230,504.029,282.346,812.211,288.432,334.254,388.193,462.040,338.753,338.891,332.397,338.362,398.063,410.995,419.918,340.412,462.681,322.797,392.802,390.627,341.038,392.353,478.008,343.443,323.704,342.769,389.225,331.074,344.056,318.070,406.296,347.781,370.335,322.178,311.063,339.779,392.929,364.203,498.044,387.762,14.818
526.540,341.825,305.172,263.640,315.986,553.328,678.480,512.942,293.440,811.475,295.563,315.223,369.655,441.252,351.027,338.526,331.868,347.337,397.268,419.623,386.954,327.297,463.052,331.992,412.701,396.528,332.796,387.093,478.960,321.213,318.330,336.298,389.814,336.750,335.135,322.855,407.599,353.621,352.039,320.317,304.911,319.994,404.088,376.167,498.846,387.234,15.217
533.357,348.439,298.775,278.134,309.007,558.100,647.490,554.420,290.723,846.394,289.136,319.800,350.468,450.934,349.016,350.100,348.779,317.311,385.979,402.595,382.918,328.885,452.278,351.463,383.509,387.599,325.000,384.580,501.848,319.008,332.661,334.865,378.363,338.665,330.341,312.645,408.732,350.675,354.568,323.288,304.335,325.853,407.730,362.494,504.666,387.021,15.757
544.849,359.719,306.524,272.970,308.891,588.110,693.800,551.435,305.616,836.169,298.065,324.377,348.409,442.821,362.608,348.047,349.309,308.760,378.092,415.455,408.882,329.267,475.805,320.976,385.036,411.106,298.700,379.513,480.237,335.730,324.383,350.236,391.892,324.068,346.683,348.349,402.709,340.217,347.142,319.173,301.010,326.454,388.668,379.230,504.285,390.306,16.169
575.291,352.035,328.251,272.482,307.952,585.197,730.180,513.297,292.428,862.797,295.367,316.000,321.135,434.801,379.801,361.526,336.846,304.352,389.775,449.891,400.062,336.333,463.145,350.976,398.946,382.345,286.529,392.180,486.189,323.795,329.930,342.284,366.784,341.426,327.873,333.198,414.575,344.123,369.955,313.121,308.382,314.761,405.975,383.579,509.093,391.888,16.981
594.833,363.825,308.806,279.067,322.639,611.541,708.160,532.058,314.006,871.354,304.704,334.923,319.006,481.503,388.301,365.796,382.949,290.362,387.486,421.173,418.133,342.927,487.444,373.602,422.365,398.725,282.000,402.793,496.972,328.459,342.017,343.427,394.363,322.159,348.770,345.866,417.139,354.604,376.974,286.824,315.812,318.074,409.251,389.249,510.744,400.249,17.166
589.346,367.702,325.044,286.890,305.347,593.128,710.220,566.181,318.818,844.679,321.553,324.669,322.971,439.126,369.570,365.474,365.949,285.536,414.803,434.464,416.928,338.891,493.676,356.618,410.210,394.810,287.921,426.733,501.081,324.213,331.870,348.575,401.676,343.898,372.635,347.250,424.821,357.673,388.497,287.998,318.115,314.810,406.687,394.930,548.637,402.014,16.864
612.946,371.842,327.815,285.500,322.531,593.238,740.010,549.558,327.572,900.778,328.442,363.092,319.883,473.079,356.129,381.209,379.257,280.500,419.239,443.573,432.354,329.206,479.498,371.098,406.263,414.887,292.663,410.607,500.510,334.680,344.209,350.237,395.941,336.176,346.111,335.029,433.002,355.850,369.058,291.151,319.822,322.491,421.866,400.775,517.590,406.384,17.727
604.476,390.316,348.617,287.921,333.415,606.472,704.680,610.065,318.302,890.053,343.261,360.938,328.263,430.331,348.290,389.033,381.507,284.612,396.113,480.014,438.913,360.339,504.350,362.187,391.012,399.127,287.392,418.640,501.891,345.910,344.591,365.487,406.500,339.744,372.913,346.401,444.401,356.833,380.465,304.694,319.759,347.448,408.173,396.877,551.706,411.832,17.417
552.376,398.807,340.278,293.415,326.735,592.848,756.020,570.051,330.239,921.760,329.447,364.931,332.649,490.510,371.296,381.374,369.154,280.464,401.380,437.332,422.267,346.321,506.289,353.252,416.108,396.190,311.742,418.373,495.134,331.787,355.948,367.449,422.843,329.858,359.960,354.297,453.274,354.660,379.523,306.399,308.508,333.773,422.240,416.358,554.985,412.413,17.861
452.150,424.614,340.573,293.183,315.912,602.238,738.530,577.007,332.560,932.352,339.176,344.769,340.784,459.623,350.731,384.441,377.882,284.449,393.669,450.705,410.974,360.382,504.363,362.195,435.569,384.599,296.533,411.113,534.545,350.000,333.435,359.670,402.951,358.989,355.500,359.256,453.919,361.631,389.258,306.606,342.115,334.528,438.571,413.119,552.073,412.161,17.644
368.526,402.061,356.251,303.695,341.293,621.241,804.880,597.326,338.836,921.515,322.859,376.362,362.865,475.510,356.016,379.389,387.081,283.872,385.141,464.950,439.431,343.376,521.205,388.545,426.766,380.394,325.479,422.767,519.005,366.893,361.791,363.406,423.392,375.903,379.079,353.087,443.005,363.800,375.290,315.149,330.309,354.601,434.567,410.855,559.311,418.379,17.987
337.764,427.991,373.542,299.287,324.789,599.683,794.880,576.819,349.660,906.513,344.322,379.992,334.719,484.430,362.661,392.953,402.699,290.112,388.542,453.968,432.138,342.727,524.244,393.171,434.120,416.035,331.071,427.847,533.409,325.459,395.209,372.270,399.098,350.142,367.357,370.169,458.941,351.354,396.026,314.522,331.843,350.380,441.537,402.249,548.244,418.553,17.534
327.334,418.053,361.573,302.177,329.027,585.645,751.500,603.181,338.723,918.082,344.065,371.808,359.304,478.106,384.091,391.441,403.471,294.597,407.535,446.259,417.882,355.594,541.007,397.033,430.257,393.472,316.750,433.127,526.944,341.098,343.322,377.348,429.765,358.710,361.825,369.140,458.437,370.615,391.903,322.784,334.052,364.086,433.666,421.404,571.517,419.505,17.325
316.399,406.167,375.841,303.390,314.626,634.055,759.420,588.674,323.623,906.281,351.211,405.092,371.035,510.709,371.532,405.251,405.765,307.224,407.563,442.114,421.882,349.358,534.816,385.447,448.850,403.648,318.554,403.773,513.846,369.705,368.383,373.629,417.745,347.625,397.468,359.750,449.858,370.446,424.477,325.942,337.037,337.908,436.051,427.915,584.224,422.540,17.412
323.343,416.684,359.423,314.945,339.789,635.903,796.770,594.609,334.616,934.515,371.688,366.731,391.626,449.510,381.785,405.597,394.529,311.393,416.204,447.682,432.815,361.242,537.122,396.431,417.557,398.261,329.692,422.200,517.644,337.107,361.522,379.398,429.206,380.500,377.413,381.273,474.694,376.092,395.645,327.387,338.209,355.951,462.975,416.976,591.215,426.353,17.923
311.320,412.754,373.339,311.018,345.354,607.255,821.630,578.580,321.704,939.065,353.628,421.700,360.345,507.318,406.134,395.223,419.007,306.755,406.810,438.500,438.990,354.303,544.182,405.967,448.491,404.908,334.871,424.153,525.429,355.246,379.409,377.894,409.147,370.199,367.143,377.674,466.189,374.652,389.484,336.016,346.209,337.025,461.774,366.266,565.631,426.638,18.118
310.507,448.684,383.573,311.354,355.741,626.145,746.000,595.986,346.547,957.665,361.668,406.392,388.181,497.801,385.070,409.820,423.765,325.321,432.690,431.936,447.682,358.879,552.057,389.228,442.653,383.965,332.113,421.620,522.899,330.049,366.496,377.064,406.520,361.733,368.500,377.756,469.989,370.615,411.058,328.905,343.707,350.387,455.362,351.925,577.968,427.644,17.800
317.344,424.596,389.286,306.439,340.272,617.510,752.720,606.833,335.145,967.920,361.266,399.100,409.298,513.702,389.769,430.275,411.684,321.071,419.239,442.473,450.364,355.848,526.943,376.675,468.521,392.585,333.842,387.753,522.351,344.303,371.878,373.552,429.520,373.727,369.381,384.890,469.779,380.327,400.729,341.103,345.466,344.779,452.168,337.213,585.404,428.334,18.020
318.504,437.728,366.458,316.726,339.170,626.876,845.030,642.029,337.415,937.671,364.920,417.977,390.357,515.510,396.360,424.512,423.382,333.724,425.908,465.759,461.364,345.145,550.132,387.520,443.856,378.218,336.050,422.273,526.548,344.639,384.791,387.188,451.480,381.534,388.159,380.331,477.809,379.215,422.787,336.806,334.984,334.018,455.797,334.254,579.538,434.455,18.748
325.406,450.026,318.617,303.396,337.939,642.045,839.960,609.551,354.327,983.357,356.015,415.931,413.281,548.815,414.081,411.787,432.875,326.219,431.268,466.018,462.549,344.933,529.811,396.114,465.329,402.556,340.613,432.807,543.114,373.279,362.374,384.480,420.255,380.091,391.984,380.576,480.963,370.733,393.800,343.671,323.361,349.669,472.012,328.988,595.078,436.668,19.457
347.823,476.307,293.599,330.037,367.388,657.279,825.700,611.072,346.597,986.409,389.764,429.038,406.047,541.232,406.855,438.834,435.066,350.781,408.782,436.532,437.769,368.479,558.815,405.244,472.240,413.451,335.608,416.473,537.818,373.590,373.130,384.208,424.902,363.256,367.294,380.576,481.765,386.294,396.155,352.266,344.749,354.393,462.419,338.252,616.081,440.675,19.218
362.367,490.456,286.753,321.573,345.218,643.914,823.730,626.449,336.509,980.057,388.945,410.877,421.684,523.377,418.091,422.156,420.471,356.949,427.056,475.223,449.831,343.339,569.107,417.846,468.778,415.613,340.396,409.627,535.253,354.500,374.687,389.371,433.186,378.239,372.738,393.552,480.225,383.083,420.697,350.230,336.005,373.939,468.316,351.518,585.070,441.711,19.011
392.867,479.868,288.419,315.811,345.714,653.600,815.560,596.123,354.818,978.331,380.869,421.023,410.503,547.079,430.672,451.322,453.941,343.383,451.493,493.991,451.303,342.782,560.906,415.260,452.335,395.021,331.479,399.787,545.649,366.951,383.852,398.008,418.167,391.756,398.579,386.128,495.414,381.012,408.748,344.987,348.890,363.877,470.359,348.504,591.887,444.378,18.850
427.223,456.316,277.489,321.134,350.735,639.848,876.190,669.964,357.755,970.610,414.236,401.115,424.719,544.305,437.301,448.716,429.309,359.628,431.965,444.650,449.482,362.321,565.589,418.553,451.329,399.190,294.071,447.860,531.874,375.254,379.957,404.534,440.510,387.153,376.222,390.558,492.225,378.281,415.884,373.878,355.455,390.252,477.002,359.954,609.084,449.104,19.455
438.140,502.193,284.621,296.085,342.048,670.855,830.380,623.507,350.836,1018.654,403.216,457.131,436.310,486.656,471.005,434.806,451.551,370.327,421.697,457.695,416.944,356.224,529.421,419.366,404.162,419.254,296.708,443.767,538.270,376.852,376.278,409.026,438.127,393.938,388.889,411.256,491.478,382.879,421.787,369.408,350.932,368.184,496.016,363.530,583.099,448.745,19.420
478.810,509.175,271.013,272.866,348.150,657.672,769.460,645.942,345.742,1050.376,397.688,438.192,439.532,480.775,427.312,352.142,466.191,363.321,409.486,481.436,451.462,367.448,494.213,397.707,392.078,419.866,290.275,441.900,540.093,361.295,384.304,391.684,405.039,344.602,365.675,388.500,497.377,387.644,432.258,366.387,353.623,356.387,487.118,368.218,565.131,441.235,19.825
501.837,493.044,281.282,261.177,305.014,629.838,769.340,625.732,315.931,980.049,375.950,430.854,440.807,471.834,460.774,330.512,482.434,377.592,441.106,469.005,422.277,336.255,499.833,375.472,380.120,392.246,296.212,448.827,553.740,348.590,376.313,390.625,418.255,346.028,418.540,394.390,492.852,365.387,400.690,327.038,346.529,314.632,473.541,376.695,558.302,433.278,19.136
507.803,471.904,282.401,263.500,287.660,628.545,807.730,627.790,294.189,933.234,318.161,354.577,439.240,442.656,449.387,303.299,433.044,355.730,434.275,457.273,406.231,327.703,498.330,308.439,350.868,403.127,305.354,438.100,537.455,357.918,386.974,379.730,407.775,343.545,363.230,378.686,480.664,350.702,403.703,302.964,345.942,305.558,441.316,388.334,559.337,419.208,19.404
523.553,502.667,281.145,263.018,271.075,614.883,776.630,615.993,282.151,879.795,294.543,336.315,415.637,427.066,473.559,299.147,475.794,372.964,459.556,427.523,435.533,311.721,472.197,331.837,330.216,392.310,309.262,454.407,509.268,386.148,381.861,361.145,425.647,345.665,379.706,349.058,460.285,369.196,380.497,294.383,336.298,301.564,434.986,375.303,541.503,414.734,18.515
542.594,466.289,276.555,259.738,269.170,613.200,765.540,557.116,274.849,888.620,291.975,306.269,433.842,433.457,391.737,291.374,421.559,301.235,403.655,414.859,428.431,309.461,486.319,291.756,313.533,382.225,322.988,423.607,491.896,351.049,340.313,339.742,384.402,343.108,335.310,336.890,433.059,360.952,376.232,305.156,320.806,317.945,442.735,368.385,555.372,399.229,18.648
548.570,369.140,282.899,257.817,266.116,582.528,716.080,553.949,273.094,884.443,292.065,324.531,386.257,404.450,366.984,289.739,381.772,282.408,410.289,352.350,412.918,307.667,467.550,294.041,328.335,380.472,325.229,390.340,479.182,352.623,314.983,334.165,381.775,328.449,340.706,320.715,398.164,356.419,356.310,315.054,317.492,293.135,424.371,326.269,554.509,385.030,17.916
542.523,354.667,273.767,260.902,265.626,551.272,736.520,580.609,275.440,878.219,284.945,307.808,381.737,373.086,353.694,285.777,370.941,275.352,404.000,342.873,423.862,306.079,454.115,281.195,298.731,400.993,325.721,387.567,492.783,335.975,300.957,336.105,334.441,327.455,319.746,318.634,400.420,344.796,338.845,306.286,320.754,286.472,403.657,313.053,513.727,377.158,18.185
538.890,321.175,284.476,262.799,258.687,583.252,737.620,502.993,265.553,900.194,271.101,301.523,370.673,375.285,338.226,281.782,376.735,270.036,396.641,343.009,419.533,284.048,447.353,277.984,291.892,400.683,350.308,387.107,497.301,364.336,275.304,332.973,329.608,334.176,323.389,314.593,406.489,349.058,325.206,308.097,311.696,294.098,401.855,298.460,515.448,373.814,18.557
448.459,318.737,286.515,263.451,258.891,591.710,675.600,567.029,264.302,857.200,279.824,300.323,349.205,363.974,326.790,279.242,370.515,276.985,399.211,321.559,388.785,292.309,445.541,274.846,280.850,381.648,323.000,407.987,477.285,345.205,283.765,331.579,315.941,327.727,309.762,301.477,401.958,341.656,317.452,315.574,311.429,276.798,402.357,308.964,525.628,366.423,17.495
379.421,305.544,291.189,258.189,268.388,570.366,697.420,506.312,273.176,882.842,280.226,304.331,346.158,356.768,305.844,282.768,369.706,275.388,364.000,319.495,405.656,286.121,427.618,283.455,287.042,405.908,322.754,394.167,507.694,311.197,288.009,327.018,321.235,296.239,325.468,304.099,406.444,326.615,306.039,311.844,297.052,287.908,404.887,323.586,512.267,362.397,17.596
347.736,292.167,281.454,258.841,262.116,578.990,739.660,555.848,266.585,849.184,287.819,284.400,328.035,348.232,313.441,275.194,370.287,271.449,387.627,316.014,395.405,300.776,395.584,281.179,289.120,407.732,297.975,393.907,495.247,350.852,294.852,324.393,285.912,287.864,318.722,306.145,412.289,321.427,304.735,312.734,307.016,285.178,392.088,308.073,466.913,358.915,17.751
334.760,292.132,298.101,259.409,271.075,588.159,701.090,541.399,270.698,723.966,282.754,290.838,329.836,343.980,304.000,278.294,383.419,274.827,382.796,317.950,411.990,293.055,350.337,283.821,294.892,379.563,285.379,393.800,494.854,326.008,283.713,325.722,302.863,279.597,313.373,295.477,413.642,323.156,302.626,312.862,297.377,288.558,403.809,314.276,442.326,352.946,15.632
334.223,299.781,283.419,257.909,258.939,549.128,716.370,529.341,263.528,598.709,289.940,274.154,332.287,359.464,306.263,274.066,402.507,279.500,402.423,322.723,411.964,299.109,330.673,279.211,280.060,385.085,294.808,423.980,491.841,334.910,284.678,312.821,282.304,275.614,311.738,302.500,409.085,320.744,296.723,292.629,291.618,280.325,395.302,330.109,444.413,348.820,14.476
329.240,288.439,280.260,253.945,272.871,573.621,656.970,571.109,264.472,588.920,284.603,276.900,323.667,378.722,307.151,273.991,383.066,276.699,366.444,312.718,382.308,296.218,329.324,281.561,285.587,376.894,299.262,418.113,506.702,315.443,288.261,300.369,271.961,284.125,299.444,294.291,415.061,323.110,279.574,283.394,285.717,272.521,367.371,333.378,451.555,344.563,14.263
333.580,297.684,275.361,259.207,267.884,516.866,669.830,484.116,264.711,575.812,286.688,286.208,340.901,373.702,310.387,274.270,400.324,279.770,356.465,296.818,386.662,297.636,343.659,271.447,284.371,375.155,295.708,413.793,485.444,336.852,275.061,293.165,286.333,295.761,309.468,298.663,404.212,325.929,293.084,277.761,289.916,284.245,364.240,332.947,466.192,343.073,13.127
345.464,284.579,273.339,258.890,272.510,424.417,498.380,410.014,261.566,630.641,277.075,275.246,357.702,391.543,307.430,279.118,420.250,277.260,363.014,298.127,374.631,305.727,358.213,273.732,280.964,332.049,315.296,361.020,421.780,305.533,278.052,293.849,280.725,297.750,293.183,302.076,398.565,318.750,284.568,283.638,284.005,275.650,378.931,325.409,475.794,333.477,11.002
349.807,283.404,268.727,259.518,270.408,374.721,463.770,347.949,265.025,658.814,273.824,292.492,354.632,410.391,302.565,277.370,405.949,269.719,392.472,291.709,376.969,310.218,369.309,273.748,291.766,336.528,314.163,374.613,403.702,313.336,287.183,296.250,285.304,295.983,291.841,309.227,397.804,316.012,278.245,286.424,291.377,279.890,378.219,308.412,482.459,332.494,10.914
372.366,287.404,282.084,256.091,263.660,361.362,401.010,355.225,261.050,706.631,281.432,292.238,366.415,412.000,304.978,272.986,398.669,266.474,363.880,283.105,365.164,315.461,390.333,260.634,292.048,311.556,317.833,361.727,391.174,286.566,277.330,305.644,291.127,298.892,297.040,315.680,371.539,310.579,293.258,294.381,285.707,273.479,382.684,301.300,497.256,330.610,11.415
386.109,294.605,269.722,259.768,269.136,369.548,406.530,332.659,270.648,731.337,276.181,287.069,387.035,396.272,303.043,277.469,358.809,275.255,377.937,288.336,339.795,292.376,382.689,265.764,303.407,325.972,338.392,380.027,404.096,298.943,283.965,308.930,273.451,300.426,281.873,315.674,352.994,307.506,272.510,297.228,299.225,272.626,395.915,291.787,507.901,331.354,11.900
398.307,291.965,273.485,256.927,271.347,352.993,403.380,320.536,270.635,780.477,270.794,285.292,370.234,431.974,325.043,282.616,333.191,270.974,367.641,285.832,354.487,274.939,390.977,273.171,300.024,317.092,350.096,377.540,451.409,278.984,282.835,313.651,281.549,275.881,291.373,310.808,336.271,318.058,277.548,293.397,296.319,286.037,391.403,304.278,514.674,333.032,13.033
425.913,286.877,278.427,255.165,277.463,377.683,406.820,341.239,268.686,821.816,277.377,291.469,391.070,441.940,316.409,276.133,309.750,267.393,348.669,289.095,374.108,277.970,406.886,272.236,305.952,340.725,339.517,409.433,472.280,269.557,277.217,323.551,277.990,276.335,293.619,318.483,356.332,313.881,282.477,314.516,289.613,278.196,413.645,302.939,518.151,339.000,14.194
459.266,284.825,273.652,266.421,267.408,384.100,429.710,336.246,263.717,808.375,276.663,281.915,405.374,434.921,323.817,279.322,314.941,279.740,351.408,285.791,356.287,266.412,409.603,276.122,292.305,351.268,342.325,419.853,448.914,289.500,269.191,322.020,277.627,286.665,290.056,303.488,366.942,315.967,292.471,295.707,286.497,296.331,392.495,311.886,510.273,339.507,13.984
470.666,281.465,276.661,264.226,273.932,424.924,465.920,340.217,262.006,693.694,279.357,290.823,421.023,394.854,318.134,279.744,325.654,284.000,327.838,277.555,359.072,282.485,414.164,263.902,299.629,351.887,312.500,420.553,451.760,276.189,284.730,315.457,297.431,279.131,290.841,318.581,381.823,316.523,280.813,277.718,285.571,301.356,343.629,309.242,541.404,337.980,12.651
504.479,274.088,270.925,257.122,264.354,444.466,469.410,362.000,265.208,569.557,268.357,290.862,414.784,373.974,331.737,279.194,317.706,275.245,328.866,301.850,349.785,281.152,399.958,269.228,287.084,380.732,295.671,423.780,464.227,278.385,286.530,315.834,274.245,290.358,281.786,314.134,387.822,322.312,296.587,278.586,309.634,292.755,347.147,310.208,521.422,336.079,11.401
521.661,282.772,278.797,260.000,269.966,455.624,504.470,344.159,265.566,534.196,267.573,278.292,411.041,339.384,317.075,274.365,338.912,275.250,313.613,288.164,369.036,274.691,352.894,269.626,276.659,372.303,294.700,411.440,469.735,267.598,277.183,317.422,279.490,284.523,286.143,310.064,395.419,306.573,286.555,281.284,310.770,285.325,361.173,325.971,513.581,333.356,11.421
527.801,278.947,276.062,255.317,269.905,459.393,569.190,399.000,265.824,548.857,271.121,288.992,417.895,372.126,320.478,282.493,356.787,279.179,309.310,291.127,372.641,281.479,322.101,274.894,264.653,356.606,298.288,413.887,473.634,265.918,277.730,309.494,289.324,301.483,278.984,327.012,399.652,293.890,293.194,289.815,293.969,288.773,368.666,335.787,546.515,339.071,12.509
528.940,281.088,277.013,257.793,268.136,521.503,615.380,417.543,268.283,608.447,277.412,282.346,430.357,342.947,320.785,281.844,362.228,287.209,307.669,300.586,364.467,285.994,323.039,286.114,284.569,368.127,296.971,424.227,474.159,265.049,266.974,310.537,279.020,292.057,286.937,319.163,398.098,303.829,300.116,293.977,301.780,283.227,388.864,329.123,548.195,344.714,13.853
526.029,294.386,278.740,261.482,275.476,492.034,632.150,443.283,271.170,672.698,272.849,282.815,402.339,336.589,315.409,278.962,382.213,280.372,300.204,300.050,411.441,300.333,344.951,275.114,282.617,362.965,296.800,444.600,490.278,274.213,279.043,315.894,287.304,303.812,283.587,341.430,430.326,314.983,301.942,299.597,309.895,289.098,400.525,307.746,569.968,351.505,14.788
474.034,287.325,285.978,260.268,273.347,464.438,597.090,463.384,263.484,709.833,277.442,288.531,376.509,343.483,319.586,282.137,374.353,280.964,309.085,302.295,394.082,305.333,344.098,287.585,298.820,357.296,294.683,449.513,442.364,266.115,277.896,314.409,287.765,299.227,296.754,327.552,425.148,317.729,308.006,306.201,325.042,282.687,416.131,311.150,585.215,350.097,14.367
393.424,286.886,289.731,260.213,268.680,414.376,640.910,493.659,260.252,758.878,271.779,292.300,354.000,344.609,312.081,280.483,399.147,275.077,302.465,315.250,390.969,314.036,366.333,277.285,288.802,368.542,301.788,410.187,381.157,272.730,288.357,314.918,282.225,293.006,281.437,329.314,411.539,308.100,316.768,303.919,336.304,275.583,415.313,307.932,582.680,347.409,14.973
352.647,298.851,280.079,258.098,261.293,362.628,520.610,502.580,267.415,752.384,277.246,286.792,312.374,332.954,296.258,277.962,394.132,281.622,285.690,295.414,395.821,303.388,370.127,282.984,302.533,354.627,322.913,396.233,368.119,268.926,276.296,308.668,286.735,294.182,282.373,330.221,404.298,296.133,329.110,296.991,313.613,269.613,422.005,301.855,558.349,338.514,13.703
342.634,290.395,279.247,265.134,278.503,339.014,396.940,523.486,262.063,787.150,285.015,274.115,305.398,327.060,305.371,287.882,395.382,275.092,292.021,329.868,412.646,295.333,387.091,272.154,284.539,316.592,342.200,342.073,383.588,277.779,270.322,316.536,297.324,298.017,297.730,309.012,381.628,304.719,354.252,279.928,302.372,270.160,405.191,307.165,589.465,336.435,13.986
340.830,301.614,281.683,263.457,264.102,317.531,371.000,470.913,266.597,698.920,279.915,282.938,317.006,343.093,296.855,279.635,400.596,274.617,297.704,323.677,413.892,277.006,385.758,280.333,282.269,307.472,333.746,357.047,415.573,271.361,274.870,312.188,267.147,288.006,288.254,299.360,353.755,303.631,335.129,273.570,299.408,278.791,383.645,317.639,568.189,329.794,12.191
