0001-0034-0030,0045-0032,0079-0024,0074-0012,0123-0006,0118-0058,0115-0004,0106-0004,0110-0014,0094-0021,0085-0008,0064-0017,0025-0043,0020-0051,0013-0037,0010-0021,0102-0042,0110-0045,0104-0061,0092-0074,0096-0089,0122-0035,0090-0066,0090-0121,0080-0105,0070-0109,0079-0082,0071-0077,0061-0088,0054-0096,0044-0077,0062-0075,0054-0072,0043-0088,0026-0066,0046-0122,0038-0111,0026-0095,0023-0103,0019-0088,0006-0069,0010-0081,0010-0098,0026-0111,0017-0113,0005-0119,0003-0107,0009-0122,Average,Err
1290.138,1291.107,2148.248,1092.200,740.021,1043.881,593.909,584.868,815.411,967.522,693.825,420.761,504.157,489.354,477.719,490.714,471.740,530.680,547.475,928.081,757.525,467.679,535.023,462.000,552.650,469.863,464.014,458.478,547.478,531.333,482.589,550.286,678.276,466.632,631.350,601.789,392.655,442.855,499.101,646.865,447.714,556.404,496.420,632.235,634.849,2515.971,543.297,666.867,692.792,58.065
1263.759,1318.508,2161.066,1077.981,723.553,1031.220,610.145,599.453,847.411,1025.174,620.438,428.535,525.809,485.492,448.641,440.254,459.610,502.520,556.300,924.230,783.908,438.383,546.045,447.640,567.833,501.025,485.264,490.768,577.739,521.400,497.607,548.429,704.707,486.387,613.337,572.472,378.672,445.667,518.638,657.208,463.110,518.750,516.381,558.779,564.991,2409.643,516.838,738.267,690.000,57.036
1216.966,1286.711,2254.438,1103.010,696.085,1048.398,600.655,577.151,836.214,1003.896,653.538,428.683,520.854,479.969,457.188,456.413,450.763,513.480,522.850,896.351,790.333,472.642,538.068,446.880,536.700,471.212,471.042,495.870,578.623,537.983,510.750,545.400,720.466,493.840,662.650,589.797,387.345,412.159,512.986,688.594,485.923,519.808,504.779,634.456,593.594,2420.843,600.919,757.978,695.526,57.775
1137.397,1286.422,2121.132,1086.057,718.468,1038.085,624.927,585.604,862.679,967.078,637.600,463.437,562.090,495.846,445.469,490.397,475.836,498.920,553.925,929.351,798.458,466.012,510.000,459.675,533.067,483.025,446.792,494.638,564.826,519.933,506.107,529.486,661.276,472.726,602.175,570.545,361.500,430.551,509.333,637.573,518.648,541.231,490.514,599.647,605.632,2385.400,638.243,719.733,688.281,55.324
1225.121,1254.390,2143.876,1092.829,762.862,1053.407,546.927,518.075,931.929,932.130,585.850,435.162,555.899,507.908,489.453,461.587,450.542,507.020,547.800,921.135,755.883,486.568,518.795,421.505,576.517,493.475,455.819,479.290,570.174,505.867,503.929,503.014,674.621,503.566,627.888,551.650,404.069,442.261,488.797,633.260,486.978,519.279,498.807,600.353,618.566,2370.714,613.108,745.933,686.971,55.837
1264.707,1299.481,2209.091,1131.581,711.426,1049.958,589.000,548.566,911.429,971.965,646.212,449.134,528.146,561.169,482.438,490.063,454.209,523.700,500.650,925.730,810.125,449.593,488.091,423.410,532.083,442.475,452.736,460.551,568.304,567.483,491.464,569.643,702.431,497.717,595.688,594.390,375.983,465.797,527.101,655.479,476.066,546.163,500.989,599.779,656.528,2380.443,550.054,674.378,693.825,57.193
1248.310,1307.658,2210.818,1066.943,702.340,1069.890,569.309,541.547,880.625,998.296,619.200,424.542,513.573,491.815,461.719,504.270,472.294,554.880,563.325,930.054,773.275,472.000,560.182,464.440,541.717,444.288,480.167,523.797,637.623,517.183,506.107,577.257,658.724,489.991,633.806,606.366,385.414,427.594,481.623,586.198,491.956,538.481,512.552,583.941,635.255,2431.343,549.189,697.933,694.579,57.486
1231.138,1283.615,2132.091,1121.543,729.287,1065.669,580.327,559.358,924.554,979.174,649.475,431.592,548.820,532.431,470.891,471.222,457.910,466.260,535.150,918.797,797.742,451.272,516.955,427.370,563.683,455.438,448.403,461.058,614.087,552.167,530.107,547.186,643.172,493.642,610.269,586.520,363.086,502.420,503.159,667.615,454.879,557.644,504.033,649.412,611.453,2471.314,526.892,686.733,693.479,57.359
1161.621,1316.262,2098.802,1082.676,723.574,1060.331,547.800,541.113,957.464,991.330,613.087,434.444,508.247,523.677,487.547,439.540,443.102,483.140,551.850,972.703,786.008,454.790,477.159,454.000,534.017,487.300,453.736,482.217,541.696,582.050,527.286,534.071,666.845,484.585,654.156,614.106,370.000,427.652,522.710,678.625,464.407,551.750,495.884,613.441,611.642,2362.014,570.892,726.600,688.916,55.626
1225.069,1307.930,2133.240,1098.400,803.904,1092.254,607.364,576.604,842.804,991.783,604.188,436.697,485.539,524.200,452.219,469.810,455.085,525.080,519.000,962.149,781.258,446.630,491.136,454.465,579.733,468.675,462.472,466.304,578.739,606.983,514.071,553.600,712.138,539.038,583.656,613.366,375.690,464.507,508.333,708.469,456.066,547.529,499.470,555.691,582.453,2452.714,506.649,752.978,695.336,57.284
1258.810,1346.422,2220.223,1099.429,707.574,1054.415,587.218,529.321,831.804,1035.583,659.788,451.254,538.225,525.246,470.109,484.095,447.175,526.900,547.500,970.270,724.158,482.000,492.205,436.215,564.850,493.988,459.250,499.551,592.406,560.750,463.232,576.929,672.707,516.962,625.987,583.065,362.828,415.739,527.478,641.760,483.626,531.250,514.608,599.471,659.358,2349.943,492.378,752.044,695.127,57.052
1270.448,1326.235,2190.620,1146.876,736.766,1042.085,563.127,525.642,805.179,987.148,621.375,459.542,537.764,478.985,456.000,450.317,454.972,529.040,548.175,914.865,793.733,473.605,526.636,443.440,541.917,456.387,469.014,496.913,547.159,545.533,523.018,546.157,637.931,492.830,611.212,588.976,379.000,448.464,488.188,683.510,475.835,537.115,495.983,574.456,587.868,2475.100,557.541,685.978,690.180,58.366
1136.069,1290.364,2112.777,1130.800,757.372,1084.483,607.473,524.057,875.125,1072.626,648.212,443.394,555.978,492.400,458.672,472.825,459.356,495.800,518.875,988.446,732.967,487.444,558.568,431.390,588.650,471.212,452.986,464.406,647.754,549.000,483.357,553.543,722.121,493.774,597.406,611.041,358.948,438.391,531.449,673.979,420.308,542.750,508.414,570.206,616.396,2417.314,565.757,720.467,694.481,56.507
1322.172,1250.080,2161.785,1076.429,769.032,1068.356,585.782,554.811,832.714,969.548,683.538,425.556,563.888,508.169,470.312,473.825,471.661,508.360,536.450,962.230,773.617,485.506,534.182,451.750,583.833,452.125,487.333,472.348,615.348,570.167,513.482,514.500,708.310,496.858,612.138,618.512,376.000,404.043,475.203,656.083,485.011,545.192,512.917,616.868,605.755,2455.371,529.216,716.333,697.140,57.396
1241.448,1278.802,2127.669,1072.981,710.106,1102.085,596.455,560.151,853.929,992.278,665.038,433.246,535.483,505.415,526.203,447.333,457.870,519.620,545.550,906.324,783.642,462.198,510.932,439.615,529.817,490.825,470.222,483.232,558.058,534.900,514.446,546.900,688.207,511.594,638.675,617.325,385.793,444.681,532.406,619.479,459.132,556.567,498.901,611.294,611.660,2507.643,592.865,755.244,696.547,57.439
1229.931,1318.086,2062.909,1069.400,756.138,989.305,608.455,590.226,890.625,1012.217,600.400,438.430,535.584,492.154,468.047,447.603,443.746,483.720,548.150,950.892,772.508,444.494,511.750,432.510,544.367,486.913,475.597,499.855,572.942,527.617,482.143,542.014,686.724,510.887,609.981,570.715,392.448,455.159,516.290,674.125,477.769,532.346,516.066,546.750,643.368,2395.957,559.919,747.622,688.851,55.505
1341.776,1320.711,2179.512,1064.200,769.936,996.754,595.145,618.679,916.750,907.296,639.438,431.620,540.798,494.015,448.531,462.286,465.576,491.800,507.350,915.649,786.717,472.679,556.705,442.250,587.900,467.238,469.014,472.928,615.899,588.700,503.304,561.357,706.397,518.642,604.075,557.593,373.655,435.884,480.464,647.500,495.758,564.375,505.116,586.426,606.698,2386.071,508.243,718.111,694.323,56.854
1116.741,1307.481,2133.967,1114.400,732.745,1009.492,605.418,553.792,775.429,949.774,650.975,440.810,545.157,530.892,456.094,440.492,458.220,536.620,519.525,894.770,762.217,452.654,522.023,437.750,511.533,469.475,475.583,484.058,543.652,525.300,484.839,532.571,706.414,488.679,637.775,571.049,386.810,466.580,530.710,620.854,478.923,527.702,506.022,589.441,616.925,2400.186,639.135,741.667,685.069,55.608
1254.569,1292.422,2129.793,1110.905,752.628,1122.246,574.491,606.453,835.821,921.678,638.237,445.761,559.933,502.615,451.406,475.651,470.593,546.900,494.500,916.662,728.542,433.642,453.477,439.245,567.883,440.025,489.806,494.971,549.826,555.883,514.536,491.900,711.362,465.387,601.175,577.602,402.000,454.884,517.362,621.208,497.835,539.471,492.934,572.618,583.896,2510.600,520.622,759.244,689.400,58.028
1232.052,1282.572,2150.091,1094.533,747.596,1091.890,535.400,584.302,715.607,863.339,662.188,434.282,599.292,494.708,458.578,433.556,459.610,471.840,465.150,907.257,766.517,415.519,491.909,448.290,538.617,485.637,469.819,517.841,541.072,542.333,510.214,555.529,642.345,495.038,635.500,573.358,373.345,439.058,514.072,671.385,481.352,520.404,499.696,587.029,640.981,2394.186,567.027,705.044,681.395,56.313
1233.224,1321.235,2226.488,1150.590,774.096,1091.085,565.945,569.057,785.429,901.243,593.862,424.028,518.292,480.262,484.781,454.825,447.768,519.760,526.550,914.932,810.825,423.457,525.500,454.590,540.917,482.300,462.472,478.232,555.696,556.783,492.679,543.243,671.724,508.821,629.169,605.610,387.914,448.667,495.072,654.021,471.934,559.260,484.624,522.926,658.415,2401.843,527.622,637.644,686.988,57.765
1146.810,1256.759,2134.289,1109.352,726.457,1037.322,603.436,582.434,849.482,910.852,619.562,437.387,534.022,499.031,463.875,448.413,470.983,556.640,530.625,917.392,766.883,410.062,469.250,453.150,536.500,494.387,444.917,500.449,532.174,548.250,502.125,543.571,665.069,500.840,625.794,600.220,385.414,453.493,488.942,659.573,471.505,542.058,495.028,564.176,626.792,2535.900,552.432,747.844,686.498,57.557
1204.914,1362.283,2124.777,1173.914,764.723,1030.703,550.691,550.623,845.000,859.122,612.087,428.070,568.640,508.308,488.406,445.571,457.927,532.220,490.025,950.432,712.325,420.556,478.023,444.015,476.750,478.500,474.403,490.493,610.667,513.183,497.982,524.429,665.897,493.915,645.237,591.333,393.086,406.609,508.681,619.729,458.802,528.663,490.796,563.324,614.792,2510.243,589.811,729.311,685.000,58.225
1305.776,1280.727,2235.942,1155.790,735.713,1030.508,581.764,565.019,772.696,922.313,609.112,427.359,517.921,532.523,458.453,461.381,461.362,535.180,508.375,942.270,751.925,408.469,478.136,459.320,487.317,471.762,439.944,471.725,575.333,508.167,483.982,524.586,673.862,500.623,636.087,605.008,371.017,442.986,460.000,652.854,473.758,536.413,498.138,599.074,598.981,2409.600,544.486,721.644,683.862,58.223
1170.414,1321.658,2098.694,1094.048,734.457,1095.110,609.964,556.358,801.321,896.887,623.975,446.965,526.079,522.862,455.844,439.111,451.164,536.260,468.300,983.703,794.108,449.704,502.932,432.095,529.667,446.137,471.472,502.246,519.000,544.600,461.571,561.671,702.103,502.264,620.712,611.146,371.190,459.217,511.710,616.469,478.560,532.865,517.072,636.221,602.755,2540.843,585.243,708.778,688.448,57.876
1261.362,1346.118,2154.752,1094.267,708.777,1058.110,607.418,641.811,777.821,938.522,603.200,416.845,529.146,481.908,476.797,486.143,466.390,464.260,551.200,949.284,747.242,420.753,476.568,450.600,514.117,484.788,456.944,489.246,561.290,533.633,537.518,533.357,671.621,505.519,621.931,623.358,376.724,434.290,470.797,680.948,460.297,514.721,506.884,595.368,631.123,2566.357,589.946,766.067,692.419,59.154
1253.345,1288.321,2181.471,1079.905,762.840,1072.119,569.727,603.755,794.589,901.635,635.013,420.500,544.382,516.200,477.109,446.778,447.650,515.620,498.425,936.176,798.000,457.728,527.227,432.335,542.217,511.038,503.681,479.739,507.783,520.283,526.143,575.300,708.879,496.255,620.150,563.553,356.655,461.551,503.333,673.375,453.044,522.067,486.497,623.265,599.849,2355.529,630.324,823.844,691.775,56.223
1207.207,1366.840,2160.380,1116.552,776.660,1091.042,586.527,552.434,845.018,893.600,636.550,407.430,560.337,478.108,467.516,465.714,438.418,479.880,548.925,950.703,781.242,398.543,511.705,446.660,563.783,470.275,481.264,488.203,582.536,556.467,512.875,551.643,661.810,472.226,669.638,582.878,394.069,451.826,503.884,729.479,464.780,529.115,514.978,573.029,607.915,2443.586,570.459,777.044,694.203,57.621
1210.431,1327.642,2107.992,1132.648,730.330,1007.186,552.055,609.981,890.393,912.426,607.000,434.789,520.337,495.385,436.969,491.651,416.017,536.900,504.700,911.662,764.125,414.778,492.205,433.085,533.283,489.800,493.083,472.435,539.971,546.600,503.571,526.857,732.672,484.642,642.750,567.837,375.914,439.478,488.971,669.260,490.593,547.731,486.011,608.765,597.726,2370.957,555.703,773.756,684.980,55.888
1222.672,1326.701,2120.835,1071.038,734.511,1013.720,618.364,543.189,879.054,906.435,569.812,440.570,518.483,463.862,461.594,485.540,434.797,529.280,480.400,918.122,766.433,435.852,540.250,462.630,506.000,427.587,460.472,488.826,523.464,563.533,501.411,527.671,691.293,457.009,621.425,604.260,370.862,453.986,527.667,655.646,467.099,491.077,484.680,561.441,617.368,2459.586,531.892,746.844,680.943,57.215
1257.414,1305.818,2049.372,1141.476,740.181,1059.576,574.836,518.113,858.018,945.852,585.938,449.197,518.090,496.785,434.109,474.905,402.537,508.420,493.325,950.500,764.217,457.444,497.545,461.690,520.950,439.300,445.903,504.493,571.536,543.433,485.107,516.400,688.069,479.274,650.369,578.350,385.621,403.087,487.884,617.542,434.703,517.173,502.862,575.059,604.151,2379.214,538.946,772.844,678.909,56.085
1230.328,1368.283,2099.455,1084.486,771.830,1005.136,561.709,566.170,825.768,837.504,582.763,461.718,511.978,473.508,422.750,504.222,412.040,523.660,495.450,941.568,791.933,439.025,541.023,444.705,556.967,455.450,492.611,484.565,559.116,518.117,528.500,526.100,713.207,483.009,631.075,561.008,383.241,418.087,479.493,664.990,463.187,543.769,506.989,560.044,587.075,2364.914,542.568,716.844,679.957,55.781
1200.345,1345.214,2109.983,1185.400,718.702,979.017,550.455,544.358,813.446,896.487,604.888,434.345,524.820,505.077,468.922,460.762,388.169,528.500,597.000,913.041,763.883,488.111,487.614,444.145,533.233,435.825,474.847,458.391,541.029,550.350,492.446,547.129,692.086,479.528,638.594,583.837,366.828,417.261,501.275,625.688,467.714,553.904,500.890,619.162,621.434,2417.700,552.676,719.356,682.164,56.578
1239.000,1267.439,2225.793,1042.152,783.596,941.839,586.473,565.491,831.589,924.600,609.188,431.310,535.719,473.846,455.078,435.841,404.508,541.280,540.125,979.473,804.150,462.259,531.750,434.740,521.767,478.238,449.889,470.406,534.029,574.017,518.929,553.229,700.552,485.368,618.987,633.447,386.155,451.174,505.841,662.875,469.473,530.817,482.923,567.162,594.906,2400.414,545.432,738.822,685.877,57.084
1255.793,1306.759,2118.025,1117.838,733.745,875.678,537.127,571.377,780.250,936.922,589.487,442.923,535.067,512.462,449.672,471.730,384.322,522.080,550.300,1027.297,742.908,448.753,468.864,450.195,542.650,450.413,469.111,481.348,589.667,605.750,569.893,499.629,685.638,493.660,627.431,594.301,368.276,430.507,505.174,644.052,474.670,547.423,509.470,561.706,603.302,2418.900,544.324,718.689,682.616,56.481
1270.879,1371.829,2135.017,1129.114,790.436,873.983,551.164,561.755,847.286,882.000,592.062,412.577,516.326,496.662,467.047,438.429,376.678,521.680,544.325,924.770,761.850,423.568,464.659,453.975,504.717,475.637,429.431,514.406,563.101,520.967,508.482,533.214,699.569,511.132,647.594,586.642,394.190,453.377,504.087,650.698,483.396,559.702,483.978,559.529,595.358,2370.986,512.270,705.133,678.660,56.527
1269.655,1344.112,2166.620,1153.933,742.830,883.958,590.055,585.075,851.107,928.835,570.138,416.261,528.876,518.569,458.344,457.556,352.819,542.520,568.000,899.135,785.375,448.383,550.409,430.015,538.267,467.512,477.292,463.522,562.362,537.967,510.286,544.386,682.793,507.500,652.212,577.846,329.690,429.145,480.812,679.875,438.209,538.510,504.635,596.485,565.236,2417.314,593.892,721.222,684.574,57.408
1219.121,1361.647,2171.306,1158.667,741.181,797.068,625.855,580.755,867.536,950.696,638.837,425.176,549.607,533.769,422.188,463.000,353.887,567.600,495.775,929.689,734.850,423.346,549.795,441.745,567.783,468.750,453.111,455.754,527.652,515.867,503.304,586.957,699.483,464.104,644.950,597.325,374.224,413.928,512.855,606.510,477.846,523.404,525.464,601.588,598.868,2505.929,522.973,823.356,686.981,58.571
1261.897,1288.610,2148.529,1087.981,753.766,782.890,585.073,535.170,856.161,974.617,605.050,437.725,550.888,506.769,468.547,469.444,359.542,523.800,448.600,945.568,768.333,455.840,555.614,445.730,538.300,502.000,471.972,458.232,553.464,529.467,456.929,521.086,713.000,504.736,605.000,597.049,345.052,439.623,486.116,673.135,448.615,531.192,503.796,603.588,612.887,2527.171,532.595,763.489,681.972,58.344
1201.138,1294.016,2102.339,1137.590,746.287,788.771,567.073,591.151,761.929,906.878,616.163,428.852,541.236,480.554,445.453,412.460,336.514,549.600,477.875,934.270,748.658,454.556,519.841,444.745,537.150,449.600,511.208,465.971,547.870,520.517,475.018,509.200,732.052,481.934,608.281,557.317,367.310,447.580,510.290,665.635,461.429,550.067,512.414,605.765,654.481,2483.300,522.703,708.867,674.456,57.000
1192.345,1293.492,2091.512,1109.933,763.894,744.805,582.436,551.340,784.089,970.696,622.975,427.817,505.348,533.031,438.469,468.048,369.831,490.880,513.125,901.730,754.058,454.333,492.205,452.020,579.200,462.375,422.875,457.768,564.536,557.217,472.411,509.729,701.586,497.302,606.394,580.374,384.966,454.072,536.493,643.604,507.516,506.048,515.702,574.544,606.075,2416.957,478.838,723.333,672.257,55.771
1275.672,1297.487,2142.488,1175.638,756.777,726.169,593.636,615.208,844.464,912.113,645.375,439.275,560.708,489.646,436.547,463.444,352.000,553.700,522.325,973.135,783.225,433.123,525.682,446.290,546.617,471.587,418.806,498.957,544.101,517.283,489.964,477.886,688.259,502.981,651.862,600.528,375.397,433.638,490.362,674.135,466.275,545.192,491.547,602.779,629.632,2438.229,512.162,695.222,681.824,57.286
1192.397,1367.032,2030.893,1108.476,775.372,705.314,580.782,554.057,777.393,928.591,623.725,431.437,518.382,506.308,432.438,459.270,367.475,524.640,568.600,916.122,786.742,445.728,524.227,459.930,550.533,437.675,442.264,502.493,574.478,561.750,498.232,522.871,660.103,509.292,631.612,592.659,388.983,434.913,489.058,614.021,469.989,578.558,500.425,573.353,632.604,2410.043,519.676,688.222,674.357,55.116
1187.897,1316.193,2053.488,1006.724,744.043,740.619,600.745,592.906,827.429,941.557,616.763,431.423,529.213,491.554,479.359,432.889,376.938,488.480,570.450,913.581,764.975,434.160,538.364,457.465,548.983,445.200,451.417,449.797,586.957,522.917,500.339,542.700,650.448,529.915,648.350,558.829,377.310,452.739,516.986,658.688,477.824,516.644,488.365,596.765,613.670,2411.157,580.351,781.356,675.936,54.838
1180.552,1304.021,2139.165,1067.819,732.011,764.746,579.055,550.415,789.982,902.026,636.975,436.190,553.247,517.631,491.859,464.222,373.734,497.720,532.075,862.284,738.400,454.852,525.159,435.275,537.600,456.750,484.736,472.855,569.536,512.433,490.411,515.671,714.621,490.160,608.850,571.919,389.328,459.899,478.536,607.073,454.505,553.000,534.691,622.897,588.132,2374.929,537.514,748.489,672.999,55.143
1225.759,1350.230,2125.992,1061.219,766.436,768.983,592.382,615.491,869.125,912.870,609.438,431.613,593.494,520.385,456.188,481.603,373.876,554.220,513.575,910.243,812.150,454.840,560.955,441.945,586.333,461.062,457.375,480.087,560.493,522.133,510.732,543.143,641.397,498.868,619.087,579.463,373.431,462.319,498.043,670.438,466.396,499.490,519.011,629.838,579.613,2472.657,553.324,684.822,684.845,56.748
1274.431,1304.679,2162.926,1114.752,750.872,768.686,564.036,597.340,855.911,927.687,652.712,421.014,575.528,525.938,444.875,451.778,356.927,588.720,590.875,898.459,799.383,438.519,564.250,450.025,569.500,413.962,482.167,477.768,602.246,589.917,542.393,517.771,700.086,511.085,633.606,608.724,388.138,477.130,501.203,674.750,455.077,560.885,511.746,657.294,600.943,2338.443,498.946,785.444,691.241,55.431
1264.845,1357.476,2139.033,1208.467,758.532,788.864,571.200,522.642,895.179,966.443,621.775,384.317,532.011,521.415,487.812,445.937,374.825,559.720,532.375,954.932,760.083,471.642,524.614,460.010,539.167,455.300,522.125,481.580,528.290,518.300,532.179,513.171,662.207,514.604,659.938,580.325,399.000,441.507,505.101,653.958,457.846,547.288,513.359,629.941,632.717,2470.586,578.162,769.178,691.875,57.828
1215.621,1309.989,2105.496,1078.000,740.436,803.110,545.455,550.094,865.661,939.965,616.888,365.838,518.674,494.123,451.000,454.921,386.322,465.960,503.200,954.203,757.567,441.395,472.273,434.140,540.733,464.925,476.347,470.275,571.638,523.250,473.339,501.614,665.034,489.179,631.188,589.252,356.328,451.594,514.333,674.750,460.264,530.404,511.867,583.471,629.858,2400.800,534.459,716.156,671.487,56.235
1187.500,1333.241,2182.041,1120.667,736.947,766.008,587.709,549.075,803.732,953.870,602.850,361.824,533.910,493.308,465.188,419.460,394.175,570.320,485.900,940.649,748.033,434.593,511.636,421.425,572.150,472.750,496.958,515.087,576.101,562.700,530.054,571.386,643.241,515.491,613.194,594.366,382.741,427.232,560.145,622.927,462.176,526.356,503.055,583.485,606.028,2419.571,512.054,763.556,679.935,56.905
1288.207,1298.476,2151.174,1145.857,753.362,834.153,635.073,532.189,760.214,962.113,642.000,350.718,536.584,485.415,449.484,471.159,372.932,505.900,515.800,903.351,803.817,451.914,541.273,448.405,558.817,449.700,477.000,487.783,518.768,525.683,542.250,517.186,694.345,489.651,656.125,561.008,388.879,433.493,508.986,630.312,461.736,528.606,498.713,628.250,601.358,2386.429,552.595,758.689,681.165,56.656
1238.172,1301.818,2144.521,1054.086,720.872,812.102,551.273,524.717,870.536,941.391,602.538,342.951,521.899,515.523,441.891,427.000,387.757,539.660,550.675,900.541,774.967,443.395,543.136,439.650,537.700,441.488,470.417,481.435,541.623,530.483,506.429,535.571,688.672,495.292,609.706,555.691,405.707,396.145,480.638,641.490,465.516,557.250,521.293,571.471,638.170,2396.071,575.811,771.111,675.130,56.362
1227.690,1382.786,2066.446,1070.038,696.362,845.847,594.309,559.906,833.375,966.148,661.038,338.613,547.966,531.369,468.234,479.016,382.859,538.300,557.450,942.405,731.517,455.074,490.636,436.025,584.750,483.725,469.042,503.928,581.667,551.867,501.714,564.714,714.052,493.274,621.800,576.382,388.879,466.725,505.000,642.042,476.725,557.269,512.514,600.882,596.028,2454.986,556.189,766.400,686.958,56.216
1227.655,1334.193,2045.322,1089.229,708.691,811.602,593.473,565.604,881.982,956.148,607.525,344.690,509.596,526.631,521.828,460.984,397.085,604.480,582.800,928.608,786.367,449.975,537.886,444.285,574.450,438.613,430.639,460.072,556.652,514.617,491.643,519.971,661.448,508.160,639.506,600.106,382.914,416.493,539.623,694.021,497.945,537.423,501.939,601.338,590.415,2478.729,580.541,698.000,683.998,56.284
1158.466,1338.225,2136.397,1057.048,712.777,894.915,561.236,563.472,858.446,943.226,636.688,341.655,552.022,465.154,441.641,452.079,391.480,475.700,505.775,952.473,798.433,405.321,527.477,446.980,578.750,483.337,465.333,457.623,570.217,533.350,497.232,501.729,674.914,477.915,631.575,579.341,373.483,425.841,506.594,663.969,460.099,483.962,497.249,591.441,593.698,2463.343,547.108,783.089,676.214,57.489
1129.552,1304.765,2211.430,1110.219,769.436,863.847,580.145,560.396,801.179,932.365,623.850,335.056,506.573,506.754,435.344,421.841,391.780,518.380,497.475,898.905,765.592,424.506,458.864,440.645,573.317,476.350,497.333,455.565,538.101,534.667,538.696,509.957,698.759,486.509,625.025,592.959,355.810,457.072,485.072,646.448,480.670,555.500,504.304,572.485,601.142,2381.671,556.541,688.200,672.939,56.775
1205.776,1330.348,2148.504,1115.914,753.574,849.729,573.091,579.132,855.571,940.583,580.300,325.556,519.798,510.831,445.141,492.270,386.955,512.380,484.800,985.500,737.433,449.568,474.136,453.795,525.900,453.900,505.875,496.870,576.826,525.867,527.304,541.271,661.983,493.660,625.594,578.992,395.603,421.710,507.101,651.573,496.110,524.712,523.773,578.368,605.868,2360.100,557.378,710.733,678.287,56.115
1140.672,1317.257,2138.702,1067.448,761.585,893.983,569.800,524.774,801.321,952.261,611.800,333.352,558.539,536.277,441.188,473.286,402.842,503.600,549.100,987.203,727.517,429.086,510.091,457.950,519.200,461.900,464.181,465.319,583.391,578.900,502.179,549.786,690.086,484.689,620.169,565.228,364.897,449.783,478.739,667.500,497.989,555.048,509.453,625.956,626.519,2486.886,534.946,746.044,681.634,57.254
1201.431,1276.390,2105.835,1057.476,728.755,884.720,548.109,567.736,858.304,915.130,624.825,329.542,577.438,529.600,416.797,431.333,382.096,500.320,490.300,921.851,753.383,456.037,534.568,424.545,501.100,490.462,503.944,451.058,569.754,546.233,508.411,528.443,685.224,454.160,661.438,591.154,389.983,456.290,486.290,642.010,490.308,517.327,516.094,572.603,588.396,2388.329,531.162,775.422,674.211,55.651
1341.328,1336.701,2053.372,1095.638,790.787,908.551,560.091,575.660,850.821,964.948,594.587,341.359,536.258,482.615,448.391,499.159,403.887,541.760,534.325,942.608,857.658,504.716,466.114,454.020,529.933,495.262,447.528,490.507,547.348,539.067,498.804,526.786,714.638,469.358,613.862,598.285,353.914,487.942,498.000,633.062,503.088,536.010,489.409,614.029,632.085,2456.871,546.189,714.889,687.963,56.994
1298.121,1353.027,2113.380,1069.971,761.309,884.237,602.618,580.377,865.143,980.678,627.638,356.852,590.427,492.800,438.172,462.968,399.548,549.300,555.100,991.392,779.417,448.654,578.795,431.940,584.767,474.562,453.847,496.565,595.130,541.367,498.018,534.329,695.759,515.302,647.700,599.789,364.138,457.420,520.145,633.083,479.418,558.279,495.182,590.515,584.736,2479.571,592.757,740.667,694.686,57.450
1234.466,1357.706,2116.041,1092.610,741.181,920.186,576.891,570.377,829.679,997.878,613.025,358.965,519.348,522.385,437.922,466.254,408.751,542.160,535.600,892.297,747.867,454.296,510.136,443.125,544.350,456.438,470.486,451.957,581.551,594.700,501.250,557.329,711.310,536.028,657.462,574.935,386.741,473.971,503.942,695.969,521.011,542.567,513.331,598.015,597.896,2508.486,620.135,742.756,692.328,57.503
1216.845,1291.476,2234.397,1108.048,731.904,915.203,551.491,577.245,813.821,946.652,643.600,362.458,559.551,513.969,495.484,444.492,410.169,540.740,549.525,921.297,767.475,426.049,522.045,423.995,586.250,488.712,473.208,482.435,547.464,522.217,509.161,552.557,694.310,481.840,644.538,578.650,399.103,434.101,492.087,655.125,467.363,531.875,488.011,618.118,601.745,2391.386,566.811,739.200,685.712,57.048
1242.293,1303.701,2143.537,1095.629,759.074,908.085,623.055,605.585,904.661,947.913,602.900,348.310,566.854,497.785,453.219,453.968,414.638,510.160,566.850,939.459,779.358,475.469,488.295,438.640,579.633,478.850,490.875,453.333,571.884,508.417,458.446,554.114,685.983,484.047,648.763,580.488,407.621,439.435,499.594,654.729,497.505,507.106,511.901,589.324,592.368,2392.986,570.730,698.111,685.952,56.328
1218.534,1338.572,2132.835,1056.667,821.287,906.008,585.364,552.830,835.000,988.757,613.250,360.380,549.090,491.077,437.344,481.556,412.723,568.080,510.900,897.216,793.742,442.222,473.523,437.245,526.333,476.863,458.139,452.362,580.159,546.200,478.000,546.014,608.897,488.755,606.356,586.366,389.414,452.029,486.029,656.135,475.692,491.019,497.696,562.676,638.632,2398.914,540.649,738.800,678.882,56.546
1223.621,1351.273,2098.364,1141.657,752.713,953.585,561.618,541.698,858.893,925.000,660.788,357.613,540.876,562.708,448.594,466.524,424.904,550.980,566.700,992.851,762.358,414.988,475.636,431.030,549.667,483.775,444.514,480.406,568.797,544.867,446.018,552.300,666.776,495.594,654.500,603.943,385.155,439.609,481.130,679.135,465.967,530.529,504.459,567.000,630.557,2442.414,596.784,671.956,686.475,57.011
