0001-0061-0035,0001-0091-0099,0001-0049-0095,0001-0065-0081,0001-0067-0105,0001-0061-0107,Average,Err
339.529,830.931,1288.220,1227.036,2395.606,2744.279,1470.934,343.955
343.129,834.275,1319.811,1267.677,2303.939,2713.588,1463.737,332.466
338.765,812.389,1370.228,1262.299,2326.899,2582.029,1448.768,322.034
340.636,833.166,1327.732,1287.054,2390.929,2590.471,1461.665,326.508
338.151,763.101,1346.535,1258.988,2344.222,2676.544,1454.590,335.789
340.350,787.032,1326.039,1257.635,2360.828,2647.206,1453.182,332.752
333.387,778.000,1340.150,1278.575,2340.040,2608.412,1446.427,328.036
339.193,751.170,1323.780,1255.766,2331.000,2667.147,1444.676,334.720
340.156,748.911,1324.654,1270.000,2333.263,2674.956,1448.656,335.495
337.672,695.660,1343.504,1286.096,2336.152,2717.912,1452.833,343.079
338.503,693.117,1275.756,1287.174,2291.515,2675.721,1426.964,336.342
333.317,602.964,1284.976,1273.737,2345.303,2580.662,1403.493,337.052
343.310,567.757,1257.646,1244.689,2332.020,2675.088,1403.418,347.533
332.746,508.870,1252.031,1248.802,2253.788,2743.838,1390.013,354.031
339.120,472.417,1301.661,1304.934,2356.424,2705.662,1413.370,358.353
341.284,476.121,1287.031,1274.437,2377.192,2739.088,1415.859,363.223
338.861,470.409,1316.094,1330.946,2379.485,2687.721,1420.586,358.122
342.174,449.085,1291.803,1312.629,2335.838,2694.926,1404.409,357.269
343.317,459.721,1325.465,1337.485,2363.949,2896.426,1454.394,378.627
342.874,489.955,1314.157,1318.491,2381.343,2661.059,1417.980,353.988
347.793,493.846,1288.819,1321.802,2419.374,2696.574,1428.035,359.870
343.938,514.907,1344.953,1318.820,2392.414,2701.618,1436.108,356.665
347.186,541.672,1361.362,1379.976,2363.333,2752.456,1457.664,356.847
340.080,557.534,1275.024,1313.473,2299.707,2772.368,1426.364,355.316
342.087,590.870,1290.835,1302.707,2385.838,2807.088,1453.238,362.477
341.113,587.020,1315.528,1297.599,2266.657,2840.853,1441.461,358.106
340.580,605.555,1323.969,1312.958,2401.374,2804.956,1464.898,362.026
344.679,641.049,1285.150,1300.317,2442.697,2756.338,1461.705,358.115
350.427,672.215,1318.016,1283.641,2327.111,2790.559,1456.995,350.604
340.920,668.976,1397.173,1326.036,2371.879,2699.662,1467.441,344.315
349.672,701.372,1310.654,1325.880,2410.697,2924.471,1503.791,368.391
342.061,717.291,1320.961,1372.521,2408.303,2729.206,1481.724,347.040
338.727,708.530,1330.260,1316.778,2361.354,2729.750,1464.233,344.960
342.607,715.555,1275.709,1264.479,2387.970,2738.603,1454.154,348.437
336.954,740.729,1386.228,1269.425,2403.646,2697.397,1472.397,343.230
346.332,750.304,1334.331,1334.281,2361.313,2642.471,1461.505,332.754
341.531,739.174,1365.717,1284.784,2426.081,2688.676,1474.327,343.668
342.787,773.534,1371.717,1355.240,2402.737,2858.691,1517.451,356.037
344.623,761.255,1273.780,1340.760,2399.000,2773.779,1482.200,349.046
335.344,792.984,1358.606,1340.437,2387.768,2817.103,1505.374,350.574
344.988,802.308,1292.685,1354.449,2394.808,2695.588,1480.804,338.004
333.761,800.632,1326.858,1352.293,2386.384,2753.382,1492.218,343.887
338.818,845.377,1221.756,1366.485,2414.556,2849.059,1506.008,354.662
338.920,817.008,1228.000,1366.000,2347.131,2921.662,1503.120,359.213
337.576,825.097,1271.740,1348.461,2436.071,2915.324,1522.378,363.553
339.793,818.789,1291.236,1316.072,2356.030,2803.088,1487.501,346.307
344.858,818.883,1284.339,1353.982,2391.808,2838.603,1505.412,351.706
339.630,839.300,1332.346,1317.198,2386.636,2750.206,1494.219,341.298
339.248,891.437,1295.551,1352.467,2484.333,2861.485,1537.420,357.282
340.415,821.968,1259.118,1338.467,2437.778,2850.779,1508.087,357.154
339.742,817.109,1260.661,1371.048,2327.747,2863.000,1496.551,350.766
341.453,777.628,1311.016,1298.814,2353.343,2806.000,1481.376,348.489
342.919,736.591,1326.016,1380.659,2364.606,2795.926,1491.119,349.310
346.516,678.846,1329.795,1342.952,2369.465,2835.382,1483.826,357.309
337.768,568.243,1308.740,1334.533,2454.980,2789.338,1465.600,367.053
339.146,506.178,1347.386,1366.425,2380.717,2634.912,1429.127,349.998
343.802,477.113,1327.795,1320.234,2426.737,2738.559,1439.040,365.743
349.610,445.142,1333.598,1317.216,2319.535,2835.397,1433.416,369.893
342.695,421.915,1369.189,1334.868,2266.707,2764.985,1416.727,361.033
346.536,432.202,1295.669,1387.587,2433.980,2836.191,1455.361,378.991
347.785,437.057,1355.362,1367.449,2418.677,2804.294,1455.104,373.757
346.559,451.632,1370.717,1371.120,2386.980,2796.794,1453.967,369.629
343.898,451.972,1275.173,1358.856,2486.182,2884.529,1466.768,386.877
349.575,489.190,1330.252,1358.707,2322.071,2819.750,1444.924,364.895
348.963,494.729,1335.409,1340.437,2457.424,2813.059,1465.004,373.476
350.256,517.028,1318.449,1377.030,2484.515,2841.118,1481.399,376.461
352.359,554.008,1334.685,1291.305,2382.010,2862.662,1462.838,369.285
346.174,591.603,1402.496,1308.222,2411.222,2809.368,1478.181,363.039
344.298,610.186,1365.378,1340.802,2382.141,2746.250,1464.843,353.348
345.642,600.206,1289.858,1313.569,2390.586,2823.382,1460.541,363.480
342.597,629.032,1369.110,1416.713,2392.545,2730.853,1480.142,350.852
342.690,650.725,1374.126,1370.371,2370.424,2720.765,1471.517,347.064
347.378,672.304,1311.669,1421.132,2424.939,2835.618,1502.173,361.120
350.242,673.927,1360.189,1357.425,2442.879,2892.971,1512.939,367.899
345.603,707.441,1394.079,1400.347,2395.051,2767.309,1501.638,349.170
336.107,720.000,1286.488,1368.036,2445.444,2819.750,1495.971,359.844
338.461,706.579,1394.906,1309.443,2372.657,2765.132,1481.196,349.047
343.266,749.664,1268.654,1395.311,2436.071,2952.912,1524.313,370.778
344.605,721.453,1253.425,1317.257,2342.667,2783.000,1460.401,348.888
338.852,774.518,1263.606,1361.174,2351.000,2709.015,1466.361,338.660
334.971,784.012,1329.472,1386.329,2387.101,2866.382,1514.711,356.081
335.916,782.453,1273.276,1380.317,2384.455,2867.132,1503.925,356.951
330.522,757.960,1299.677,1400.575,2378.495,2929.132,1516.060,364.423
336.566,797.794,1242.252,1346.036,2420.990,2760.250,1483.981,348.478
336.074,783.822,1291.748,1365.341,2421.626,2822.132,1503.457,354.593
344.171,801.061,1255.449,1381.437,2474.949,2893.382,1525.075,364.638
338.334,837.899,1299.575,1375.150,2398.667,2779.838,1504.910,345.167
340.208,823.907,1259.252,1411.473,2440.414,2853.176,1521.405,356.711
341.755,838.899,1361.772,1372.222,2327.293,2824.603,1511.091,343.684
343.371,834.822,1367.378,1380.772,2510.182,2906.956,1557.247,364.859
340.481,838.571,1314.685,1307.335,2430.444,2820.882,1508.733,352.114
346.183,832.352,1290.228,1333.749,2410.162,2869.162,1513.639,355.535
344.010,835.777,1359.622,1425.503,2443.970,2810.794,1536.613,349.761
352.422,860.522,1360.504,1387.976,2476.303,2868.971,1551.116,356.271
345.830,825.704,1328.386,1436.778,2469.960,2736.088,1523.791,345.027
348.545,799.599,1381.339,1414.814,2518.879,2901.162,1560.723,365.794
351.453,708.911,1336.283,1388.725,2379.172,2882.294,1507.806,360.073
347.806,619.960,1306.157,1385.796,2368.323,2864.162,1482.034,363.839
347.898,565.271,1336.457,1390.054,2356.242,2842.956,1473.146,364.091
344.594,490.312,1401.756,1337.090,2357.202,2850.103,1463.509,370.443
343.915,457.761,1343.976,1358.311,2443.869,2825.662,1462.249,376.642
344.884,437.332,1348.630,1385.754,2411.535,2767.750,1449.314,369.767
347.968,415.806,1338.850,1379.749,2380.879,2873.529,1456.130,379.842
347.973,442.494,1279.409,1378.461,2449.535,2904.868,1467.123,386.498
354.225,446.700,1329.882,1365.108,2404.293,2897.426,1466.272,381.266
349.354,452.749,1320.945,1422.766,2440.141,2763.956,1458.319,370.052
346.173,458.988,1329.150,1384.707,2403.515,2730.088,1442.103,363.885
350.120,508.474,1259.268,1444.048,2399.232,2738.912,1450.009,361.131
345.557,537.789,1278.409,1325.144,2413.444,2820.500,1453.474,369.060
350.330,552.684,1204.709,1339.695,2359.162,2908.794,1452.562,374.218
347.089,560.943,1291.394,1409.377,2436.172,2812.941,1476.319,367.409
347.793,588.377,1282.126,1344.120,2402.697,2883.368,1474.747,371.003
348.343,594.028,1287.787,1384.886,2347.253,2723.118,1447.569,349.712
342.899,630.275,1259.882,1343.449,2375.717,2797.632,1458.309,358.150
341.905,620.113,1261.441,1384.605,2463.788,2849.132,1486.831,370.196
341.944,631.247,1303.472,1416.491,2431.444,2814.324,1489.820,362.700
337.468,662.239,1293.465,1385.401,2447.152,2813.971,1489.949,362.557
339.880,677.903,1320.047,1369.916,2438.364,2893.000,1506.518,368.622
337.844,684.692,1314.811,1342.838,2430.424,2896.706,1501.219,368.586
334.105,701.891,1319.386,1404.036,2431.788,2794.265,1497.578,356.738
338.692,697.291,1317.921,1370.731,2467.798,2813.838,1501.045,361.541
340.570,741.785,1308.465,1363.491,2492.242,2894.971,1523.587,368.994
335.237,731.534,1340.622,1332.413,2476.535,2818.309,1505.775,361.019
336.998,748.243,1307.425,1361.353,2433.848,2751.544,1489.902,350.073
339.533,781.555,1298.882,1324.353,2455.525,2845.574,1507.570,359.684
346.637,789.980,1344.732,1364.168,2484.000,2817.779,1524.549,356.609
347.300,771.126,1331.142,1397.784,2391.737,2847.059,1514.358,353.846
337.844,771.494,1303.528,1387.305,2437.303,2677.206,1485.780,341.393
344.000,795.547,1375.118,1305.066,2401.202,2894.397,1519.222,359.029
341.793,822.781,1296.732,1414.407,2461.909,2891.294,1538.153,361.361
345.084,806.660,1320.268,1339.240,2423.303,2905.074,1523.271,361.177
342.542,812.777,1425.850,1366.713,2571.263,2909.206,1571.392,370.365
341.710,793.846,1378.614,1319.689,2413.990,2948.779,1532.771,365.735
348.141,849.348,1312.339,1367.377,2446.485,2867.456,1531.858,356.005
344.900,831.943,1341.646,1353.257,2432.313,2865.559,1528.270,355.759
343.084,797.931,1270.685,1386.976,2477.980,2845.176,1520.305,359.791
340.821,790.668,1305.945,1388.778,2437.061,2817.647,1513.487,353.948
350.051,714.130,1280.819,1391.671,2318.939,2866.500,1487.018,354.993
345.867,656.449,1242.276,1357.695,2392.111,2796.618,1465.169,357.463
349.658,609.717,1225.906,1389.623,2438.323,2770.485,1463.952,360.940
354.649,520.583,1249.102,1421.228,2542.727,2959.059,1507.891,392.853
352.542,475.239,1248.268,1359.701,2410.919,2802.574,1441.540,371.028
347.759,454.368,1230.134,1394.563,2439.707,2838.206,1450.789,378.750
339.753,461.551,1166.858,1343.647,2414.687,2808.029,1422.421,375.332
354.267,419.328,1279.496,1381.946,2360.707,2877.353,1445.516,378.712
357.583,455.239,1241.992,1360.910,2516.556,2930.015,1477.049,392.914
361.554,438.470,1294.370,1298.341,2455.646,2842.632,1448.502,380.273
353.059,460.709,1301.449,1367.461,2363.838,2861.926,1451.407,374.147
356.500,479.854,1267.047,1315.096,2385.263,2856.456,1443.369,374.209
355.428,492.943,1235.260,1350.455,2357.859,2918.368,1451.719,378.240
352.276,544.466,1272.480,1329.569,2356.525,2846.029,1450.224,366.731
351.990,556.567,1305.984,1360.575,2444.394,2817.397,1472.818,368.482
349.782,580.057,1272.811,1327.299,2380.768,2874.206,1464.154,369.204
347.762,590.255,1257.575,1340.814,2576.828,2777.662,1481.816,373.772
353.773,613.794,1325.370,1354.521,2369.293,2815.176,1471.988,358.682
344.816,628.595,1287.583,1340.754,2436.273,2842.779,1480.133,366.726
339.754,660.389,1263.890,1335.862,2350.980,2814.632,1460.918,356.568
339.486,653.304,1329.425,1369.491,2366.172,2894.000,1491.980,365.259
338.042,678.093,1291.717,1396.323,2456.505,2821.382,1497.010,362.886
334.404,684.360,1280.205,1373.419,2362.111,2780.765,1469.211,352.220
337.288,719.684,1309.102,1351.066,2472.030,2828.176,1502.891,362.409
332.958,693.279,1330.717,1428.599,2385.253,2896.882,1511.281,364.415
334.019,725.441,1371.110,1406.563,2407.980,2954.574,1533.281,369.623
337.080,737.729,1300.583,1376.958,2327.889,2897.382,1496.270,358.482
333.844,760.429,1296.843,1276.359,2423.061,2840.000,1488.423,359.205
335.023,788.061,1287.409,1393.946,2330.586,2872.721,1501.291,353.345
339.654,807.976,1231.441,1370.311,2471.778,2765.485,1497.774,351.979
335.487,758.968,1201.646,1378.263,2480.828,2923.882,1513.179,372.584
340.485,787.595,1187.150,1385.024,2432.000,2822.250,1492.417,356.671
334.606,788.409,1156.591,1371.713,2514.313,2836.897,1500.421,365.719
337.845,797.543,1233.157,1394.641,2413.020,2808.471,1497.446,352.452
335.317,810.874,1149.024,1439.527,2446.697,2877.015,1509.742,363.244
339.612,815.324,1244.079,1373.162,2366.394,2828.588,1494.526,350.098
341.129,832.510,1256.189,1363.084,2400.242,2833.735,1504.482,351.816
347.993,843.802,1292.780,1371.838,2421.909,2778.691,1509.502,345.668
344.295,830.996,1246.898,1415.754,2412.939,2865.221,1519.350,355.489
347.030,875.615,1300.449,1407.162,2463.111,2883.309,1546.113,357.305
349.338,866.939,1233.630,1400.880,2381.485,2843.074,1512.558,349.026
343.226,865.810,1275.717,1406.844,2444.515,2841.294,1529.568,352.973
345.785,839.802,1314.055,1335.246,2442.111,2877.000,1525.666,357.831
349.201,833.211,1281.087,1346.569,2276.717,2882.824,1494.935,347.840
349.256,870.093,1303.126,1395.287,2418.404,2843.250,1529.903,350.125
353.017,819.271,1332.504,1392.461,2393.838,2831.162,1520.376,349.087
351.529,809.287,1254.969,1359.389,2474.131,2763.809,1502.186,350.476
348.507,733.231,1333.165,1376.449,2436.414,2742.088,1494.976,348.667
351.344,705.810,1294.362,1327.916,2536.192,2957.441,1528.844,380.602
351.088,637.482,1333.512,1403.371,2507.253,2913.294,1524.333,376.733
353.707,552.247,1311.921,1386.719,2504.404,2945.544,1509.090,385.802
356.227,502.830,1311.646,1333.090,2393.303,2814.015,1451.852,368.051
361.691,483.543,1288.661,1341.826,2444.545,2823.824,1457.348,373.883
365.366,466.745,1346.181,1416.994,2480.465,2847.250,1487.167,378.629
355.713,470.150,1335.551,1375.760,2501.384,2962.132,1500.115,392.749
362.333,471.611,1266.701,1374.988,2346.677,2893.941,1452.708,375.220
354.394,485.417,1267.008,1375.293,2403.455,2849.015,1455.764,374.016
359.071,500.393,1300.488,1375.587,2385.939,2752.765,1445.707,361.049
358.201,512.526,1250.717,1411.132,2467.788,2914.838,1485.867,383.190
357.320,567.453,1255.063,1336.389,2448.657,2787.544,1458.738,365.514
354.479,571.142,1267.976,1359.359,2442.505,2906.515,1483.663,376.888
351.386,613.911,1245.709,1439.305,2515.747,2888.324,1509.064,377.547
348.741,605.113,1205.047,1394.491,2483.111,2918.868,1492.562,380.194
349.533,622.194,1208.772,1393.281,2430.111,2809.853,1468.957,363.828
337.376,641.186,1194.661,1389.743,2399.828,2822.324,1464.186,363.057
341.696,634.097,1252.449,1364.042,2427.465,2770.912,1465.110,358.985
337.829,667.660,1234.969,1383.796,2443.172,2800.265,1477.948,361.498
338.195,700.717,1241.126,1333.234,2431.960,2949.662,1499.149,374.668
333.490,695.846,1232.575,1395.659,2488.182,3006.471,1525.370,384.849
331.922,722.964,1270.031,1368.814,2541.990,2889.824,1520.924,374.648
342.248,722.988,1273.055,1397.886,2457.020,2942.471,1522.611,372.663
335.767,738.911,1323.110,1396.976,2442.667,2843.147,1513.430,360.100
328.625,704.522,1319.984,1384.970,2547.505,2914.985,1533.432,377.980
343.773,763.093,1340.866,1368.521,2556.222,2949.191,1553.611,377.161
339.739,770.324,1240.252,1406.892,2406.737,2921.338,1514.214,364.994
336.364,746.874,1349.512,1419.695,2532.010,2848.191,1538.774,366.060
333.123,792.077,1345.362,1381.299,2400.657,2918.074,1528.432,362.017
335.520,773.433,1276.803,1364.120,2488.939,2930.309,1528.187,371.604
334.840,787.304,1254.181,1358.743,2343.232,2733.074,1468.562,340.404
339.186,812.069,1327.567,1394.808,2412.394,2827.353,1518.896,351.731
343.485,804.296,1246.937,1356.024,2521.556,2815.735,1514.672,360.545
342.096,799.417,1303.394,1295.251,2490.404,3061.706,1548.711,384.336
341.407,814.976,1311.945,1408.389,2357.970,2864.206,1516.482,351.619
343.317,829.089,1283.370,1442.281,2451.121,2808.838,1526.336,351.656
348.535,818.862,1333.087,1370.240,2410.939,2946.868,1538.088,363.205
341.655,856.514,1274.685,1375.910,2458.939,2892.044,1533.291,360.274
351.019,847.700,1295.945,1363.922,2447.434,2715.206,1503.538,340.754
356.451,886.883,1207.543,1404.659,2439.192,2972.029,1544.459,365.731
352.024,846.308,1231.780,1366.922,2404.010,2850.574,1508.603,352.596
349.961,859.798,1151.457,1339.868,2493.556,2803.471,1499.685,356.127
351.266,872.899,1222.772,1372.072,2439.970,2828.397,1514.563,351.701
349.763,855.842,1173.677,1422.790,2448.566,2803.853,1509.082,351.574
360.353,872.247,1191.024,1313.527,2465.444,2805.103,1501.283,351.918
365.792,833.660,1276.181,1361.413,2478.242,2883.456,1533.124,359.941
354.645,800.745,1210.732,1367.060,2466.909,2730.735,1488.471,347.650
358.025,767.947,1208.622,1360.778,2416.919,2672.074,1464.061,339.568
360.181,729.623,1243.331,1419.778,2367.040,2719.618,1473.262,341.562
356.482,674.247,1280.244,1397.281,2360.566,2768.882,1472.950,349.388
366.241,636.474,1262.425,1422.940,2439.323,2767.676,1482.513,356.720
359.351,588.320,1332.488,1325.509,2428.747,2804.191,1473.101,363.237
361.452,539.611,1310.142,1330.760,2426.162,2875.574,1473.950,373.766
370.597,551.194,1295.008,1356.120,2446.727,2788.103,1467.958,364.686
360.855,504.972,1274.591,1384.467,2466.596,2834.426,1470.984,374.976
359.522,492.340,1283.984,1350.246,2346.525,2811.912,1440.755,365.217
361.893,506.510,1249.969,1398.647,2415.414,2866.956,1466.565,374.720
353.640,524.846,1221.252,1380.461,2510.485,2678.000,1444.781,363.147
358.254,541.287,1266.394,1325.287,2360.192,2813.794,1444.201,363.437
356.202,580.154,1316.118,1434.036,2456.788,2850.324,1498.937,370.111
343.704,594.866,1285.606,1435.180,2522.485,2822.324,1500.694,372.695
339.145,633.818,1292.173,1390.455,2388.818,2765.368,1468.296,355.050
339.552,634.356,1275.362,1350.838,2388.192,2843.559,1471.977,363.548
340.917,659.623,1286.575,1392.072,2500.667,2958.632,1523.081,381.250
332.634,665.785,1269.937,1400.850,2375.980,2854.559,1483.291,362.166
337.329,651.206,1172.126,1356.263,2471.141,2849.397,1472.911,371.184
338.603,665.348,1276.732,1392.713,2467.101,2780.015,1486.752,360.536
330.290,684.891,1152.504,1320.593,2401.545,2873.279,1460.517,367.986
337.143,722.769,1173.409,1307.359,2539.192,2754.191,1472.344,363.181
331.895,698.340,1152.827,1340.329,2453.889,2912.853,1481.689,374.804
333.353,733.393,1166.465,1315.054,2475.131,2710.941,1455.723,353.542
337.457,731.789,1217.685,1373.437,2362.616,2928.647,1491.939,365.989
335.373,760.725,1213.339,1358.790,2451.505,2859.882,1496.602,363.607
337.161,750.397,1265.929,1362.162,2429.374,2800.441,1490.911,355.210
337.710,791.615,1249.299,1382.934,2515.929,2792.426,1511.652,358.661
332.622,744.032,1267.417,1296.545,2437.465,2763.765,1473.641,353.613
338.700,765.393,1261.323,1286.443,2442.828,2876.221,1495.151,364.143
341.446,789.332,1273.441,1378.066,2408.646,2806.838,1499.628,351.463
344.833,797.943,1284.087,1371.760,2423.707,2828.426,1508.460,353.863
349.736,829.810,1318.945,1352.018,2492.515,2789.221,1522.041,352.420
345.654,807.348,1271.425,1326.162,2521.960,2866.956,1523.251,365.318
341.748,817.332,1307.268,1399.563,2365.576,2971.059,1533.757,363.670
343.869,827.372,1281.213,1364.497,2371.485,2812.647,1500.180,347.124
344.749,860.571,1308.071,1340.856,2472.768,2849.529,1529.424,356.213
345.682,847.530,1341.976,1378.982,2359.384,2967.765,1540.220,360.592
349.903,823.538,1270.102,1359.647,2401.606,2841.691,1507.748,352.197
355.280,864.838,1250.827,1364.743,2507.263,2940.250,1547.200,367.791
349.826,870.097,1244.709,1363.988,2438.606,2799.147,1511.062,348.464
358.176,848.551,1242.134,1343.976,2468.737,2966.000,1537.929,368.856
352.623,891.154,1191.622,1368.096,2425.525,2793.103,1503.687,346.743
351.708,866.231,1233.961,1397.958,2403.222,2742.882,1499.327,340.016
362.279,858.595,1235.819,1424.766,2473.707,2987.147,1557.052,369.739
353.119,862.401,1172.764,1407.144,2491.404,2789.397,1512.705,352.847
354.358,838.976,1178.969,1378.228,2397.535,2756.824,1484.148,343.633
358.638,849.377,1217.906,1366.599,2458.808,2838.000,1514.888,354.793
366.520,784.692,1261.055,1376.653,2419.717,2940.309,1524.824,364.594
361.628,808.943,1277.394,1370.635,2491.758,2939.853,1541.702,368.407
357.666,775.020,1238.709,1389.976,2472.545,2786.471,1503.398,354.012
357.786,750.619,1270.110,1354.024,2443.778,2861.397,1506.286,360.719
351.538,726.130,1232.205,1318.395,2454.162,2865.676,1491.351,365.056
353.276,687.915,1329.181,1329.796,2440.687,2806.853,1491.285,358.427
352.128,699.757,1292.496,1381.353,2512.737,2768.853,1501.221,359.427
356.179,699.271,1300.260,1349.126,2372.949,2878.559,1492.724,360.335
354.445,718.652,1310.362,1388.832,2464.333,2692.324,1488.158,346.485
361.905,712.239,1332.858,1354.958,2397.556,2907.868,1511.230,363.308
353.020,744.364,1335.528,1335.018,2410.586,2693.897,1478.735,341.267
343.407,758.069,1331.244,1298.946,2424.283,2780.353,1489.384,351.584
341.701,755.498,1325.646,1395.569,2394.747,2808.279,1503.573,351.557
349.856,778.008,1302.614,1291.671,2423.980,2824.382,1495.085,354.888
339.994,758.478,1289.039,1365.317,2452.465,2828.779,1505.679,358.653
337.955,830.842,1231.071,1346.653,2410.535,2947.529,1517.431,365.777
329.065,815.753,1211.835,1327.108,2394.232,2756.941,1472.489,346.700
329.153,840.656,1247.630,1224.293,2442.131,2851.588,1489.242,359.746
330.967,786.899,1309.134,1145.234,2357.566,2735.206,1444.167,344.798
325.304,818.300,1276.488,1104.377,2481.091,2836.956,1473.753,365.033
338.769,839.312,1197.102,1067.838,2364.616,2862.985,1445.104,359.424
337.327,864.024,1186.331,1036.353,2482.758,2812.529,1453.220,363.052
331.218,809.502,1148.701,1045.054,2506.323,2828.397,1444.866,370.147
336.857,881.425,1233.984,1007.683,2372.333,2908.353,1456.773,364.459
339.017,842.113,1185.772,1012.934,2529.384,2753.824,1443.841,362.455
343.285,838.765,1150.850,993.784,2478.111,2744.500,1424.883,358.431
334.146,852.923,1173.197,949.150,2390.242,2672.235,1395.316,345.168
333.448,844.526,1176.220,926.353,2432.737,2759.456,1412.124,358.790
337.775,866.081,1222.024,950.766,2380.929,2732.235,1414.968,348.911
332.468,888.275,1245.535,973.683,2352.525,2676.176,1411.444,339.208
340.131,827.842,1277.354,937.485,2348.909,2741.574,1412.216,348.768
338.285,879.603,1246.559,944.784,2415.172,2746.588,1428.499,352.287
336.070,857.583,1266.614,972.749,2361.364,2799.926,1432.384,353.719
341.968,876.713,1237.906,968.281,2378.141,2816.838,1436.641,355.983
344.703,910.534,1260.709,1057.850,2455.121,2782.221,1468.523,352.977
345.977,903.765,1308.331,990.156,2412.616,2809.353,1461.700,354.433
344.638,845.449,1291.457,1015.066,2451.495,2703.191,1441.883,348.596
342.178,880.862,1280.520,1023.126,2481.172,2883.632,1481.915,367.976
348.279,854.401,1222.709,1069.533,2414.232,2727.412,1439.428,346.643
352.777,846.547,1279.079,1019.850,2461.586,2881.397,1473.539,367.090
354.934,834.838,1263.181,1085.419,2390.414,2784.471,1452.210,350.023
346.875,832.186,1304.843,1085.946,2392.394,2726.515,1448.126,344.390
355.345,759.587,1373.858,1066.814,2507.545,2790.324,1475.579,362.802
354.261,718.842,1284.512,1082.749,2324.414,2798.471,1427.208,352.663
352.559,667.413,1207.386,1119.018,2491.010,2834.382,1445.295,372.130
357.864,649.413,1204.803,1149.503,2483.626,2808.221,1442.238,368.816
357.529,636.575,1173.402,1084.509,2456.889,2657.706,1394.435,354.303
356.702,582.777,1119.016,1104.587,2440.313,2715.412,1386.468,362.629
353.615,606.510,1143.535,1124.796,2471.263,2641.147,1390.144,355.650
353.098,599.332,1100.386,1173.198,2364.576,2813.456,1400.674,365.397
353.763,606.559,1164.181,1115.533,2406.242,2759.000,1400.880,362.096
356.830,626.223,1219.394,1127.563,2487.465,2756.706,1429.030,365.603
359.418,629.300,1286.583,1141.240,2477.596,2792.412,1447.758,366.778
357.394,703.178,1256.740,1154.006,2346.263,2800.103,1436.281,353.609
363.105,691.587,1241.803,1172.455,2390.970,2715.206,1429.188,348.029
358.862,699.474,1279.551,1136.072,2468.030,2815.485,1459.579,364.458
352.537,707.490,1259.378,1175.323,2388.293,2815.721,1449.790,357.969
354.939,730.692,1278.213,1141.383,2403.535,2893.603,1467.061,366.393
349.715,731.401,1244.630,1198.257,2456.879,2896.809,1479.615,370.224
353.436,738.162,1319.220,1211.114,2383.990,2772.221,1463.024,349.719
347.822,756.854,1258.417,1170.982,2426.687,2721.324,1447.014,348.805
343.700,742.247,1349.024,1202.539,2445.444,2656.559,1456.585,343.296
340.690,778.105,1282.063,1198.671,2428.242,2659.529,1447.884,341.291
340.910,766.789,1272.039,1233.862,2447.101,2812.294,1478.833,358.248
332.461,760.830,1284.299,1186.647,2464.788,2719.721,1458.124,352.067
330.734,779.826,1304.504,1168.395,2497.758,2857.632,1489.808,367.880
330.143,765.794,1369.559,1166.096,2455.576,2887.059,1495.704,367.918
336.778,789.069,1284.079,1199.766,2432.808,2823.162,1477.610,357.971
335.200,764.247,1240.118,1143.605,2452.172,2760.074,1449.236,356.355
338.367,786.551,1258.890,1212.784,2404.232,2687.412,1448.039,341.988
331.366,819.352,1238.646,1144.515,2452.707,2852.897,1473.247,363.522
333.323,812.802,1200.882,1190.653,2370.091,2757.132,1444.147,347.102
333.173,822.372,1115.236,1234.407,2371.273,2578.574,1409.172,329.654
335.410,834.186,1196.071,1261.479,2455.323,2792.191,1479.110,354.676
336.183,854.364,1197.449,1184.383,2359.313,2503.206,1405.816,318.594
342.149,795.360,1193.992,1218.341,2443.242,2695.338,1448.071,346.108
338.898,842.947,1178.803,1178.293,2491.475,2665.721,1449.356,346.132
335.990,862.049,1218.787,1175.419,2515.697,2732.279,1473.370,353.248
332.484,851.619,1213.835,1192.090,2305.152,2652.029,1424.535,329.202
339.280,834.085,1243.984,1157.359,2407.343,2717.324,1449.896,344.147
335.502,848.721,1223.394,1162.976,2428.616,2599.779,1433.165,333.973
340.175,810.239,1206.543,1080.749,2334.970,2612.485,1397.527,331.438
342.387,823.255,1254.441,1129.006,2355.374,2666.985,1428.575,335.778
342.880,865.640,1234.346,1137.467,2432.960,2729.059,1457.059,346.141
345.441,835.405,1259.709,1138.347,2406.828,2728.721,1452.409,344.872
344.971,843.842,1295.071,1149.731,2477.626,2503.382,1435.771,327.749
348.836,843.972,1285.315,1149.946,2437.212,2739.206,1467.414,346.883
350.657,852.899,1276.717,1173.641,2431.434,2749.515,1472.477,346.426
351.468,811.324,1276.031,1152.515,2405.081,2722.926,1453.224,344.234
354.137,817.004,1187.283,1177.515,2401.798,2720.882,1443.103,344.224
346.664,771.789,1326.898,1178.018,2512.303,2717.691,1475.561,353.477
356.594,739.939,1246.583,1195.072,2431.960,2715.485,1447.605,348.479
357.132,743.211,1181.819,1154.796,2483.596,2741.838,1443.732,357.068
353.280,683.490,1158.000,1173.904,2461.717,2712.912,1423.884,356.146
359.871,660.178,1117.315,1179.353,2339.576,2699.941,1392.706,346.816
356.350,667.964,1174.709,1178.443,2396.848,2600.426,1395.790,339.916
360.193,635.943,1239.157,1187.150,2472.737,2762.853,1443.006,362.598
