0050-0038,0075-0050,0075-0065,0038-0040,0036-0084,Average,Err
608.511,875.865,1314.885,1005.101,1064.340,973.741,103.642
544.798,843.260,1299.128,974.091,1075.988,947.453,112.052
564.258,879.543,1304.977,980.307,1140.969,974.011,112.120
600.989,906.274,1270.104,1014.331,1140.981,986.536,102.005
582.404,852.628,1236.714,975.902,1103.235,950.177,100.193
606.635,887.789,1242.052,988.707,1048.241,954.685,93.403
656.039,827.399,1295.451,1017.787,1099.679,979.271,98.690
553.000,866.520,1227.849,997.540,1091.679,947.318,102.776
635.169,939.197,1241.365,1049.986,1118.901,996.924,92.010
602.455,874.027,1209.870,1023.871,1068.630,955.770,92.402
595.247,900.883,1251.221,1039.634,1097.352,976.868,99.022
640.112,904.771,1268.456,989.411,1112.210,982.992,94.215
585.781,909.090,1241.422,994.380,1131.123,972.359,100.306
619.315,878.610,1227.568,998.070,1054.981,955.709,90.479
606.410,874.570,1195.167,964.551,1084.617,945.063,89.903
590.719,914.776,1218.302,992.216,1052.698,953.742,92.643
622.674,872.668,1217.422,987.321,1130.525,966.122,93.235
589.663,908.632,1191.247,1013.909,1050.284,950.747,90.309
591.556,858.049,1227.323,988.997,1024.741,938.133,93.861
608.461,873.193,1158.542,1015.268,1056.370,942.367,85.164
612.331,849.740,1181.979,980.822,1073.000,939.575,87.960
574.051,788.834,1175.901,961.965,1090.167,918.184,96.555
645.551,823.816,1223.010,1008.655,1016.352,943.477,87.356
585.787,785.377,1190.875,951.805,990.741,900.917,91.080
610.292,868.130,1199.513,942.805,1083.407,940.829,89.842
607.416,850.211,1187.930,965.171,1002.358,922.617,85.593
585.708,821.700,1217.372,1018.422,988.494,926.339,94.662
569.596,796.224,1199.628,954.108,1053.179,914.547,96.963
613.157,834.363,1182.971,944.073,1079.975,930.908,88.593
622.708,843.130,1228.240,969.502,1098.093,952.334,93.433
571.230,824.359,1178.943,1016.105,1018.988,921.925,93.135
602.455,815.103,1199.141,989.178,1016.438,924.463,90.276
587.326,826.570,1206.195,969.317,1049.623,927.806,93.859
587.815,768.036,1139.180,967.589,1082.463,909.016,91.550
604.612,792.390,1146.096,998.268,985.105,905.294,83.942
603.185,800.296,1110.310,973.930,1054.951,908.534,82.796
601.640,758.628,1112.583,968.383,1043.932,897.033,84.745
616.197,786.045,1140.914,1013.443,988.160,908.952,82.900
616.865,776.691,1166.542,968.443,1005.228,906.754,85.310
619.202,785.475,1140.047,957.094,1007.173,901.798,81.072
599.388,814.283,1152.115,999.153,1038.475,920.683,86.751
573.416,804.960,1118.089,986.899,958.951,888.463,83.334
557.528,790.897,1124.802,963.805,1016.889,890.784,88.777
600.124,776.453,1161.375,954.760,921.753,882.893,83.789
611.062,737.865,1145.680,986.066,1005.790,897.293,86.878
569.882,748.919,1146.193,997.369,955.568,883.586,90.252
645.781,751.242,1166.229,1008.160,971.519,908.586,83.446
602.669,811.108,1156.409,1006.359,991.920,913.693,85.059
607.185,761.641,1119.146,938.693,1003.926,886.118,81.054
580.449,771.632,1104.180,946.596,969.889,874.549,81.018
597.607,727.269,1096.312,971.704,977.617,874.102,81.885
579.579,768.789,1124.513,952.697,963.944,877.904,83.598
568.865,777.897,1143.828,991.167,970.932,890.538,88.748
621.640,816.332,1099.898,980.321,937.469,891.132,72.638
605.809,817.834,1095.263,946.930,965.698,886.307,74.029
600.972,770.054,1088.711,962.662,935.889,871.658,75.661
593.635,796.771,1088.036,979.889,976.809,887.028,77.798
580.320,758.583,1103.620,999.355,968.265,882.029,84.041
615.601,794.955,1074.237,997.913,909.154,878.372,72.002
614.966,772.215,1080.180,953.105,934.352,870.964,72.062
555.399,714.623,1027.911,897.122,960.988,831.209,77.341
602.180,733.906,1056.943,956.617,942.556,858.440,74.107
572.522,716.457,1061.302,901.868,914.994,833.429,76.162
588.028,738.094,1108.172,930.993,937.728,860.603,80.374
606.320,798.605,1131.615,955.603,967.025,891.834,79.354
509.764,770.543,1077.615,967.049,909.531,846.900,87.425
591.758,780.229,1086.211,920.230,903.568,856.399,73.471
571.803,761.673,1048.062,934.216,973.679,857.887,76.551
524.320,740.565,1059.656,857.028,923.660,821.046,80.816
574.247,770.852,1048.120,949.920,1015.648,871.757,79.148
609.736,790.771,1055.714,971.819,941.586,873.925,70.404
572.140,732.202,1032.130,911.244,931.272,835.798,73.103
592.983,779.583,1025.255,938.024,967.667,860.702,70.072
599.180,754.650,1075.839,946.244,922.926,859.768,74.057
584.129,779.193,1091.799,959.617,950.414,873.030,78.387
582.680,770.260,1068.831,911.557,960.296,858.725,75.174
541.944,746.628,1032.680,876.739,865.932,812.784,72.938
569.275,754.229,1043.346,918.819,897.920,836.718,72.529
598.860,772.422,1039.357,941.230,948.988,860.171,70.014
562.983,743.776,1057.380,942.467,1015.105,864.342,82.813
532.893,762.103,1017.188,947.331,933.599,838.623,77.987
578.258,744.816,1040.469,941.798,975.049,856.078,76.175
571.382,762.090,1073.273,935.258,950.858,858.572,78.046
565.719,760.004,1052.755,883.718,942.821,841.004,74.665
604.848,779.269,1076.534,924.763,939.235,864.930,71.793
594.702,778.776,1074.799,960.146,988.981,879.481,76.912
574.697,812.345,1066.987,908.592,924.117,857.348,72.925
605.258,800.108,1066.638,922.376,906.654,860.207,68.483
587.326,804.287,1113.279,911.115,1001.025,883.406,80.341
583.444,775.368,1050.352,941.394,936.080,857.327,72.734
581.247,788.987,1050.242,952.892,994.463,873.566,76.086
577.169,762.260,1095.273,889.690,882.154,841.309,76.033
627.506,768.982,1047.081,931.794,960.944,867.261,67.057
612.747,735.561,1080.484,964.247,927.111,864.030,74.973
589.994,821.435,1084.070,943.840,900.667,868.001,72.928
595.854,837.511,1061.443,917.714,923.753,867.255,68.699
542.157,790.179,1064.359,968.774,973.309,867.756,82.953
580.730,798.852,1056.828,918.787,902.160,851.472,70.807
602.983,801.126,1052.203,916.314,939.969,862.519,68.118
591.264,804.964,1019.562,941.627,932.883,858.060,67.131
592.146,792.803,1026.812,932.582,921.210,853.111,67.191
599.522,760.493,1029.747,950.195,954.852,858.962,70.339
537.770,751.574,988.716,917.174,932.747,825.596,73.430
654.022,763.018,1036.297,960.132,932.654,869.225,62.544
576.365,753.085,1025.609,909.007,955.395,843.892,71.975
593.320,776.677,982.474,975.202,926.938,850.922,66.453
593.174,778.596,996.674,944.073,935.080,849.520,65.927
599.360,824.713,968.440,919.530,958.346,854.078,61.312
596.084,822.013,979.292,933.850,838.753,833.999,59.279
582.253,852.879,1007.750,925.125,922.142,858.030,65.455
568.938,844.426,1029.799,893.847,927.198,852.842,69.050
561.753,754.049,952.615,945.352,916.327,826.019,67.361
559.949,765.323,1023.508,956.638,912.247,843.533,73.876
579.775,782.776,982.589,928.443,901.123,834.941,64.110
614.545,746.565,964.201,906.882,875.877,821.614,56.234
592.073,787.067,991.188,950.746,866.568,837.528,63.267
591.444,758.143,948.471,946.105,848.944,818.622,59.766
597.781,838.206,986.086,967.293,978.469,873.567,66.259
561.792,780.919,1016.641,877.669,895.704,826.545,68.032
571.416,782.188,966.221,898.711,906.994,825.106,62.686
618.242,801.650,967.435,974.362,916.315,855.601,59.849
588.096,807.834,937.055,912.328,825.222,814.107,55.139
585.090,841.668,965.464,972.927,895.617,852.153,63.481
580.770,783.726,947.521,898.118,946.154,831.258,62.030
584.219,830.726,919.766,898.700,864.469,819.576,54.344
594.899,826.238,973.099,873.244,886.117,830.719,56.844
585.011,761.789,938.031,907.780,917.772,822.077,59.928
552.253,775.910,898.076,899.659,866.309,798.441,58.615
538.764,793.103,924.966,886.362,816.747,791.989,60.440
551.107,715.978,941.461,833.645,868.142,782.066,61.053
594.640,797.323,964.768,925.519,882.086,832.867,58.795
579.146,744.973,966.529,896.049,836.654,804.670,59.999
596.876,782.471,976.255,906.181,914.389,835.235,60.261
559.871,751.529,973.383,935.882,832.340,810.601,66.037
559.034,790.704,952.539,914.948,878.278,819.100,62.908
604.966,786.175,1007.247,929.136,879.864,841.478,61.849
558.045,739.659,941.482,916.164,907.809,812.632,65.275
564.663,788.350,986.625,892.070,923.290,831.000,66.097
585.787,790.139,951.664,917.564,869.352,822.901,58.308
555.298,799.668,948.990,888.449,860.580,810.597,60.995
579.989,851.278,981.945,895.993,860.228,833.887,60.412
558.461,803.852,1002.737,817.930,877.512,812.098,64.825
533.478,793.377,1003.622,877.969,927.790,827.247,72.453
600.140,804.040,979.888,864.031,815.395,812.699,55.082
557.124,852.386,972.516,867.206,893.710,828.588,63.469
587.073,868.229,970.562,872.157,883.809,836.366,58.207
558.185,809.677,983.031,882.108,918.685,830.337,65.816
569.669,863.457,949.271,873.885,910.389,833.334,60.481
580.815,825.610,939.669,916.042,838.759,820.179,56.969
573.719,846.650,966.094,869.310,837.821,818.719,58.463
548.230,796.691,934.776,891.125,874.981,809.161,61.667
583.455,837.278,936.026,894.739,813.914,813.082,54.808
584.506,835.897,932.411,864.672,808.574,805.212,52.680
542.410,816.000,873.794,876.763,833.426,788.479,56.000
569.006,807.287,933.810,825.847,890.352,805.260,56.572
575.208,828.857,892.247,885.397,871.784,810.699,53.571
535.787,765.072,841.987,864.300,867.722,774.973,55.993
548.483,823.081,915.112,840.913,835.877,792.693,56.476
580.584,816.848,930.336,839.774,841.148,801.738,52.412
541.809,794.251,898.008,873.659,852.543,792.054,58.025
581.028,801.892,892.312,872.495,894.012,808.348,52.998
538.242,771.430,871.547,884.686,839.593,781.100,57.063
563.685,770.587,876.604,876.526,836.660,784.813,52.393
577.972,784.139,883.190,854.544,784.685,776.906,47.754
512.736,774.435,909.185,842.467,822.840,772.332,61.186
544.174,790.529,959.310,899.321,856.586,809.984,64.338
571.567,761.677,915.242,879.307,841.247,793.808,54.674
581.169,771.000,926.219,851.659,789.401,783.889,51.436
572.202,770.359,895.292,913.463,841.698,798.603,55.301
580.893,741.004,907.398,893.188,848.932,794.283,54.383
556.225,713.233,925.706,842.449,781.321,763.787,55.982
570.624,752.973,903.065,858.714,825.543,782.184,52.138
559.787,787.031,941.661,854.760,840.506,796.749,57.454
539.376,735.803,883.917,888.105,840.142,777.468,58.625
578.090,735.484,886.518,834.805,834.309,773.841,48.932
567.640,750.583,884.872,897.571,841.599,788.453,54.487
561.247,731.435,877.206,910.843,912.562,798.659,60.864
553.202,683.430,901.422,911.094,796.765,769.183,60.791
566.140,682.269,859.471,900.286,802.074,762.048,54.753
578.792,695.852,863.091,900.192,847.049,776.995,54.172
531.388,689.830,861.490,913.160,844.420,768.057,62.529
622.455,680.960,868.714,972.760,837.475,796.473,57.132
575.039,708.641,889.758,920.355,810.549,780.869,56.490
553.809,751.489,868.260,911.122,829.963,782.929,56.360
550.331,744.686,931.393,928.983,875.537,806.186,64.748
606.084,762.516,869.344,876.909,831.401,789.251,44.784
572.315,724.094,892.445,935.049,801.623,785.105,57.717
557.556,732.269,901.133,912.613,851.475,791.009,59.505
588.612,720.072,855.029,941.505,791.790,779.402,53.692
581.517,748.103,908.583,893.321,877.210,801.747,55.452
558.343,689.489,898.987,976.624,828.617,790.412,66.922
597.938,734.067,932.339,912.265,851.580,805.638,55.783
573.056,736.386,871.711,959.387,771.309,782.370,58.435
532.848,722.529,851.969,820.449,838.667,753.292,53.321
546.438,740.762,860.732,905.850,785.309,767.818,55.761
545.404,708.879,872.867,844.909,795.012,753.414,52.772
558.421,735.220,884.161,901.387,873.741,790.586,58.280
562.202,683.973,875.573,857.456,838.759,763.593,54.368
557.354,700.040,885.604,918.077,886.574,789.530,62.317
547.337,720.946,865.750,864.920,832.753,766.341,54.418
531.124,695.036,879.005,866.129,819.895,758.238,58.516
562.225,749.484,854.583,839.735,849.617,771.129,49.776
558.876,691.762,837.612,829.261,777.852,739.073,46.500
572.230,692.928,873.904,869.035,826.259,766.871,52.449
591.551,750.673,855.854,838.822,867.611,780.902,46.156
580.365,769.996,874.047,872.895,880.043,795.469,51.475
591.551,729.731,846.487,813.659,806.488,757.583,40.882
560.511,761.758,824.581,815.303,757.160,743.863,42.771
559.730,711.883,830.878,815.857,810.951,745.860,45.678
545.770,732.991,835.029,846.258,803.241,752.658,49.515
548.713,707.798,837.565,819.463,824.506,747.609,49.117
557.247,760.574,855.958,819.704,809.358,760.568,47.462
550.017,725.278,845.135,839.902,897.080,771.483,55.520
563.742,755.036,847.742,862.864,826.951,771.267,49.262
570.421,752.031,876.992,830.373,876.401,781.244,51.356
549.073,719.220,861.919,825.449,823.599,755.852,50.905
558.697,741.771,843.052,813.937,837.012,758.894,47.576
560.567,720.152,823.755,802.153,851.568,751.639,47.006
528.303,736.058,826.122,831.679,834.642,751.361,52.522
551.140,705.193,869.878,806.178,849.259,756.330,52.433
552.326,757.583,848.203,813.052,846.401,763.513,49.450
548.202,736.664,850.682,806.735,844.889,757.434,50.193
575.730,708.816,883.221,793.094,818.179,755.808,47.392
575.618,736.978,833.781,805.303,754.759,741.288,40.149
559.393,740.529,863.977,824.432,846.802,767.027,50.149
529.449,741.619,844.271,844.192,852.568,762.420,55.216
524.039,745.794,848.013,814.380,810.154,748.476,52.320
557.736,744.883,810.784,829.686,827.704,754.159,46.038
540.427,741.767,842.052,803.122,771.494,739.772,46.999
568.972,738.632,839.411,844.296,796.019,757.466,45.443
550.303,750.220,836.721,815.955,787.167,748.073,46.092
541.421,711.139,840.417,781.523,850.321,744.964,50.644
521.022,746.821,843.391,824.237,850.278,757.150,55.308
558.399,740.574,843.826,824.230,801.833,753.772,46.359
542.320,738.834,827.583,782.648,794.846,737.246,45.404
517.753,736.256,850.323,820.181,792.574,743.417,53.184
540.197,702.430,835.573,806.418,838.167,744.557,50.759
598.292,712.735,831.841,813.146,816.537,754.510,39.706
526.719,763.583,817.323,805.934,825.389,747.790,50.342
587.567,763.686,831.250,835.390,833.451,770.269,42.603
551.236,752.682,820.974,775.714,797.981,739.717,43.353
563.287,755.677,853.094,824.718,790.667,757.488,45.816
532.994,777.260,858.065,851.889,836.420,771.326,54.805
591.079,786.762,831.104,818.334,803.821,766.220,39.717
541.764,814.422,865.482,822.094,827.327,774.218,52.571
522.500,824.771,844.174,835.585,820.414,769.489,55.353
558.680,848.529,819.453,824.655,788.235,767.910,47.567
548.287,845.139,870.055,819.617,828.290,782.277,52.885
539.573,826.130,821.026,816.303,846.123,769.831,51.687
573.281,793.691,840.753,841.798,773.951,764.695,44.405
530.966,779.758,846.104,832.962,818.716,761.701,52.542
536.562,785.170,850.180,839.021,842.704,770.727,53.366
523.955,762.596,820.078,818.979,821.358,749.393,51.386
550.685,753.901,855.557,792.714,799.926,750.557,46.989
556.994,768.022,846.034,833.477,842.759,769.457,49.185
529.112,752.628,837.690,848.718,827.068,759.043,53.577
555.803,744.906,857.445,853.174,819.963,766.258,50.399
589.944,760.278,838.255,845.080,852.796,777.271,44.453
558.399,740.991,820.542,859.146,780.704,751.956,46.735
592.152,757.969,849.891,880.662,777.957,771.726,44.923
573.376,732.484,821.969,850.906,831.920,762.131,45.974
565.107,772.439,877.242,874.690,799.988,777.893,51.004
551.270,738.161,863.589,854.091,818.667,765.155,51.745
544.011,732.682,824.529,888.575,803.154,758.590,52.894
530.978,747.892,819.172,890.997,820.512,761.910,55.463
589.764,761.229,825.466,883.436,778.852,767.749,44.072
569.101,723.013,823.544,910.669,816.981,768.662,51.931
509.815,751.691,828.023,916.314,854.963,772.161,63.246
567.034,760.287,848.833,895.819,837.951,781.985,51.859
567.742,750.013,841.971,910.460,793.222,772.682,51.660
546.994,719.749,821.477,817.101,782.747,737.614,45.626
572.478,752.085,821.065,930.488,807.401,776.703,52.488
534.860,710.574,774.979,861.850,752.549,726.962,48.302
531.899,725.193,819.753,905.404,822.216,760.893,57.209
542.292,710.794,803.492,915.829,738.957,742.273,54.723
560.517,702.816,813.812,922.875,795.173,759.039,54.303
564.376,751.776,814.995,894.226,802.401,765.555,49.405
547.444,703.117,837.117,882.498,769.580,747.951,52.435
594.326,735.493,801.440,899.631,812.148,768.608,45.436
594.725,710.143,817.354,925.188,817.556,772.993,50.139
564.747,735.099,809.096,932.491,758.315,759.950,53.258
595.629,708.058,831.172,906.624,806.321,769.561,48.153
571.247,699.215,807.938,883.882,814.660,755.388,48.928
584.944,712.664,831.083,901.530,739.648,753.974,48.250
540.966,694.108,823.120,892.972,797.265,749.686,54.714
582.871,701.489,805.781,840.063,783.290,742.699,41.158
549.433,709.072,840.305,837.164,806.562,748.507,49.333
545.247,708.251,802.299,794.634,769.117,723.910,42.594
543.938,711.937,825.734,842.868,780.481,740.992,48.495
534.281,705.170,798.846,826.589,764.895,725.956,46.531
558.315,738.179,816.346,824.031,804.099,748.194,44.576
543.584,700.632,752.807,804.836,801.778,720.728,43.107
517.669,725.193,816.505,808.275,770.981,727.725,49.141
564.208,728.457,774.477,807.728,782.611,731.496,39.123
531.865,718.740,804.440,773.787,802.123,726.191,45.595
563.871,822.170,774.737,787.192,773.216,744.237,41.095
550.764,779.874,826.167,790.613,822.370,753.958,46.129
601.517,834.108,830.771,836.143,805.173,781.542,40.564
550.888,818.018,815.805,746.948,753.981,737.128,43.726
522.551,721.283,796.784,748.969,772.858,712.489,43.925
526.129,747.108,808.271,777.693,793.901,730.620,46.621
544.146,778.179,794.276,768.474,752.660,727.547,41.453
536.343,739.045,812.732,754.634,772.049,722.961,43.154
537.180,729.108,813.591,747.307,791.210,723.679,43.824
548.528,723.843,800.185,798.847,803.537,734.988,43.781
522.978,728.000,783.841,763.084,738.512,707.283,42.118
562.096,739.498,801.380,746.596,831.235,736.161,41.815
581.331,741.179,802.669,784.077,769.049,735.661,35.663
516.680,704.004,825.878,769.387,764.302,716.050,47.803
544.449,725.099,828.826,787.582,762.580,729.707,44.089
548.978,699.686,775.464,822.195,786.253,726.515,43.524
560.798,715.345,775.198,826.780,803.623,736.349,42.648
562.938,738.439,809.555,817.178,771.556,739.933,41.542
543.028,709.480,797.685,810.679,781.556,728.486,44.324
562.067,724.691,799.323,763.038,756.981,721.220,37.132
532.489,725.574,800.482,792.906,791.914,728.673,45.510
567.444,711.121,806.487,773.101,788.278,729.286,38.927
557.247,713.915,763.206,763.857,805.784,720.802,38.818
544.124,685.906,766.305,826.742,739.994,712.614,42.783
543.264,704.013,755.841,775.791,806.469,717.076,41.628
537.090,712.659,784.583,796.021,772.765,720.624,43.008
513.736,707.969,758.745,768.495,794.290,708.647,45.351
544.163,693.933,786.047,776.153,791.981,718.455,42.087
530.803,679.372,791.279,748.348,722.525,694.465,40.038
524.494,708.318,808.487,775.739,794.302,722.268,46.815
543.045,757.821,767.115,802.669,773.852,728.900,42.096
576.303,730.673,809.081,780.568,774.605,734.246,37.059
562.719,743.040,766.159,781.125,798.191,730.247,38.327
548.966,703.848,802.411,788.530,835.389,735.829,46.071
540.163,687.332,776.615,793.533,771.605,713.849,42.188
480.169,731.574,812.914,808.341,780.389,722.677,55.750
557.921,729.664,770.826,793.185,775.580,725.435,38.597
519.584,676.960,763.799,820.359,775.142,711.169,47.607
519.483,672.386,791.211,779.787,755.494,703.672,45.187
516.298,727.843,789.094,821.314,783.988,727.707,49.150
562.427,736.906,832.206,800.561,753.815,737.183,41.887
526.916,744.700,784.411,804.798,814.963,735.158,47.791
549.494,727.861,791.883,840.540,779.056,737.767,45.051
533.590,773.161,798.427,781.756,781.062,733.599,44.875
551.483,785.507,793.521,795.418,840.772,753.340,45.961
534.466,762.291,824.180,804.505,794.259,743.940,47.688
501.691,761.960,784.943,806.624,785.759,728.195,51.041
551.635,806.027,785.841,829.324,776.259,749.817,45.057
524.079,767.596,769.404,758.794,752.975,714.570,42.678
510.410,750.583,782.138,829.000,689.741,712.374,49.489
565.629,787.188,762.273,787.934,761.105,732.826,37.743
521.506,769.381,817.326,856.815,781.802,749.366,52.740
532.393,780.874,778.883,768.944,715.679,715.355,42.273
563.624,802.466,771.388,834.059,822.747,758.857,44.682
509.360,782.045,803.620,818.129,800.469,742.724,52.434
514.348,752.345,783.232,806.864,779.920,727.342,48.251
550.169,759.816,775.984,737.613,751.599,715.036,37.282
510.792,774.794,783.500,784.226,758.457,722.354,47.488
576.736,755.668,793.185,819.220,725.895,734.141,37.964
538.107,769.278,792.503,785.080,771.432,731.280,43.366
