0045-0077,0046-0094,0055-0100,0051-0053,0061-0037,0031-0058,0046-0041,0063-0061,0050-0021,Average,Err
406.772,445.953,443.519,1501.662,481.495,616.599,652.663,425.444,271.821,582.881,113.919
437.879,449.362,461.173,1487.417,494.943,617.978,659.252,438.925,276.519,591.494,111.142
417.523,468.081,476.241,1530.272,506.138,632.930,659.577,434.201,279.368,600.481,115.211
424.456,481.357,480.556,1522.881,503.595,655.371,697.399,434.178,264.783,607.175,115.048
438.389,493.013,501.259,1471.828,523.148,651.586,668.577,432.743,278.170,606.524,108.402
442.658,512.434,475.327,1487.781,555.252,667.710,654.227,433.332,294.472,613.688,109.154
469.215,527.762,486.883,1541.126,518.438,648.011,678.822,430.668,294.075,621.667,114.074
467.617,542.540,499.377,1557.517,554.576,661.637,683.730,436.972,285.113,632.120,115.315
474.872,569.970,486.086,1575.934,542.700,673.043,699.117,441.533,291.198,639.384,116.901
471.121,582.796,520.667,1500.662,556.005,662.363,708.847,446.827,295.321,638.290,108.591
472.899,562.902,487.938,1631.199,561.657,682.578,683.822,443.907,305.953,648.095,121.655
470.477,582.302,511.636,1526.709,597.033,683.011,687.387,449.402,293.226,644.576,110.952
506.591,591.255,498.673,1615.318,585.586,670.876,714.902,456.799,299.274,659.919,118.998
477.060,637.357,478.852,1594.159,576.400,689.419,684.503,450.477,310.934,655.462,117.245
496.852,668.838,507.889,1591.543,593.933,693.148,728.939,444.206,300.623,669.552,116.678
492.819,619.528,525.549,1621.179,592.576,689.691,738.380,437.336,320.226,670.809,119.002
525.242,669.596,508.136,1550.815,612.595,690.070,710.423,433.743,321.104,669.080,111.436
516.799,662.974,534.660,1654.417,627.605,694.153,695.564,452.748,329.387,685.368,120.444
513.450,681.923,516.679,1598.417,626.614,701.081,711.264,465.276,324.358,682.118,115.188
544.819,685.834,509.444,1576.205,636.995,724.142,734.914,451.416,310.934,686.078,113.612
523.188,725.234,518.099,1618.715,654.024,720.944,716.528,465.944,315.755,695.381,117.278
512.013,713.102,535.951,1640.053,657.419,712.196,738.871,473.738,321.453,700.533,118.847
548.966,707.306,525.599,1695.762,692.390,701.382,702.939,472.584,330.358,708.587,123.357
533.550,715.145,526.648,1650.728,669.619,713.395,754.393,451.065,321.160,703.967,120.251
515.859,738.391,520.716,1622.192,668.548,715.804,747.994,457.234,334.547,702.365,117.271
520.040,743.387,545.944,1670.629,697.714,730.556,727.669,477.098,324.340,715.264,121.235
518.309,697.111,542.426,1658.000,692.771,720.245,750.706,459.930,326.142,707.293,120.471
528.315,696.838,512.772,1689.854,680.390,710.777,736.117,453.621,316.311,702.777,124.425
520.007,725.711,563.840,1655.881,689.433,706.309,747.951,468.640,315.613,710.376,120.086
499.020,713.987,568.265,1646.046,707.514,732.194,735.583,473.944,313.830,710.043,119.393
547.805,711.306,559.259,1671.132,691.890,749.476,761.466,468.276,309.160,718.864,121.500
553.826,730.460,592.426,1724.589,713.376,732.083,749.301,461.280,329.849,731.910,125.321
540.752,687.511,580.463,1735.987,719.829,753.492,756.233,470.519,342.972,731.973,126.219
570.074,669.187,540.049,1741.185,742.981,745.739,758.601,452.935,333.000,728.195,127.823
567.309,665.489,586.716,1701.020,735.633,728.454,761.000,469.584,361.906,730.790,121.632
556.007,658.957,557.025,1671.702,757.910,755.075,755.632,467.075,345.528,724.990,120.228
589.591,631.749,601.136,1782.073,764.895,762.917,802.497,473.808,343.821,750.276,130.121
538.879,643.911,561.488,1698.298,742.905,748.099,747.718,491.565,363.849,726.301,121.794
541.839,652.200,600.019,1704.272,733.024,760.296,782.558,489.519,341.104,733.870,122.735
544.416,645.332,559.228,1644.364,773.895,753.997,735.546,481.103,357.726,721.734,117.025
558.430,605.068,576.907,1676.974,766.110,757.056,787.644,458.523,361.915,727.625,120.684
588.067,624.936,559.302,1695.113,786.924,760.559,783.669,493.150,349.566,737.921,121.670
529.805,596.855,585.907,1662.477,783.519,741.202,789.865,478.467,363.802,725.767,119.250
572.396,584.804,561.358,1691.940,761.619,731.739,753.423,496.266,338.962,721.390,122.127
576.510,589.179,591.099,1769.503,796.810,773.167,759.031,494.201,346.840,744.038,129.150
526.034,580.983,573.284,1727.954,808.186,771.331,765.055,481.794,358.717,732.593,126.331
578.463,582.651,594.667,1711.430,795.076,767.927,773.534,479.911,362.349,738.445,123.270
539.114,592.153,603.549,1656.788,825.919,780.637,778.748,475.715,361.745,734.930,118.871
580.215,567.357,580.648,1685.788,788.695,741.134,757.466,474.864,379.274,728.382,120.551
581.832,589.983,592.556,1700.338,808.762,759.973,754.209,490.145,379.104,739.656,121.183
594.993,590.472,588.346,1769.623,821.133,788.664,796.362,494.154,379.075,758.091,127.966
578.866,624.404,587.556,1765.828,842.448,737.782,783.791,495.650,387.575,755.989,127.120
590.134,613.706,587.765,1832.113,829.838,764.535,773.239,502.785,376.330,763.383,133.688
585.242,666.991,606.068,1768.364,834.671,802.887,801.724,494.953,390.528,772.381,126.404
546.906,687.072,609.123,1821.338,856.433,770.331,810.368,495.210,369.708,774.054,132.987
581.685,692.566,579.154,1753.238,826.295,767.884,799.748,484.350,384.962,763.320,125.617
581.054,705.145,591.093,1693.669,801.662,783.395,784.037,476.879,386.547,755.942,119.548
573.738,713.030,589.840,1733.914,775.643,764.086,756.399,476.051,372.472,750.575,123.959
609.128,729.506,618.667,1718.556,776.243,761.368,769.834,465.112,375.604,758.224,121.592
583.463,728.762,606.370,1808.325,807.814,771.823,762.632,467.220,362.670,766.564,131.486
599.107,766.038,612.062,1698.695,793.671,771.188,785.871,480.346,369.642,764.069,119.739
562.242,764.906,600.772,1735.238,805.748,782.688,804.092,465.776,383.208,767.185,124.137
590.376,787.174,608.981,1759.099,784.929,756.739,820.344,473.607,398.132,775.487,124.999
579.805,770.285,573.988,1774.066,792.248,763.460,810.742,472.168,367.208,767.108,128.419
562.383,785.579,620.302,1746.861,810.357,777.868,780.104,495.159,380.632,773.249,124.169
599.732,797.009,618.704,1779.576,847.538,774.137,778.656,475.224,363.981,781.617,128.067
587.638,815.826,602.346,1784.490,770.762,764.220,811.564,486.949,390.349,779.349,127.554
615.644,814.217,596.864,1677.609,830.919,794.785,822.589,506.963,360.425,780.002,117.728
578.409,845.340,606.796,1741.093,844.014,777.040,841.503,486.944,386.745,789.765,124.035
606.772,802.613,588.136,1841.762,839.524,762.309,814.798,504.467,388.981,794.373,132.716
606.617,865.826,619.062,1748.219,860.257,816.280,816.129,482.603,380.642,799.515,124.442
589.886,855.826,624.827,1767.914,840.157,766.105,780.227,472.364,370.585,785.321,127.064
617.792,839.221,598.883,1721.589,829.438,777.651,826.436,494.551,391.236,788.533,120.993
572.738,812.519,622.111,1757.874,849.629,773.099,800.344,510.383,396.189,788.321,124.220
613.564,864.889,614.272,1807.907,876.905,780.997,803.834,502.089,394.689,806.572,129.017
601.658,882.332,641.130,1854.483,892.752,793.126,812.196,506.888,384.623,818.799,133.674
584.201,872.213,645.784,1707.510,930.962,781.220,851.117,496.182,382.623,805.757,120.977
610.054,852.196,630.377,1767.285,890.543,786.661,818.325,487.570,390.547,803.729,125.564
580.020,875.345,640.512,1773.815,891.895,803.944,828.166,501.117,379.651,808.274,126.807
621.685,882.511,620.025,1783.543,886.057,801.949,804.344,508.575,376.528,809.468,127.135
635.557,868.630,613.074,1699.172,859.895,802.648,813.963,517.304,380.245,798.943,118.379
631.826,878.477,642.784,1745.252,880.876,796.449,882.491,509.252,384.340,816.861,122.765
610.000,896.196,625.142,1748.550,856.419,788.949,851.822,494.593,407.821,808.832,123.130
625.523,892.523,618.401,1787.543,891.529,776.785,824.718,499.084,394.981,812.343,127.171
629.289,880.545,641.920,1793.940,924.795,786.067,844.147,510.495,401.198,823.600,126.886
629.899,914.413,662.327,1869.252,959.195,788.992,808.172,499.682,393.774,836.190,134.863
625.174,902.472,617.148,1803.318,917.238,781.097,799.258,513.402,390.821,816.659,128.732
587.805,912.991,621.870,1743.921,885.029,779.121,785.644,526.234,375.302,801.991,123.911
613.919,902.396,625.938,1762.344,903.519,775.669,826.178,503.159,393.613,811.860,124.994
595.913,878.566,629.796,1711.212,890.710,801.871,822.294,508.822,404.443,804.848,119.509
612.826,910.787,640.914,1775.166,932.919,785.435,833.755,529.636,383.264,822.745,125.938
588.416,926.902,626.827,1822.311,895.981,776.790,832.521,506.804,406.915,820.385,130.693
635.617,922.179,651.136,1816.225,940.767,780.712,852.896,500.495,395.755,832.865,129.729
607.174,929.723,652.025,1803.868,940.600,770.414,838.184,509.411,393.934,827.259,129.023
603.188,935.609,643.500,1783.874,937.738,808.038,841.742,505.425,382.255,826.819,127.909
616.792,921.255,629.000,1875.430,949.700,775.083,836.515,506.589,382.075,832.493,136.521
611.819,908.123,632.605,1847.457,903.643,812.056,827.319,521.051,407.274,830.150,131.834
612.859,943.038,603.494,1854.152,929.348,791.863,815.429,511.869,387.792,827.761,134.640
630.779,933.255,658.321,1775.000,933.657,794.511,864.288,518.762,399.632,834.245,125.115
621.631,948.545,648.099,1764.815,932.143,775.855,830.429,507.136,383.425,823.564,125.762
608.779,914.557,628.235,1709.437,932.890,778.546,822.601,502.626,385.651,809.258,120.914
591.544,958.753,622.778,1821.013,962.119,792.901,829.411,509.771,388.509,830.755,132.160
616.960,952.681,647.642,1798.311,916.900,801.917,801.160,521.879,398.632,828.453,127.729
621.235,933.587,624.809,1801.000,971.529,780.704,838.288,531.224,381.132,831.501,129.220
623.510,939.770,647.525,1806.755,943.943,804.565,844.252,538.883,381.519,836.747,128.685
597.758,963.647,656.012,1807.914,976.757,801.868,844.337,500.626,424.934,841.539,129.209
632.966,953.715,635.364,1816.576,976.152,825.384,813.779,518.369,428.132,844.493,128.798
642.846,927.523,632.444,1817.424,972.181,795.836,819.681,505.991,406.198,835.569,129.785
639.993,937.923,651.006,1772.940,945.638,792.495,832.276,504.621,392.198,829.899,125.769
600.255,970.723,622.123,1720.159,935.324,785.411,842.939,522.299,397.047,821.809,121.866
605.966,940.111,669.006,1788.192,939.129,798.772,861.497,514.911,396.736,834.924,127.028
635.785,942.383,654.747,1809.258,964.343,802.680,853.043,510.874,396.340,841.050,129.010
611.993,950.183,640.148,1818.020,966.843,794.973,829.423,510.621,391.340,834.838,130.921
617.034,957.281,657.753,1829.225,981.605,804.667,826.840,512.159,412.160,844.303,130.861
605.705,965.932,651.907,1850.947,927.171,816.027,841.178,522.206,414.406,843.942,132.325
623.208,965.000,626.228,1826.854,954.867,816.495,812.828,507.921,400.538,837.104,131.469
622.242,941.596,685.858,1794.199,993.771,776.156,809.503,523.598,394.594,837.946,127.614
626.242,961.119,685.012,1817.861,995.357,785.538,828.301,516.150,392.170,845.305,130.195
621.094,956.417,644.975,1813.808,939.929,802.180,837.325,527.836,399.651,838.135,129.126
644.490,961.238,661.457,1854.172,1002.167,815.339,851.043,514.710,384.396,854.335,133.884
621.336,914.911,664.901,1845.854,969.319,792.841,820.282,503.481,385.481,835.379,133.093
624.141,989.515,640.500,1847.490,970.262,807.562,815.564,520.332,389.142,844.945,133.687
616.732,959.413,676.988,1828.358,1000.510,782.035,820.000,503.421,379.198,840.739,132.529
607.396,956.604,639.080,1793.351,986.852,784.218,845.712,552.528,394.377,840.013,127.796
624.530,945.400,658.630,1818.709,938.576,807.177,827.374,510.051,397.509,836.440,129.758
659.215,970.477,665.685,1838.331,1017.948,784.922,836.871,520.121,388.472,853.560,132.218
635.295,959.549,648.488,1867.331,979.414,815.051,798.828,551.542,405.566,851.229,133.372
606.174,956.311,642.377,1776.007,965.300,795.019,849.730,508.304,392.604,832.425,127.214
623.859,988.736,669.228,1776.424,959.624,785.774,865.380,516.154,404.679,843.318,126.054
633.758,964.349,609.531,1786.119,988.752,792.285,840.828,493.692,398.396,834.190,128.875
582.081,973.609,629.852,1898.993,997.971,826.226,846.564,522.495,414.613,854.712,138.555
636.624,930.817,658.414,1820.987,988.038,825.223,822.650,533.061,398.358,846.019,129.400
634.483,954.838,629.957,1791.126,958.386,807.570,810.061,512.299,385.387,831.567,128.311
616.107,989.209,636.414,1845.219,1004.752,789.035,823.834,530.757,384.934,846.696,134.100
629.336,984.949,674.086,1862.503,1021.033,804.417,816.528,518.019,398.396,856.585,134.680
613.597,933.923,640.556,1811.715,997.638,804.078,846.252,525.084,386.915,839.973,130.276
639.933,963.774,662.599,1878.007,1029.529,815.831,816.859,516.874,389.566,856.997,136.355
596.114,1009.255,635.883,1857.642,956.543,773.903,853.564,536.603,405.292,847.200,134.443
626.215,991.902,663.648,1894.238,1001.043,804.914,837.325,517.397,399.019,859.522,137.597
650.826,969.149,675.735,1926.450,970.167,827.661,819.025,518.818,403.330,862.351,139.076
603.805,984.949,653.778,1753.384,950.895,803.183,838.092,528.005,416.028,836.902,123.549
592.517,997.404,660.019,1842.371,981.600,795.495,853.816,529.720,396.972,849.990,133.196
613.658,981.511,651.809,1791.497,989.443,812.317,851.890,516.126,404.774,845.891,128.104
616.785,1001.374,660.784,1800.238,991.752,811.202,864.773,491.836,434.009,852.528,128.580
616.369,958.370,651.580,1836.046,989.705,799.086,836.595,514.187,414.745,846.298,131.580
612.081,989.881,674.222,1822.305,1004.600,779.922,825.423,518.341,400.094,847.430,131.197
634.040,988.953,636.370,1835.192,1007.019,794.167,829.988,518.178,369.557,845.940,133.848
624.268,930.128,648.185,1886.464,994.114,801.081,813.497,499.168,428.321,847.247,135.978
623.785,953.000,654.154,1857.682,978.052,802.008,861.049,521.360,423.906,852.777,132.585
656.456,994.949,620.679,1885.510,989.867,775.866,844.233,531.921,398.019,855.278,136.700
634.362,1003.157,660.611,1801.020,1007.024,807.132,874.067,521.336,401.783,856.721,128.901
645.799,967.677,644.636,1779.272,973.086,795.167,860.969,510.238,403.670,842.279,126.377
639.919,952.711,664.623,1742.656,991.167,806.616,835.804,534.178,422.113,843.310,121.224
670.282,956.762,641.691,1880.238,1001.433,799.546,829.730,518.252,405.896,855.981,135.233
626.745,992.264,652.179,1859.974,1019.748,782.366,824.755,538.019,392.047,854.233,134.723
629.893,964.970,665.383,1848.305,1010.248,782.446,882.006,506.505,408.453,855.356,133.163
637.785,945.702,653.407,1844.291,989.795,792.973,825.521,536.911,396.066,846.939,131.883
620.020,958.791,660.883,1867.662,1031.948,795.535,841.405,512.355,411.623,855.580,135.089
611.483,991.294,615.420,1797.854,1010.219,823.159,799.798,514.710,410.321,841.584,129.782
628.007,981.106,638.377,1799.278,1048.381,791.382,844.577,520.411,399.340,850.095,129.906
621.577,985.681,653.963,1861.212,999.790,810.637,813.890,532.537,406.764,854.006,133.978
621.799,992.379,633.772,1893.139,1014.352,805.129,826.466,495.738,411.189,854.885,138.540
654.302,975.766,644.235,1847.238,1008.176,833.828,828.902,544.234,401.604,859.809,131.954
590.966,951.362,621.537,1890.232,1010.590,802.651,827.589,520.556,389.000,844.943,138.823
608.530,966.996,623.673,1863.212,1037.452,815.148,843.620,502.407,392.264,850.367,136.832
603.396,1023.843,684.278,1884.728,994.733,838.237,840.190,529.897,408.236,867.504,136.319
619.832,954.298,680.185,1829.258,986.038,802.863,816.589,525.136,418.566,848.085,129.821
649.591,972.447,649.833,1840.437,991.267,786.392,856.178,535.374,394.840,852.929,131.765
599.034,963.962,621.012,1894.199,982.629,779.142,817.006,527.533,426.208,845.636,137.251
628.758,953.187,665.438,1879.311,994.662,803.137,835.865,500.322,407.358,852.004,135.839
632.698,998.706,685.543,1735.874,1008.771,811.043,840.595,517.084,400.123,847.826,122.784
628.034,965.447,667.623,1870.219,1041.957,802.723,853.877,518.421,411.226,862.170,135.033
630.617,963.902,645.148,1765.940,1007.029,806.527,836.853,492.542,408.028,839.621,126.241
607.819,974.745,685.420,1780.523,1016.119,817.384,819.552,508.879,404.858,846.144,127.228
615.678,983.226,646.000,1943.159,1004.533,827.532,856.319,539.995,402.028,868.719,141.741
605.597,995.409,658.235,1814.225,1022.395,810.070,801.736,528.463,412.377,849.834,130.333
610.013,947.630,642.765,1867.967,977.605,813.535,850.178,516.126,410.104,848.436,134.665
620.154,992.774,678.395,1949.768,1021.790,817.183,876.429,522.958,401.858,875.701,142.521
632.745,1019.732,681.562,1895.530,1037.081,800.194,895.135,521.607,404.208,876.421,137.765
618.732,968.221,670.593,1913.212,1027.205,805.296,892.215,552.794,415.340,873.734,137.771
629.664,1014.196,680.975,1817.649,983.252,822.099,786.405,504.472,435.981,852.744,129.278
620.953,1015.970,660.407,1771.424,1020.495,807.210,840.362,526.579,416.142,853.282,126.135
596.315,966.715,654.568,1805.583,998.719,816.973,814.791,498.402,405.991,839.784,130.222
663.114,973.723,673.401,1870.391,1029.452,807.067,855.276,530.916,399.189,866.948,134.217
631.235,995.153,661.259,1875.517,1039.214,814.454,867.466,511.393,427.925,869.291,135.312
636.174,1019.328,651.025,1823.828,1029.567,827.575,834.810,501.327,401.585,858.358,132.279
618.268,1013.970,671.827,1910.808,1052.748,807.083,819.110,528.893,422.066,871.642,138.936
647.141,986.362,636.488,1894.934,1002.429,803.591,859.564,510.523,408.811,861.094,137.504
641.550,998.102,663.389,1823.914,990.114,802.922,827.632,528.257,416.179,854.673,129.700
622.235,1003.847,648.765,1864.265,1011.505,808.435,869.626,515.089,394.028,859.755,135.728
616.832,995.843,612.142,1877.099,969.790,820.914,851.859,510.678,419.792,852.772,136.196
630.242,941.468,626.852,1842.854,1012.181,808.086,853.571,492.827,404.226,845.812,133.630
631.671,1009.281,676.833,1820.755,1014.024,827.642,840.325,531.210,425.283,864.114,129.248
656.732,997.481,621.160,1888.854,1004.062,804.487,834.675,530.187,418.368,861.778,136.267
609.356,970.689,637.074,1867.278,995.838,807.957,856.724,527.201,413.368,853.943,134.736
597.638,968.264,637.574,1792.927,1020.276,794.124,799.963,494.953,407.632,834.817,129.872
638.134,983.830,658.327,1887.000,1046.843,833.140,850.067,521.850,398.670,868.651,137.085
631.658,1003.434,646.679,1919.053,1014.548,819.444,861.669,482.813,400.104,864.378,141.375
645.517,1025.374,644.488,1884.020,1010.581,824.935,841.791,536.612,412.226,869.505,135.943
662.839,995.387,673.290,1891.391,1037.529,802.478,836.933,513.121,386.226,866.577,137.687
627.993,982.234,636.747,1841.801,1035.329,809.161,837.472,518.477,401.802,854.557,133.458
611.369,982.587,647.593,1772.450,1014.557,792.164,811.957,503.290,392.840,836.534,127.940
606.913,987.332,679.364,1836.331,1056.710,792.067,841.049,520.500,441.255,862.391,131.485
628.107,966.260,671.370,1924.139,1030.605,809.710,805.018,542.154,428.708,867.341,138.522
651.322,981.460,666.204,1794.623,992.400,809.398,875.067,533.696,414.340,857.612,126.429
626.074,984.609,657.691,1783.490,1043.000,788.788,855.472,527.631,379.604,849.595,128.758
647.154,981.098,660.377,1891.517,1022.005,821.255,847.767,510.832,411.849,865.984,136.724
620.054,980.336,673.340,1884.232,1047.990,806.438,830.080,508.089,429.934,864.499,136.249
619.765,950.851,666.889,1826.887,1009.000,803.715,856.417,533.033,415.132,853.521,129.955
612.826,1010.506,665.389,1875.020,1055.548,785.175,852.994,519.467,393.623,863.394,137.398
636.362,993.387,671.173,1879.735,1057.224,825.863,843.356,501.607,406.934,868.405,136.840
611.121,959.323,680.796,1868.675,1002.338,804.831,826.270,544.215,398.623,855.132,134.172
613.047,984.736,633.617,1870.424,1061.500,812.702,844.957,505.112,429.755,861.761,136.212
605.886,969.740,676.728,1817.662,1032.029,829.882,860.454,518.042,399.868,856.699,130.827
629.711,974.915,694.778,1900.099,1051.648,812.309,867.417,512.486,421.302,873.852,137.252
590.409,1010.877,657.068,1840.636,1044.452,802.608,823.515,521.257,396.906,854.192,134.523
660.550,999.698,646.123,1825.179,972.081,814.446,864.117,520.598,427.415,858.912,129.270
653.383,978.396,679.778,1879.616,972.714,819.653,842.276,509.308,401.160,859.587,135.034
593.201,1004.579,650.642,1880.205,989.062,813.177,860.798,504.112,393.849,854.403,137.852
622.450,1013.268,681.944,1954.868,1018.690,799.825,888.110,514.921,414.943,878.780,142.895
656.423,978.562,642.407,1877.291,1046.776,826.513,875.908,510.509,411.962,869.595,135.903
634.148,1014.204,661.809,1870.490,978.481,804.567,824.479,521.972,395.321,856.163,135.336
609.107,974.026,653.852,1874.272,1040.614,785.664,852.577,507.346,392.057,854.390,137.367
661.268,987.766,649.852,1811.291,990.200,807.519,837.626,520.159,421.226,854.101,128.277
649.644,1004.617,647.123,1855.735,1084.510,818.946,842.423,531.243,393.642,869.765,135.131
608.685,1034.681,656.025,1816.179,1018.214,814.065,801.252,509.350,395.972,850.491,132.293
641.993,992.294,659.222,1869.384,1009.424,839.946,830.147,526.963,405.038,863.823,134.513
635.362,1009.489,664.864,1867.470,1012.129,798.973,812.994,499.701,384.387,853.930,136.565
624.403,1008.502,626.870,1860.364,1029.095,795.608,807.049,510.897,400.396,851.465,136.111
619.940,960.834,632.735,1784.980,1031.724,812.941,865.736,489.093,398.774,844.084,129.328
618.356,968.791,673.179,1791.113,994.824,793.317,851.755,519.393,431.396,849.125,126.366
633.819,968.562,674.309,1850.000,1018.348,810.005,831.540,520.902,403.396,856.764,132.837
622.544,972.600,645.889,1824.755,1035.819,799.562,811.939,507.313,393.868,846.032,132.518
641.819,989.774,665.981,1840.212,1049.938,828.172,819.706,513.327,404.528,861.495,132.834
639.114,1040.009,665.951,1871.960,1042.124,831.395,868.975,519.514,388.349,874.155,136.697
650.745,997.379,644.037,1830.907,1014.733,803.390,803.810,505.682,391.481,849.129,132.695
634.631,977.511,686.241,1850.848,1038.900,807.621,851.117,525.715,420.972,865.950,132.198
600.436,999.855,663.056,1859.570,1052.971,814.188,843.123,524.472,409.755,863.047,135.159
639.993,988.221,657.735,1912.384,1068.114,806.013,853.699,503.967,429.009,873.237,139.243
632.872,978.302,657.123,1873.775,1016.905,826.113,838.748,510.935,415.340,861.124,135.184
656.617,1031.979,629.525,1874.106,1026.081,819.901,850.454,514.173,406.575,867.712,136.373
617.121,1004.060,675.123,1833.543,1031.790,787.804,827.000,506.748,411.943,855.015,132.537
607.416,988.255,632.747,1849.417,1000.767,801.995,859.264,526.584,408.991,852.826,133.709
611.356,994.864,674.735,1810.477,1040.462,797.772,889.718,514.145,395.915,858.827,131.000
625.899,985.932,670.765,1885.079,1046.381,837.667,863.172,514.626,415.292,871.646,136.460
610.047,972.089,676.154,1935.636,1064.648,812.272,826.933,538.164,405.915,871.317,141.408
612.282,970.706,658.765,1803.821,1024.976,805.833,833.534,518.458,390.330,846.523,130.117
652.510,970.609,644.093,1932.815,1010.543,810.704,880.270,524.808,434.689,873.449,139.220
613.060,967.932,657.302,1826.351,1021.543,801.720,844.166,508.528,405.736,849.593,131.760
627.134,965.885,642.920,1781.523,990.524,800.258,851.853,475.523,406.311,837.992,128.223
623.913,987.549,683.432,1816.887,1010.629,795.634,826.411,504.584,412.981,851.336,130.159
643.060,970.540,692.185,1843.132,1030.433,825.559,881.798,508.626,393.406,865.416,132.666
611.732,985.600,648.352,1821.589,1037.214,813.613,837.975,524.210,423.575,855.985,130.714
638.228,985.094,670.704,1892.887,1056.900,828.371,868.331,500.360,388.264,869.904,138.704
669.034,990.306,679.130,1854.053,1068.410,820.567,822.356,496.528,418.623,868.778,133.654
637.000,939.830,657.765,1800.576,1027.619,821.675,866.055,476.925,414.604,849.117,129.355
638.396,945.706,686.222,1830.391,1045.038,799.871,852.558,483.065,414.594,855.094,131.772
614.000,967.404,643.654,1888.927,1017.181,810.132,813.951,478.397,397.953,847.955,138.985
636.711,1013.591,656.537,1851.728,1029.286,824.707,846.012,486.037,412.094,861.856,134.665
633.054,946.081,652.333,1861.106,1041.610,810.457,823.442,515.341,411.255,854.964,134.300
632.966,980.055,677.173,1877.934,1009.724,789.094,849.988,497.724,404.302,857.662,136.172
627.685,994.843,672.735,1856.483,1026.086,813.997,858.018,507.154,411.132,863.126,134.063
652.255,956.553,649.401,1893.026,1027.233,806.312,838.399,485.907,400.415,856.611,138.169
617.067,952.745,628.864,1836.490,991.995,773.188,827.141,502.159,400.925,836.730,133.080
604.215,968.064,646.167,1806.252,1022.257,815.745,873.454,536.117,388.981,851.250,130.183
600.638,967.817,621.389,1846.132,1034.471,808.562,854.896,504.855,414.189,850.328,134.506
607.705,1002.881,680.611,1863.848,1050.371,817.129,848.055,512.752,414.708,866.451,135.203
627.383,987.353,673.457,1805.099,1014.786,785.710,824.620,502.551,406.142,847.456,129.644
620.577,1014.672,665.864,1780.007,993.910,802.403,840.129,509.182,391.991,846.526,128.017
636.356,1030.477,642.259,1891.000,1042.871,800.973,853.761,512.121,395.802,867.291,138.886
638.732,1010.791,675.117,1811.503,1016.976,834.500,835.883,508.944,415.604,860.895,129.473
630.819,989.281,672.377,1803.232,1037.071,799.734,852.172,504.121,401.434,854.471,129.854
601.195,1021.413,687.623,1912.424,1011.867,827.694,842.883,500.093,406.160,867.928,140.092
598.785,966.289,675.494,1828.848,1043.829,807.086,848.160,506.187,417.075,854.639,131.941
649.879,993.234,637.586,1883.132,1037.719,800.091,858.012,507.981,412.991,864.514,136.847
614.953,1015.685,662.167,1817.523,1065.310,810.989,813.865,529.850,419.660,861.111,130.991
604.933,992.396,636.500,1865.543,1022.338,802.938,863.791,505.028,419.906,857.041,135.760
574.732,992.685,674.395,1843.934,1068.119,808.191,844.595,507.047,421.179,859.431,134.483
640.174,973.949,664.519,1810.179,1001.514,827.038,811.945,500.617,401.708,847.960,129.751
611.121,971.877,643.327,1882.722,998.271,812.142,824.129,502.612,413.453,851.073,136.828
613.859,977.736,652.296,1774.702,1013.681,815.567,786.460,501.790,389.123,836.135,128.148
601.215,988.979,624.093,1849.702,1018.671,798.632,847.785,504.360,420.491,850.436,134.563
637.899,1003.332,636.994,1851.742,1007.119,798.331,844.319,489.402,410.981,853.347,134.596
633.785,995.779,666.617,1872.722,1002.781,818.634,835.761,488.243,396.028,856.706,136.476
652.591,975.719,679.235,1777.795,1012.971,812.121,842.301,511.234,406.443,852.268,125.917
646.174,954.417,670.377,1876.086,1028.505,800.384,870.515,516.196,397.849,862.278,135.484
654.047,1010.528,659.438,1790.841,1047.271,796.884,860.939,493.757,394.377,856.454,129.655
623.369,980.349,662.568,1856.642,1026.238,819.159,828.172,475.654,408.415,853.396,135.370
660.604,985.187,626.160,1901.364,1046.348,807.664,803.779,484.762,373.604,854.386,141.084
617.758,971.162,660.698,1815.781,1067.481,805.884,807.669,496.523,406.840,849.977,131.916
642.107,981.064,682.426,1838.781,1004.195,811.599,835.233,498.752,417.330,856.832,131.553
624.584,1004.409,613.105,1862.331,1049.876,807.137,861.503,489.603,409.208,857.973,137.037
642.530,953.132,658.735,1868.139,1029.790,795.245,858.086,490.967,402.434,855.451,135.683
601.926,1008.787,664.994,1846.695,1023.624,821.685,844.969,498.266,417.075,858.669,134.064
616.315,999.068,665.759,1910.132,1037.619,817.672,808.546,506.991,380.726,860.314,140.964
648.886,992.460,644.623,1853.185,1039.029,813.728,839.436,491.911,399.226,858.054,135.049
597.235,998.732,654.660,1858.212,1012.676,801.406,860.110,509.252,396.509,854.310,135.682
617.765,956.506,661.438,1862.411,996.171,798.712,808.387,495.650,390.038,843.009,135.548
609.839,995.545,652.284,1862.252,1038.686,792.858,823.178,503.738,429.670,856.450,135.099
666.161,966.123,623.327,1926.874,1033.314,793.712,852.945,529.117,414.198,867.308,139.898
641.007,978.281,623.358,1831.464,1001.500,831.524,827.620,470.210,398.123,844.787,133.646
608.148,966.123,645.994,1875.563,1001.019,825.027,815.123,493.626,403.509,848.237,136.822
607.765,963.234,658.951,1810.848,999.481,789.513,809.325,464.290,394.500,833.101,132.057
648.248,969.719,639.068,1806.258,1026.552,792.231,846.509,505.603,404.349,848.726,129.847
624.329,947.719,667.401,1865.007,983.643,823.669,807.411,499.850,397.330,846.262,134.798
