0001-0104-0059,0001-0088-0076,0001-0046-0063,0001-0043-0048,0003-0018-0088,Average,Err
615.906,1547.116,1954.550,415.126,361.768,978.893,290.188
589.865,1589.105,1978.029,391.756,348.836,979.518,300.910
566.771,1552.843,1984.286,425.458,352.667,976.405,297.220
596.488,1560.488,2012.529,384.954,376.449,986.182,301.219
602.218,1550.634,1929.750,390.563,351.062,964.845,290.669
572.188,1594.506,1995.300,371.143,350.399,976.707,306.060
589.371,1542.552,1984.829,393.542,346.315,971.322,298.252
572.529,1586.907,2029.779,409.903,353.119,990.447,306.845
589.941,1578.942,1936.414,413.466,353.881,974.529,292.468
601.859,1575.983,1995.407,426.420,371.125,994.159,297.013
593.435,1567.744,1998.443,402.160,351.039,982.564,300.770
596.729,1569.779,1930.686,412.933,351.932,972.412,290.812
610.812,1570.267,1986.686,411.672,348.259,985.539,297.998
585.641,1591.622,1972.171,409.349,346.789,981.114,299.373
556.847,1620.262,2042.193,395.185,343.307,991.559,313.941
600.535,1537.587,2002.829,415.618,350.354,981.385,297.728
597.118,1558.442,1971.586,397.345,350.396,974.977,296.661
569.694,1576.878,1953.893,405.828,355.030,972.264,296.179
635.482,1565.221,1903.600,395.429,344.345,968.815,287.010
609.171,1590.314,1949.371,392.828,337.065,975.750,297.168
595.841,1587.256,2007.043,426.345,351.551,993.607,301.444
593.641,1521.866,1948.307,412.685,342.720,963.844,290.322
598.106,1531.738,1991.636,401.735,353.339,975.311,296.692
593.382,1580.570,1893.593,400.399,329.292,959.447,289.969
579.594,1620.064,1964.143,397.588,340.292,980.336,302.455
594.629,1538.523,1992.814,423.244,347.863,979.415,296.366
617.576,1511.692,1989.436,400.160,336.247,971.022,295.516
587.129,1583.250,1998.100,379.815,360.214,981.702,303.257
607.241,1569.343,1973.857,411.744,344.030,981.243,296.742
628.147,1562.203,1955.957,409.139,347.247,980.539,292.678
603.853,1564.238,1880.714,404.639,343.792,959.447,284.801
561.841,1556.110,2021.629,381.592,351.542,974.543,306.245
572.529,1570.733,2007.671,396.962,358.036,981.186,303.175
561.112,1570.959,2020.871,403.143,350.560,981.329,305.749
541.429,1529.640,1992.171,409.084,341.640,962.793,300.060
515.600,1542.000,1855.814,408.647,343.432,933.099,284.199
510.535,1507.337,1954.950,412.975,342.565,945.673,294.683
485.100,1533.157,2020.514,407.550,356.128,960.490,306.502
489.206,1544.035,1955.193,407.601,350.196,949.246,298.636
423.276,1519.907,1978.514,417.903,352.518,938.424,303.283
415.800,1546.727,1968.486,421.546,339.688,938.449,305.276
421.259,1534.326,1952.793,382.803,362.658,930.768,302.750
375.618,1558.570,1955.579,387.941,348.592,925.260,308.934
406.459,1526.645,1999.250,405.693,348.893,937.388,308.913
402.424,1557.488,1957.700,390.408,339.527,929.509,307.770
404.459,1562.331,1940.150,402.160,353.027,932.425,303.837
402.959,1627.587,1932.164,403.151,340.664,941.305,309.385
454.865,1583.657,1963.929,395.723,352.830,950.201,305.847
435.382,1590.238,1931.407,412.462,342.202,942.338,303.049
446.053,1590.064,1949.086,422.891,352.881,952.195,303.064
491.012,1588.919,1966.257,405.134,366.551,963.575,302.525
467.912,1555.779,1922.993,413.445,345.077,941.041,296.615
468.653,1560.744,1953.014,406.336,348.530,947.455,301.201
473.588,1515.424,1943.393,401.786,338.009,934.440,297.144
463.418,1565.012,1977.321,402.748,353.970,952.494,304.965
486.029,1587.116,1907.100,397.227,353.009,946.096,296.588
456.012,1578.134,1981.764,400.483,346.286,952.536,307.865
474.306,1593.744,1976.821,398.941,365.679,961.898,305.905
506.235,1620.488,1965.821,414.122,343.509,970.035,305.376
496.282,1564.628,1957.286,415.315,348.363,956.375,299.727
507.165,1518.360,1983.057,397.714,361.711,953.602,299.158
474.359,1543.035,1976.171,395.748,348.238,947.510,303.330
479.353,1518.581,1973.364,405.445,354.506,946.250,299.543
499.847,1564.076,1838.743,418.971,355.571,935.442,283.116
512.971,1572.547,1874.814,399.748,354.634,942.943,289.194
511.671,1567.657,1992.664,416.840,343.321,966.431,304.089
525.482,1609.686,1965.257,390.139,338.795,965.872,305.412
492.735,1529.227,1989.779,406.235,342.929,952.181,302.650
512.935,1555.686,2024.564,413.618,340.720,969.505,307.870
488.794,1541.924,1983.307,409.987,344.196,953.642,302.612
533.029,1550.692,1936.207,404.076,343.804,953.562,294.805
520.735,1573.221,2019.679,410.092,341.670,973.079,308.272
510.741,1583.006,1950.057,398.643,346.783,957.846,300.754
524.382,1539.512,1904.364,395.769,359.027,944.611,289.535
515.929,1570.029,1927.057,380.542,338.345,946.381,298.384
508.641,1582.750,2014.686,409.836,352.768,973.736,308.180
531.071,1558.198,2005.507,398.181,348.062,968.204,304.938
521.788,1516.453,1993.171,399.109,351.577,956.420,300.255
506.512,1540.855,2054.364,392.475,357.938,970.429,311.429
498.000,1549.686,1909.550,397.777,348.196,940.642,293.349
526.841,1518.122,1901.714,415.080,354.167,943.185,286.252
536.006,1547.535,1958.086,408.555,353.732,960.783,296.162
507.447,1600.610,1931.664,428.508,332.324,960.111,299.050
509.894,1567.884,1952.093,403.908,334.217,953.599,300.467
553.776,1494.407,1929.821,390.080,342.315,942.080,289.544
518.706,1523.872,1953.636,401.290,344.693,948.439,295.979
537.953,1554.703,2012.564,402.370,344.003,970.319,305.258
534.265,1566.535,1945.993,379.441,357.357,956.718,298.093
544.329,1568.488,2022.636,404.954,350.938,978.269,306.568
515.412,1564.872,1949.243,392.210,347.190,953.785,299.323
543.659,1594.930,1956.586,399.269,350.676,969.024,300.330
529.888,1571.378,1930.386,412.370,349.929,958.790,294.788
512.171,1493.471,1962.621,384.151,350.039,940.491,296.118
564.594,1527.279,2024.564,407.340,345.372,973.830,302.899
545.753,1511.424,1906.907,405.025,338.449,941.512,287.396
560.688,1565.459,1936.964,393.504,352.955,961.914,294.611
547.906,1621.023,1912.950,421.630,354.673,971.636,294.651
540.465,1570.058,2057.486,410.966,337.146,983.224,312.368
527.371,1498.622,1976.136,396.639,344.435,948.640,297.016
544.188,1544.494,1999.443,407.008,358.815,970.790,300.773
524.382,1525.913,1911.657,427.773,337.262,945.397,288.837
536.153,1504.093,1994.057,390.000,343.875,953.636,299.951
547.029,1568.238,2038.186,401.866,343.723,979.808,309.343
571.771,1536.965,1914.836,382.840,357.119,952.706,289.250
552.612,1585.959,1976.364,395.050,352.256,972.448,301.896
533.600,1575.849,1925.136,409.529,352.744,959.372,294.235
560.771,1565.744,1959.157,383.050,328.271,959.399,300.438
532.318,1633.721,1939.336,409.723,335.149,970.049,302.566
556.112,1569.610,1963.286,390.718,336.458,963.237,300.278
568.694,1565.140,2079.729,403.454,344.807,992.365,313.437
561.953,1606.366,1908.793,420.408,357.726,971.049,291.871
566.265,1590.738,1966.814,402.538,359.881,977.247,299.062
538.659,1581.430,1997.750,420.954,331.997,974.158,304.932
549.365,1546.203,1999.214,388.176,347.539,966.100,302.928
540.271,1566.558,1935.700,415.290,338.929,959.349,295.196
571.465,1561.453,1957.079,420.559,354.744,973.060,294.167
540.994,1544.081,1933.400,416.987,337.429,954.578,293.021
585.518,1544.791,1905.536,410.966,356.140,960.590,285.821
578.012,1554.581,2048.336,421.748,346.744,989.884,306.284
546.606,1564.157,1965.629,424.697,358.152,971.848,296.328
557.276,1530.616,2049.871,402.777,354.795,979.067,306.631
536.876,1544.814,1924.786,405.807,350.500,952.557,291.904
570.818,1561.744,2028.800,412.189,342.997,983.310,305.546
555.224,1515.994,1940.300,391.929,359.580,952.605,290.991
540.394,1541.424,1963.171,389.882,332.497,953.474,299.270
557.629,1533.012,1933.621,412.811,347.973,957.009,290.663
562.871,1502.395,1951.057,398.025,349.810,952.832,291.341
569.535,1563.471,1915.900,395.689,329.473,954.814,293.002
542.288,1567.390,1956.993,402.063,343.571,962.461,298.573
564.224,1585.360,1984.386,405.164,351.336,978.094,301.580
531.553,1581.110,2041.850,389.479,366.449,982.088,310.812
587.624,1532.953,2080.779,393.479,352.640,989.495,310.391
594.541,1559.703,1872.514,398.689,344.393,953.968,284.236
571.735,1575.012,1956.521,409.349,350.708,972.665,296.358
561.976,1553.692,1931.293,412.210,329.283,957.691,293.404
598.282,1478.901,1922.971,408.584,342.077,950.163,283.748
557.394,1579.500,1993.586,403.815,337.384,974.336,303.983
571.782,1579.872,1933.721,403.160,352.155,968.138,294.095
547.488,1524.715,1959.129,422.483,351.536,961.070,293.017
550.718,1523.762,1914.400,428.508,352.985,954.075,286.146
573.853,1616.355,1994.414,391.924,352.911,985.891,305.800
561.565,1535.907,1935.250,431.109,354.280,963.622,289.004
533.135,1591.599,1887.757,409.218,335.315,951.405,292.239
569.976,1550.244,2026.914,395.819,348.429,978.277,305.251
588.365,1547.436,1992.571,394.504,322.360,969.047,301.686
534.776,1505.238,1967.379,411.218,321.336,947.990,296.732
584.741,1552.640,1948.586,414.794,356.429,971.438,291.907
554.053,1548.203,1951.464,383.130,341.137,955.598,297.284
539.618,1531.209,1956.014,398.076,334.512,951.886,296.763
561.006,1580.343,1941.907,419.647,335.458,967.672,295.966
574.371,1539.884,1996.536,407.353,341.372,971.903,299.786
601.224,1549.087,2036.886,388.235,360.286,987.143,304.520
542.871,1539.872,1963.921,412.739,344.720,960.825,296.389
571.482,1577.163,1983.093,415.647,348.125,979.102,299.829
573.300,1590.174,2040.707,387.782,349.122,988.217,310.561
