0059-0047,0036-0041,0036-0055,0020-0009,0038-0115,0052-0095,0075-0096,0103-0061,0102-0035,0089-0037,0063-0028,0035-0012,0075-0069,0034-0017,Average,Err
559.015,451.871,288.143,286.133,488.114,392.094,267.365,298.890,312.541,274.819,361.964,297.684,266.676,338.400,348.836,23.610
567.423,429.269,298.672,271.448,489.623,388.000,268.628,298.683,292.812,272.157,352.906,334.007,267.735,308.914,345.734,23.728
554.659,427.291,295.197,269.533,486.545,408.896,261.724,286.000,292.129,271.253,347.427,319.824,257.919,344.457,344.490,23.678
558.967,421.528,312.553,280.800,474.323,366.660,271.244,279.963,288.129,276.807,343.024,312.434,272.140,324.143,341.623,22.385
570.262,427.667,306.828,270.714,463.431,366.132,266.673,274.817,265.412,283.711,353.758,316.588,256.625,323.657,339.020,23.563
563.081,416.942,306.430,283.029,501.036,391.972,270.724,276.390,283.200,279.157,358.824,327.316,269.912,293.229,344.374,23.885
538.088,419.547,288.992,271.571,486.234,400.179,260.071,270.646,292.518,283.398,346.158,309.257,270.882,310.771,339.165,22.714
551.839,429.880,300.914,286.781,466.102,365.236,263.282,278.341,274.435,261.229,336.952,313.743,267.956,267.429,333.151,23.095
545.077,421.903,304.033,288.038,457.317,378.736,275.994,278.671,275.541,280.048,339.288,307.765,261.390,326.943,338.624,21.546
538.634,416.191,284.930,270.305,487.832,373.292,277.154,288.244,280.647,278.361,327.333,311.831,268.419,320.943,337.437,22.179
541.042,410.521,289.770,276.629,456.653,391.858,269.224,274.024,283.094,287.699,335.594,322.449,266.765,295.257,335.756,21.548
562.778,428.032,307.369,274.257,470.850,417.453,267.494,298.366,288.565,281.193,327.000,312.684,272.757,281.514,342.165,23.449
525.145,422.722,288.988,288.305,474.886,386.896,269.744,284.280,301.224,286.193,339.267,298.625,277.787,320.771,340.345,20.847
516.762,396.605,295.648,270.467,452.922,376.783,270.051,292.134,273.341,281.301,327.785,304.081,266.478,301.600,330.426,19.880
555.965,417.113,305.689,282.762,460.629,392.651,271.526,296.732,280.059,281.446,324.467,323.625,262.324,306.686,340.119,22.085
552.866,399.301,287.434,272.514,470.563,355.962,274.109,282.305,287.412,298.964,325.067,319.471,274.103,310.543,336.472,21.577
561.632,422.492,304.025,284.010,422.910,406.953,278.282,273.646,296.212,275.120,330.418,307.331,265.206,317.686,338.994,21.816
570.738,409.838,303.889,275.724,458.060,392.019,262.577,291.390,282.918,282.590,338.042,303.603,257.676,327.371,339.745,22.965
556.454,417.233,298.045,281.219,466.102,403.075,285.615,289.232,301.000,282.892,331.818,325.066,259.007,302.086,342.775,22.179
582.522,434.660,288.717,274.543,442.383,372.726,265.462,281.988,274.482,281.446,350.821,315.250,263.375,312.400,338.627,23.714
575.374,426.557,290.725,281.200,473.485,372.698,277.506,275.915,304.506,289.578,341.933,326.309,268.316,289.457,342.397,23.396
566.526,414.660,295.037,280.476,457.820,406.698,265.974,274.232,291.376,300.795,343.748,307.993,273.596,288.314,340.518,22.880
544.683,420.421,284.086,278.314,468.317,403.566,261.897,284.878,279.529,287.639,351.900,299.110,269.301,307.829,338.677,22.493
545.654,423.463,301.393,272.448,458.778,368.934,263.603,272.159,295.306,282.361,333.161,319.721,268.919,301.914,336.272,21.758
554.868,431.822,299.975,284.324,484.850,389.698,270.096,289.488,284.565,279.036,353.955,306.640,261.559,335.057,344.709,23.052
586.465,429.828,293.098,280.886,436.892,411.283,272.513,283.476,281.871,284.205,357.255,313.971,271.353,339.629,345.909,23.519
585.286,435.599,289.758,275.486,474.353,391.377,266.141,260.500,304.612,276.578,353.970,315.684,260.559,316.343,343.303,24.871
589.830,455.725,293.697,277.990,486.964,392.887,269.500,277.110,292.541,277.783,362.158,308.169,261.434,324.229,347.858,25.585
600.901,414.427,300.467,292.333,475.713,404.877,274.218,295.646,303.706,303.373,379.548,310.676,269.632,304.686,352.158,24.283
598.925,424.408,300.180,290.086,461.557,389.377,261.199,297.963,312.706,288.169,365.358,333.294,263.103,335.571,351.564,23.863
597.196,436.576,308.943,281.752,463.210,401.000,263.641,275.902,284.624,288.928,366.915,309.669,259.316,351.171,349.203,24.892
587.137,436.676,298.299,282.667,463.982,404.698,265.878,280.744,300.024,296.843,363.373,316.390,261.654,285.371,345.981,24.453
629.698,453.120,308.939,271.610,467.467,400.717,264.038,278.976,293.518,312.687,361.282,315.074,261.853,287.771,350.482,27.017
596.784,443.680,297.943,278.610,472.856,385.594,265.481,287.720,308.541,294.024,367.494,335.875,264.618,298.429,349.832,24.762
636.068,438.728,312.557,279.895,462.910,409.830,268.045,293.646,297.118,299.651,364.127,333.375,264.500,348.343,357.771,26.198
656.022,438.498,310.705,284.714,473.940,403.500,266.571,291.317,310.153,302.241,371.688,333.426,278.279,321.429,360.177,27.203
660.720,433.638,316.701,283.819,464.192,415.425,278.756,280.073,322.824,303.675,374.503,321.449,273.169,318.200,360.510,27.291
677.313,453.864,304.578,278.381,493.222,388.132,259.192,283.500,321.012,313.964,387.976,327.787,270.882,300.514,361.451,29.511
658.130,448.065,303.193,284.390,434.138,429.094,260.333,293.390,308.282,305.253,379.755,327.000,259.221,339.743,359.285,27.473
700.368,432.032,314.205,274.171,506.240,418.604,268.885,286.549,314.600,294.349,349.130,329.640,273.831,288.057,360.761,31.055
673.238,431.871,306.844,284.952,439.222,442.943,264.064,300.500,328.106,301.602,377.567,332.404,270.574,345.486,364.241,27.765
708.537,449.686,305.799,281.848,474.503,386.142,262.679,314.695,325.271,302.711,361.055,353.037,266.978,353.857,367.628,29.991
722.130,449.217,304.971,280.210,464.084,433.245,273.423,286.134,324.753,322.253,376.997,336.904,275.721,347.257,371.236,30.858
739.943,448.091,305.516,290.381,472.653,425.745,273.942,307.341,319.471,316.060,373.609,333.419,270.404,361.057,374.117,31.689
745.963,447.974,310.184,291.314,455.952,406.755,264.474,316.939,325.894,305.892,393.397,353.610,265.044,333.486,372.634,31.865
770.985,441.379,327.307,280.229,487.497,426.689,263.135,323.293,351.800,303.892,376.491,362.066,262.051,376.314,382.366,33.560
802.449,445.417,308.328,293.914,452.407,436.170,263.128,327.829,316.965,321.554,380.473,363.382,264.515,373.343,382.134,35.069
827.786,459.078,328.930,278.914,497.329,413.245,281.173,293.805,330.635,332.723,376.306,382.853,259.463,408.857,390.793,37.121
841.231,465.388,334.541,280.924,452.946,427.340,269.936,305.756,330.635,329.301,400.182,381.860,274.713,385.429,391.442,37.239
831.685,456.663,328.324,287.819,450.772,429.283,271.346,316.329,327.906,314.952,382.352,351.154,267.596,383.429,385.686,36.724
899.586,466.770,344.324,310.162,485.347,422.934,277.122,319.268,327.671,318.410,395.433,370.478,262.346,433.857,402.408,40.873
882.163,452.443,341.553,294.067,469.707,425.075,271.295,321.939,318.612,298.602,396.733,385.250,265.287,354.771,391.250,40.043
911.026,468.330,327.430,282.810,481.234,394.764,270.282,340.756,361.388,322.265,391.048,389.721,263.566,364.286,397.779,41.608
941.912,463.450,332.459,289.733,504.683,466.349,268.147,330.061,333.235,334.048,409.248,402.743,265.118,389.343,409.324,43.918
941.396,463.398,350.848,323.571,492.323,461.406,259.449,329.756,344.941,337.012,398.909,379.919,269.000,376.000,409.138,43.233
984.394,452.735,347.951,296.876,470.018,455.670,272.506,316.256,339.612,333.747,408.309,395.191,266.985,497.057,416.951,46.298
1026.183,460.537,357.033,294.790,454.515,474.179,279.609,314.476,361.471,339.723,413.015,421.338,265.779,461.857,423.179,48.394
1003.729,448.113,361.324,306.943,464.844,467.104,271.372,325.244,358.765,335.831,410.748,421.993,262.846,483.629,423.035,46.980
1028.123,480.061,371.684,286.724,477.641,475.000,279.994,332.061,359.859,339.904,418.224,430.368,267.963,512.486,432.864,48.797
1064.837,471.770,353.549,305.552,479.611,450.745,269.526,383.646,350.318,353.349,433.015,433.610,258.669,454.114,433.022,50.454
1086.366,468.602,360.574,299.371,457.820,459.802,264.090,370.683,347.859,337.024,445.682,443.324,264.919,502.229,436.310,52.227
1112.192,484.783,375.004,331.152,462.479,433.887,273.244,394.146,337.765,348.434,417.409,454.853,269.647,649.486,453.177,54.885
1113.095,482.919,359.434,339.886,489.090,484.934,281.603,352.280,324.765,332.277,429.500,431.441,265.463,541.114,444.843,54.119
1154.872,499.460,373.664,318.048,492.820,419.368,270.712,326.000,383.906,356.120,429.888,433.037,263.279,561.771,448.782,56.876
1150.218,487.599,369.713,316.333,485.371,443.311,269.917,372.439,319.341,351.928,434.761,506.074,272.860,579.971,454.274,56.868
1163.024,461.547,375.660,341.876,494.731,465.840,260.346,358.378,365.118,352.867,445.064,476.338,265.640,458.771,448.943,56.414
1194.901,474.773,373.443,319.848,495.922,442.811,296.737,368.707,340.282,358.482,416.939,477.500,265.529,580.743,457.616,59.037
1215.419,492.877,380.352,339.848,514.784,437.245,278.019,383.524,363.506,340.892,424.473,500.706,267.765,619.714,468.509,60.730
1185.879,470.761,367.352,343.733,468.754,464.623,266.840,369.293,348.341,313.711,448.994,480.162,255.794,624.657,457.778,59.671
1269.308,486.777,381.668,343.524,480.341,484.491,281.641,421.598,353.071,356.133,416.797,514.103,267.926,550.029,471.958,63.072
1220.667,483.181,397.963,381.619,472.060,449.415,281.949,374.537,358.635,356.470,422.003,493.324,277.103,574.000,467.352,59.661
1228.744,484.492,392.869,322.105,490.539,457.019,286.846,391.902,343.447,368.747,426.424,526.051,266.765,575.371,468.666,60.930
1277.863,494.113,390.422,327.571,502.222,442.877,281.397,398.793,359.918,369.000,431.712,511.676,268.993,653.429,479.285,64.706
1289.551,489.437,399.070,348.038,528.760,462.632,294.462,404.805,371.165,361.687,427.845,532.684,281.875,686.486,491.321,65.216
1292.361,473.790,409.148,361.762,512.994,503.698,275.962,408.317,387.541,345.554,429.597,539.596,279.169,669.257,492.053,65.240
1291.324,468.916,404.348,363.886,477.383,454.000,291.667,399.366,378.682,353.855,442.909,529.309,264.235,571.943,477.987,64.094
1309.830,481.641,395.828,354.124,500.018,446.774,278.609,418.976,353.247,349.506,432.758,540.382,272.118,613.286,481.935,66.134
1281.976,481.628,413.352,334.333,505.563,449.113,294.340,401.866,385.929,364.904,457.642,554.882,273.897,617.343,486.912,63.883
1318.207,524.252,401.488,345.943,498.946,476.387,294.808,432.415,353.224,379.843,430.721,571.728,277.971,614.114,494.289,66.183
1300.610,503.773,413.984,345.905,476.659,439.726,297.179,399.720,397.129,343.855,429.545,563.037,273.191,653.600,488.422,65.643
1354.090,498.256,392.164,350.971,505.898,467.774,289.032,435.634,343.659,361.349,442.955,534.103,283.191,623.143,491.587,68.597
1360.621,486.197,403.500,390.514,517.503,468.698,304.827,436.159,365.812,394.410,466.848,591.493,277.426,655.371,508.527,68.396
1387.696,476.259,418.344,338.714,462.904,473.330,300.154,415.171,372.741,349.446,449.918,564.875,292.985,686.343,499.206,71.200
1406.960,481.838,392.705,391.429,464.749,456.887,302.077,464.561,335.765,372.349,426.942,562.118,276.787,720.286,503.961,72.855
1395.115,496.434,414.004,359.076,463.186,464.425,318.821,411.695,381.576,385.843,463.006,576.618,276.544,626.486,502.345,70.418
1415.293,511.223,426.283,374.981,487.383,458.057,327.205,396.085,380.929,360.578,449.055,555.618,275.162,639.486,504.096,71.806
1375.181,514.780,409.066,382.990,484.635,467.708,293.250,474.963,369.459,375.349,438.048,578.588,287.390,603.543,503.925,68.923
1396.346,503.498,414.094,382.448,479.707,461.953,305.686,395.646,407.576,379.349,448.442,562.279,278.331,646.400,504.411,70.533
1410.676,491.388,402.459,372.105,514.659,494.679,299.571,461.817,391.576,373.036,447.567,548.625,278.162,558.543,503.204,70.806
1442.844,509.168,426.299,377.333,481.784,467.264,308.436,411.939,376.682,342.458,461.212,595.941,287.676,763.257,518.021,75.456
1427.176,507.288,412.926,401.295,493.150,491.896,318.513,447.659,391.365,391.639,434.758,577.993,280.404,670.086,517.582,72.123
1454.676,518.647,404.049,368.438,512.826,473.896,317.814,434.049,400.600,360.590,445.555,575.522,277.147,627.200,512.215,74.176
1441.912,480.379,437.545,330.390,495.904,501.972,329.032,426.146,388.965,352.494,469.685,596.368,289.882,647.486,513.440,73.631
1429.258,488.123,410.750,390.171,504.790,450.132,303.769,451.829,362.259,354.542,458.594,602.978,294.875,568.657,505.052,72.348
1455.593,499.201,409.238,348.086,509.760,481.811,337.192,481.683,344.259,366.133,472.912,586.794,306.419,710.057,522.081,74.811
1440.520,536.951,410.754,401.619,496.299,486.142,310.654,410.256,404.318,371.277,472.736,665.228,303.478,754.829,533.219,74.559
1466.137,501.223,414.086,394.210,479.228,487.623,312.481,447.988,374.094,390.627,468.339,626.632,293.279,658.514,522.461,74.782
1444.885,508.414,425.320,386.848,520.725,487.858,319.564,461.841,370.412,385.157,446.985,654.103,298.397,722.000,530.893,74.195
1447.969,510.337,429.852,398.219,510.234,457.708,326.160,467.488,367.459,378.048,443.588,628.022,300.743,687.257,525.220,73.716
1479.689,503.223,423.258,382.743,496.377,443.736,329.744,411.841,378.388,397.398,443.567,623.574,293.375,792.229,528.510,77.587
1451.637,513.230,425.205,393.305,491.868,476.925,339.699,418.098,370.035,360.301,468.055,636.301,301.287,675.971,522.994,74.053
1455.368,506.696,419.766,403.895,514.898,482.764,337.833,468.561,363.318,347.398,468.818,613.654,295.243,727.343,528.968,74.709
1414.227,536.301,449.328,392.152,499.389,476.830,318.897,471.476,375.400,339.807,497.470,641.603,292.640,689.229,528.196,71.941
1429.438,511.638,400.283,396.257,530.772,471.792,338.205,463.171,378.682,370.976,452.761,632.243,310.331,753.000,531.396,73.236
1477.289,513.984,407.811,403.400,491.401,456.934,321.846,492.634,349.824,361.470,454.333,630.221,317.169,663.914,524.445,75.578
1455.170,539.042,420.275,384.448,492.665,468.094,317.897,467.122,351.459,382.590,473.970,636.971,308.963,646.400,524.647,74.011
1438.399,506.887,435.443,425.190,518.737,446.264,320.167,440.378,354.835,378.120,489.745,619.882,304.360,683.057,525.819,72.927
1491.952,501.142,424.582,382.238,498.647,436.811,317.776,469.085,361.106,372.494,453.639,657.801,309.132,715.057,527.962,77.460
1450.509,516.175,445.865,408.743,482.084,462.623,341.494,461.073,360.976,384.217,453.809,632.346,310.500,628.943,524.240,72.844
1476.443,524.595,412.000,382.886,524.772,476.302,330.404,468.098,372.353,379.036,476.852,655.515,306.471,830.057,543.984,77.638
1473.068,522.405,429.713,381.305,474.653,477.113,337.955,433.378,363.624,370.229,454.712,647.184,310.743,712.743,527.773,75.852
1456.841,521.304,437.664,376.952,489.713,475.679,326.397,476.841,363.765,371.723,477.218,634.074,308.985,775.429,535.185,75.421
1500.040,525.958,416.266,357.371,512.335,454.075,352.686,472.963,380.718,427.084,465.103,649.265,319.066,716.000,539.209,76.722
1479.139,501.816,430.766,424.562,505.940,467.283,340.115,479.573,359.012,364.904,464.276,636.779,315.397,754.286,537.418,76.048
1508.262,518.631,405.324,396.886,528.251,431.000,326.224,465.537,423.447,381.169,455.252,669.375,321.074,706.029,538.319,77.527
1498.969,513.058,419.971,365.429,493.449,455.698,345.577,455.610,367.365,376.373,482.291,623.507,331.353,706.457,531.079,76.813
1454.128,544.913,443.475,396.962,498.701,473.340,340.308,463.622,393.447,372.229,451.279,620.934,306.779,810.057,540.727,75.209
1496.469,514.505,426.861,382.962,505.060,455.868,374.596,435.329,380.447,377.771,496.082,684.728,318.382,885.229,552.449,79.550
1495.416,522.168,418.775,391.067,488.545,466.000,351.853,483.646,403.094,410.169,469.448,645.471,322.794,782.943,546.528,76.732
1534.991,543.013,430.988,407.676,524.838,478.142,345.859,490.817,402.682,390.566,467.706,657.713,326.353,645.886,546.231,77.597
1487.888,537.353,428.078,395.848,492.533,449.500,354.885,453.341,384.506,384.566,500.048,637.103,323.346,600.800,530.700,74.670
1530.789,531.172,433.648,403.181,514.222,436.302,331.006,423.134,377.318,412.759,472.052,639.213,319.809,760.743,541.810,79.373
1544.604,533.502,433.148,399.305,502.605,462.632,343.833,455.671,384.294,392.614,481.776,613.824,332.912,692.971,540.978,78.719
1499.672,542.877,446.357,391.276,520.910,517.321,342.462,455.354,365.600,393.060,473.870,626.971,329.816,700.457,543.286,76.019
1461.659,530.521,418.668,399.143,504.820,513.396,370.583,471.244,400.612,373.916,450.615,650.287,335.934,759.143,545.753,74.088
1490.128,529.314,433.898,417.638,513.611,467.840,359.199,464.476,397.941,403.928,454.967,608.949,325.860,705.143,540.921,74.819
1534.183,526.822,411.648,405.362,512.521,497.736,350.199,421.671,381.976,379.410,475.852,679.287,317.544,710.743,543.211,79.170
1537.903,496.783,443.492,390.657,496.168,480.028,344.827,485.098,393.247,396.831,465.618,649.397,322.588,669.229,540.848,78.227
1497.211,533.764,447.602,399.190,517.754,496.349,344.769,477.732,385.106,386.663,477.006,665.147,323.713,765.057,551.219,76.660
1533.738,562.702,444.000,378.781,512.162,505.698,357.250,498.585,364.400,369.000,488.224,656.941,326.500,700.629,549.901,78.466
1532.194,515.706,453.951,375.362,486.635,510.972,339.353,505.524,423.165,358.410,482.333,652.772,325.279,685.400,546.218,78.052
1525.423,525.540,432.086,395.924,534.832,523.481,341.744,490.963,371.894,402.157,477.406,640.434,323.654,801.314,556.204,78.842
1527.203,553.738,431.926,410.286,537.078,512.415,353.641,454.793,364.424,388.952,460.176,632.449,324.066,767.257,551.314,78.606
1527.890,521.534,451.410,386.943,504.880,529.585,357.045,458.061,366.541,412.060,458.194,626.279,306.456,829.000,552.563,79.716
1521.134,529.511,433.746,402.895,509.449,513.160,358.750,455.927,384.188,391.771,491.985,656.926,326.353,713.229,549.216,77.298
1509.165,541.799,433.041,379.819,503.216,467.321,346.333,467.878,384.471,391.325,472.533,659.581,343.044,801.200,550.052,78.131
1565.295,515.942,433.529,405.210,526.497,537.255,343.506,483.707,384.176,363.217,464.542,692.551,326.985,721.714,554.581,80.913
1484.830,535.220,443.037,399.324,509.126,518.802,345.718,491.963,389.153,386.651,499.991,703.654,354.103,657.200,551.341,74.386
1479.784,539.838,446.049,408.829,517.766,485.368,353.083,497.098,384.565,390.530,483.245,707.882,314.566,776.057,556.047,75.941
1486.011,536.359,442.852,388.438,496.581,532.991,341.462,478.049,380.129,417.145,469.345,670.801,316.684,750.943,550.556,75.866
1497.040,522.133,444.377,398.552,526.665,530.981,347.846,517.500,380.365,385.506,467.330,667.059,316.243,708.943,550.753,75.958
1524.507,529.320,438.152,354.952,527.766,542.425,362.244,477.220,380.165,416.819,489.573,666.838,314.728,773.314,557.002,78.577
1533.079,541.269,447.611,377.333,489.497,531.651,369.526,508.902,365.612,393.157,462.773,642.640,328.434,796.143,556.259,79.186
1524.436,540.450,439.156,387.914,546.006,495.519,340.936,489.549,381.706,402.072,460.006,678.831,340.743,747.400,555.337,78.108
1541.456,544.851,434.422,409.914,545.299,471.774,340.186,489.902,373.224,373.723,468.015,620.743,325.382,745.771,548.904,79.301
1501.775,544.654,449.947,377.743,473.473,518.736,368.769,476.695,379.741,395.855,480.364,666.647,322.544,700.200,546.939,76.131
1518.368,544.858,447.512,384.248,464.988,525.679,356.237,449.463,411.906,430.627,457.306,643.419,344.426,718.114,549.797,76.678
1541.685,543.065,440.959,425.648,494.557,534.349,340.314,499.329,395.835,354.229,464.561,659.551,329.713,786.943,557.910,79.728
1503.833,542.379,464.275,377.762,530.820,544.934,356.282,474.256,362.247,354.590,466.297,648.574,333.199,763.857,551.665,77.373
1460.121,535.320,432.176,405.276,522.509,500.736,339.705,438.646,387.294,375.831,459.624,649.272,349.750,677.229,538.106,73.273
1530.784,548.540,420.570,396.019,493.671,522.651,341.109,495.963,389.094,362.663,469.948,677.044,333.949,743.800,551.843,78.915
1536.258,540.670,462.742,403.619,512.102,495.689,348.032,492.159,391.953,364.735,487.994,667.485,325.213,680.171,550.630,78.075
1512.672,522.495,463.156,390.314,481.006,512.368,354.353,468.732,407.012,375.169,471.503,671.772,330.706,806.571,554.845,78.154
1536.491,567.210,446.918,393.505,527.491,510.415,362.962,466.902,353.729,401.205,478.515,661.985,342.765,756.514,557.615,78.754
1564.275,537.984,475.238,398.695,512.210,495.481,338.769,511.451,376.306,373.410,469.373,675.272,334.566,795.743,561.341,81.329
1511.396,552.220,456.967,377.610,517.754,526.792,335.083,451.927,381.800,347.699,462.273,654.147,341.037,813.286,552.142,78.919
1536.262,528.981,427.582,401.943,520.186,490.255,341.865,440.841,385.576,422.301,461.936,666.228,322.507,752.657,549.937,79.127
1542.542,529.285,451.660,392.876,486.802,504.981,348.423,470.463,382.529,381.108,486.921,715.522,328.316,760.886,555.880,79.987
1529.192,536.294,432.033,375.886,533.790,475.538,354.692,476.671,395.141,401.554,492.952,670.588,350.088,792.314,558.338,78.704
1537.879,537.913,423.242,414.810,526.623,508.821,367.353,476.183,368.471,358.024,503.321,643.750,341.162,827.514,559.647,79.909
1583.868,537.223,452.365,403.971,509.737,495.236,349.699,518.598,383.435,381.084,463.533,648.978,355.213,790.029,562.355,81.835
1571.727,517.667,433.250,402.543,537.790,491.651,343.647,448.537,410.482,405.867,491.315,659.721,330.875,727.629,555.193,80.549
1562.694,540.939,424.000,387.305,497.060,471.538,346.038,459.549,443.859,369.229,471.155,679.772,365.250,847.257,561.832,81.886
1523.159,544.443,445.893,389.876,525.198,502.170,330.038,518.939,420.082,350.916,490.139,666.787,345.331,822.886,562.561,79.014
1537.181,518.579,454.242,377.676,534.473,478.377,357.692,512.768,380.941,369.964,466.230,690.860,335.934,759.600,555.323,79.390
1521.890,538.078,426.955,397.905,526.964,507.594,362.917,473.195,379.976,368.518,477.779,667.941,323.662,684.257,546.974,77.470
1518.617,553.932,443.283,377.924,492.479,492.387,346.333,459.354,397.824,377.313,480.967,717.904,338.213,773.743,555.019,78.768
1528.068,543.906,432.697,399.105,523.228,465.434,359.417,479.476,359.824,387.410,490.906,664.816,341.662,633.600,543.539,77.309
1533.189,547.812,468.221,413.486,502.617,439.066,348.468,489.963,389.482,410.952,462.712,718.522,326.676,772.257,558.816,79.220
1509.511,547.294,459.873,410.133,520.844,424.462,362.744,467.707,401.882,374.398,486.406,695.051,354.346,795.257,557.851,77.665
1568.046,555.867,456.787,413.810,533.479,463.755,356.391,489.329,402.529,421.361,486.303,659.610,348.581,738.571,563.887,79.551
1558.923,560.029,449.742,400.057,507.539,414.057,335.692,450.183,365.059,392.253,484.367,666.941,344.257,730.429,547.109,80.767
1552.833,558.006,422.242,383.476,513.138,438.830,352.064,477.537,405.906,398.024,457.752,679.654,344.559,684.429,547.746,79.454
1557.513,560.204,445.984,409.381,502.940,417.255,357.628,449.085,360.859,423.361,492.088,694.184,338.074,775.457,556.001,80.938
1557.846,524.935,464.340,385.924,524.335,403.811,356.705,478.024,398.565,389.313,473.879,654.699,324.096,741.200,548.405,80.441
1583.251,544.408,456.213,411.990,519.090,380.660,341.955,448.890,376.741,371.169,490.833,672.831,326.279,743.286,547.686,82.886
1519.242,542.026,445.295,398.438,507.587,375.877,376.603,485.671,404.435,395.940,480.785,684.603,324.721,726.229,547.675,77.897
1539.330,569.877,455.484,373.733,524.731,429.311,339.455,415.829,394.224,361.361,470.209,686.684,343.331,837.400,552.926,81.654
1536.601,535.165,450.971,387.781,509.228,432.651,358.205,449.610,374.671,376.386,501.900,675.868,344.684,722.429,546.868,78.986
1571.430,586.184,459.988,377.514,499.150,390.953,364.147,433.902,411.941,385.639,487.145,696.743,331.419,805.286,557.246,82.751
1566.062,564.236,476.648,421.571,504.737,423.660,345.436,476.378,357.094,395.229,483.039,715.610,352.463,780.200,561.597,81.533
1585.932,538.524,481.004,420.067,521.760,410.594,365.385,447.085,381.271,411.747,474.661,710.441,345.596,867.971,568.717,83.813
1537.396,557.320,442.008,415.905,543.216,435.028,377.596,491.732,364.329,401.819,485.988,671.919,316.338,702.543,553.081,78.382
1588.311,566.013,444.914,370.400,517.928,421.745,374.333,499.171,407.976,392.145,471.391,711.331,349.706,806.686,565.861,83.065
1603.480,552.822,482.828,410.086,540.964,460.217,341.378,469.366,404.812,411.518,486.488,689.735,323.449,819.600,571.196,83.715
1536.791,530.165,426.082,420.571,522.820,486.302,365.019,477.439,387.659,403.542,481.821,738.022,353.750,744.800,562.485,78.656
1557.509,572.563,484.189,408.524,509.605,477.934,369.115,474.695,403.024,374.699,500.806,724.228,327.265,772.371,568.323,80.325
1543.921,529.634,457.611,407.362,532.952,458.425,359.179,474.890,401.094,379.012,479.833,686.132,320.301,725.029,553.955,79.088
1574.879,571.644,446.090,421.152,514.210,513.915,382.128,502.073,414.212,379.675,491.645,722.434,356.235,765.114,575.386,80.391
1512.181,546.049,442.697,367.410,491.808,496.575,370.891,497.415,413.729,389.157,500.352,676.368,326.426,748.714,555.698,77.051
1560.194,568.903,452.291,419.752,512.287,505.311,363.769,468.817,378.447,393.373,494.191,694.824,358.419,733.800,564.599,79.463
1557.930,543.903,484.775,407.448,503.126,502.000,352.462,533.293,429.965,360.675,474.342,669.816,332.228,850.486,571.603,80.997
1566.941,564.466,474.492,419.029,493.695,487.925,360.859,493.451,380.176,380.253,499.588,691.375,341.331,751.829,564.672,80.327
1595.141,558.683,469.357,418.381,518.461,516.245,360.577,432.146,395.882,380.807,491.188,687.544,345.456,820.686,570.754,83.053
1518.463,567.851,471.242,413.429,506.479,490.028,355.968,463.207,383.365,385.916,467.385,694.993,350.331,734.657,557.379,77.246
1591.819,561.893,443.635,414.733,513.066,484.066,362.147,478.768,401.129,360.386,481.121,671.037,308.007,764.143,559.711,82.741
1531.767,567.246,453.607,408.733,527.443,515.349,360.353,464.159,388.259,407.711,479.736,695.088,355.191,803.229,568.419,78.512
1559.086,579.880,455.746,382.933,498.012,523.972,355.891,484.110,390.694,369.157,483.664,739.250,343.096,768.143,566.688,81.006
1533.866,561.663,471.074,404.524,505.377,503.349,360.058,474.195,402.282,433.072,495.915,749.257,355.860,819.257,576.411,78.897
1601.278,549.689,484.422,408.000,494.545,499.651,371.667,472.134,396.482,377.747,504.642,725.640,347.125,798.714,573.695,83.128
1604.227,570.036,471.783,412.771,506.677,509.321,358.872,506.537,405.024,387.627,480.585,688.654,338.728,748.171,570.644,82.315
1596.438,563.233,476.352,390.895,514.599,535.962,370.827,479.402,370.929,386.783,474.918,702.662,337.978,733.600,566.756,82.278
1542.648,570.761,477.480,421.743,519.096,525.019,332.833,500.110,394.988,401.325,499.597,693.316,320.191,827.257,573.312,79.860
1566.306,563.848,453.332,405.257,531.629,513.726,340.949,474.902,410.259,413.566,496.024,696.449,349.824,747.200,568.805,79.887
1565.718,537.411,475.398,416.829,537.090,534.934,353.135,492.098,408.765,383.747,471.176,697.301,325.610,763.286,568.750,80.308
1557.593,550.165,452.459,396.105,519.766,531.085,358.974,461.927,366.341,407.120,471.552,688.912,337.897,829.543,566.388,81.219
1565.284,546.926,469.947,377.733,515.144,573.623,348.699,506.622,403.953,418.494,464.291,680.434,354.015,836.543,575.836,80.977
1541.029,540.227,469.098,403.200,511.749,578.255,360.410,501.366,382.153,378.831,488.579,737.346,328.721,672.371,563.810,78.523
1568.407,561.929,484.066,406.505,518.365,541.708,346.782,537.720,395.518,356.639,472.512,760.206,356.618,767.771,576.767,81.158
1595.883,556.117,461.406,403.086,502.174,531.943,343.359,505.000,385.306,388.458,469.706,728.669,348.603,710.257,566.426,82.212
1581.978,563.605,479.508,391.229,529.347,556.962,364.981,486.573,436.247,348.530,481.530,713.713,351.206,857.857,581.662,82.665
1581.617,565.149,460.102,410.029,486.389,557.972,357.103,512.549,363.835,350.145,498.333,698.257,338.949,672.914,560.953,81.193
1556.220,554.735,483.730,427.295,489.108,526.283,369.372,471.549,397.094,393.602,481.021,729.706,343.662,783.000,571.884,79.861
1545.934,563.375,465.488,418.267,499.431,522.915,362.404,487.402,384.894,366.819,490.970,707.154,349.162,747.457,565.119,79.027
