0007-0009,0022-0023,0037-0064,0001-0070-0060,0049-0080,0061-0081,0064-0093,0039-0090,0049-0096,0065-0111,0086-0112,0106-0122,0124-0109,0108-0046,0105-0025,0100-0012,0079-0020,0047-0003,0125-0015,Average,Err
344.464,637.703,455.721,334.560,412.427,505.255,425.288,367.660,358.086,470.064,402.881,498.615,290.281,337.375,359.859,568.015,316.081,411.375,277.721,409.128,21.225
352.667,619.557,446.442,337.003,427.944,512.800,464.991,387.138,344.329,452.901,421.294,548.578,273.833,355.356,358.508,602.275,315.768,345.925,306.442,414.408,22.222
355.732,608.179,451.927,329.614,390.820,486.945,445.387,374.745,349.650,440.421,443.762,548.930,265.237,328.317,342.995,580.415,315.924,374.725,253.628,404.598,22.291
324.109,632.681,431.282,333.940,384.966,449.073,425.766,396.553,342.929,441.673,401.450,520.620,277.965,343.654,333.539,591.130,332.168,354.250,276.884,399.717,21.634
348.847,604.945,440.342,334.518,371.764,465.818,439.189,349.447,346.414,463.777,419.062,536.139,305.272,352.067,349.403,590.710,335.422,356.850,269.442,404.180,20.956
337.104,604.099,445.937,334.111,414.258,509.236,416.676,364.947,324.936,445.030,432.181,553.251,312.289,358.433,350.670,579.670,328.611,322.750,273.977,405.693,21.595
357.126,632.857,454.293,342.934,404.281,540.982,411.333,379.543,342.636,448.901,420.288,553.358,279.956,330.558,367.979,595.835,325.686,410.600,276.860,414.527,22.803
339.268,627.465,441.519,331.849,416.326,482.473,404.622,367.798,344.614,432.931,445.706,537.626,297.175,371.298,341.445,573.190,330.984,376.975,264.698,406.735,21.227
338.787,656.084,462.983,342.744,412.528,462.964,438.730,377.191,360.957,450.386,420.413,554.171,284.614,365.971,353.660,587.980,334.362,340.675,277.674,411.730,22.521
328.093,602.454,442.194,328.705,406.596,412.200,405.604,360.043,351.757,456.678,420.394,494.075,290.474,372.942,355.628,595.650,297.978,388.525,293.186,400.167,20.012
348.902,611.634,456.226,338.241,423.742,449.618,422.432,368.862,353.371,459.386,464.425,560.733,308.000,359.010,342.063,600.655,315.141,333.625,287.884,410.734,21.720
334.279,627.696,443.474,359.892,398.348,456.473,400.694,390.330,341.929,467.223,429.913,526.583,287.360,380.913,351.199,631.250,326.422,399.875,294.512,413.072,21.698
347.235,634.927,447.044,330.461,380.034,478.436,378.694,384.723,339.493,435.480,393.300,498.551,286.640,349.462,370.005,630.200,329.211,362.050,289.326,403.435,21.999
337.705,620.802,454.054,342.307,424.427,423.200,394.586,411.106,350.014,433.832,432.962,519.701,285.684,358.885,340.843,618.345,321.605,336.000,260.860,403.522,21.988
345.230,592.824,457.010,323.229,437.236,419.618,402.874,414.936,331.114,447.535,453.625,526.968,282.886,360.538,363.382,661.390,309.665,387.250,247.419,408.670,23.089
364.907,600.755,435.148,330.723,386.090,392.309,367.216,406.691,346.371,442.772,422.544,561.332,288.237,376.587,332.309,619.250,314.551,367.075,294.860,402.617,21.391
349.137,617.513,433.913,340.340,405.225,384.636,384.099,376.447,367.893,472.153,426.675,538.342,291.904,378.663,340.801,622.820,319.746,375.675,295.233,406.380,21.333
350.787,623.601,449.322,343.117,412.461,422.273,376.441,388.447,343.736,451.480,418.531,527.615,269.912,379.202,353.738,657.925,320.746,325.675,310.023,406.581,22.758
317.951,628.718,442.583,324.569,412.483,436.818,373.108,365.362,334.636,459.282,418.887,540.963,281.754,367.567,365.126,676.455,332.319,327.925,303.791,405.805,24.065
335.361,636.359,459.097,338.018,399.573,404.600,367.955,362.223,361.221,448.881,434.831,538.706,293.675,363.548,344.168,730.670,325.341,373.425,253.860,409.027,26.072
326.399,637.963,451.469,325.473,417.404,403.782,369.613,377.117,358.236,445.337,408.631,495.824,256.500,358.817,353.482,777.210,315.562,433.600,275.233,409.876,27.539
346.765,671.857,451.383,338.434,405.483,392.927,384.180,390.096,359.136,474.698,434.306,520.743,296.561,358.375,368.948,864.125,305.892,373.875,274.163,421.681,31.220
349.536,638.685,458.304,345.250,402.910,411.964,369.577,367.819,352.207,430.193,415.238,517.636,286.202,400.231,369.047,969.310,312.151,405.825,255.558,424.086,34.948
337.098,621.941,453.877,328.530,399.449,398.873,365.324,366.415,360.386,447.248,445.206,534.053,279.254,345.413,375.000,1111.595,321.822,383.275,298.140,430.153,41.154
353.880,675.626,456.371,336.630,400.270,371.473,369.523,390.691,362.436,456.371,393.406,538.144,278.500,363.433,381.173,1323.325,317.454,333.250,285.512,441.446,51.878
347.301,632.568,454.610,319.735,423.539,408.709,386.541,384.521,365.750,469.282,437.506,507.139,301.070,362.519,370.141,1464.675,319.168,428.075,276.767,455.769,57.540
360.060,625.828,459.417,331.617,412.079,412.691,358.793,383.915,361.493,437.728,406.794,493.251,303.658,343.702,357.571,1456.705,312.827,354.075,288.256,445.287,57.386
349.322,612.949,444.572,330.798,402.685,396.618,389.396,342.947,340.021,414.351,423.913,499.711,278.456,364.750,372.340,1464.545,303.157,368.925,266.209,440.298,58.129
335.508,633.729,453.509,340.006,436.202,375.709,378.829,374.532,345.293,439.158,414.031,523.455,287.070,352.865,352.639,1452.510,328.205,409.825,268.907,447.473,57.482
340.847,624.487,442.588,322.654,394.360,410.545,369.928,385.979,339.964,471.475,427.931,494.727,259.965,356.962,354.497,1441.145,325.924,380.550,273.651,443.062,57.064
331.344,636.549,450.230,326.361,389.157,418.655,382.270,372.670,325.207,469.886,440.456,504.193,284.623,364.433,361.335,1438.570,313.130,370.800,270.628,444.763,57.048
353.962,617.516,445.879,318.690,391.854,387.418,363.928,385.989,329.650,455.183,439.038,525.545,269.535,345.048,359.754,1374.910,316.357,374.575,254.000,437.307,54.182
337.634,690.165,453.554,333.572,383.506,375.327,380.495,389.383,355.500,452.970,396.294,529.235,282.175,356.865,359.775,1360.980,306.903,397.100,276.209,443.034,53.877
338.749,628.289,451.158,326.801,406.596,399.600,394.432,350.032,352.871,430.475,419.500,508.080,281.465,346.750,378.466,1393.450,302.703,390.350,221.837,437.979,55.196
341.098,623.037,441.251,351.813,421.933,370.291,372.099,388.840,340.621,462.901,434.581,500.551,291.895,390.548,349.126,1312.145,332.638,397.050,270.465,441.731,50.287
358.142,623.832,452.373,327.816,421.461,405.709,359.523,347.043,362.821,471.391,411.300,520.471,291.491,358.231,357.974,1343.800,316.254,315.825,259.163,437.085,52.624
342.131,647.469,456.847,327.416,423.697,443.055,405.387,349.106,353.536,439.827,449.837,526.326,258.254,370.558,363.576,1224.610,323.984,369.225,271.070,439.258,46.976
343.628,638.872,444.507,329.295,398.135,400.855,353.559,367.691,347.993,420.683,446.413,501.316,275.263,341.490,363.445,1215.495,325.768,386.875,285.163,430.866,46.247
341.525,608.509,441.616,319.720,441.551,425.418,360.541,360.968,342.936,457.099,445.788,504.241,266.772,365.231,354.607,1242.830,316.973,333.175,283.163,432.245,47.562
346.978,636.689,447.398,351.380,418.382,400.636,393.532,376.702,360.664,446.450,428.056,474.984,284.754,390.692,369.162,1186.475,317.238,356.525,253.186,433.678,44.538
334.552,618.788,451.945,334.669,401.045,404.145,372.676,347.170,355.729,450.950,439.538,512.283,274.588,355.240,360.403,1162.290,315.600,393.875,275.047,429.502,43.656
352.153,661.571,458.834,344.422,407.640,411.782,356.459,376.585,328.371,448.911,450.481,500.743,275.921,353.519,360.812,1238.520,333.065,428.100,265.233,439.638,47.541
344.197,613.978,436.917,331.599,431.809,416.345,364.874,362.777,354.321,445.713,431.288,491.225,266.132,389.865,362.445,1168.310,324.941,355.200,302.233,431.272,43.422
345.290,628.125,449.881,328.596,440.236,395.600,384.018,370.085,348.986,453.327,433.506,524.273,287.018,397.144,379.806,1168.090,321.043,353.300,273.488,435.885,43.735
331.973,643.103,451.851,338.958,384.921,415.600,369.441,384.670,377.736,453.752,446.312,513.556,290.132,344.644,360.335,1132.540,323.692,367.225,268.953,431.547,42.390
349.645,628.099,444.710,330.901,398.079,358.600,356.144,360.617,345.886,455.564,413.712,514.449,281.930,393.971,349.382,1137.225,313.908,413.700,287.814,428.123,42.467
330.984,612.546,446.605,333.072,385.438,368.709,390.703,382.479,356.393,416.564,428.375,518.401,276.667,374.673,336.288,1064.280,314.259,412.175,272.140,422.145,39.064
333.989,589.256,437.928,342.133,371.202,357.000,375.324,371.404,358.429,440.584,407.344,489.316,283.377,364.327,337.047,1091.690,294.541,358.475,262.372,413.986,40.283
314.355,614.136,446.977,331.452,367.270,409.582,370.541,365.979,349.071,440.411,426.556,510.439,296.421,380.865,373.199,1082.960,320.627,367.700,281.674,423.695,39.713
342.552,632.476,435.172,334.256,395.910,385.218,375.252,320.181,369.379,437.861,423.288,502.561,294.132,336.913,343.738,1096.795,331.027,350.800,265.698,419.643,40.948
320.486,658.930,449.833,336.720,394.607,429.709,362.586,366.457,371.093,432.792,428.938,528.032,273.368,377.058,349.649,1074.380,317.822,390.675,251.512,427.087,40.470
331.951,642.099,443.687,337.072,410.697,346.636,331.721,371.755,343.193,453.941,434.400,510.310,280.219,376.942,359.686,1053.225,323.584,375.700,302.791,422.611,38.904
330.995,665.458,458.450,338.617,430.483,436.182,351.586,382.500,340.493,445.446,464.081,517.380,288.044,390.529,347.335,1035.795,322.319,372.575,260.209,430.446,38.645
351.158,632.344,431.737,336.443,394.854,361.436,373.027,373.021,343.386,442.144,420.206,530.439,282.851,342.346,360.827,1041.955,315.697,349.200,247.186,417.382,38.847
324.142,635.366,458.847,332.473,405.989,376.364,359.405,390.096,330.521,463.450,433.344,518.487,282.921,379.750,361.618,1013.050,312.195,364.150,306.023,423.589,36.999
328.557,615.139,439.927,330.732,430.584,386.582,350.739,378.681,337.979,460.208,435.181,521.203,309.904,363.635,346.565,1025.270,313.146,393.175,281.140,423.597,37.200
311.869,608.421,448.379,328.373,389.539,385.400,377.486,375.234,334.264,449.812,419.975,549.717,282.649,373.212,354.115,962.990,327.405,360.025,255.860,415.512,35.163
343.792,619.703,434.358,348.934,398.034,415.091,361.324,368.426,324.586,433.574,425.344,497.070,298.947,347.683,353.272,995.640,316.459,372.325,290.837,418.179,35.624
340.907,607.663,440.068,336.024,404.045,398.400,374.000,349.872,333.229,454.045,424.556,526.091,286.395,336.971,352.377,955.765,313.005,377.850,258.837,414.216,34.576
335.230,645.722,450.563,339.398,429.045,394.818,363.252,368.053,332.179,443.842,424.994,520.925,287.974,375.240,358.508,967.420,323.973,354.100,251.674,419.311,35.520
327.579,599.011,442.277,337.289,397.663,382.055,356.514,388.394,335.329,428.094,428.569,518.668,287.167,368.288,340.461,893.705,309.843,385.300,276.744,410.682,31.367
324.519,589.150,418.244,341.422,410.146,384.745,350.099,365.404,328.186,454.475,421.906,504.326,290.772,376.163,342.592,914.445,325.324,361.175,263.628,408.775,32.162
342.410,631.286,427.581,343.280,399.011,380.836,363.342,422.468,339.614,457.792,452.262,548.856,287.018,361.346,344.890,883.525,328.043,374.125,285.930,419.664,31.468
355.437,621.681,447.578,333.636,415.854,370.055,362.090,388.872,369.743,436.955,413.594,499.321,291.298,363.365,373.209,887.800,308.546,357.150,284.000,414.747,30.878
322.317,602.223,450.927,325.804,416.000,423.582,353.631,372.989,343.536,456.327,428.531,478.674,295.754,352.596,379.613,877.665,329.854,430.475,257.977,415.709,30.468
348.230,586.136,437.976,319.042,383.461,387.400,369.559,355.309,342.207,441.535,413.331,495.893,276.447,363.558,349.581,840.565,313.341,350.275,283.023,402.993,28.820
323.945,619.941,448.246,338.901,408.764,404.636,350.261,381.564,348.250,447.292,401.731,501.658,278.833,361.385,345.801,817.285,335.822,333.200,270.023,406.186,28.652
345.743,605.168,433.731,339.904,401.225,353.327,367.982,356.851,364.721,444.970,418.919,520.914,283.333,355.731,367.047,795.425,323.146,370.100,285.047,407.015,27.104
345.497,634.571,435.703,335.307,407.618,372.164,376.396,376.053,338.886,448.139,462.356,510.075,290.237,341.952,359.796,791.065,321.697,351.875,273.814,409.116,27.862
353.869,656.436,449.156,339.892,372.652,382.455,369.450,358.883,345.700,469.223,458.675,499.342,299.070,385.260,355.298,739.965,323.578,393.700,271.674,411.804,26.122
340.596,597.187,447.443,347.581,411.528,376.309,359.243,391.606,333.393,444.168,417.962,507.722,269.772,371.375,367.340,711.560,331.114,357.850,272.791,402.976,23.923
349.803,615.289,457.219,318.515,380.562,379.600,347.964,396.777,331.957,440.990,407.163,475.433,265.702,380.385,350.471,679.860,317.735,406.700,252.791,397.627,23.650
315.213,643.821,439.559,327.925,395.180,395.364,370.982,381.606,340.936,472.614,425.256,515.241,273.105,356.683,362.466,669.710,319.573,410.925,256.488,403.823,24.480
346.273,626.637,433.981,343.831,387.225,397.618,376.658,373.436,370.657,427.708,469.494,508.353,299.816,360.077,348.618,653.790,311.216,378.500,287.837,405.354,22.158
337.940,621.934,447.019,330.440,389.326,400.964,350.162,337.383,357.229,436.124,412.462,535.102,277.667,345.221,353.356,592.675,320.189,355.075,288.767,394.160,21.418
340.109,609.150,451.205,339.599,412.517,373.727,354.910,378.202,337.650,469.292,444.512,535.513,267.763,358.423,369.188,630.110,320.870,345.100,298.279,401.901,22.246
338.388,613.055,448.228,326.458,403.213,391.673,349.721,364.436,346.286,438.861,406.613,534.711,267.684,363.875,341.654,587.700,319.303,362.725,270.884,393.446,21.352
333.388,629.484,442.529,335.398,404.640,412.491,377.234,381.681,325.671,438.332,432.275,516.070,298.114,356.087,356.864,604.260,310.254,334.700,264.186,397.561,21.838
334.765,629.473,449.318,338.880,376.337,377.818,352.279,353.947,327.857,464.074,414.831,519.524,266.737,370.221,333.518,602.290,316.768,379.300,263.628,393.240,22.418
354.224,626.974,449.431,329.630,384.809,424.473,341.541,361.074,344.486,444.411,417.269,523.043,280.158,364.904,353.534,617.375,321.768,382.125,272.070,399.647,22.022
357.896,619.755,446.807,332.226,406.730,361.727,357.559,379.160,330.136,443.683,410.300,507.850,305.167,365.250,340.016,599.710,291.832,355.475,286.023,394.595,20.982
326.831,600.447,440.979,338.587,357.034,399.255,386.486,384.128,343.186,445.436,414.619,551.187,262.693,389.260,350.173,563.865,329.303,378.950,284.302,397.196,20.289
342.224,625.934,439.549,339.271,399.618,388.927,376.135,360.064,357.921,448.545,457.900,516.850,279.491,386.096,339.084,588.020,328.481,454.325,277.930,405.598,21.000
334.049,643.560,436.230,325.599,364.382,406.073,374.559,367.840,358.786,433.213,406.925,499.396,280.465,309.519,339.052,609.020,309.481,348.600,298.860,391.874,22.075
334.770,626.004,439.384,334.822,377.022,365.036,364.991,372.670,371.157,431.777,443.350,514.652,274.649,365.096,345.042,585.515,325.751,334.525,279.093,393.964,21.040
333.388,611.575,447.850,323.855,398.820,373.200,360.288,357.574,328.950,457.030,413.419,515.679,274.377,344.423,345.675,602.140,316.897,350.825,273.209,391.009,21.687
320.158,626.802,438.955,326.461,404.899,401.527,374.072,352.298,344.764,463.564,409.256,502.914,285.509,348.221,333.555,589.440,337.249,360.825,276.070,394.555,21.173
338.230,606.370,449.994,323.732,395.157,390.455,360.351,352.936,327.864,476.777,412.806,496.385,269.228,375.981,345.743,611.255,328.800,338.200,277.419,393.562,21.544
338.525,587.857,450.451,334.340,397.101,395.364,361.414,367.468,335.771,451.094,429.275,530.305,275.211,373.490,363.492,605.195,321.719,364.975,321.070,400.217,20.136
335.710,624.714,457.493,330.831,391.640,391.073,351.793,397.340,374.293,462.777,432.850,543.374,281.868,352.990,352.906,630.525,323.616,383.025,268.163,404.578,22.703
334.858,616.630,449.978,321.214,418.157,422.073,375.712,379.574,348.136,442.139,412.925,540.251,286.149,362.462,359.236,626.735,327.665,386.975,279.837,404.774,21.882
350.060,597.238,442.922,327.054,404.989,417.036,357.405,383.372,345.850,442.931,398.069,500.422,295.553,354.894,346.775,688.930,334.346,349.550,302.884,402.120,22.409
342.590,628.542,449.931,332.223,432.281,423.709,361.486,385.319,342.579,459.936,417.969,529.749,298.930,363.798,354.157,606.260,307.141,345.175,268.395,402.640,22.014
323.038,639.729,457.017,322.672,420.506,416.782,349.856,383.011,350.114,449.515,420.650,517.150,274.412,372.115,354.524,628.115,320.881,354.375,282.209,401.930,22.822
344.792,635.044,448.567,340.425,405.652,383.964,343.793,364.649,337.379,479.634,401.381,523.364,282.105,375.490,363.079,614.595,323.730,353.100,263.256,399.158,22.515
334.710,625.278,449.145,333.542,401.360,398.127,352.396,371.777,357.671,453.911,409.400,513.348,293.851,344.923,366.948,635.965,319.276,345.475,277.186,399.173,22.217
349.115,633.227,466.514,331.578,433.888,363.600,374.234,390.000,339.364,438.129,418.825,529.107,275.737,351.375,338.660,647.095,335.108,386.625,275.953,404.112,23.156
357.596,638.260,450.730,328.214,416.112,392.909,370.315,372.681,346.214,450.787,401.625,517.807,286.000,365.865,362.173,686.130,323.951,429.150,301.674,410.431,23.495
352.082,601.139,442.045,336.142,387.517,378.927,351.694,402.468,337.100,452.752,436.306,517.893,295.754,340.029,356.607,669.040,330.670,361.300,275.977,401.339,22.569
336.716,617.795,449.781,331.355,411.674,400.091,373.649,389.968,339.457,482.980,439.150,541.332,296.640,375.827,352.246,697.925,319.865,391.325,255.047,410.675,24.645
341.579,626.850,445.331,343.120,412.202,352.655,346.631,345.670,337.700,446.574,407.438,518.567,287.518,356.933,345.681,696.365,317.578,369.075,257.209,397.615,24.789
328.372,675.275,447.457,342.120,385.326,401.818,372.162,373.553,382.079,436.158,440.050,507.909,297.202,356.423,362.874,740.645,315.043,348.950,247.907,408.491,27.071
326.973,650.040,452.386,332.373,423.258,368.255,347.072,373.553,347.657,469.193,425.969,551.663,292.702,358.538,345.958,801.405,338.357,380.175,277.558,413.847,29.031
336.705,662.037,449.718,337.271,420.281,382.709,354.171,359.638,340.493,452.837,428.894,511.364,295.281,348.971,357.021,901.875,345.470,412.625,281.558,419.943,32.444
329.454,633.663,436.634,336.461,385.719,378.055,373.270,359.255,345.393,472.069,409.288,546.674,302.851,371.971,343.618,1064.090,328.357,375.900,276.326,424.687,39.443
344.836,626.835,450.441,332.551,427.640,368.000,348.324,373.234,347.807,439.510,415.981,515.289,286.325,368.750,362.241,1244.670,316.762,403.475,296.256,435.207,47.297
362.410,639.564,448.272,333.060,440.640,395.200,369.928,340.319,356.307,448.416,419.619,508.840,282.272,335.683,358.780,1382.930,334.989,359.600,244.419,440.066,54.535
336.891,624.161,444.161,328.048,425.652,369.055,357.171,362.904,339.486,460.649,396.212,500.947,276.491,352.615,358.262,1458.735,324.714,395.900,293.186,442.381,57.820
342.109,630.766,440.550,342.054,367.404,362.800,344.342,372.670,335.086,468.337,453.675,504.989,310.000,378.712,391.068,1507.465,340.173,327.425,286.837,447.709,60.106
351.628,657.392,439.118,332.563,399.213,370.418,356.459,376.245,333.507,443.663,419.594,504.385,293.018,366.240,394.607,1546.410,349.092,345.175,283.628,450.650,62.116
331.869,644.491,442.770,335.373,405.966,378.636,360.054,366.734,353.057,458.396,418.381,485.267,310.061,366.231,372.314,1500.910,321.416,377.450,281.047,447.917,59.686
339.437,631.890,463.997,322.623,403.416,414.218,345.108,372.872,337.229,473.594,423.556,532.497,310.658,397.615,352.571,1495.650,324.178,402.400,273.698,453.537,59.473
333.470,634.121,448.961,339.114,389.921,377.582,373.144,345.564,341.336,456.292,423.225,539.455,297.702,359.760,360.115,1408.160,332.541,417.825,283.140,445.338,55.345
346.399,657.234,444.716,336.346,393.640,382.818,363.739,361.819,353.857,437.426,389.906,518.508,285.307,362.490,337.005,1384.725,306.605,391.500,267.093,437.954,54.777
360.962,626.443,453.216,343.672,403.708,403.127,326.144,366.628,344.229,455.183,422.919,508.497,287.596,341.615,382.021,1356.810,328.486,385.300,278.256,440.780,52.743
364.973,639.799,452.615,326.458,460.674,380.055,358.243,363.862,348.379,487.584,413.231,517.390,282.930,355.308,363.351,1298.790,333.059,374.975,250.070,440.618,50.467
329.798,623.912,448.337,321.491,422.247,390.836,355.757,381.968,336.150,440.980,426.762,526.989,287.649,359.394,370.921,1337.620,323.741,373.775,262.140,437.919,52.141
317.306,602.341,440.528,314.810,402.989,369.764,375.423,351.787,353.850,433.589,414.675,505.358,286.298,357.173,347.874,1273.390,330.589,404.350,272.721,429.201,48.815
351.503,620.949,452.669,329.563,409.652,397.273,364.991,361.617,353.036,440.861,430.281,530.984,299.939,337.106,362.476,1219.565,340.708,362.850,248.023,432.318,46.449
334.727,654.886,448.643,339.590,382.753,410.655,373.748,395.745,350.464,452.015,448.669,543.428,287.947,378.760,341.916,1221.335,315.000,376.850,293.977,439.532,46.624
350.847,648.740,435.583,328.702,382.787,330.600,367.072,379.691,332.579,440.193,447.406,524.160,281.421,385.798,361.712,1244.520,321.492,341.050,256.698,429.529,48.341
331.175,633.121,451.711,338.807,409.247,395.200,358.757,375.468,343.150,452.351,434.331,525.118,278.053,350.817,367.880,1192.650,315.308,351.550,280.140,430.781,45.374
339.907,620.963,440.450,334.645,408.674,385.073,353.171,371.606,365.914,447.149,424.250,496.433,280.833,380.721,370.010,1139.855,318.795,402.150,246.047,427.718,42.546
348.268,627.857,459.739,331.675,478.292,435.145,350.640,412.170,345.807,445.574,416.181,507.610,289.904,360.337,344.723,1169.780,336.286,364.350,296.395,437.933,43.645
342.962,622.817,458.291,340.313,516.809,398.436,351.874,368.064,340.107,425.272,448.919,495.647,261.491,368.663,363.340,1151.745,318.503,369.150,277.884,432.647,43.449
329.202,639.209,450.079,334.117,615.326,432.309,344.775,354.330,352.343,466.797,398.569,509.198,287.763,358.721,351.414,1091.060,309.449,382.475,250.651,434.620,42.189
331.082,620.333,455.339,333.898,786.674,458.036,375.973,335.255,340.529,438.871,452.169,535.160,300.096,357.981,355.157,1155.450,332.124,373.125,273.070,453.175,46.975
342.372,613.158,450.396,318.488,804.876,462.218,355.036,377.851,352.864,429.302,426.769,489.401,297.763,364.731,375.188,1141.400,323.730,383.350,269.884,451.515,46.323
336.262,623.575,451.448,352.166,893.124,526.527,343.586,403.011,344.457,464.926,445.344,522.963,279.579,357.625,353.466,1098.830,330.378,318.725,292.791,459.936,47.291
339.437,602.161,437.015,340.298,920.921,511.545,350.586,380.574,344.857,447.520,433.425,493.872,276.947,362.615,362.047,1015.040,320.589,393.700,254.233,451.968,44.779
330.404,624.516,443.728,334.286,944.079,609.527,373.297,384.681,339.393,444.050,449.525,501.904,266.395,383.875,350.749,1051.035,328.259,344.350,314.349,464.126,47.153
334.552,616.190,459.340,321.105,1017.854,690.818,361.766,364.702,357.186,450.188,453.444,513.802,287.281,333.096,356.984,1073.870,322.957,381.700,262.023,471.519,51.332
310.350,582.582,448.711,335.904,1013.449,852.400,383.550,348.234,347.936,440.267,407.363,529.668,284.842,379.433,354.325,999.310,313.357,384.900,288.442,473.949,51.142
354.011,619.593,442.338,327.554,982.360,877.418,433.685,402.032,349.857,441.614,419.700,508.166,297.228,378.885,341.880,1009.070,330.222,358.000,274.628,481.486,50.577
333.852,652.048,446.217,343.235,902.528,928.345,492.586,372.734,348.536,413.599,438.900,488.914,279.930,370.971,353.513,1033.410,317.870,344.825,265.209,480.380,51.308
339.443,600.374,456.571,331.464,979.461,986.764,561.667,354.245,344.086,452.475,422.400,510.353,294.018,355.837,341.183,966.410,310.557,347.300,285.488,486.321,52.588
328.284,626.945,449.502,313.611,928.191,970.291,594.856,374.745,354.279,449.505,429.356,500.021,284.377,374.125,354.293,974.705,330.568,379.625,276.814,489.163,51.044
329.880,621.465,446.027,340.666,928.213,1030.818,610.036,385.787,342.971,451.797,418.363,512.021,277.482,330.019,354.639,967.350,329.741,360.825,268.860,489.840,52.995
325.240,637.044,447.587,323.834,928.506,928.218,643.189,363.415,354.457,429.604,414.675,478.524,290.377,333.702,357.047,928.505,333.146,325.375,251.558,478.632,50.212
335.093,619.121,445.499,329.036,850.101,1009.436,648.090,380.617,338.986,448.059,424.206,511.187,276.623,378.538,362.707,924.950,309.838,355.175,251.744,484.158,50.054
328.705,642.216,455.474,338.771,861.270,974.382,659.505,361.989,365.936,444.856,456.444,524.620,298.816,350.154,356.843,864.025,317.027,402.025,293.419,489.288,47.093
352.836,628.736,449.492,345.304,887.809,950.109,637.892,347.532,354.657,446.579,427.262,516.337,276.921,380.769,348.387,909.945,325.681,365.825,252.256,484.438,48.515
335.574,651.769,453.394,338.925,855.517,894.164,608.676,383.468,367.107,442.990,421.994,494.134,280.614,393.788,371.712,875.820,331.346,347.450,269.767,479.906,44.861
334.426,638.505,451.563,334.307,869.663,868.309,583.595,348.862,337.064,466.292,418.619,511.706,283.868,368.471,349.707,797.850,312.335,365.925,257.744,468.359,43.438
337.929,655.125,451.371,331.298,824.562,873.291,572.279,386.702,362.964,472.975,441.694,520.406,280.246,390.413,353.309,787.370,320.492,408.075,260.791,475.331,41.374
342.574,645.168,449.286,322.955,763.607,848.364,553.045,374.936,338.207,429.302,416.956,538.524,290.000,367.346,357.141,743.025,310.454,377.575,280.093,460.450,38.653
325.268,644.875,447.394,321.003,814.955,816.327,558.468,370.330,354.421,462.564,421.944,520.471,277.482,383.452,320.466,756.450,312.827,374.125,260.256,460.162,39.883
326.820,645.560,449.385,348.157,861.798,877.000,564.000,377.809,341.264,443.822,413.606,543.578,306.342,351.135,338.325,725.020,336.757,401.100,282.070,470.187,41.108
337.896,644.850,448.672,329.645,771.787,802.927,531.180,357.766,336.371,466.351,432.550,527.267,292.868,357.029,355.241,696.290,306.362,394.700,279.744,456.289,36.562
348.339,648.469,445.752,323.702,784.281,849.673,513.739,378.904,363.850,443.713,441.012,535.390,310.070,350.442,361.162,674.135,304.238,356.700,253.791,457.230,37.814
342.732,648.549,447.430,334.169,785.180,769.691,525.964,358.234,359.643,459.262,429.106,525.802,282.921,383.394,343.503,629.575,316.865,377.150,263.442,451.716,34.961
334.831,681.817,448.928,328.193,721.539,687.364,489.982,379.723,344.343,444.193,410.381,519.829,286.123,376.385,360.545,603.465,316.632,344.975,243.186,438.023,31.962
339.781,645.128,445.447,334.792,745.921,720.909,467.468,372.809,369.271,452.129,443.856,523.342,286.535,340.808,360.471,609.275,330.059,360.725,275.372,443.374,31.873
342.257,633.513,455.271,330.867,739.708,721.982,469.586,366.723,354.357,445.500,420.406,536.139,292.746,382.683,357.084,603.825,327.865,344.275,279.535,442.333,31.482
341.361,635.458,441.203,341.057,732.674,683.127,462.297,357.628,351.093,438.406,413.519,526.866,281.421,355.048,339.812,578.285,317.103,353.550,266.674,432.452,30.644
353.426,659.092,442.353,332.250,641.225,628.000,433.000,361.319,339.429,464.980,414.225,532.032,293.518,327.769,358.319,561.525,333.924,373.725,262.721,426.991,27.268
337.678,666.491,446.128,341.349,660.438,603.364,392.486,362.830,333.321,438.426,409.656,528.834,270.237,373.106,344.079,588.115,349.497,362.750,260.837,424.717,27.923
344.858,660.824,446.423,323.904,602.494,553.109,389.063,364.277,330.479,458.005,430.694,527.053,296.632,400.087,345.403,563.545,324.930,407.100,272.047,423.207,24.820
353.492,665.388,450.990,346.892,607.236,511.800,361.333,371.574,329.336,458.401,431.556,522.807,311.263,371.173,361.335,576.390,318.243,358.425,276.791,420.233,24.539
339.224,682.912,449.490,310.599,531.270,485.000,384.964,412.670,348.071,457.139,467.944,523.503,309.289,346.404,345.141,576.290,321.357,372.025,274.395,417.773,23.933
352.197,689.337,452.901,331.265,503.607,484.018,381.973,362.894,353.100,458.040,428.569,504.963,254.281,378.173,353.565,593.640,321.741,378.000,291.628,414.415,23.899
352.525,663.853,441.277,328.458,490.135,396.145,333.973,352.840,353.300,451.847,434.075,526.246,274.816,371.788,325.084,581.270,309.557,424.325,279.558,404.793,23.132
350.798,660.615,439.381,331.166,469.708,401.291,349.721,355.894,328.293,450.569,405.044,504.572,276.465,346.173,358.204,572.885,320.324,373.125,275.442,398.404,22.140
327.754,666.821,456.795,326.003,448.180,409.691,365.811,391.830,344.314,461.173,445.456,504.016,292.474,350.385,359.482,573.245,316.216,377.400,297.721,406.040,21.794
