0001-0061-0035,0001-0091-0099,0001-0049-0095,0001-0065-0081,0001-0067-0105,0001-0061-0107,Average,Err
441.334,337.130,584.228,448.335,538.677,744.074,515.630,52.529
442.163,347.972,600.496,449.725,574.576,721.103,522.672,50.124
438.552,339.992,581.457,486.772,581.071,721.618,524.910,49.484
439.528,329.478,523.654,436.802,621.929,754.779,517.695,56.566
424.132,336.498,490.535,457.593,544.879,742.456,499.349,51.417
429.998,388.462,490.921,436.491,563.263,793.824,517.160,55.283
438.692,393.053,465.669,467.796,571.545,740.382,512.856,46.940
429.645,404.198,417.165,460.186,581.970,739.059,505.370,48.953
423.203,459.854,422.835,453.892,589.303,706.779,509.311,42.753
423.530,530.130,403.047,435.892,549.212,728.662,511.746,45.383
417.889,555.498,415.031,446.174,532.768,643.382,501.790,33.974
422.885,607.360,415.307,441.246,570.818,748.868,534.414,49.425
420.207,668.332,421.732,453.581,566.434,695.632,537.653,46.297
421.275,669.239,431.425,449.952,566.970,702.824,540.281,46.528
424.264,624.340,401.370,464.251,568.657,697.824,530.118,44.287
418.527,596.713,408.276,441.401,564.768,699.221,521.484,43.765
423.505,554.474,410.496,435.030,549.222,657.603,505.055,36.575
415.932,549.061,426.898,432.916,579.768,685.485,515.010,40.392
418.616,484.891,418.055,431.731,570.909,679.324,500.587,39.232
415.559,459.498,460.150,421.802,576.323,699.559,505.482,41.480
413.808,425.275,427.394,438.030,555.495,773.853,505.643,52.707
421.035,375.911,409.630,470.365,548.970,755.735,496.941,52.287
428.602,372.891,406.976,438.976,551.283,742.044,490.129,51.170
417.423,330.405,456.307,424.078,500.768,773.206,483.698,56.839
409.736,330.332,443.717,428.126,504.081,724.044,473.339,50.337
426.905,331.818,418.732,423.359,532.081,739.926,478.804,53.230
424.714,335.688,426.795,419.880,555.556,812.441,495.846,63.475
424.353,313.368,424.472,440.395,553.566,797.574,492.288,62.555
442.520,319.927,441.709,434.335,504.414,746.147,481.509,53.228
440.639,323.478,408.559,451.251,546.828,787.206,492.994,60.048
429.729,329.559,411.614,433.377,516.980,679.029,466.715,44.700
431.848,338.389,453.252,441.473,542.717,747.456,492.522,52.466
439.472,347.968,477.685,451.808,541.000,734.015,498.658,48.885
453.476,341.462,474.000,455.030,535.515,716.074,495.926,46.502
447.744,328.960,562.000,467.359,562.283,728.926,516.212,50.444
446.842,342.510,576.441,453.491,524.485,699.485,507.209,45.861
440.374,337.802,603.866,449.000,488.424,742.632,510.350,53.128
444.962,320.757,578.433,438.329,496.071,707.868,497.737,49.527
435.853,354.462,629.173,420.210,524.808,735.676,516.697,53.446
442.712,350.101,571.520,430.467,528.657,728.676,508.689,49.543
438.843,340.623,556.362,462.437,516.616,770.309,514.198,54.227
428.613,325.393,530.606,424.054,524.909,660.309,482.314,43.054
433.054,337.093,455.882,425.168,502.202,706.162,476.593,46.484
425.959,324.640,445.346,408.168,530.131,680.118,469.060,45.723
422.093,334.271,425.496,442.509,527.485,728.191,480.008,50.777
421.816,349.575,411.646,423.629,508.515,709.176,470.726,47.453
418.197,340.858,384.646,442.760,511.182,688.515,464.360,46.141
411.767,345.113,401.701,448.114,599.404,638.779,474.146,43.862
416.880,365.032,412.622,429.916,503.424,691.574,469.908,43.764
416.383,398.623,418.756,431.743,532.242,714.132,485.313,45.377
409.754,402.579,425.756,444.940,545.838,682.706,485.262,40.947
408.404,470.356,375.449,439.012,519.202,741.853,492.379,49.164
405.180,503.911,405.071,435.659,572.162,684.529,501.085,41.301
405.485,571.879,384.606,448.365,590.919,692.412,515.611,45.310
396.684,629.389,394.717,438.850,522.556,709.368,515.260,48.644
397.710,618.053,413.197,445.754,531.444,715.279,520.240,47.068
392.328,685.385,415.457,457.365,520.131,693.794,527.410,49.548
401.952,635.834,443.756,461.701,599.525,695.647,539.736,44.536
401.680,621.332,452.622,443.593,580.182,723.574,537.164,46.530
402.061,584.939,446.331,442.970,596.343,754.235,537.813,49.519
396.027,551.275,491.630,446.545,596.879,694.132,529.415,40.225
402.727,528.765,581.622,476.623,532.697,733.721,542.692,41.585
402.001,483.810,574.575,451.467,574.152,724.265,535.045,42.885
408.003,421.453,636.551,431.563,566.283,654.029,519.647,42.086
413.035,404.069,616.614,463.671,603.010,677.559,529.660,43.635
414.459,359.538,623.567,432.240,530.283,702.926,510.502,49.537
425.154,346.688,595.465,436.186,553.000,691.588,508.014,47.558
421.710,337.700,591.331,392.467,546.051,672.147,493.568,48.271
437.232,330.785,595.591,436.575,532.929,705.544,506.443,49.670
431.945,337.470,511.276,407.437,550.283,651.118,481.588,41.857
448.884,348.680,485.913,430.377,519.293,659.368,482.086,38.873
452.017,333.385,444.150,423.719,543.020,669.544,477.639,43.011
454.389,348.093,438.614,419.180,529.535,747.868,489.613,51.940
457.502,342.907,411.307,450.587,526.869,653.397,473.761,39.761
466.298,333.579,399.441,481.820,488.778,669.662,473.263,42.130
461.310,332.356,379.094,446.820,508.939,703.382,471.984,48.242
449.022,349.389,406.228,443.719,527.091,718.853,482.384,48.308
455.359,325.162,385.339,448.186,482.051,642.176,456.379,39.970
447.847,334.251,399.709,448.359,488.687,669.029,464.647,42.202
439.642,325.684,355.291,470.054,477.576,670.132,456.397,45.310
437.665,329.996,350.370,463.449,512.677,688.647,463.801,48.419
436.754,329.482,361.331,455.952,531.556,644.162,459.873,42.935
425.232,351.870,389.646,423.581,488.313,641.868,453.418,38.295
424.257,326.935,364.591,429.461,503.303,674.368,453.819,46.133
412.139,336.943,358.685,408.174,483.374,666.132,444.241,44.700
414.027,329.704,373.717,429.946,486.374,714.897,458.111,50.850
384.916,338.664,348.984,386.826,482.919,633.926,429.373,41.895
417.944,342.915,357.079,460.138,506.929,640.574,454.263,41.056
410.696,357.761,380.315,407.126,529.768,650.721,456.064,41.892
401.319,358.158,392.339,423.862,533.354,696.838,467.645,47.382
402.424,365.628,380.583,410.461,518.212,677.794,459.184,44.660
397.658,397.409,430.756,405.210,514.222,668.603,468.976,40.012
400.729,388.870,469.535,406.790,526.212,601.529,465.611,31.500
385.807,458.652,482.858,418.228,490.303,620.221,476.011,30.196
391.280,520.247,583.488,416.114,483.465,650.632,507.538,36.840
387.046,552.765,644.008,418.533,508.737,683.074,532.361,44.167
386.884,617.008,662.803,411.886,502.040,648.735,538.226,45.373
388.749,681.721,650.008,430.641,473.404,664.044,548.094,49.004
382.602,652.551,610.205,404.743,471.051,689.382,535.089,49.326
386.107,637.146,609.071,419.814,529.394,678.956,543.415,44.624
381.266,595.065,591.283,419.796,501.717,696.779,530.984,44.368
386.724,573.494,568.953,411.922,481.798,647.294,511.698,37.988
381.912,538.684,497.354,411.299,501.727,686.926,502.984,40.210
386.749,500.206,477.252,422.389,526.404,675.029,498.005,37.519
391.672,481.158,418.323,407.743,486.798,710.162,482.643,44.035
392.243,432.211,365.000,406.707,515.172,639.044,458.396,38.120
398.427,380.409,388.858,429.617,517.152,664.000,463.077,41.142
402.846,358.093,382.079,429.605,537.040,696.382,467.674,47.757
414.261,352.713,379.362,415.389,501.889,647.794,451.901,40.388
419.692,328.947,362.937,417.138,496.071,726.221,458.501,53.286
432.822,346.555,383.331,402.904,492.717,703.235,460.261,48.010
437.807,325.267,357.150,415.587,491.970,683.882,451.944,47.712
443.256,334.377,371.732,419.605,491.354,703.559,460.647,48.815
457.404,335.449,371.598,410.479,500.162,735.721,468.469,53.487
468.558,343.360,360.417,385.838,514.566,652.309,454.175,43.733
478.692,337.951,380.685,403.114,506.404,698.132,467.496,48.102
466.880,331.474,396.520,444.156,503.616,636.441,463.181,38.665
454.388,340.340,405.717,417.958,515.919,683.794,469.686,44.632
461.768,320.081,406.591,448.701,563.566,701.721,483.738,49.535
458.214,333.000,430.669,484.431,504.980,679.809,481.851,42.513
433.300,329.842,436.465,488.856,517.020,648.074,475.593,39.513
438.539,327.012,490.559,507.832,553.384,655.926,495.542,41.129
424.926,342.421,559.598,496.575,559.495,662.426,507.574,42.035
421.169,319.453,636.772,480.228,571.404,638.485,511.252,47.559
419.640,342.219,626.819,489.491,576.828,639.000,515.666,44.503
401.966,346.142,613.898,470.982,575.455,651.868,510.052,45.719
400.510,331.344,573.110,451.856,567.444,626.779,491.841,42.891
394.571,338.939,582.244,476.527,536.566,684.221,502.178,47.027
396.061,332.109,513.173,434.443,523.505,650.574,474.977,41.810
395.489,352.530,513.283,460.473,574.273,643.632,489.947,40.807
388.627,345.785,439.646,432.725,519.020,677.382,467.197,44.009
390.607,346.283,407.457,435.533,563.010,655.779,466.445,44.032
386.875,350.806,362.024,439.401,538.687,598.956,446.125,37.874
380.353,348.032,383.165,424.737,526.000,665.809,454.683,44.898
383.754,358.304,365.441,421.419,502.889,601.529,438.889,35.661
379.643,353.866,384.567,429.707,524.343,621.868,448.999,38.710
382.519,352.506,359.717,428.138,466.990,569.750,426.603,30.746
378.071,374.640,341.071,447.006,469.980,648.235,443.167,41.548
372.294,380.789,370.441,451.216,497.152,616.044,447.989,36.105
362.170,409.745,362.236,395.287,449.778,610.721,431.656,34.898
361.598,486.510,368.866,403.599,493.697,603.574,452.974,34.691
362.967,502.170,337.189,411.778,467.838,581.588,443.922,34.114
371.612,588.045,362.268,417.611,513.798,675.515,488.141,47.183
372.502,601.077,350.496,406.222,493.717,656.941,480.159,47.119
369.996,672.089,374.953,418.365,498.586,608.735,490.454,47.169
378.828,615.850,380.346,407.796,513.131,600.603,482.759,40.631
381.425,636.644,371.362,401.263,495.172,608.382,482.375,43.759
384.124,583.794,371.126,414.545,448.970,598.426,466.831,37.287
373.998,552.255,370.323,394.174,495.263,573.544,459.926,34.326
380.512,524.818,384.898,392.689,522.556,570.471,462.657,31.957
386.290,478.713,456.339,402.713,487.768,624.279,472.684,31.567
389.666,446.781,503.929,398.222,471.192,607.603,469.566,29.922
404.168,397.510,634.622,404.281,460.596,608.412,484.932,40.455
411.768,366.599,675.740,410.737,505.616,662.574,505.506,50.198
440.638,353.530,737.520,422.617,503.949,688.882,524.523,57.606
435.528,348.757,638.110,394.587,451.202,617.926,481.018,44.517
453.324,325.182,629.197,408.311,491.374,638.000,490.898,46.086
469.325,325.660,546.150,400.754,472.667,669.235,480.632,44.238
489.528,317.960,527.921,405.880,489.273,726.338,492.817,51.078
487.298,349.449,470.205,416.832,522.444,676.985,487.202,41.324
473.822,329.879,404.496,392.557,492.879,611.000,450.772,36.562
465.177,334.721,397.945,382.838,446.212,651.500,446.399,41.258
473.222,340.798,389.756,415.551,491.970,631.897,457.199,37.939
460.807,344.672,361.669,415.886,458.081,669.559,451.779,43.598
437.988,322.619,373.567,388.144,451.939,606.632,430.148,36.595
444.467,332.551,393.559,390.868,485.586,621.809,444.807,37.687
418.024,322.692,365.220,393.228,454.434,633.206,431.134,40.514
418.769,315.737,397.008,414.814,462.343,634.706,440.563,39.715
425.275,328.405,395.787,409.114,469.990,641.529,445.017,39.771
410.811,331.579,403.866,396.970,472.141,598.897,435.711,34.130
411.680,341.324,404.024,415.383,545.737,654.029,462.030,42.985
390.878,354.320,385.126,406.042,494.657,663.265,449.048,42.902
396.008,336.522,412.898,408.587,492.141,627.824,445.663,38.067
393.005,335.761,382.528,404.784,470.586,588.103,429.128,33.241
383.273,341.656,389.748,382.234,481.111,649.985,438.001,42.332
378.354,340.198,395.543,412.437,522.717,619.324,444.762,39.214
375.781,335.502,385.205,393.299,482.273,628.529,433.432,39.895
371.071,337.713,393.906,383.437,492.667,584.588,427.230,34.657
374.884,347.457,446.386,421.934,499.919,651.132,456.952,40.693
370.226,349.648,513.189,428.784,497.273,653.471,468.765,41.633
373.810,344.939,561.331,396.263,506.414,663.191,474.325,46.310
360.682,353.543,587.622,389.743,495.242,679.618,477.742,50.002
356.483,339.231,588.512,425.491,498.202,605.485,468.901,42.543
360.958,345.231,567.756,406.719,511.434,655.941,474.673,46.302
366.539,354.960,523.165,418.192,480.253,667.426,468.422,43.626
366.384,373.526,553.528,404.126,536.939,776.265,501.795,58.588
364.606,384.372,483.142,404.838,550.677,768.500,492.689,56.613
373.032,431.696,446.087,420.036,589.354,802.676,510.480,59.867
358.416,433.854,387.780,378.407,604.374,789.103,491.989,63.659
367.585,486.964,372.047,396.204,600.051,798.397,503.541,63.207
369.870,530.324,346.780,411.443,586.444,821.956,511.136,66.574
362.085,602.623,360.535,412.850,639.970,791.588,528.275,65.916
370.677,597.980,366.449,417.838,591.768,702.044,507.793,52.649
375.378,643.559,393.417,387.719,575.939,725.912,516.987,56.563
380.416,620.623,362.575,415.503,566.030,641.721,497.811,46.931
379.213,600.121,371.102,407.329,517.768,638.559,485.682,43.493
382.238,579.842,343.921,388.749,529.091,605.794,471.606,42.223
387.427,528.992,339.102,372.353,482.657,607.956,453.081,38.888
399.272,524.879,350.417,416.228,519.808,628.603,473.201,38.290
403.266,459.919,408.087,380.611,507.040,653.426,468.725,37.781
426.115,429.526,382.276,400.311,494.717,661.809,465.792,38.518
431.593,411.296,412.740,387.743,496.293,601.765,456.905,29.810
452.301,349.571,401.213,377.269,499.576,563.838,440.628,30.116
484.239,357.874,414.142,413.036,503.091,625.250,466.272,35.061
489.361,339.696,414.528,386.455,483.374,614.088,454.584,36.104
483.091,346.368,437.764,387.216,491.273,609.618,459.222,34.398
477.944,327.198,519.063,401.976,465.394,606.574,466.358,35.779
465.255,324.352,508.709,397.287,463.707,586.176,457.581,33.596
472.001,336.198,536.031,406.539,496.677,629.544,479.498,37.976
450.295,327.490,524.236,414.677,462.909,595.735,462.557,34.249
444.896,348.623,546.661,406.048,448.586,604.926,466.624,34.930
434.443,335.741,516.661,410.090,484.535,607.265,464.789,34.939
422.202,327.109,489.858,392.838,469.970,628.485,455.077,38.309
425.682,334.158,466.118,383.587,478.889,632.897,453.555,38.330
419.983,333.955,418.921,406.587,464.727,620.426,444.100,35.851
402.855,328.866,382.795,420.707,484.899,622.147,440.378,38.213
387.068,329.198,380.441,426.808,432.606,606.382,427.084,35.566
396.234,334.640,383.630,427.683,503.444,611.250,442.813,37.137
391.988,332.243,393.228,388.263,467.758,607.118,430.100,36.091
390.758,339.405,361.906,405.533,483.869,584.162,427.605,34.000
376.680,332.737,338.189,411.623,479.505,626.206,427.490,41.493
378.856,334.000,398.307,375.455,440.182,615.103,423.650,37.244
371.092,327.304,350.567,378.156,479.495,594.118,416.788,37.768
368.387,331.211,356.425,388.557,504.909,607.809,426.216,40.079
359.827,345.259,367.008,397.563,477.202,546.191,415.508,29.624
362.582,343.526,402.063,393.521,462.717,582.868,424.546,32.658
367.460,347.968,395.016,385.317,476.253,600.647,428.777,35.399
358.185,338.822,396.693,372.545,466.121,598.779,421.858,36.238
367.734,358.453,420.732,381.575,509.323,598.779,439.433,35.618
355.062,340.045,443.598,371.784,484.576,560.912,425.996,32.189
350.509,377.672,495.685,366.611,457.152,586.559,439.031,34.217
357.043,361.130,567.000,395.689,444.616,619.691,457.528,41.386
358.876,370.077,556.323,401.533,467.242,610.088,460.690,38.581
367.141,381.126,587.323,403.084,477.424,571.059,464.526,36.059
361.053,405.818,549.614,415.144,494.263,639.971,477.644,38.896
349.905,413.004,531.890,392.964,431.586,598.309,452.943,34.813
360.542,435.312,470.984,411.299,463.192,630.132,461.910,34.127
360.547,472.417,480.331,386.886,487.404,646.235,472.303,37.391
359.554,466.789,406.945,399.126,454.374,643.971,455.126,37.413
370.967,500.773,355.315,387.060,456.869,621.691,448.779,37.737
381.000,515.457,354.850,385.539,467.263,635.088,456.533,39.635
393.553,508.138,367.677,405.617,498.980,585.574,459.923,31.403
395.156,483.028,357.260,429.114,468.778,639.338,462.112,36.688
400.506,484.648,357.425,399.120,466.071,660.074,461.307,40.288
418.479,449.615,362.071,404.898,499.586,651.485,464.356,38.216
432.273,441.862,379.118,426.138,474.616,706.118,476.688,43.430
437.612,398.951,358.677,444.617,486.566,656.206,463.772,38.675
429.002,364.729,375.654,443.263,511.990,622.912,457.925,35.997
439.624,334.733,367.299,413.904,462.828,723.632,457.003,51.715
466.466,344.036,373.299,430.772,485.323,684.809,464.118,45.012
484.783,331.069,355.898,452.275,495.960,758.000,479.664,56.743
492.359,334.911,366.047,397.365,481.424,764.574,472.780,58.140
483.431,338.320,365.354,410.102,478.384,671.529,457.853,44.677
481.075,330.239,375.276,487.515,482.020,711.088,477.869,49.112
470.661,321.664,410.929,695.802,510.424,751.250,526.788,61.884
449.334,310.806,458.047,749.263,507.444,657.176,522.012,58.715
449.150,326.081,632.244,866.856,550.141,599.368,570.640,68.181
445.381,333.032,639.913,895.275,547.172,651.044,585.303,72.276
434.198,336.291,596.591,844.377,586.697,650.074,574.705,65.746
421.332,328.146,652.236,824.898,628.253,630.206,580.845,66.384
418.534,324.121,594.008,810.305,626.081,659.000,572.008,65.142
422.854,333.186,525.787,794.611,567.384,684.662,554.747,62.782
412.199,337.397,477.535,769.144,626.414,666.809,548.250,61.673
395.050,331.138,431.795,721.413,603.232,745.588,538.036,65.721
400.265,333.105,416.386,784.509,597.909,768.279,550.076,73.078
390.329,346.170,380.701,661.946,602.980,771.544,525.612,65.945
372.467,331.466,380.583,664.437,577.192,787.662,518.968,69.225
392.924,336.259,365.819,654.575,533.172,831.412,519.027,72.445
369.832,338.109,368.071,557.557,531.808,849.559,502.489,72.079
372.356,341.344,368.173,589.090,535.737,820.706,504.568,68.877
366.783,349.409,376.811,548.946,523.455,843.765,501.528,70.061
361.934,329.587,360.780,492.066,500.758,855.971,483.516,73.150
359.870,361.308,362.811,474.880,484.687,764.412,467.995,58.292
364.706,358.296,401.764,450.006,505.707,792.662,478.857,60.904
357.968,361.765,360.315,428.437,489.333,730.926,454.791,54.030
357.695,369.526,394.835,425.826,510.616,754.574,468.845,56.009
354.139,389.717,383.772,438.892,444.535,664.088,445.857,41.864
353.908,417.506,402.433,419.467,452.687,700.500,457.750,45.911
351.462,496.907,433.709,431.814,471.374,648.721,472.331,37.066
345.166,530.437,428.441,387.383,446.798,641.515,463.290,39.956
358.213,567.008,531.858,398.503,439.889,640.397,489.311,40.328
350.001,594.393,592.354,421.587,474.020,643.529,512.647,42.948
352.339,592.623,602.969,406.766,454.040,619.206,504.657,42.775
348.441,581.668,579.339,382.689,462.141,566.309,486.764,38.900
352.777,539.433,572.228,380.317,525.919,603.971,495.774,38.782
363.216,544.417,510.425,419.605,492.364,628.971,493.166,34.828
363.676,480.911,474.543,388.353,485.687,629.676,470.475,34.901
372.778,445.846,435.520,410.401,467.182,591.779,453.918,27.920
371.935,392.883,399.205,425.599,499.687,659.265,458.095,40.277
380.482,366.502,401.110,409.060,474.505,600.779,438.740,32.679
388.543,346.648,351.173,433.353,475.172,660.353,442.540,43.796
393.701,353.016,367.512,409.701,463.869,587.574,429.229,32.289
399.656,354.680,363.110,450.539,507.414,620.029,449.238,37.776
402.054,318.955,355.449,435.850,508.465,612.324,438.849,40.011
421.874,338.927,369.047,453.808,497.616,600.824,447.016,35.221
426.680,336.846,371.843,461.132,461.242,650.750,451.415,40.823
440.685,344.619,375.181,467.928,443.354,657.221,454.831,40.810
467.152,326.915,380.425,463.347,466.283,623.735,454.643,37.558
471.846,340.506,356.134,427.647,494.818,646.985,456.323,41.616
468.909,327.417,370.961,443.886,460.899,644.500,452.762,40.679
474.565,333.008,381.866,404.826,467.081,613.397,445.791,36.461
476.057,319.717,363.370,404.892,478.384,636.206,446.438,41.698
483.051,323.830,375.307,428.192,503.677,661.765,462.637,44.043
464.483,332.615,405.055,433.024,502.424,600.265,456.311,33.906
457.508,342.761,448.465,386.922,484.273,707.353,471.214,47.212
439.183,345.862,556.622,443.605,476.667,596.000,476.323,33.433
430.881,329.644,606.291,426.545,440.263,677.059,485.114,48.328
429.111,333.445,611.906,410.240,469.768,693.382,491.309,50.333
420.023,329.381,604.425,432.868,507.293,784.147,513.023,60.253
405.658,338.445,541.614,443.299,476.889,875.500,513.568,70.785
394.560,336.081,535.110,439.240,494.515,897.912,516.236,74.479
394.574,344.417,512.551,477.246,462.273,872.735,510.633,69.856
386.436,334.802,413.008,495.707,473.515,842.191,490.943,67.716
386.945,337.579,392.795,501.443,463.253,895.294,496.218,76.044
382.237,340.457,384.906,531.006,468.556,815.882,487.174,65.259
385.665,335.830,384.370,552.263,521.343,737.912,486.231,55.789
383.041,336.955,390.268,547.150,507.293,702.618,477.887,50.745
360.467,334.211,402.402,564.569,443.242,687.603,465.416,50.522
367.690,333.166,354.425,567.862,482.303,645.088,458.422,47.763
366.798,337.069,373.394,545.880,489.071,612.588,454.133,41.699
367.875,347.587,398.850,532.084,488.677,585.294,453.394,35.869
365.370,358.255,365.228,492.593,532.071,595.029,451.424,38.129
357.407,373.745,355.638,512.713,542.283,588.838,455.104,39.037
357.996,362.757,390.906,460.892,575.455,610.426,459.739,41.026
350.464,409.980,396.677,421.743,610.576,600.632,465.012,41.591
359.763,406.474,410.819,434.623,659.636,599.544,478.477,45.109
356.613,485.194,429.118,412.210,593.000,589.353,477.581,36.182
347.946,508.255,466.370,416.808,580.495,623.794,490.611,38.194
355.522,550.765,531.079,393.737,539.000,626.456,499.426,38.449
357.223,547.960,567.299,415.521,547.545,638.853,512.400,39.076
354.739,546.243,595.827,422.623,516.455,557.235,498.853,34.135
344.786,510.551,534.748,403.772,482.343,578.706,475.818,32.347
364.078,522.449,496.756,425.299,517.374,620.471,491.071,32.874
360.784,497.049,500.882,399.156,480.040,661.676,483.265,38.879
359.892,460.421,432.094,418.892,487.545,543.500,450.391,23.373
366.998,387.729,376.575,388.102,487.848,608.353,435.934,35.477
370.686,399.206,372.874,410.958,476.616,566.088,432.738,28.255
384.067,379.243,391.803,420.084,485.909,602.088,443.866,32.417
375.660,329.648,372.299,419.437,461.303,592.338,425.114,34.823
396.222,333.328,372.638,409.024,474.596,637.309,437.186,40.440
401.985,327.656,365.189,413.760,477.000,582.176,427.961,33.774
402.990,328.138,371.031,393.892,484.040,548.676,421.461,30.025
425.676,338.146,396.803,384.820,470.495,568.941,430.813,30.065
439.415,342.676,372.008,413.575,468.778,567.176,433.938,29.616
456.202,325.883,367.386,381.611,523.414,566.412,436.818,35.294
465.187,328.968,368.087,379.503,480.404,635.118,442.878,41.314
488.994,331.287,372.394,411.641,479.909,584.382,444.768,34.114
491.793,334.632,383.575,420.760,460.566,626.103,452.905,37.785
490.957,335.247,353.157,396.838,477.949,581.603,439.292,35.144
468.621,324.802,376.047,412.455,475.212,578.265,439.234,33.037
465.053,328.259,356.465,411.323,458.919,570.471,431.748,32.441
448.324,331.729,439.087,401.359,450.859,582.103,442.243,30.535
449.756,342.166,469.929,387.485,496.424,577.074,453.806,30.799
441.117,340.737,553.992,401.994,450.747,588.721,462.885,34.715
421.183,322.482,582.866,388.054,456.778,557.074,454.739,37.252
425.478,314.729,625.276,409.449,500.899,609.574,480.901,45.213
411.778,341.061,617.890,397.293,464.687,562.132,465.807,39.294
415.415,323.753,585.205,413.222,445.343,620.118,467.176,42.150
415.955,314.992,540.039,393.743,486.192,675.588,471.085,47.197
394.256,320.603,435.898,372.599,470.263,625.088,436.451,39.443
401.427,324.445,422.449,382.934,483.000,566.206,430.077,31.443
395.819,334.445,402.339,414.629,480.364,633.176,443.462,38.741
376.424,336.069,354.197,366.994,417.475,575.529,404.448,32.841
374.359,343.692,361.795,377.515,471.424,618.059,424.474,39.034
381.211,340.097,360.811,416.192,458.313,594.779,425.234,34.664
375.870,339.332,379.685,395.886,466.646,559.221,419.440,29.916
368.445,346.547,359.299,390.246,452.040,596.662,418.873,35.297
359.329,323.704,345.370,395.982,465.141,616.500,417.671,40.729
360.841,345.490,348.575,394.886,478.657,589.676,419.687,36.138
362.640,330.020,396.937,391.922,484.899,642.162,434.763,42.481
368.308,327.421,363.409,404.491,499.869,598.368,426.978,38.220
354.106,323.729,348.843,416.431,455.071,557.162,409.224,32.503
350.251,328.089,393.197,374.449,445.152,578.603,411.623,33.941
356.279,340.761,414.425,411.096,502.586,603.353,438.083,36.865
354.605,336.919,391.598,418.515,456.202,548.368,417.701,28.745
358.444,317.895,474.724,396.892,440.848,528.015,419.470,28.792
354.722,327.652,547.921,404.168,526.808,602.235,460.584,42.209
352.233,330.401,562.559,405.174,493.838,586.059,455.044,40.422
347.610,337.405,546.205,427.006,465.212,601.162,454.100,39.414
359.218,337.899,513.843,407.138,471.626,655.162,457.481,43.762
356.862,333.769,515.748,396.138,452.970,591.265,441.125,36.856
