0001-0104-0059,0001-0088-0076,0001-0046-0063,0001-0043-0048,0003-0018-0088,Average,Err
864.765,507.378,677.400,871.702,455.283,675.305,77.738
901.935,536.622,740.507,881.189,458.693,703.789,80.024
884.071,491.762,677.707,831.626,433.366,663.706,79.894
836.800,485.878,691.479,853.143,453.732,664.206,75.453
837.829,504.977,685.636,834.958,452.327,663.145,72.111
862.841,510.314,679.764,822.550,447.571,664.608,73.589
853.429,489.756,680.814,855.874,437.134,663.401,78.692
868.453,493.081,676.757,846.471,462.161,669.385,76.175
843.588,517.965,747.757,876.609,444.110,686.006,77.904
900.894,510.442,672.986,872.109,446.080,680.502,82.272
869.112,508.547,730.486,844.651,463.071,683.173,75.320
906.571,513.860,664.564,869.748,467.598,684.468,80.048
980.094,494.302,675.429,849.168,453.708,690.540,90.295
1063.700,491.924,663.607,870.559,440.423,706.043,104.534
1225.541,479.012,650.857,790.622,446.131,718.433,126.239
1479.559,484.860,664.843,797.328,453.247,775.967,166.942
1749.159,473.081,674.450,853.550,464.298,842.908,212.593
2024.676,526.297,690.414,895.311,455.500,918.440,256.467
2262.494,470.535,630.179,840.550,472.208,935.193,302.918
2482.376,502.430,678.521,821.109,447.881,986.464,339.664
2697.665,511.948,709.293,840.197,440.625,1039.946,376.044
2675.365,483.907,719.443,814.370,463.140,1031.245,372.543
2708.400,454.105,691.379,801.866,480.869,1027.324,380.363
2728.841,485.640,678.157,844.071,466.095,1040.561,382.528
2624.718,451.029,714.236,830.193,466.214,1017.278,365.240
2586.729,466.855,689.979,829.071,443.961,1003.319,359.800
2494.994,497.698,692.757,853.441,450.533,997.885,340.886
2409.506,494.826,704.929,809.567,441.911,972.148,326.976
2217.347,483.994,696.993,835.555,435.875,933.953,294.175
2025.418,528.128,652.379,835.912,456.274,899.622,258.238
1746.029,475.703,674.943,788.113,442.446,825.447,213.591
1480.853,519.163,710.421,834.664,445.729,798.166,164.578
1225.953,478.634,665.393,809.798,430.527,722.061,127.916
1045.706,491.000,674.943,828.550,453.384,698.717,98.216
1022.206,498.709,654.114,806.979,439.973,684.396,94.717
941.059,494.419,670.450,850.605,451.128,681.532,85.828
946.206,495.872,637.007,838.866,437.092,671.009,87.282
853.247,465.029,660.936,839.626,452.128,654.193,77.632
890.271,447.099,681.536,801.340,456.232,655.296,80.051
902.659,499.994,670.029,852.147,458.375,676.641,80.193
856.206,506.936,674.614,772.235,420.759,646.150,72.391
858.294,489.855,640.457,801.076,451.521,648.240,72.478
869.947,500.419,673.400,802.807,434.214,656.157,75.106
830.388,498.831,666.957,801.992,448.646,649.363,69.086
828.106,487.419,625.650,808.340,440.199,637.943,71.305
834.247,470.349,659.243,821.937,446.432,646.441,74.093
825.682,480.238,705.236,840.794,453.899,661.170,74.019
842.606,480.564,703.736,813.853,424.473,653.046,76.513
821.918,479.413,660.021,794.529,446.527,640.482,69.453
825.771,483.337,628.071,771.139,420.729,625.809,70.276
822.312,487.203,634.479,778.479,444.810,633.456,67.432
792.541,502.291,640.300,828.345,446.616,642.018,67.848
798.665,510.477,651.521,795.076,451.935,641.535,63.715
816.265,513.576,662.736,842.244,447.601,656.484,70.464
809.418,517.733,681.836,822.605,464.738,659.266,65.607
773.212,495.779,667.050,793.597,433.792,632.686,64.845
823.153,463.233,651.086,807.244,429.009,634.745,74.098
754.535,498.901,629.900,746.756,433.821,612.783,57.735
815.135,470.192,641.671,780.571,437.923,629.099,69.141
795.529,459.715,666.571,804.920,434.363,632.220,71.156
804.253,510.919,678.386,801.714,462.932,651.641,63.857
839.853,496.076,659.879,835.008,475.613,661.286,70.381
810.094,504.901,658.586,789.962,455.634,643.835,64.478
835.229,519.570,648.964,812.971,450.033,653.353,68.648
820.800,507.134,665.421,802.391,435.220,646.193,69.022
822.318,511.238,683.914,805.761,444.131,653.472,68.317
807.906,520.814,697.621,808.336,467.092,660.354,63.837
823.035,538.703,700.257,841.992,468.012,674.400,66.890
793.682,499.517,665.864,786.546,439.723,637.067,64.982
850.759,485.634,615.143,792.958,439.107,636.720,72.819
806.665,467.453,671.786,830.676,440.214,643.359,73.423
814.147,499.384,668.786,809.092,441.286,646.539,68.933
792.494,500.779,645.743,785.164,428.955,630.627,65.679
734.753,476.087,625.829,773.676,428.140,607.697,61.183
774.188,473.785,663.714,802.193,443.839,631.544,66.521
852.965,520.453,664.393,831.143,455.065,664.804,71.526
827.929,483.401,684.143,795.202,442.107,646.556,70.661
813.529,470.390,681.750,792.639,456.277,642.917,68.595
737.582,477.541,626.079,797.088,451.878,618.034,61.242
816.806,491.459,651.193,834.479,430.795,644.946,73.462
829.912,499.483,635.807,795.845,440.774,640.364,69.226
835.188,493.762,646.721,788.609,449.926,642.841,68.615
835.706,493.093,683.057,819.508,445.318,655.337,72.301
781.082,514.390,654.371,798.353,448.095,639.258,62.542
794.247,505.965,686.629,800.912,428.310,643.212,67.701
865.682,477.064,673.171,773.080,439.229,645.645,73.876
835.688,482.698,703.150,841.076,444.452,661.413,75.737
836.465,489.756,619.143,776.828,434.140,631.266,69.950
810.382,490.093,656.293,814.328,448.720,643.963,68.896
783.600,496.413,645.800,782.214,451.113,631.828,62.239
825.900,476.291,655.307,811.160,429.598,639.651,73.528
762.088,501.424,689.150,804.445,441.738,639.769,64.148
810.194,463.692,675.679,777.563,453.595,636.145,67.800
800.765,480.517,624.864,779.050,440.247,625.089,66.222
812.194,475.692,699.764,775.979,433.732,639.472,69.643
834.565,481.459,678.050,788.971,448.241,646.257,70.202
793.324,483.145,664.821,797.786,438.711,635.557,67.540
803.500,470.541,664.136,806.836,442.301,637.463,70.119
762.794,474.686,664.471,777.748,447.250,625.390,62.631
817.224,478.669,635.514,823.118,444.726,639.850,71.867
791.282,465.785,641.929,790.718,442.976,626.538,67.489
801.659,499.140,626.443,788.353,442.247,631.568,65.397
783.800,493.494,620.029,794.639,436.628,625.718,65.359
765.512,492.581,643.586,821.071,463.077,637.166,63.733
821.788,480.017,654.100,814.214,460.726,646.169,69.610
826.553,511.372,659.957,771.811,458.673,645.673,63.824
792.482,498.791,613.100,748.193,454.548,621.423,59.426
813.312,477.727,653.993,799.307,451.426,639.153,68.557
806.782,467.901,654.264,805.660,450.863,637.094,69.516
796.729,493.308,652.164,787.647,445.381,635.046,65.049
818.865,498.808,631.657,742.689,439.077,626.219,63.863
769.641,466.797,653.779,784.324,465.396,627.987,62.479
814.947,489.424,628.964,767.181,411.232,622.350,69.384
799.776,491.157,637.850,765.882,432.595,625.452,64.959
792.471,507.959,679.543,814.752,453.458,649.637,65.458
806.694,482.791,586.700,771.639,448.878,619.340,65.442
795.776,491.151,605.757,741.223,433.664,613.514,62.260
775.576,488.570,619.271,769.319,435.908,617.729,62.494
765.588,466.360,597.350,790.076,441.161,612.107,65.088
795.647,487.674,634.307,799.366,457.080,634.815,65.172
782.676,463.000,634.229,755.685,441.277,615.373,63.737
767.582,489.006,633.157,740.218,450.649,616.123,57.331
758.088,492.773,618.886,767.647,452.214,617.922,58.373
817.147,501.360,648.164,778.958,449.533,639.033,65.192
756.765,450.680,668.879,782.668,440.342,619.867,65.879
776.347,489.994,641.614,790.920,412.607,622.297,67.531
795.000,494.221,624.014,756.576,454.851,624.932,60.751
811.371,504.477,635.943,765.218,458.568,635.115,62.041
794.618,507.913,623.143,777.235,441.012,628.784,63.068
831.018,492.878,652.086,771.244,427.750,634.995,69.406
792.188,500.965,655.400,773.050,441.940,632.709,63.053
782.776,503.977,655.279,782.744,435.095,631.974,63.611
778.888,463.506,625.557,781.143,431.696,616.158,66.669
786.771,503.302,620.621,770.828,437.860,623.876,62.379
762.424,495.360,644.057,800.937,439.827,628.521,63.635
784.094,472.715,631.786,757.336,447.390,618.664,62.420
750.747,446.651,642.029,728.324,436.080,600.766,60.445
776.935,467.006,653.250,759.437,442.205,619.767,63.307
822.241,464.256,633.936,771.996,442.932,627.072,69.154
