0007-0009,0022-0023,0037-0064,0001-0070-0060,0049-0080,0061-0081,0064-0093,0039-0090,0049-0096,0065-0111,0086-0112,0106-0122,0124-0109,0108-0046,0105-0025,0100-0012,0079-0020,0047-0003,0125-0015,Average,Err
529.798,621.938,858.964,351.590,560.236,377.691,329.775,393.968,391.607,519.040,382.750,1168.198,479.561,788.519,724.853,369.745,485.681,330.100,407.884,530.100,49.072
551.798,590.758,862.793,368.358,553.775,350.982,326.820,395.170,367.271,538.653,368.381,1208.289,468.298,858.067,707.728,357.880,462.816,381.075,411.628,533.186,51.542
534.907,579.059,850.061,348.066,544.551,385.582,316.261,407.809,363.500,529.495,376.556,1257.711,502.632,834.106,678.131,381.105,462.805,389.375,465.256,537.209,51.711
519.098,583.322,861.939,349.512,576.831,402.545,326.874,409.766,368.043,524.574,372.312,1236.390,448.921,786.423,736.634,359.230,481.795,394.575,395.977,533.409,51.369
543.060,571.330,863.117,347.627,577.528,361.909,328.559,385.734,375.343,514.203,345.288,1281.925,450.079,849.413,700.356,374.715,470.405,359.625,430.209,533.180,54.330
502.787,583.593,845.766,351.057,530.045,405.327,341.847,396.085,369.771,518.376,365.188,1241.545,464.026,793.529,694.272,365.170,470.854,343.150,405.977,525.704,51.161
532.667,588.725,849.647,365.708,569.921,375.000,341.694,412.223,361.429,517.822,359.269,1321.118,489.754,829.519,717.518,363.795,468.962,388.325,410.326,540.180,54.732
556.290,579.392,870.035,367.711,614.629,356.255,328.369,433.628,377.100,512.490,375.719,1252.893,464.921,828.692,736.005,375.710,458.584,331.975,404.535,538.154,53.180
508.634,601.956,845.131,367.367,581.697,369.745,351.324,367.649,364.507,526.213,369.781,1243.829,456.982,830.837,697.272,392.270,484.551,382.450,435.116,535.648,51.452
545.372,602.473,858.687,354.045,573.640,400.400,344.874,422.447,363.643,512.861,371.625,1229.096,472.026,818.385,687.780,373.045,452.211,360.400,406.070,534.162,50.939
523.754,589.956,848.597,346.226,580.764,358.291,347.910,392.606,361.907,501.505,355.150,1219.075,493.930,832.971,696.408,403.950,450.373,387.400,391.093,530.625,51.031
530.902,599.828,853.979,351.979,586.247,378.436,352.856,380.511,363.300,531.748,354.069,1256.160,474.026,792.740,676.911,371.050,452.897,402.225,448.186,534.634,51.434
544.470,592.249,854.168,359.750,565.528,397.455,345.991,390.415,369.293,535.500,361.200,1231.738,466.412,822.019,726.188,375.225,459.449,443.000,403.721,539.146,50.914
517.492,598.396,848.581,362.178,568.461,407.236,347.919,402.947,369.407,528.366,377.238,1229.481,480.728,787.721,704.026,386.225,472.865,406.800,422.326,537.810,49.581
523.049,589.810,859.136,358.660,577.146,394.455,333.459,392.319,351.086,531.990,378.425,1269.701,466.184,801.423,673.728,409.820,472.973,373.075,442.372,536.779,51.814
538.055,574.788,857.755,356.687,557.652,377.855,352.622,385.170,360.986,497.178,362.350,1259.075,462.316,783.394,725.236,381.420,483.568,374.925,419.837,532.151,51.901
535.934,620.388,858.334,372.958,546.337,364.400,338.856,384.043,366.100,537.970,359.000,1262.203,461.667,787.212,685.162,402.650,464.930,382.200,403.814,533.377,51.873
513.727,599.696,870.172,363.759,576.876,411.018,323.784,394.660,352.493,545.470,373.056,1272.786,485.377,769.962,720.073,383.460,493.141,384.125,409.116,539.092,52.279
542.464,613.930,855.793,362.813,586.449,414.818,356.658,424.160,349.871,521.495,373.688,1252.904,486.053,851.510,688.230,393.035,470.373,382.925,397.140,543.385,51.758
520.546,587.582,842.902,347.142,557.843,397.964,345.396,398.543,372.207,533.337,367.981,1239.968,499.184,763.702,707.660,401.290,463.865,338.750,393.279,530.481,50.561
532.579,610.418,850.883,350.955,624.506,372.400,345.459,404.809,360.636,530.663,368.300,1266.219,457.588,723.087,648.571,382.125,475.135,349.150,429.605,530.689,51.193
524.481,603.374,866.023,364.548,607.629,397.673,346.694,402.074,368.593,532.450,360.350,1262.310,447.947,820.904,700.613,404.910,491.443,375.550,426.233,542.305,52.094
535.891,605.366,841.790,368.678,583.461,399.473,343.883,384.511,375.629,527.233,363.756,1265.369,474.930,828.481,685.733,378.715,487.189,324.975,462.860,538.838,52.184
545.962,631.700,851.345,350.024,581.584,381.273,352.171,418.989,342.979,530.936,352.344,1273.818,463.781,806.433,690.602,353.970,473.654,382.475,393.372,535.653,53.034
533.049,604.703,851.940,368.446,576.820,358.109,347.261,374.713,357.193,539.624,359.244,1243.257,477.518,787.971,691.398,343.555,476.735,387.775,425.814,531.849,51.471
528.754,609.502,846.005,360.533,558.719,382.273,339.126,389.660,358.607,513.366,366.238,1274.684,473.991,806.337,732.869,321.460,508.670,369.550,404.093,533.918,53.431
529.940,620.894,879.450,361.422,606.191,406.255,344.297,386.628,362.264,549.069,361.444,1247.963,469.588,835.769,699.382,300.195,479.162,364.275,394.698,536.783,53.505
540.634,580.037,860.700,363.819,581.798,408.709,343.649,394.415,390.843,508.366,384.925,1236.722,446.553,767.413,693.157,303.940,463.330,371.450,394.628,528.162,51.010
519.000,601.982,858.004,369.310,595.573,404.982,365.883,382.766,362.079,542.752,360.844,1223.775,476.851,799.452,688.822,291.545,463.049,368.950,439.930,532.397,51.069
548.016,594.099,863.863,363.843,560.685,386.291,347.748,359.936,376.314,511.203,387.800,1241.230,468.675,778.442,710.743,275.865,475.751,373.275,399.744,527.554,52.219
514.503,590.766,856.999,364.000,597.045,425.691,354.730,412.894,361.621,525.050,362.894,1227.417,468.553,790.740,694.874,293.300,455.995,375.725,388.279,529.530,51.170
530.792,603.018,857.407,363.630,557.404,418.273,338.432,368.202,360.607,507.772,368.075,1277.064,502.289,796.471,694.607,290.810,485.065,397.625,405.349,532.784,53.177
503.995,583.267,869.389,358.169,579.787,383.127,333.505,414.936,355.621,532.446,377.975,1253.979,443.535,826.894,708.524,292.980,468.832,389.725,396.279,530.156,53.331
540.038,599.359,857.542,367.009,550.607,392.982,348.577,410.362,370.957,530.168,367.631,1233.027,456.316,762.154,681.225,283.215,468.573,367.000,425.814,526.977,50.898
540.536,569.029,843.257,350.816,617.225,386.818,359.577,439.915,353.657,509.317,361.069,1254.005,475.140,769.385,693.644,285.090,442.551,361.425,481.209,531.246,51.753
509.208,581.930,858.906,372.069,563.663,393.273,337.532,386.755,365.214,523.366,367.719,1232.594,468.482,820.144,687.969,280.790,490.259,350.850,432.651,527.546,52.073
546.005,602.088,850.416,362.271,582.573,422.255,338.315,398.691,387.336,547.198,374.075,1258.888,491.596,814.971,662.822,283.950,484.016,374.675,448.163,538.437,51.924
525.989,603.187,860.543,362.777,597.539,394.018,351.189,397.021,365.700,542.678,362.306,1230.652,460.719,856.712,692.351,279.165,508.314,394.325,435.698,537.941,52.338
529.781,631.513,855.494,362.039,568.820,378.691,342.297,393.287,371.050,527.752,355.875,1249.091,472.465,828.817,689.827,276.120,486.665,403.875,468.953,536.443,52.600
524.366,599.813,856.953,375.006,617.236,412.236,345.829,388.872,368.450,521.361,356.975,1200.160,447.825,827.683,680.927,277.345,495.265,359.925,411.884,529.901,51.094
525.191,590.883,862.472,362.937,598.382,379.836,352.009,413.755,387.400,501.812,376.925,1224.080,452.474,848.692,691.084,290.420,462.649,358.500,408.256,530.935,52.118
543.852,610.575,832.348,359.699,583.404,401.891,366.739,395.904,357.957,498.807,351.212,1247.588,482.368,842.010,682.911,285.235,433.270,390.525,408.419,530.248,52.499
525.311,581.634,829.005,372.136,582.551,400.218,352.631,397.585,360.086,522.525,362.294,1267.684,488.105,865.808,717.921,287.825,468.773,386.400,418.140,536.138,53.454
524.907,577.637,844.817,368.952,596.315,400.582,340.721,410.255,356.993,505.946,353.125,1200.882,474.877,782.577,704.199,280.140,457.070,378.475,415.140,524.927,50.238
539.705,587.377,821.808,379.654,568.652,401.655,357.847,422.521,345.729,520.203,373.238,1312.834,453.553,809.644,699.236,284.830,479.616,383.350,418.419,534.730,53.947
529.836,584.381,847.838,369.108,539.978,397.291,331.568,408.128,362.736,521.911,358.462,1222.647,471.588,873.433,684.073,289.225,460.616,344.800,434.465,528.004,52.375
545.896,602.315,858.361,366.877,589.090,387.691,347.378,406.543,360.886,529.639,372.956,1285.380,474.325,816.212,701.262,295.095,484.778,366.150,403.116,536.524,53.927
539.153,568.158,844.533,364.247,568.551,384.182,334.568,410.404,366.200,515.797,361.456,1222.872,480.772,834.096,699.565,286.515,489.103,388.000,411.093,529.961,51.504
530.995,587.077,857.610,369.687,601.315,410.836,356.991,405.479,377.693,534.975,356.731,1278.128,486.895,831.317,694.084,298.290,486.573,393.625,376.791,538.689,53.408
539.005,590.092,862.406,372.907,614.393,394.618,361.108,386.362,367.893,521.851,349.019,1269.176,481.193,824.933,708.628,290.050,492.605,383.725,453.163,540.165,53.273
541.803,607.136,858.501,365.250,573.989,429.018,350.766,405.489,357.293,524.109,356.956,1243.658,488.702,820.750,707.723,292.025,464.789,405.125,410.605,537.036,52.040
532.760,608.029,869.380,368.292,571.955,398.127,368.423,405.457,361.329,520.936,377.962,1269.390,489.105,831.240,728.225,290.400,448.422,386.000,407.651,538.583,53.587
510.552,594.282,850.672,369.831,594.820,394.764,342.658,376.085,363.693,524.510,368.750,1173.246,484.202,818.154,704.817,286.895,471.351,365.350,442.209,528.255,49.784
514.224,585.026,848.008,370.340,554.315,400.036,344.261,401.851,350.514,506.703,371.275,1204.364,463.465,817.606,683.277,290.930,450.427,364.275,422.860,523.356,50.571
518.508,577.132,845.634,379.524,608.910,389.655,347.270,390.862,347.443,521.639,351.369,1199.433,497.632,801.490,713.283,291.600,464.059,367.775,407.093,527.385,50.690
533.727,602.568,848.150,369.473,583.506,379.564,340.523,375.894,364.057,502.550,358.488,1242.064,469.307,783.510,680.257,290.775,474.016,368.600,389.047,524.004,52.057
533.268,584.088,839.142,366.389,583.764,437.400,350.631,397.968,362.221,510.946,363.181,1211.877,470.526,800.635,706.230,296.490,443.762,402.475,499.860,534.782,49.769
512.743,593.432,860.101,359.605,577.427,388.345,356.486,396.106,352.714,521.856,363.312,1275.267,462.018,788.635,721.131,290.540,486.719,371.150,425.721,531.753,53.433
508.366,596.462,857.681,370.419,618.506,373.236,344.883,389.777,377.343,535.807,364.294,1249.193,489.018,806.769,712.157,297.170,470.843,386.650,445.791,536.545,52.317
530.781,610.615,867.683,364.307,616.551,390.091,348.009,389.766,375.464,520.866,348.238,1206.524,449.693,816.952,693.084,288.755,479.605,368.450,437.953,531.757,51.384
543.098,601.802,867.038,379.355,552.225,385.309,367.000,376.511,361.671,524.064,370.006,1239.888,444.219,821.346,722.911,297.435,453.476,409.000,426.302,533.824,52.251
522.180,605.692,844.690,364.434,600.775,390.855,334.369,399.585,364.179,504.490,367.956,1251.583,481.596,791.923,711.393,299.795,490.903,341.625,396.488,529.711,52.596
498.699,615.498,844.807,369.747,602.337,387.291,365.063,371.851,347.529,508.955,358.450,1219.786,441.974,828.529,695.372,307.440,462.541,332.900,416.023,524.989,52.090
492.705,596.190,818.856,363.563,568.820,377.582,340.838,400.638,361.579,493.238,368.087,1214.973,467.640,812.404,691.639,301.285,463.930,349.575,391.977,519.764,50.902
520.284,551.498,823.489,359.166,579.191,389.036,353.351,398.351,355.664,520.327,371.244,1175.374,491.947,809.827,709.613,303.375,452.773,365.975,402.535,522.791,49.103
510.951,586.348,835.703,365.735,607.393,394.455,347.622,397.596,362.550,493.950,351.706,1198.171,464.228,806.538,696.675,310.490,464.859,396.750,406.070,526.200,49.946
524.770,572.535,841.753,359.560,582.472,398.982,355.036,392.862,349.714,512.025,356.944,1220.968,455.079,787.356,695.738,318.435,470.481,347.750,425.326,524.620,50.725
494.689,579.381,837.732,371.404,573.461,410.782,343.532,390.830,345.207,512.946,375.050,1295.080,468.377,798.163,728.733,321.340,488.346,385.375,397.256,532.510,53.583
536.667,585.051,854.593,368.922,596.775,382.036,348.712,406.926,366.229,525.772,366.419,1241.818,465.447,790.067,693.084,333.300,470.795,363.325,402.558,531.500,51.396
524.852,597.894,845.094,367.639,564.101,417.382,360.550,422.872,364.464,509.000,350.488,1258.749,468.105,786.962,665.141,317.725,468.032,386.900,430.814,531.935,51.102
510.492,564.755,844.603,365.301,612.775,368.545,340.568,406.000,350.850,494.109,362.413,1216.321,465.447,768.615,711.188,326.420,475.330,354.375,443.628,525.354,50.500
524.705,570.846,836.406,358.184,574.191,382.055,335.018,385.234,352.629,518.990,351.944,1224.561,458.711,802.760,662.215,330.955,469.043,371.650,432.279,523.283,50.693
543.672,573.667,831.128,363.630,592.539,366.545,344.036,403.489,354.364,504.144,365.288,1200.898,477.281,775.952,694.277,333.900,470.573,398.375,374.907,524.667,49.471
505.689,589.546,835.950,360.958,585.494,406.691,363.405,393.830,362.329,519.059,346.850,1225.428,482.149,813.452,656.660,330.100,461.189,377.000,417.279,528.056,50.365
526.710,586.648,835.158,371.602,632.596,424.691,359.189,371.606,371.386,523.455,344.169,1226.096,475.991,780.038,668.450,360.100,458.254,395.050,412.907,532.847,49.708
533.011,587.363,851.168,364.620,594.056,407.255,364.144,397.809,356.014,498.569,368.738,1201.765,463.702,771.106,655.576,334.795,476.551,371.550,401.233,526.264,49.011
530.984,594.392,848.136,371.777,650.393,402.564,336.739,402.021,356.614,515.832,371.244,1212.096,477.474,817.442,730.366,357.135,455.449,403.775,450.488,541.312,50.383
533.781,591.454,840.200,384.075,604.247,414.509,357.243,395.851,362.964,514.371,361.988,1254.267,468.360,828.106,708.455,339.980,498.784,362.575,411.581,538.568,51.868
536.492,586.136,852.063,361.407,585.112,409.218,356.973,400.798,362.479,514.292,365.325,1218.342,468.026,838.269,754.717,358.315,468.059,369.350,438.628,539.158,51.139
524.082,602.275,874.396,373.895,620.090,403.418,372.036,398.723,364.314,549.569,358.481,1229.840,469.316,788.615,728.215,362.625,470.703,364.925,416.930,540.655,51.051
517.038,588.630,860.043,369.440,586.517,374.909,359.883,402.979,370.900,506.658,358.613,1249.492,473.614,798.346,734.288,360.005,482.914,353.950,438.767,536.157,51.841
515.475,610.652,855.526,363.208,639.034,405.455,356.919,379.862,373.043,499.738,356.981,1230.973,469.798,745.413,728.063,373.490,457.957,407.625,384.930,534.428,50.533
524.033,581.637,849.546,377.139,592.461,408.200,350.162,403.426,371.550,508.906,374.913,1198.476,446.535,791.683,712.906,374.320,470.324,375.900,415.512,533.033,48.954
530.481,571.407,840.036,365.157,599.315,387.927,361.171,373.489,356.100,524.688,356.438,1161.417,468.439,805.885,693.440,367.150,476.557,360.250,424.930,527.593,48.175
524.470,618.029,844.345,364.244,608.933,410.655,345.784,395.191,367.500,529.391,369.819,1199.385,457.202,793.337,714.120,368.240,459.357,347.200,416.209,533.337,49.726
531.344,597.531,849.272,375.184,557.326,440.145,339.694,394.585,375.300,519.941,373.750,1225.984,475.746,812.260,697.712,381.115,453.335,361.975,400.419,534.875,50.208
508.519,578.762,844.224,393.774,561.685,409.291,357.775,397.628,356.900,517.025,362.706,1199.604,447.061,806.173,702.759,375.785,468.368,375.625,452.674,532.439,48.799
551.191,565.996,840.757,366.783,602.730,395.036,347.270,418.840,360.643,529.520,355.175,1218.305,467.272,823.385,702.115,363.650,462.611,391.875,442.070,537.117,50.067
533.328,585.839,854.232,363.630,590.236,384.200,360.883,406.149,356.000,522.995,357.656,1223.086,465.272,841.365,664.890,396.820,468.449,335.625,431.837,533.815,50.842
540.951,583.447,864.085,374.593,590.427,417.836,368.766,412.170,350.857,523.579,376.062,1252.112,469.167,852.913,699.654,402.890,487.038,370.200,401.116,544.098,51.709
523.393,590.883,846.110,373.142,590.034,361.273,343.009,385.543,363.971,516.970,359.994,1281.679,471.702,803.615,688.550,393.745,472.065,394.975,415.163,535.569,52.473
533.842,590.850,849.671,378.283,611.708,379.218,367.595,410.596,361.614,532.411,369.194,1215.872,463.781,829.019,689.173,394.725,481.076,382.225,437.558,540.969,49.695
537.781,579.000,844.169,371.220,600.854,409.473,359.892,395.468,363.764,515.550,367.925,1212.064,477.956,835.346,712.927,382.355,469.443,357.625,421.605,537.601,50.139
498.716,595.714,858.274,365.834,622.416,397.709,360.234,391.851,383.186,496.015,370.281,1241.316,463.009,801.981,735.042,393.475,466.178,364.000,449.326,539.714,51.127
525.667,600.385,864.974,366.136,572.944,403.000,370.405,420.851,360.100,534.267,362.587,1229.487,454.491,827.375,714.838,399.455,462.832,389.400,424.628,541.254,50.589
538.180,594.564,868.443,382.768,571.067,397.473,368.297,422.436,375.371,535.579,365.731,1288.519,493.070,821.490,705.958,391.675,476.497,331.925,389.000,543.055,53.126
532.710,605.575,871.845,355.714,576.730,427.636,368.838,405.830,356.286,542.866,348.369,1237.193,480.307,805.058,697.414,393.710,487.751,411.200,454.977,545.264,50.270
531.825,605.516,864.681,379.910,580.157,413.545,352.063,392.149,354.829,530.208,363.275,1218.155,481.956,800.519,703.236,395.965,489.157,383.300,415.442,539.784,49.847
538.913,606.201,869.596,366.033,589.539,399.509,378.838,391.532,368.550,537.223,377.031,1269.545,493.825,813.971,699.696,408.080,464.535,389.775,433.442,547.149,51.580
503.426,620.260,864.508,373.657,601.371,385.727,356.315,392.979,376.936,532.931,367.469,1239.989,457.842,810.760,720.948,394.025,463.205,353.000,378.605,536.524,51.859
536.426,618.037,849.187,391.045,609.753,420.273,357.676,399.585,362.143,540.931,374.344,1225.267,471.263,822.087,697.524,405.945,468.470,379.350,378.395,542.511,50.172
545.290,596.993,845.392,370.214,608.034,405.509,362.108,402.319,351.057,523.713,371.594,1272.850,475.395,829.548,679.613,400.760,459.638,386.950,408.372,541.860,51.946
535.601,600.546,858.757,372.895,609.371,419.400,355.153,396.489,358.364,529.045,373.469,1197.283,470.140,795.462,723.225,378.095,471.022,371.575,382.116,536.737,49.596
563.126,601.201,866.895,374.367,585.775,420.964,354.144,413.362,355.100,535.436,364.062,1204.829,483.009,814.587,725.665,381.785,477.400,370.975,466.465,545.218,49.600
535.863,581.491,853.638,377.777,634.281,428.655,353.189,381.138,374.464,515.891,370.525,1247.636,464.447,833.173,679.848,369.870,478.022,384.150,404.744,540.463,51.350
532.109,624.938,852.481,378.154,579.697,388.309,353.550,380.351,379.679,509.010,356.812,1241.578,463.746,831.452,701.602,385.400,490.935,346.825,445.953,539.083,51.507
537.525,620.004,859.119,359.651,610.438,400.127,365.261,395.787,368.950,516.554,366.600,1225.417,477.035,809.558,669.372,336.405,458.114,381.300,425.953,535.956,50.639
498.874,589.011,835.895,370.123,579.674,398.818,367.153,407.809,354.064,531.658,377.738,1270.572,456.737,809.173,699.728,307.730,472.373,361.675,397.047,530.834,52.582
532.175,599.879,859.801,384.090,601.798,381.018,321.189,410.128,358.957,528.262,378.962,1274.652,450.351,797.423,711.880,301.685,505.292,363.450,415.814,535.621,53.433
494.355,581.385,855.843,376.699,603.506,440.564,365.405,402.468,356.729,525.525,357.881,1251.070,470.895,823.298,715.733,295.675,459.405,402.050,393.395,535.362,52.324
518.743,583.791,851.539,367.997,591.820,406.127,348.063,424.415,379.593,518.139,365.394,1222.241,459.140,806.817,685.916,289.215,481.346,344.875,383.605,527.830,51.219
530.202,606.758,850.050,367.136,616.292,406.873,363.477,384.043,359.864,512.896,359.619,1252.171,476.061,768.904,683.126,287.840,477.730,350.500,420.256,530.200,51.979
517.492,587.040,863.507,375.780,639.191,415.891,362.477,391.532,374.750,528.757,360.431,1272.695,458.167,878.087,708.675,289.920,503.584,411.275,394.256,543.869,54.201
556.579,616.421,856.165,371.229,618.573,392.527,359.387,393.787,372.236,532.995,370.938,1247.401,449.860,779.952,715.482,287.870,453.541,398.450,399.605,535.421,52.118
529.716,587.967,841.026,367.925,612.607,396.873,362.667,400.383,371.814,527.792,366.819,1223.947,455.623,813.038,707.309,282.340,469.351,383.075,384.953,530.801,51.397
519.896,600.051,850.599,372.735,628.146,426.655,354.153,391.809,366.157,525.861,361.144,1231.428,481.930,801.269,716.749,284.850,456.411,357.200,420.744,534.094,51.783
548.093,588.048,861.338,369.389,607.607,417.964,374.099,395.766,370.314,548.327,364.325,1293.214,443.333,799.577,688.565,287.510,476.130,370.900,445.744,539.486,53.511
517.907,590.535,846.421,376.184,655.045,425.182,379.766,375.894,360.236,510.936,374.619,1198.754,474.386,820.558,726.775,284.840,489.168,365.025,397.814,535.265,50.845
532.000,589.326,846.595,367.741,619.528,424.873,372.027,408.106,361.379,525.540,367.519,1266.947,486.816,831.625,715.387,286.815,475.292,389.350,435.953,542.254,52.685
518.016,601.571,848.727,382.605,582.551,430.400,368.423,387.649,365.379,539.416,378.381,1232.214,481.342,825.942,731.110,281.740,448.005,390.125,408.791,536.968,51.649
517.372,596.392,845.903,367.148,605.494,402.927,343.045,370.404,359.079,520.416,370.681,1219.679,471.079,833.865,708.696,280.130,469.378,358.175,396.116,528.209,52.228
531.038,611.216,835.214,359.416,596.494,443.418,376.072,387.968,376.729,517.322,344.500,1175.294,456.842,808.317,686.455,284.900,450.757,372.975,393.047,526.735,49.259
547.279,594.751,833.360,368.349,607.315,403.218,367.459,406.277,355.957,533.634,362.781,1248.455,470.579,771.462,658.304,280.500,478.989,355.000,381.860,527.659,51.474
526.492,592.963,844.222,384.633,583.607,389.891,374.613,414.787,365.371,528.297,364.456,1217.166,441.404,812.971,700.916,283.400,468.059,388.475,418.721,531.602,50.609
535.415,602.183,845.132,376.157,582.045,407.764,353.486,411.840,351.521,513.733,376.406,1221.037,489.289,768.183,693.016,277.935,459.368,380.575,394.814,528.416,50.435
516.016,577.220,842.994,371.274,561.562,385.200,355.081,400.755,350.736,545.069,366.869,1202.631,475.658,783.529,703.220,278.230,467.984,400.000,420.326,526.545,49.915
523.721,597.619,834.842,374.554,568.562,412.436,356.063,389.936,355.979,512.262,356.719,1238.150,469.974,802.038,704.681,282.520,444.632,350.525,438.209,527.022,51.732
549.273,587.088,850.235,369.166,534.292,399.218,370.856,388.617,348.507,507.307,361.894,1183.626,441.675,838.625,690.916,281.710,478.000,376.025,419.140,525.062,50.270
522.803,593.059,844.692,380.340,542.090,433.836,348.613,397.287,354.200,515.891,357.219,1237.963,468.965,816.163,679.639,297.180,464.941,368.250,402.047,527.641,51.472
529.967,580.436,863.279,370.819,527.843,420.782,375.378,385.457,375.693,537.812,352.225,1260.235,483.886,826.500,662.010,288.340,480.249,373.575,454.628,534.164,52.171
531.902,606.520,866.746,380.392,523.270,417.836,372.207,397.606,369.350,532.960,361.456,1245.775,455.982,853.683,688.743,291.925,450.546,346.825,431.372,532.900,52.758
521.978,593.846,836.304,382.428,497.281,368.855,359.946,386.447,373.036,510.901,357.475,1241.636,494.044,830.577,720.335,291.375,477.659,345.000,425.047,527.062,52.371
508.683,584.637,825.494,379.467,493.494,363.873,369.676,423.713,366.907,514.505,349.819,1165.267,461.386,786.885,686.801,285.525,453.200,365.975,419.047,516.019,48.199
533.339,593.963,842.644,376.563,506.562,352.455,333.009,384.085,360.329,512.020,365.369,1254.118,468.114,747.260,692.817,289.855,491.973,387.250,416.744,521.498,51.745
531.279,576.615,840.824,358.581,494.809,343.327,351.090,389.223,357.100,520.475,375.087,1228.364,506.123,818.298,701.094,288.355,443.995,373.325,408.814,521.409,51.952
497.770,612.037,847.572,375.473,484.360,353.382,341.910,385.330,346.379,527.238,371.594,1223.717,476.921,796.663,720.325,305.030,489.849,394.450,457.744,526.723,51.242
529.038,598.447,845.214,365.434,460.708,345.055,316.261,393.532,351.479,519.990,347.538,1215.449,484.614,818.712,710.445,292.185,469.524,351.100,408.349,517.004,52.403
510.907,583.143,822.221,364.241,484.921,308.564,306.865,402.979,350.307,504.842,353.156,1240.123,485.193,810.337,684.618,292.035,476.238,384.850,398.744,513.910,52.603
528.175,588.861,839.331,381.072,449.303,347.982,311.279,392.394,363.343,502.292,363.137,1213.294,469.412,777.827,696.634,294.275,470.357,356.650,439.372,514.999,50.947
534.399,572.015,849.174,369.846,486.393,328.673,284.432,401.096,365.979,518.738,371.962,1276.444,471.623,808.798,661.990,300.810,466.643,382.500,370.372,516.941,54.109
488.027,584.853,827.783,366.720,460.933,314.636,301.532,401.191,359.636,510.772,371.981,1214.620,466.693,793.923,673.173,306.645,463.076,371.500,411.465,509.956,51.115
511.240,609.586,825.846,371.292,473.955,310.200,305.640,373.138,366.650,517.564,368.637,1247.203,473.807,828.933,700.838,304.440,476.173,345.250,441.860,518.540,53.362
507.148,603.066,837.452,386.123,444.247,319.364,305.081,392.872,370.071,512.158,369.288,1203.984,486.211,770.587,683.141,311.480,452.805,381.000,394.233,512.122,50.474
526.426,594.678,855.142,377.000,450.169,306.327,291.775,382.298,358.271,509.634,374.156,1307.160,471.307,802.356,700.435,300.745,469.957,397.575,430.116,521.344,55.585
532.913,611.084,830.715,371.937,465.539,316.309,294.622,408.500,360.357,514.465,358.194,1224.797,466.386,784.721,705.681,301.205,474.611,374.300,402.535,515.730,51.972
539.475,597.414,841.036,381.111,478.236,313.945,293.432,406.968,355.129,537.436,351.494,1250.583,470.781,762.606,716.874,327.530,468.822,360.475,432.698,520.318,52.617
536.590,583.451,843.770,370.280,445.697,302.673,286.018,399.851,349.757,512.703,360.756,1233.658,462.456,828.346,706.738,305.285,503.065,370.275,438.837,517.906,53.305
533.503,599.897,848.498,376.030,463.191,307.764,290.099,422.926,369.157,512.104,371.262,1206.845,480.149,802.106,708.021,335.785,461.762,337.950,461.814,520.466,51.375
531.699,590.875,836.215,365.139,479.989,309.582,306.063,399.617,363.271,507.050,376.681,1221.150,454.570,788.904,705.791,326.810,487.038,395.625,456.860,521.207,51.058
523.596,600.897,847.213,381.765,468.888,312.655,300.369,375.862,371.550,540.084,375.044,1239.663,462.447,790.837,682.906,342.585,482.286,366.500,443.419,521.503,51.948
530.005,598.473,854.523,373.828,457.236,298.218,306.973,383.819,380.964,509.446,355.044,1277.171,473.912,817.519,671.864,328.965,471.492,402.025,425.047,521.922,53.982
548.464,595.689,852.675,368.114,460.528,337.727,312.820,415.862,360.121,522.673,368.719,1222.128,454.895,856.442,684.984,342.430,473.643,364.525,400.419,523.308,52.337
558.230,587.286,854.398,376.295,477.494,298.364,297.874,401.064,358.543,534.609,353.781,1238.401,504.246,826.615,688.099,356.780,473.584,390.525,418.674,526.045,52.646
533.388,592.465,865.236,365.681,455.146,324.764,304.243,376.064,375.171,496.317,369.094,1225.492,470.623,852.250,706.403,347.165,461.216,394.150,411.791,522.456,52.852
531.246,604.092,850.085,379.542,434.596,312.927,315.910,389.532,372.893,524.530,357.988,1272.947,465.816,848.365,705.880,354.250,491.962,424.375,435.326,530.119,53.867
525.399,582.777,846.411,371.361,481.022,328.073,304.360,387.245,367.686,508.772,360.931,1251.610,474.868,821.375,706.110,362.125,487.459,356.400,422.558,523.502,52.854
509.743,599.498,845.754,379.771,469.315,294.945,300.622,393.404,351.271,539.926,357.988,1234.535,442.412,806.885,688.958,351.195,471.568,387.000,440.000,519.199,52.289
525.929,598.546,858.712,373.127,476.449,324.600,324.369,406.521,380.479,508.381,352.794,1229.048,493.781,787.827,700.188,358.305,477.746,363.675,447.093,525.662,51.191
546.852,588.996,844.012,379.657,448.697,342.073,305.054,392.883,365.857,506.064,376.444,1237.112,479.772,769.856,685.728,355.720,483.065,355.750,418.186,520.094,51.171
545.519,583.971,857.600,385.798,467.775,333.255,323.991,402.628,362.179,514.153,362.837,1323.369,491.149,797.317,688.654,374.495,475.854,392.100,430.605,532.276,54.502
502.923,613.429,849.263,370.304,499.180,340.309,318.991,389.489,367.764,527.233,341.919,1265.257,486.974,841.135,696.466,380.520,464.281,393.425,414.419,529.646,53.251
525.563,589.934,860.479,374.337,492.303,316.345,327.279,401.670,372.407,526.614,373.469,1240.561,484.105,799.471,697.969,372.405,470.735,371.025,400.023,526.142,51.812
529.180,596.498,838.929,376.012,449.989,346.709,323.459,417.319,371.186,523.267,363.206,1285.353,467.833,806.471,714.052,361.965,498.373,388.500,415.930,530.223,53.130
