,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,0.10160860233839174,0.08480424155749668,-0.0017368316566115439,0.00118920828759817,0.0011647624494342845,-0.0033522417825080607,-0.00031296804528887573,-0.00012139167800713125,-0.00763348529206116,-0.0012116100082495758,-0.016064477209824846,-0.023689692935354507,0.002197057152046045,-0.059529657822417946,0.0012463566095059385,0.023232124566518582,0.11456575727187937,-0.07386921844443683,0.0031440864038161666,-0.012175087709005576,-0.013601621735908967,0.01517531516924558,0.04083575248423813,-0.014257943218058363,0.006392764967425679,0.11638972567640413,-0.03999094800349555,0.007682173467593882,0.004142826817793614,0.013558173450120078,-0.06823232031624438,-0.05191918296072313,0.07095360714052082,0.010763126529392791,0.023695568125401963,-0.1283973758200564,0.011771447144245861,0.010560431604357563,-0.006010745289781415,0.01735346758772161,-0.03184883336265457,-0.03057825871585838,0.01800755328713876,0.0004924995120282475,-0.05464226000029887,0.012594241694592716,-0.0006418412572694675,0.01040171440060814,0.03598560626811562,-0.034105129000353375,0.01870704421600438,-0.053592635603911955,0.009469495591350392,0.001667138316292794,0.002956568164762161,-0.020267700850171603,-0.0018821191910950554,0.013826377062959902,0.008454902451902934
1,0.07415850592556213,0.06527540391633135,-0.0006523813020225396,0.0007611808657116967,0.0004893565727153472,-0.00344492332265155,-0.00023698404895210927,-0.00048222007428917247,-0.007666093089122618,0.003170527796940207,-0.012345710493968457,-0.016979895162151794,0.0023973916775905505,-0.05634621464529793,0.002862523667307387,0.009911961575193461,0.08217456475884047,-0.06092910824826705,0.0032728136409679843,-0.010897718367782338,-0.011033254442707257,0.009654690024798483,0.028349757924038994,-0.013596781619654172,0.004697569513127298,0.09283161339956537,-0.03569574407970037,0.005490984196948326,0.005458934574733304,0.014897071388350502,-0.06059543434741351,-0.04974363712333592,0.05272744330618276,0.007972903406537972,0.017383947785383748,-0.0896383015900753,0.009385713868441982,0.009111479519019663,-0.0035565129858386745,0.014729477768209076,-0.025618967210920614,-0.02277439682859752,0.013542819362030884,0.00040194464268461077,-0.05114477143637916,0.011608838087172774,-0.00046278187124218484,0.00840975312457653,0.032399391775104036,-0.024664441697950595,0.014756552002190167,-0.054735685526909376,0.009070272376955221,0.0021860773510363083,0.003321732035196983,-0.016580562452884216,-0.0007296092726355523,0.009451828257669275,0.00858449997547153
2,0.04532326907841167,0.042360429404544035,3.547658418066174e-05,0.0003918383787084509,0.00020793745741574685,-0.004371738724087806,-4.343990733981074e-05,-0.0013231388662990104,-0.005694280419765798,0.0007588492133432317,-0.012580311548500171,-0.014646820727572066,0.002036872314472279,-0.055947372260998655,0.0024388409837518676,0.0035788096260573076,0.0509883349928617,-0.04300903546977452,0.003049613702652316,-0.008641046858330054,-0.010401185907313459,0.008457520257366805,0.01675795533111187,-0.01299215798489635,0.002556879383624717,0.06513586439014152,-0.03329851983094209,0.002832732657894762,0.0017031401955896076,0.008393535632004097,-0.04879120004542911,-0.04809904080827422,0.03284428065518294,0.0039315769783246895,0.010479182834472982,-0.05160728374078032,0.00514157866538892,0.008045322994387441,-0.0009512510016530909,0.009198344425496675,-0.02297584064472077,-0.014745602626980077,0.0094060657840732,-0.0007124751362437945,-0.04306571166918452,0.008895836407329322,-0.0010334614628388272,0.007845615226129919,0.022156842220057232,-0.015023939243850115,0.008802015405893784,-0.053051617937348326,0.007147940133382711,0.0011870885977021217,0.0006779456132488544,-0.010988334145983146,0.00034356592380742514,0.005710886334643136,0.006871961271172517
3,0.018284420682047966,0.020301539923227942,-0.0016824570420581836,0.0001342767200542647,0.0007557666685322815,-0.0003362005181393292,0.0007794811095899011,0.0006945794508533429,-0.0061603801071721575,7.838556512992708e-05,-0.009647798366853418,-0.010139703570981035,0.0016473789497255997,-0.05249398088474934,-0.00017901294841628505,-0.001576978820596718,0.016761964153007423,-0.018892551825340855,9.826906375121247e-05,-0.004575771651748708,-0.008555698137939891,0.0037401432105531296,0.007301510400182093,-0.012501940582458007,0.0007112576507460255,0.034092907425783935,-0.027969600256934957,0.0012994339538924275,0.003121930028089488,0.004447894444217358,-0.026914882279192563,-0.04345899272995767,0.015821148996975683,0.0017891383617174884,0.004734443358876342,-0.011364033485298781,0.0029685422346341045,0.004267461621200557,-0.0007294261587966854,0.0023211191301755895,-0.014131467768586564,-0.010934647492022557,0.004881178258177826,0.0003450999801770487,-0.03264860294138063,0.006078602237878998,-0.0006349099261975125,0.0037200554880249775,0.013096931921922676,-0.00931570639670791,0.005162386769519869,-0.04560524160763386,0.006068851642987903,0.0005412148350356405,0.0007157211860524566,-0.007589190656993018,0.00011370682119127496,0.0024117284596881427,0.004035216086115291
4,-0.0036670052262200567,-0.0003903375672503628,-0.00175736472784144,-0.0004870383841857721,-0.00012914010513205177,-0.0011427421651908005,-0.0019172339302091388,-0.0010639265613813897,-0.003774256604565372,7.838556512992708e-05,-0.010193500819785935,-0.0057574963802006895,-0.00044992485385715516,-0.04361000997105971,-0.002906294858456471,-0.004272713677918766,-0.012204348935968348,0.017177291787433546,-0.0001066036069021778,-0.0029779854720727262,-0.004569436537462531,-0.0007598066799696705,-0.0010534924121928305,-0.007873144241116119,0.0011964972190713571,0.002842052582531935,-0.019705948590199005,0.0005027591703508189,0.002077337374794518,-0.0001389967013818498,-0.0017770372966489252,-0.027673663239203172,-0.0013561173002878347,-0.0007130682489991581,0.00037232111086190706,0.02036545782832674,0.001028786214578257,0.0019952627867894056,0.00012562208299355662,0.0011054854284804955,-0.008109516349926254,-0.007631580926742445,-0.0009398761418265058,-0.001329173626006706,-0.022366343517496445,0.0014095780934946587,-0.00044314309987145985,0.0003876639917527823,0.00893535476806947,0.0037864585503140807,0.0049540923927578785,-0.03232142421034589,0.0018750315392926226,-0.00024217154954720208,-0.00028407230748285603,-0.003941262352353969,0.00037358493019931714,0.00022276959677183016,-3.476511083423196e-05
5,-0.023065165749644175,-0.018960771904996898,-0.000607512738964525,0.00016548220130169824,-0.002046542344040009,-0.0015495504520807773,-0.0006040010878614197,-0.00035018000347432457,-0.00424227439768116,-0.0016408070443134808,-0.005821931169580394,-0.0037101915747193574,-0.0011092903480564489,-0.03199007757970786,-0.002246921145638095,-0.004319641364023049,-0.028644242243067056,0.03703462075242639,-0.001052421527330728,-0.0002547646961674762,0.000642071776724449,-0.004003608586577033,-0.007934002833703449,0.001274698276842785,-0.001339629441991458,-0.02863441574834246,-0.008175342468415918,-0.0020834313330055023,0.000748394358409821,-0.005115789137119208,0.023273224351422834,-0.004308610676711307,-0.014192096086834183,-0.0017014196485472233,-0.0050603738522092545,0.040790219158207776,-0.0004591115309723661,-0.001522675674807184,0.0016115338849641387,-0.0034057015889073002,0.0001262640079395968,-0.0013528174384149056,-0.004594923503954954,-0.0013694936773201924,-0.0020649130175718158,-0.0029238322191051415,-0.002337706926224886,-0.0008044992167163624,-0.003000457007552636,0.011878586450526711,-0.002173678060526961,-0.015595962034969785,-0.004143620749013939,-0.00013825929678681418,0.0007368755068224684,0.0015228536102404025,0.0005292546431739646,-0.0017890261031553113,-0.004738333592175177
6,-0.03907559593165787,-0.03385538906689394,-0.00012498556506070543,-0.0009467370407712461,-0.0007101142342728718,0.00045902124614649234,0.000812455296679512,-3.255365801197065e-05,0.0018726466041762435,-0.0017285700236765913,-0.0002629061817631428,-0.0014599842394090617,-0.0015467977726442703,-0.014404533184172926,-0.0017615098591803483,-0.005379164232510213,-0.04627729650734291,0.04317213468098568,-0.001083403336950238,0.002751910009931742,0.0036201910795503186,-0.0053521851187132785,-0.014461117692087466,0.00861532141566285,-0.0026081955747434705,-0.05231966357016931,0.005180360908882554,-0.004816412835004451,-0.0030034507101354014,-0.005741052253878219,0.04673651405857698,0.018653161990118097,-0.02680952882975225,-0.0035447253262317797,-0.009245150802271616,0.05390900089484726,-0.003120272518567844,-0.004158766585444825,0.0035355890822217676,-0.005706510741383897,0.007893184016323471,0.0061465978450196525,-0.007630770705597631,-0.0012035865809316944,0.026043895563709108,-0.00474531345592645,-0.000823211086987508,-0.003012231184675165,-0.011865236387430188,0.019297206136716646,-0.0061083903973138415,0.00974229368285593,-0.006371628853113463,-0.0010964920467927124,-0.0006044091648574977,0.004207421872540032,0.0005646336562608288,-0.004762803260627186,-0.006537268819688441
7,-0.051698820725052205,-0.04620334427939552,0.0010431180426872984,-0.0003678055006135616,-0.0013479975622852302,0.0022914272688335574,-0.0019287032126750732,0.0005899209615438126,0.008639723547260426,-0.0015001458308135762,0.004254014121793698,0.003650356654511335,-0.001503750684510793,0.04003258834115594,0.00030920418362783,-0.0073104992250674124,-0.05321674895858054,0.04342176708481219,-0.0020684939737979887,0.007340038447871717,0.00932023444630766,-0.005787479567239045,-0.019284305485088627,0.014517219667815029,-0.004349927473295309,-0.0686815913722901,0.02226217798421309,-0.0034592633293731956,-0.006256695315623847,-0.007380591619697992,0.05305108207543755,0.04339110371349138,-0.03622943951438806,-0.003844868849407508,-0.011715243156005627,0.056778866773624634,-0.00917380115922731,-0.005518872293729986,0.0017539108231093836,-0.011799504051099263,0.01932512729516413,0.016890339407819137,-0.009328916404015916,0.0013649989830753703,0.046713517545414765,-0.00839492906720334,4.320529701562681e-05,-0.006756877299042866,-0.021300819294545376,0.017556731301853607,-0.009978405238288055,0.03940998891595311,-0.008072609611476857,-0.001282849649797229,-0.0018076870772281482,0.010436480263748483,0.0006349634756788627,-0.0066896982428410485,-0.006705953745124382
8,-0.05763372699893101,-0.05402637353145883,0.0028435641959058443,-0.00107155896576098,0.00017666866682690237,0.00490985765105928,0.001784476985665977,0.0009191084191974496,0.010417807539958588,0.000897105961655183,0.02049503712519202,0.021591692963260915,-0.002696651722980421,0.11413458498504325,-0.0011947290507152168,-0.007047704182883663,-0.05934305808687558,0.032450626810656,-0.0019679121834133393,0.012333469472882157,0.015132939569135962,-0.009727136401166011,-0.024156532750505895,0.01709734626762314,-0.003937134292431364,-0.07790673409366297,0.050326768327924154,-0.005171380158994566,-0.003669896873626987,-0.010064160522094755,0.044402703792734484,0.06946139256639945,-0.043415118188033355,-0.005753862503544698,-0.014873913734046342,0.05551019543680715,-0.0066390820749097235,-0.011867607556100888,0.0017067140480336036,-0.011345865133149736,0.031128286757346767,0.026780914134954426,-0.011040906978806098,0.0015665992396431663,0.06071933642508418,-0.010646646537721906,0.0026135739028915936,-0.00785441481300777,-0.032951229306548604,0.018210952339071527,-0.013681942376623075,0.0787342166331126,-0.006741865563493016,-0.0017613437957417534,-0.0023073319868439275,0.016837932014278686,-0.0007928628326824253,-0.008637303731359364,-0.0048113595509332325
9,-0.06423448339290855,-0.059305398451605734,0.0026393742097857616,0.00023115343795676593,0.0014393024308043943,0.006537090798619188,0.001666916840390445,0.0011698020098690647,0.014240592218974195,0.0010978788048559072,0.04216758454329275,0.05114173497261509,-0.0009722847117852717,0.16015467302220368,0.0014315424182122336,-0.006816194264769243,-0.06480492644475452,0.023443472871504202,-0.003285948182792486,0.01709695682442209,0.01944575988961217,-0.011397452308299567,-0.02635552496599561,0.01971738201824049,-0.0033200819515345845,-0.08374975868996207,0.08706679600866708,-0.0022775957903008463,-0.004322520450023845,-0.012856084680520866,0.038847350006756765,0.0936974692681958,-0.050344180179565275,-0.008898800699243547,-0.015770781670463672,0.05365325454439533,-0.010903800843612556,-0.010912036415672526,0.002514565514748065,-0.012450312825543453,0.04421176326003574,0.03819945264082366,-0.01230222295722088,0.0004435866628937616,0.07245585304810319,-0.013876375240510816,0.003720276430724944,-0.012336779717651515,-0.04345638495719349,0.012379281560378782,-0.020439674713615016,0.1270160676891965,-0.008301866506871937,-0.0010604027614028678,-0.003405341969668551,0.02636236269757625,0.0008448818461020243,-0.009744758373750615,-0.005118898965907126
